taxonkey,am_sid,iucn_sid,spp,source
100044,its-98122,NA,albunea paretii,aquamaps
100044,its-660149,NA,albunea speciosa,aquamaps
100044,its-95868,NA,alcockpenaeopsis hungerfordii,aquamaps
100044,chn-dea8e6dc-9166-4549-87f3-9e3c1b250ba0,NA,aliaporcellana pygmaea,aquamaps
100044,chn-3953473a-c9d7-4719-9fdb-dabfd375b330,NA,aliaporcellana suluensis,aquamaps
100044,w-bch-422124,NA,allactaea lithostrota,aquamaps
100044,chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,NA,allogalathea elegans,aquamaps
100044,its-95933,NA,allosergestes pestafer,aquamaps
100044,slb-190058,NA,allosergestes sargassi,aquamaps
100044,w-bch-441077,NA,alox ornatum,aquamaps
100044,its-659896,NA,alpheopsis aequalis,aquamaps
100044,its-96690,NA,alpheopsis labis,aquamaps
100044,its-659899,NA,alpheopsis trispinosa,aquamaps
100044,slb-130743,NA,alpheus acutocarinatus,aquamaps
100044,slb-130744,NA,alpheus acutofemoratus,aquamaps
100044,slb-130747,NA,alpheus alcyone,aquamaps
100044,its-96608,NA,alpheus amblyonyx,aquamaps
100044,its-621748,NA,alpheus angulosus,aquamaps
100044,its-96612,NA,alpheus armatus,aquamaps
100044,its-96611,NA,alpheus armillatus,aquamaps
100044,its-96618,NA,alpheus bahamensis,aquamaps
100044,its-96622,NA,alpheus bellimanus,aquamaps
100044,slb-130750,NA,alpheus bicostatus,aquamaps
100044,pbd-274829,NA,alpheus bidens,aquamaps
100044,its-96636,NA,alpheus bisincisus,aquamaps
100044,its-96623,NA,alpheus bouvieri,aquamaps
100044,its-659905,NA,alpheus brevipes,aquamaps
100044,its-659906,NA,alpheus bucephalus,aquamaps
100044,slb-130759,NA,alpheus canaliculatus,aquamaps
100044,slb-130760,NA,alpheus chiragricus,aquamaps
100044,its-96617,NA,alpheus clamator,aquamaps
100044,its-659907,NA,alpheus clypeatus,aquamaps
100044,its-659909,NA,alpheus collumianus,aquamaps
100044,slb-130765,NA,alpheus compressus,aquamaps
100044,its-96626,NA,alpheus cristulifrons,aquamaps
100044,its-659910,NA,alpheus crockeri,aquamaps
100044,its-96627,NA,alpheus cylindricus,aquamaps
100044,its-659912,NA,alpheus diadema,aquamaps
100044,slb-189544,NA,alpheus djeddensis,aquamaps
100044,its-659913,NA,alpheus dolerus,aquamaps
100044,slb-130775,NA,alpheus edamensis,aquamaps
100044,its-659914,NA,alpheus edwardsii,aquamaps
100044,slb-130782,NA,alpheus ehlersii,aquamaps
100044,its-96628,NA,alpheus estuariensis,aquamaps
100044,slb-130784,NA,alpheus eulimene,aquamaps
100044,pbd-274835,NA,alpheus facetus,aquamaps
100044,slb-154772,NA,alpheus felgenhaueri,aquamaps
100044,its-96607,NA,alpheus floridanus,aquamaps
100044,slb-130789,NA,alpheus foresti,aquamaps
100044,its-96609,NA,alpheus formosus,aquamaps
100044,slb-130790,NA,alpheus frontalis,aquamaps
100044,slb-131334,NA,alpheus galapagensis,aquamaps
100044,its-96648,NA,alpheus gracilipes,aquamaps
100044,its-659915,NA,alpheus gracilis,aquamaps
100044,its-659916,NA,alpheus hailstonei,aquamaps
100044,slb-154817,NA,alpheus hebes,aquamaps
100044,its-96602,NA,alpheus heterochaelis,aquamaps
100044,slb-130802,NA,alpheus hippothoe,aquamaps
100044,slb-191695,NA,alpheus hortensis,aquamaps
100044,its-96635,NA,alpheus intrinsecus,aquamaps
100044,its-659922,NA,alpheus lobidens,aquamaps
100044,slb-154818,NA,alpheus longinquus,aquamaps
100044,its-96661,NA,alpheus lottini,aquamaps
100044,slb-130833,NA,alpheus macroskeles,aquamaps
100044,slb-130836,NA,alpheus maindroni,aquamaps
100044,its-96613,NA,alpheus malleator,aquamaps
100044,slb-130859,NA,alpheus malleodigitus,aquamaps
100044,slb-130888,NA,alpheus nonalter,aquamaps
100044,its-96629,NA,alpheus nuttingi,aquamaps
100044,slb-130895,NA,alpheus obesomanus,aquamaps
100044,slb-130898,NA,alpheus ovaliceps,aquamaps
100044,slb-130899,NA,alpheus pachychirus,aquamaps
100044,its-659925,NA,alpheus pacificus,aquamaps
100044,slb-191699,NA,alpheus packardii,aquamaps
100044,slb-154769,NA,alpheus panamensis,aquamaps
100044,its-96614,NA,alpheus paracrinitus,aquamaps
100044,its-659926,NA,alpheus paradentipes,aquamaps
100044,its-659927,NA,alpheus paralcyone,aquamaps
100044,pbd-274844,NA,alpheus parasocialis,aquamaps
100044,slb-130951,NA,alpheus pareuchirus,aquamaps
100044,its-659928,NA,alpheus parvirostris,aquamaps
100044,its-96630,NA,alpheus peasei,aquamaps
100044,its-659929,NA,alpheus percyi,aquamaps
100044,slb-189550,NA,alpheus perplexus,aquamaps
100044,slb-130960,NA,alpheus polyxo,aquamaps
100044,its-659933,NA,alpheus rapacida,aquamaps
100044,its-659934,NA,alpheus rapax,aquamaps
100044,slb-189552,NA,alpheus roseodigitalis,aquamaps
100044,slb-154796,NA,alpheus rostratus,aquamaps
100044,its-96631,NA,alpheus schmitti,aquamaps
100044,slb-130967,NA,alpheus serenei,aquamaps
100044,slb-189553,NA,alpheus sizou,aquamaps
100044,pbd-274846,NA,alpheus socialis,aquamaps
100044,slb-130970,NA,alpheus splendidus,aquamaps
100044,its-96655,NA,alpheus spongiarum,aquamaps
100044,slb-130976,NA,alpheus staphylinus,aquamaps
100044,its-659937,NA,alpheus strenuus,aquamaps
100044,pbd-274850,NA,alpheus sulcatus,aquamaps
100044,its-96633,NA,alpheus viridari,aquamaps
100044,its-96634,NA,alpheus websteri,aquamaps
100044,slb-191708,NA,altelatipes carinatus,aquamaps
100044,its-612221,NA,altopontonia disparostris,aquamaps
100044,its-96963,NA,ambidexter symmetricus,aquamaps
100044,pbd-223663,NA,amphithrax aculeatus,aquamaps
100044,w-bch-421991,NA,amphithrax hemphilli,aquamaps
100044,pbd-167411,NA,amphithrax pilosus,aquamaps
100044,slb-98304,NA,anapagurus laevis,aquamaps
100044,slb-172547,NA,anapagurus petiti,aquamaps
100044,w-bch-421960,NA,anasimus fugax,aquamaps
100044,w-bch-421959,NA,anasimus latus,aquamaps
100044,its-96541,NA,anchistioides antiguensis,aquamaps
100044,slb-169354,NA,anchistioides willeyi,aquamaps
100044,its-612586,NA,anchistus australis,aquamaps
100044,its-612225,NA,anchistus custos,aquamaps
100044,its-612226,NA,anchistus demani,aquamaps
100044,its-612228,NA,anchistus miersi,aquamaps
100044,its-612230,NA,anchistus pectinis,aquamaps
100044,its-612391,NA,ancylocaris brevicarpalis,aquamaps
100044,w-bch-441085,NA,ancylodactyla nana,aquamaps
100044,slb-193392,NA,ancylomenes holthuisi,aquamaps
100044,slb-191713,NA,ancylomenes magnificus,aquamaps
100044,slb-191714,NA,ancylomenes pedersoni,aquamaps
100044,slb-191717,NA,ancylomenes tosaensis,aquamaps
100044,slb-191718,NA,ancylomenes venustus,aquamaps
100044,slb-103492,NA,aniculus aniculus,aquamaps
100044,slb-189555,NA,aniculus erythraeus,aquamaps
100044,its-660153,NA,aniculus hopperae,aquamaps
100044,its-660154,NA,aniculus maximus,aquamaps
100044,slb-118006,NA,aniculus retipes,aquamaps
100044,slb-118007,NA,aniculus ursus,aquamaps
100044,w-bch-421951,NA,anisonotus curvirostris,aquamaps
100044,its-97881,NA,anisopagurus bartletti,aquamaps
100044,w-bch-421948,NA,anomalothir frontalis,aquamaps
100044,NA,185044,antarctus mawsoni,iucn
100044,w-bch-421961,NA,arachnopsis filipes,aquamaps
100044,w-bch-422190,NA,aratus pisonii,aquamaps
100044,w-bch-441088,NA,arcania cornuta,aquamaps
100044,w-bch-441089,NA,arcania elongata,aquamaps
100044,w-bch-441091,NA,arcania erinacea,aquamaps
100044,w-bch-238404,NA,arcania gracilis,aquamaps
100044,w-bch-209526,NA,arcania septemspinosa,aquamaps
100044,w-bch-441102,NA,arcania tuberculata,aquamaps
100044,w-bch-209525,NA,arcania undecimspinosa,aquamaps
100044,its-552997,170034,arctides antipodarum,aquamaps
100044,its-552998,170052,arctides guineensis,aquamaps
100044,its-552999,170063,arctides regalis,aquamaps
100044,w-bch-158046,NA,arenaeus cribrarius,aquamaps
100044,slb-191722,NA,areopaguristes abbreviatus,aquamaps
100044,its-98159,NA,areopaguristes oxyophthalmus,aquamaps
100044,slb-197074,NA,areopaguristes perspicax,aquamaps
100044,pbd-274854,NA,arete dorsalis,aquamaps
100044,slb-131019,NA,arete indicus,aquamaps
100044,pbd-274855,NA,arete indicus,aquamaps
100044,its-96056,NA,aristaeomorpha foliacea,aquamaps
100044,its-96074,NA,aristaeopsis edwardsiana,aquamaps
100044,its-96062,NA,aristeus antennatus,aquamaps
100044,its-96060,NA,aristeus antillensis,aquamaps
100044,its-551516,NA,aristeus mabahissae,aquamaps
100044,its-96064,NA,aristeus semidentatus,aquamaps
100044,its-96066,NA,aristeus varidens,aquamaps
100044,its-96067,NA,aristeus virilis,aquamaps
100044,w-bch-422194,NA,armases ricordi,aquamaps
100044,its-95781,NA,artemesia longinaris,aquamaps
100044,slb-88540,NA,ashtoret lunaris,aquamaps
100044,w-bch-440346,NA,ashtoret picta,aquamaps
100044,w-bch-107273,NA,atelecyclus rotundatus,aquamaps
100044,w-bch-107274,NA,atelecyclus undecimdentatus,aquamaps
100044,w-bch-209061,NA,atergatis floridus,aquamaps
100044,w-bch-209060,NA,atergatis integerrimus,aquamaps
100044,w-bch-444374,NA,atergatopsis signata,aquamaps
100044,slb-130994,NA,athanas areteformis,aquamaps
100044,pbd-274857,NA,athanas dimorphus,aquamaps
100044,slb-131010,NA,athanas djiboutensis,aquamaps
100044,pbd-274861,NA,athanas parvus,aquamaps
100044,its-95777,NA,atypopenaeus compressipes,aquamaps
100044,its-95771,NA,atypopenaeus formosus,aquamaps
100044,its-95772,NA,atypopenaeus stenodactylus,aquamaps
100044,w-bch-410797,NA,aulacolambrus hoplonotus,aquamaps
100044,w-bch-410816,NA,austinixa cristata,aquamaps
100044,w-bch-410818,NA,austinograea alayseae,aquamaps
100044,w-bch-410819,NA,austinograea williamsi,aquamaps
100044,slb-173561,NA,austrolepidopa caledonia,aquamaps
100044,its-551527,NA,austropenaeus nitidus,aquamaps
100044,slb-159649,NA,austruca annulipes,aquamaps
100044,its-96682,NA,automate dolichognatha,aquamaps
100044,its-96679,NA,automate evermanni,aquamaps
100044,slb-189565,NA,axiopsis pica,aquamaps
100044,its-564709,NA,axiopsis serratifrons,aquamaps
100044,w-bch-211018,NA,banareia armata,aquamaps
100044,slb-170165,NA,barbouria cubensis,aquamaps
100044,its-95857,NA,batepenaeopsis acclivirostris,aquamaps
100044,its-95878,NA,batepenaeopsis tenella,aquamaps
100044,its-96086,NA,bathicaris brasiliensis,aquamaps
100044,its-96088,NA,bathicaris cereus,aquamaps
100044,its-96090,NA,bathicaris iridescens,aquamaps
100044,its-551539,NA,bathicaris urinator,aquamaps
100044,NA,185087,bathyarctus chani,iucn
100044,slb-184857,185077,bathyarctus faxoni,aquamaps
100044,NA,185045,bathyarctus formosanus,iucn
100044,NA,185013,bathyarctus ramosae,iucn
100044,pbd-275068,185035,bathyarctus rubens,aquamaps
100044,NA,184987,bathyarctus steatopygus,iucn
100044,slb-157947,NA,bathycheles incisus,aquamaps
100044,slb-166044,NA,bathycheles integer,aquamaps
100044,its-612377,NA,bathymenes alcocki,aquamaps
100044,slb-174475,NA,bathymunida polae,aquamaps
100044,slb-174476,NA,bathymunida sibogae,aquamaps
100044,w-bch-394995,NA,bathynectes longispina,aquamaps
100044,w-bch-107377,NA,bathynectes maravigna,aquamaps
100044,its-96209,NA,bathypalaemonella serratipalma,aquamaps
100044,w-bch-442420,NA,bathypilumnus pugilator,aquamaps
100044,slb-10172,NA,bathyplax typhla,aquamaps
100044,w-bch-421962,NA,batrachonotus fragosus,aquamaps
100044,its-551551,NA,belzebub chacei,aquamaps
100044,its-95916,NA,belzebub faxoni,aquamaps
100044,its-551552,NA,belzebub hanseni,aquamaps
100044,its-96082,NA,bentheogennema burkenroadi,aquamaps
100044,its-96083,NA,bentheogennema intermedia,aquamaps
100044,its-551529,NA,bentheogennema stephenseni,aquamaps
100044,its-96089,NA,benthesicymus crenatus,aquamaps
100044,its-551533,NA,benthesicymus laciniatus,aquamaps
100044,its-96085,NA,benthoecetes bartletti,aquamaps
100044,its-551537,NA,benthoecetes tanneri,aquamaps
100044,its-96093,NA,benthonectes filipes,aquamaps
100044,NA,184994,biarctus dubius,iucn
100044,NA,185089,biarctus pumilus,iucn
100044,NA,185032,biarctus sordidus,iucn
100044,NA,185027,biarctus vitiensis,iucn
100044,its-552845,NA,biffarius biformis,aquamaps
100044,chn-ae156111-0d32-4a94-8720-9d7733c99831,NA,birgus latro,aquamaps
100044,its-96081,NA,boreogennema borealis,aquamaps
100044,its-96545,NA,brachycarpus biunguiculatus,aquamaps
100044,w-bch-107448,NA,brachynotus foresti,aquamaps
100044,its-96937,NA,bythocaris leucopis,aquamaps
100044,its-96938,NA,bythocaris nana,aquamaps
100044,its-96939,NA,bythocaris payeri,aquamaps
100044,w-bch-440288,NA,bythograea microps,aquamaps
100044,w-bch-440289,NA,bythograea thermydron,aquamaps
100044,w-bch-209498,NA,calappa calappa,aquamaps
100044,w-bch-440295,NA,calappa capellonis,aquamaps
100044,w-bch-158052,NA,calappa flammea,aquamaps
100044,w-bch-241042,NA,calappa galloides,aquamaps
100044,w-bch-209502,NA,calappa gallus,aquamaps
100044,slb-9249,NA,calappa granulata,aquamaps
100044,w-bch-209501,NA,calappa hepatica,aquamaps
100044,slb-88532,NA,calappa lophos,aquamaps
100044,w-bch-107269,NA,calappa pelii,aquamaps
100044,w-bch-209500,NA,calappa philargius,aquamaps
100044,w-bch-241043,NA,calappa rubroguttata,aquamaps
100044,w-bch-440313,NA,calappa woodmasoni,aquamaps
100044,slb-9254,NA,calappula tortugae,aquamaps
100044,its-564725,NA,calaxius oxypleura,aquamaps
100044,slb-189573,NA,calcinus anani,aquamaps
100044,its-660156,NA,calcinus elegans,aquamaps
100044,its-660157,NA,calcinus gaimardii,aquamaps
100044,slb-189574,NA,calcinus gouti,aquamaps
100044,its-660158,NA,calcinus guamensis,aquamaps
100044,its-660159,NA,calcinus haigae,aquamaps
100044,slb-189575,NA,calcinus hakahau,aquamaps
100044,pbd-275160,NA,calcinus imperialis,aquamaps
100044,slb-189576,NA,calcinus isabellae,aquamaps
100044,its-660161,NA,calcinus laevimanus,aquamaps
100044,its-660162,NA,calcinus latens,aquamaps
100044,slb-101114,NA,calcinus lineapropodus,aquamaps
100044,slb-155442,NA,calcinus minutus,aquamaps
100044,slb-101107,NA,calcinus morgani,aquamaps
100044,slb-155443,NA,calcinus pulcher,aquamaps
100044,its-660164,NA,calcinus seurati,aquamaps
100044,slb-189579,NA,calcinus spicatus,aquamaps
100044,its-98205,NA,calcinus tibicen,aquamaps
100044,slb-118012,NA,calcinus vachoni,aquamaps
100044,nz-7273,NA,callianidea typa,aquamaps
100044,its-97766,NA,callichirus major,aquamaps
100044,w-bch-421927,NA,callidactylus asper,aquamaps
100044,w-bch-442766,NA,callinectes arcuatus,aquamaps
100044,w-bch-394860,NA,callinectes bocourti,aquamaps
100044,w-bch-107378,NA,callinectes danae,aquamaps
100044,w-bch-422037,NA,callinectes exasperatus,aquamaps
100044,slb-12195,NA,callinectes marginatus,aquamaps
100044,w-bch-241106,NA,callinectes marginatus,aquamaps
100044,w-bch-158053,NA,callinectes ornatus,aquamaps
100044,w-bch-241107,NA,callinectes pallidus,aquamaps
100044,w-bch-422039,NA,callinectes rathbunae,aquamaps
100044,w-bch-107379,NA,callinectes sapidus,aquamaps
100044,w-bch-158055,NA,callinectes similis,aquamaps
100044,w-bch-442769,NA,callinectes toxotes,aquamaps
100044,w-bch-211051,NA,calocarcinus africanus,aquamaps
100044,w-bch-208891,NA,camposcia retusa,aquamaps
100044,slb-175015,NA,campylonotus semistriatus,aquamaps
100044,slb-186169,NA,campylonotus vagans,aquamaps
100044,its-98202,NA,cancellus ornatus,aquamaps
100044,slb-89591,NA,cancer bellianus,aquamaps
100044,w-bch-158056,NA,cancer borealis,aquamaps
100044,w-bch-158057,NA,cancer irroratus,aquamaps
100044,w-bch-107276,NA,cancer pagurus,aquamaps
100044,w-bch-440380,NA,cancer plebejus,aquamaps
100044,w-bch-440381,NA,cancer porteri,aquamaps
100044,w-bch-440382,NA,cancer productus,aquamaps
100044,w-bch-442718,NA,caphyra loevis,aquamaps
100044,w-bch-440939,NA,carcinoplax abyssicola,aquamaps
100044,w-bch-107380,NA,carcinus aestuarii,aquamaps
100044,w-bch-107381,NA,carcinus maenas,aquamaps
100044,w-bch-210291,NA,cardisoma carnifex,aquamaps
100044,pbd-226104,NA,cardisoma guanhumi,aquamaps
100044,its-660108,185015,cardus crucifer,aquamaps
100044,its-97689,185015,cardus crucifer,aquamaps
100044,slb-9736,NA,carpilius convexus,aquamaps
100044,w-bch-422051,NA,carpilius corallinus,aquamaps
100044,w-bch-209151,NA,carpilius maculatus,aquamaps
100044,w-bch-208760,NA,carupa tenuipes,aquamaps
100044,w-bch-241142,NA,cataleptodius floridanus,aquamaps
100044,its-97898,NA,catapaguroides microps,aquamaps
100044,slb-189595,NA,catapagurus ensifer,aquamaps
100044,its-97847,NA,catapagurus gracilis,aquamaps
100044,its-97848,NA,catapagurus sharreri,aquamaps
100044,w-bch-557896,NA,cavoportunus dubius,aquamaps
100044,w-bch-422023,NA,celatopesia concava,aquamaps
100044,slb-88651,NA,cervimunida johni,aquamaps
100044,chn-718abbd7-9991-4548-92ea-32318d7e3ae0,NA,cervimunida princeps,aquamaps
100044,w-bch-107369,NA,chaceon affinis,aquamaps
100044,w-bch-442693,NA,chaceon bicolor,aquamaps
100044,w-bch-442694,NA,chaceon chilensis,aquamaps
100044,w-bch-394996,NA,chaceon fenneri,aquamaps
100044,w-bch-442699,NA,chaceon granulatus,aquamaps
100044,w-bch-442703,NA,chaceon macphersoni,aquamaps
100044,w-bch-234117,NA,chaceon maritae,aquamaps
100044,w-bch-107372,NA,chaceon mediterraneus,aquamaps
100044,w-bch-158407,NA,chaceon quinquedens,aquamaps
100044,its-552047,NA,challengerosergia challengeri,aquamaps
100044,its-552062,NA,challengerosergia talismani,aquamaps
100044,slb-88621,NA,charybdis affinis,aquamaps
100044,pbd-225041,NA,charybdis annulata,aquamaps
100044,slb-12207,NA,charybdis hellerii,aquamaps
100044,slb-88573,NA,charybdis natator,aquamaps
100044,pbd-225060,NA,charybdis orientalis,aquamaps
100044,slb-88631,NA,charybdis truncata,aquamaps
100044,w-bch-422053,NA,chasmocarcinus chacei,aquamaps
100044,w-bch-422054,NA,chasmocarcinus cylindricus,aquamaps
100044,slb-184702,NA,cheiroplatea pumicicola,aquamaps
100044,chn-8fd42244-81ae-418b-9e7d-1a07d933db73,185041,chelarctus aureus,aquamaps
100044,NA,185078,chelarctus crosnieri,iucn
100044,chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,185080,chelarctus cultrifer,aquamaps
100044,w-bch-107315,NA,chionoecetes opilio,aquamaps
100044,slb-117966,NA,chirostylus dolichopus,aquamaps
100044,slb-189633,NA,chlorocurtis jactans,aquamaps
100044,w-bch-209139,NA,chlorodiella barbata,aquamaps
100044,w-bch-209138,NA,chlorodiella cytherea,aquamaps
100044,w-bch-209137,NA,chlorodiella laevissima,aquamaps
100044,slb-12769,NA,chlorodiella nigra,aquamaps
100044,slb-131244,NA,chlorotocella gracilis,aquamaps
100044,slb-131229,NA,chlorotocoides spinicauda,aquamaps
100044,its-97083,NA,chlorotocus crassicornis,aquamaps
100044,w-bch-422005,NA,chorinus heros,aquamaps
100044,its-660025,NA,chorismus antarcticus,aquamaps
100044,slb-155445,NA,ciliopagurus krempfi,aquamaps
100044,slb-189638,NA,ciliopagurus pacificus,aquamaps
100044,its-660167,NA,ciliopagurus strigatus,aquamaps
100044,slb-188983,NA,ciliopagurus vakovako,aquamaps
100044,its-659868,NA,cinetorhynchus concolor,aquamaps
100044,its-659871,NA,cinetorhynchus hendersoni,aquamaps
100044,its-659872,NA,cinetorhynchus hiatti,aquamaps
100044,its-659874,NA,cinetorhynchus reticulatus,aquamaps
100044,its-659875,NA,cinetorhynchus rigens,aquamaps
100044,slb-155473,NA,clibanarius corallinus,aquamaps
100044,slb-155613,NA,clibanarius eurysternus,aquamaps
100044,slb-155614,NA,clibanarius humilis,aquamaps
100044,slb-155616,NA,clibanarius longitarsus,aquamaps
100044,slb-101137,NA,clibanarius merguiensis,aquamaps
100044,slb-118508,NA,clibanarius padavensis,aquamaps
100044,slb-155621,NA,clibanarius ransoni,aquamaps
100044,slb-170094,NA,clibanarius sclopetarius,aquamaps
100044,slb-101139,NA,clibanarius signatus,aquamaps
100044,slb-101140,NA,clibanarius striolatus,aquamaps
100044,pbd-275165,NA,clibanarius taeniatus,aquamaps
100044,pbd-275166,NA,clibanarius virescens,aquamaps
100044,its-98188,NA,clibanarius vittatus,aquamaps
100044,w-bch-444505,NA,clistocoeloma merguiense,aquamaps
100044,w-bch-422148,NA,clypeasterophilus juvenilis,aquamaps
100044,w-bch-345805,NA,clythrocerus nitidus,aquamaps
100044,w-bch-422004,NA,coelocerus spinosus,aquamaps
100044,slb-117995,NA,coenobita brevimanus,aquamaps
100044,slb-170077,NA,coenobita cavipes,aquamaps
100044,slb-118002,NA,coenobita perlatus,aquamaps
100044,pbd-219625,NA,coenobita rugosus,aquamaps
100044,slb-197060,NA,coenobita scaevola,aquamaps
100044,slb-159108,NA,coenobita variabilis,aquamaps
100044,slb-170078,NA,coenobita violascens,aquamaps
100044,w-bch-421964,NA,collodes leptocheles,aquamaps
100044,w-bch-158410,NA,collodes robustus,aquamaps
100044,w-bch-421966,NA,collodes trispinosus,aquamaps
100044,its-612240,NA,conchodytes meleagrinae,aquamaps
100044,its-612243,NA,conchodytes tridacnae,aquamaps
100044,its-564742,NA,coralaxius nodulosus,aquamaps
100044,slb-189656,NA,corallianassa coutierei,aquamaps
100044,its-97770,NA,corallianassa longiventris,aquamaps
100044,its-612245,NA,coralliocaris graminea,aquamaps
100044,its-612247,NA,coralliocaris nudirostris,aquamaps
100044,its-612249,NA,coralliocaris superba,aquamaps
100044,its-612251,NA,coralliocaris viridis,aquamaps
100044,slb-189657,NA,coralliogalathea humilis,aquamaps
100044,its-95926,NA,cornutosergestes cornutus,aquamaps
100044,w-bch-421953,NA,coryrhynchus lamelligerus,aquamaps
100044,w-bch-441865,NA,coryrhynchus riisei,aquamaps
100044,w-bch-441866,NA,coryrhynchus sidneyi,aquamaps
100044,its-97135,NA,crangon allmanni,aquamaps
100044,its-97118,NA,crangon crangon,aquamaps
100044,its-97114,NA,crangon franciscorum,aquamaps
100044,slb-184897,185093,crenarctus bicuspidatus,aquamaps
100044,pbd-275070,185020,crenarctus crenatus,aquamaps
100044,pbd-275070,185048,crenarctus crenatus,aquamaps
100044,its-612402,NA,cristimenes commensalis,aquamaps
100044,w-bch-241109,NA,cronius ruber,aquamaps
100044,chn-f031838d-0a64-4288-8d25-04c0ab44ad67,NA,crosnierita yante,aquamaps
100044,w-bch-442176,NA,crossotonotus spinipes,aquamaps
100044,w-bch-211148,NA,cryptochirus coralliodytes,aquamaps
100044,slb-114014,NA,cryptodromia fallax,aquamaps
100044,slb-9970,NA,cryptodromia fallax,aquamaps
100044,w-bch-209463,NA,cryptodromia hilgendorfi,aquamaps
100044,w-bch-440058,NA,cryptodromia tuberculata,aquamaps
100044,w-bch-440059,NA,cryptodromia tumida,aquamaps
100044,w-bch-209471,NA,cryptodromiopsis tridens,aquamaps
100044,its-97953,NA,cryptolithodes sitchensis,aquamaps
100044,its-97954,NA,cryptolithodes typicus,aquamaps
100044,w-bch-440316,NA,cryptosoma bairdii,aquamaps
100044,its-96415,NA,cuapetes americanus,aquamaps
100044,slb-157917,NA,cuapetes amymone,aquamaps
100044,slb-157925,NA,cuapetes elegans,aquamaps
100044,slb-158117,NA,cuapetes ensifrons,aquamaps
100044,slb-157916,NA,cuapetes grandis,aquamaps
100044,slb-158119,NA,cuapetes kororensis,aquamaps
100044,slb-157870,NA,cuapetes platycheles,aquamaps
100044,slb-158179,NA,cuapetes tenuipes,aquamaps
100044,w-bch-210147,NA,cyclax suborbicularis,aquamaps
100044,w-bch-557899,NA,cycloachelous granulatus,aquamaps
100044,w-bch-217280,NA,cycloachelous orbitosinus,aquamaps
100044,w-bch-444085,NA,cyclodius granulosus,aquamaps
100044,w-bch-444088,NA,cyclodius nitidus,aquamaps
100044,slb-12841,NA,cyclodius obscurus,aquamaps
100044,w-bch-444087,NA,cyclodius obscurus,aquamaps
100044,slb-12848,NA,cyclodius paumotensis,aquamaps
100044,slb-12843,NA,cyclodius ungulatus,aquamaps
100044,slb-189667,NA,cyclodius ungulatus,aquamaps
100044,w-bch-421905,NA,cyclodorippe antennaria,aquamaps
100044,w-bch-440319,NA,cycloes marisrubri,aquamaps
100044,w-bch-444708,NA,cyclograpsus cinereus,aquamaps
100044,w-bch-209414,NA,cyclograpsus integer,aquamaps
100044,w-bch-444718,NA,cyclograpsus longipes,aquamaps
100044,w-bch-421921,NA,cyclozodion angustum,aquamaps
100044,w-bch-421922,NA,cyclozodion tuberatum,aquamaps
100044,w-bch-208971,NA,cymo andreossyi,aquamaps
100044,w-bch-208970,NA,cymo deplanatus,aquamaps
100044,w-bch-208969,NA,cymo melanodactylus,aquamaps
100044,w-bch-208972,NA,cymo quadrilobatus,aquamaps
100044,w-bch-209486,NA,cymonomus quadratus,aquamaps
100044,w-bch-211146,NA,cyphocarcinus capreolus,aquamaps
100044,w-bch-441882,NA,cyrtomaia horrida,aquamaps
100044,w-bch-441885,NA,cyrtomaia lamellata,aquamaps
100044,pbd-275320,NA,cyrtomaia murrayi,aquamaps
100044,w-bch-441891,NA,cyrtomaia platypes,aquamaps
100044,slb-157852,NA,dactylonia ascidicola,aquamaps
100044,w-bch-107426,NA,daira perlata,aquamaps
100044,w-bch-220551,NA,daldorfia horrida,aquamaps
100044,w-bch-442229,NA,daldorfia leprosa,aquamaps
100044,its-551530,NA,dalicaris altus,aquamaps
100044,w-bch-444128,NA,danielea noelensis,aquamaps
100044,pbd-219636,NA,dardanus arrosor,aquamaps
100044,pbd-275167,NA,dardanus australis,aquamaps
100044,its-660169,NA,dardanus brachyops,aquamaps
100044,slb-188206,NA,dardanus calidus,aquamaps
100044,slb-155691,NA,dardanus dearmatus,aquamaps
100044,its-660170,NA,dardanus deformis,aquamaps
100044,its-98195,NA,dardanus fucosus,aquamaps
100044,its-660171,NA,dardanus gemmatus,aquamaps
100044,its-660172,NA,dardanus guttatus,aquamaps
100044,slb-129408,NA,dardanus hessii,aquamaps
100044,its-98193,NA,dardanus insignis,aquamaps
100044,its-660173,NA,dardanus lagopodes,aquamaps
100044,its-660174,NA,dardanus megistos,aquamaps
100044,its-660175,NA,dardanus pedunculatus,aquamaps
100044,its-660176,NA,dardanus sanguinocarpus,aquamaps
100044,slb-118046,NA,dardanus scutellatus,aquamaps
100044,pbd-275172,NA,dardanus setifer,aquamaps
100044,slb-155693,NA,dardanus tinctor,aquamaps
100044,its-98194,NA,dardanus venosus,aquamaps
100044,slb-155695,NA,dardanus woodmasoni,aquamaps
100044,its-612260,NA,dasycaris zanzibarica,aquamaps
100044,w-bch-421908,NA,deilocerus perpusillus,aquamaps
100044,w-bch-211040,NA,demania garthi,aquamaps
100044,w-bch-444245,NA,demania mortenseni,aquamaps
100044,its-552028,NA,deosergestes corniculum,aquamaps
100044,its-95929,NA,deosergestes henseni,aquamaps
100044,its-95931,NA,deosergestes paraseminudus,aquamaps
100044,slb-184695,NA,diacanthurus ecphyma,aquamaps
100044,slb-197061,NA,diogenes alias,aquamaps
