taxonkey,am_sid,iucn_sid,spp,source
100025,fis-22975,NA,ablennes hians,aquamaps
100025,fis-22735,170331,acanthocybium solandri,aquamaps
100025,fis-29585,NA,acipenser brevirostrum,aquamaps
100025,fis-29588,NA,acipenser medirostris,aquamaps
100025,fis-29589,NA,acipenser naccarii,aquamaps
100025,fis-58742,NA,acipenser oxyrinchus,aquamaps
100025,fis-29592,NA,acipenser stellatus,aquamaps
100025,fis-29593,NA,acipenser sturio,aquamaps
100025,fis-29594,NA,acipenser transmontanus,aquamaps
100025,fis-50293,NA,agrostichthys parkeri,aquamaps
100025,fis-27016,NA,albatrossia pectoralis,aquamaps
100025,fis-22977,NA,alectis ciliaris,aquamaps
100025,fis-8344,NA,alectis indica,aquamaps
100025,fis-29601,NA,alepisaurus brevirostris,aquamaps
100025,fis-29265,170349,allothunnus fallai,aquamaps
100025,fis-29624,NA,anarhichas denticulatus,aquamaps
100025,fis-29625,NA,anarhichas lupus,aquamaps
100025,fis-29626,NA,anarhichas minor,aquamaps
100025,fis-29627,NA,anarhichas orientalis,aquamaps
100025,fis-29628,NA,anarrhichthys ocellatus,aquamaps
100025,fis-29273,NA,anguilla australis,aquamaps
100025,fis-12876,NA,anguilla bengalensis,aquamaps
100025,fis-8951,NA,anguilla bicolor,aquamaps
100025,fis-34672,NA,anguilla celebesensis,aquamaps
100025,fis-34886,NA,anguilla dieffenbachii,aquamaps
100025,fis-29637,NA,anguilla marmorata,aquamaps
100025,fis-35153,NA,anguilla megastoma,aquamaps
100025,fis-23366,NA,anguilla mossambica,aquamaps
100025,fis-32394,NA,anguilla obscura,aquamaps
100025,fis-32395,NA,anguilla reinhardtii,aquamaps
100025,fis-148363,NA,anotopterus nikparini,aquamaps
100025,fis-29641,NA,anotopterus pharao,aquamaps
100025,fis-29275,NA,aphanopus carbo,aquamaps
100025,fis-32889,NA,aphanopus intermedius,aquamaps
100025,fis-28290,NA,argyrosomus japonicus,aquamaps
100025,fis-23017,NA,argyrosomus regius,aquamaps
100025,fis-23018,170231,argyrozona argyrozona,aquamaps
100025,fis-24442,NA,assurger anzac,aquamaps
100025,fis-149523,NA,avocettina bowersii,aquamaps
100025,fis-28893,NA,bagre pinnimaculatus,aquamaps
100025,fis-47719,NA,bassanago albescens,aquamaps
100025,fis-28931,NA,bathycongrus varidens,aquamaps
100025,fis-24466,NA,benthodesmus elongatus,aquamaps
100025,fis-32896,NA,benthodesmus pacificus,aquamaps
100025,fis-27051,NA,benthodesmus simonyi,aquamaps
100025,fis-27057,NA,benthodesmus tenuis,aquamaps
100025,fis-25689,63571,bolbometopon muricatum,aquamaps
100025,fis-28668,NA,brachysomophis cirrocheilos,aquamaps
100025,fis-28669,NA,brachysomophis crocodilinus,aquamaps
100025,fis-145360,NA,brachysomophis henshawi,aquamaps
100025,fis-22852,NA,brama brama,aquamaps
100025,fis-23041,NA,brotula barbata,aquamaps
100025,fis-121542,NA,brotula clarkae,aquamaps
100025,fis-32293,NA,brotula multibarbata,aquamaps
100025,fis-49782,NA,callechelys bilinearis,aquamaps
100025,fis-124168,NA,callechelys eristigma,aquamaps
100025,fis-23938,NA,callechelys guineensis,aquamaps
100025,fis-131212,NA,callechelys lutea,aquamaps
100025,fis-23417,NA,carangoides fulvoguttatus,aquamaps
100025,fis-31833,NA,centropomus nigrescens,aquamaps
100025,fis-29789,NA,centropomus poeyi,aquamaps
100025,fis-31835,NA,centropomus viridis,aquamaps
100025,fis-23432,NA,channomuraena vittata,aquamaps
100025,fis-28380,NA,chirodactylus grandis,aquamaps
100025,NA,44671,choerodon rubescens,iucn
100025,fis-128156,NA,cilus gilberti,aquamaps
100025,fis-115604,NA,coelorinchus bollonsi,aquamaps
100025,fis-126623,NA,coelorinchus macrorhynchus,aquamaps
100025,fis-14615,NA,coelorinchus maculatus,aquamaps
100025,fis-28704,NA,colistium guentheri,aquamaps
100025,fis-28705,NA,colistium nudipinnis,aquamaps
100025,fis-31912,NA,conger cinereus,aquamaps
100025,fis-22866,NA,conger conger,aquamaps
100025,fis-22773,NA,conger esculentus,aquamaps
100025,fis-22867,NA,conger oceanicus,aquamaps
100025,fis-121247,NA,conger orbignianus,aquamaps
100025,fis-29855,NA,conger triporiceps,aquamaps
100025,fis-35495,NA,conger verreauxi,aquamaps
100025,fis-28180,NA,congresox talabonoides,aquamaps
100025,fis-29358,NA,coryphaena equiselis,aquamaps
100025,fis-22215,NA,coryphaena hippurus,aquamaps
100025,fis-27025,NA,coryphaenoides acrolepis,aquamaps
100025,fis-32846,NA,coryphaenoides longifilis,aquamaps
100025,fis-48922,NA,coryphaenoides rudis,aquamaps
100025,fis-132060,NA,cryptacanthodes giganteus,aquamaps
100025,fis-29874,NA,cryptacanthodes maculatus,aquamaps
100025,fis-27531,NA,cubiceps capensis,aquamaps
100025,fis-23453,NA,cubiceps gracilis,aquamaps
100025,fis-29879,NA,cubiceps paradoxus,aquamaps
100025,fis-25684,170204,cymatoceps nasutus,aquamaps
100025,fis-28979,NA,cynoponticus coniceps,aquamaps
100025,fis-31162,NA,cynoponticus ferox,aquamaps
100025,fis-23455,NA,cynoponticus savanna,aquamaps
100025,fis-28025,NA,cynoscion stolzmanni,aquamaps
100025,fis-48017,NA,cynoscion xanthulus,aquamaps
100025,fis-29136,NA,dactylophora nigricans,aquamaps
100025,fis-23468,NA,dalophis imberbis,aquamaps
100025,fis-27319,132767,dermatolepis dermatolepis,aquamaps
100025,fis-29909,NA,desmodema lorum,aquamaps
100025,fis-24539,NA,desmodema polystictum,aquamaps
100025,fis-162863,NA,diagramma centurio,aquamaps
100025,fis-139084,NA,diagramma labiosum,aquamaps
100025,fis-32096,NA,diastobranchus capensis,aquamaps
100025,fis-29365,NA,dissostichus eleginoides,aquamaps
100025,fis-32146,NA,dissostichus mawsoni,aquamaps
100025,fis-24005,NA,echidna catenata,aquamaps
100025,fis-27264,NA,echidna peli,aquamaps
100025,fis-29007,NA,echiophis brunneus,aquamaps
100025,fis-24006,NA,echiophis intertinctus,aquamaps
100025,fis-24007,NA,echiophis punctifer,aquamaps
100025,fis-23115,NA,eleginops maclovinus,aquamaps
100025,fis-29936,184047,elops affinis,aquamaps
100025,fis-31830,194307,elops hawaiensis,aquamaps
100025,fis-26850,NA,enchelycore anatina,aquamaps
100025,fis-23485,NA,enchelycore nigricans,aquamaps
100025,fis-28981,NA,enchelycore octaviana,aquamaps
100025,fis-26546,NA,enchelycore pardalis,aquamaps
100025,fis-26152,NA,enchelycore schismatorhynchus,aquamaps
100025,fis-26153,NA,enchelynassa canina,aquamaps
100025,fis-31618,44677,epinephelus albomarginatus,aquamaps
100025,NA,132744,epinephelus analogus,iucn
100025,fis-32305,118360643,epinephelus bruneus,aquamaps
100025,fis-32305,135381188,epinephelus bruneus,aquamaps
100025,fis-27340,132796,epinephelus caninus,aquamaps
100025,fis-26496,195291,epinephelus chabaudi,aquamaps
100025,fis-33251,44686,epinephelus cifuentesi,aquamaps
100025,fis-26136,44674,epinephelus coioides,aquamaps
100025,fis-26498,61337,epinephelus daemelii,aquamaps
100025,fis-29953,7854,epinephelus drummondhayi,aquamaps
100025,fis-25402,132765,epinephelus goreensis,aquamaps
100025,fis-26139,7858,epinephelus lanceolatus,aquamaps
100025,fis-115487,132735,epinephelus latifasciatus,aquamaps
100025,fis-26113,61338,epinephelus malabaricus,aquamaps
100025,fis-26509,132740,epinephelus multinotatus,aquamaps
100025,NA,132797,epinephelus posteli,iucn
100025,NA,195292,epinephelus quinquefasciatus,iucn
100025,NA,64405,epinephelus suborbitalis,iucn
100025,fis-31413,132773,epinephelus tukula,aquamaps
100025,fis-32844,NA,epinnula magistralis,aquamaps
100025,fis-24562,NA,erilepis zonifer,aquamaps
100025,fis-29964,NA,etelis coruscans,aquamaps
100025,fis-23494,NA,etelis oculatus,aquamaps
100025,fis-24609,NA,eumecichthys fiski,aquamaps
100025,fis-53882,NA,eumegistus illustris,aquamaps
100025,fis-28473,NA,evistias acutirostris,aquamaps
100025,fis-32392,NA,evoxymetopon taeniatus,aquamaps
100025,fis-31390,18257780,fistularia commersonii,aquamaps
100025,fis-30020,16781124,fistularia tabacaria,aquamaps
100025,fis-114154,NA,gadomus aoteanus,aquamaps
100025,fis-29402,170340,gasterochisma melampus,aquamaps
100025,fis-23136,NA,genypterus blacodes,aquamaps
100025,fis-23137,NA,genypterus capensis,aquamaps
100025,fis-46972,NA,genypterus maculatus,aquamaps
100025,fis-56745,NA,genypterus tigerinus,aquamaps
100025,fis-35919,NA,glaucosoma hebraicum,aquamaps
100025,fis-134377,NA,gorgasia barnesi,aquamaps
100025,fis-21661,170308,grammatorcynus bicarinatus,aquamaps
100025,fis-13152,NA,guentherus altivela,aquamaps
100025,fis-26744,NA,gymnomuraena zebra,aquamaps
100025,fis-22776,170342,gymnosarda unicolor,aquamaps
100025,fis-128237,NA,gymnothorax albimarginatus,aquamaps
100025,fis-32366,NA,gymnothorax berndti,aquamaps
100025,fis-32568,NA,gymnothorax breedeni,aquamaps
100025,fis-28982,NA,gymnothorax castaneus,aquamaps
100025,fis-63258,NA,gymnothorax conspersus,aquamaps
100025,fis-28983,NA,gymnothorax dovii,aquamaps
100025,fis-31370,NA,gymnothorax favagineus,aquamaps
100025,fis-25598,NA,gymnothorax flavimarginatus,aquamaps
100025,fis-32409,NA,gymnothorax funebris,aquamaps
100025,fis-26157,NA,gymnothorax hepaticus,aquamaps
100025,fis-141259,NA,gymnothorax intesi,aquamaps
100025,fis-143457,NA,gymnothorax isingteena,aquamaps
100025,fis-26084,NA,gymnothorax javanicus,aquamaps
100025,fis-26745,NA,gymnothorax johnsoni,aquamaps
100025,fis-27265,NA,gymnothorax maderensis,aquamaps
100025,fis-25599,NA,gymnothorax meleagris,aquamaps
100025,fis-24042,NA,gymnothorax mordax,aquamaps
100025,fis-26587,NA,gymnothorax moringa,aquamaps
100025,fis-26553,NA,gymnothorax nudivomer,aquamaps
100025,fis-141776,NA,gymnothorax phalarus,aquamaps
100025,fis-13931,NA,gymnothorax pictus,aquamaps
100025,fis-33145,NA,gymnothorax polygonius,aquamaps
100025,fis-51063,NA,gymnothorax polyuranodon,aquamaps
100025,fis-62604,NA,gymnothorax porphyreus,aquamaps
100025,fis-27689,NA,gymnothorax prasinus,aquamaps
100025,fis-62088,NA,gymnothorax punctatus,aquamaps
100025,fis-32370,NA,gymnothorax steindachneri,aquamaps
100025,fis-25373,NA,gymnothorax undulatus,aquamaps
100025,fis-26588,NA,gymnothorax vicinus,aquamaps
100025,fis-23548,NA,hippoglossus hippoglossus,aquamaps
100025,fis-29418,NA,hippoglossus stenolepis,aquamaps
100025,fis-26350,NA,histiobranchus bathybius,aquamaps
100025,fis-123123,NA,hoplunnis pacifica,aquamaps
100025,fis-139425,NA,hoplunnis sicarius,aquamaps
100025,fis-163776,132795,hyporthodus ergastularius,aquamaps
100025,NA,7855,hyporthodus exsul,iucn
100025,fis-163777,64400,hyporthodus flavolimbatus,aquamaps
100025,fis-164463,132828,hyporthodus haifensis,aquamaps
100025,fis-163778,132827,hyporthodus mystacinus,aquamaps
100025,fis-163779,7860,hyporthodus nigritus,aquamaps
100025,fis-163781,7861,hyporthodus niveatus,aquamaps
100025,fis-163782,132772,hyporthodus octofasciatus,aquamaps
100025,fis-163783,44675,hyporthodus quernus,aquamaps
100025,fis-163784,132807,hyporthodus septemfasciatus,aquamaps
100025,fis-30147,NA,icosteus aenigmaticus,aquamaps
100025,fis-32657,NA,ijimaia loppei,aquamaps
100025,fis-164254,170312,istiompax indica,aquamaps
100025,fis-22765,NA,istiophorus albicans,aquamaps
100025,fis-22766,170338,istiophorus platypterus,aquamaps
100025,fis-164253,170322,kajikia albida,aquamaps
100025,fis-163398,170309,kajikia audax,aquamaps
100025,fis-23580,NA,lampris guttatus,aquamaps
100025,fis-32216,NA,lampris immaculatus,aquamaps
100025,fis-27226,NA,lamprogrammus brunswigi,aquamaps
100025,fis-132055,NA,lamprogrammus shcherbachevi,aquamaps
100025,fis-53696,NA,lateolabrax latus,aquamaps
100025,fis-22888,NA,lates calcarifer,aquamaps
100025,fis-23582,NA,lepidocybium flavobrunneum,aquamaps
100025,fis-23173,NA,lepidopus caudatus,aquamaps
100025,fis-30195,NA,lepidopus fitchi,aquamaps
100025,fis-150150,NA,leptomelanosoma indicum,aquamaps
100025,fis-23174,NA,lichia amia,aquamaps
100025,fis-29435,NA,lopholatilus chamaeleonticeps,aquamaps
100025,fis-53631,NA,lophotus capellei,aquamaps
100025,fis-30248,NA,lophotus lacepede,aquamaps
100025,fis-23613,NA,lutjanus aratus,aquamaps
100025,fis-23625,NA,lutjanus cyanopterus,aquamaps
100025,fis-23627,NA,lutjanus dentatus,aquamaps
100025,fis-30255,NA,luvarus imperialis,aquamaps
100025,fis-116972,NA,lycodes ocellatus,aquamaps
100025,fis-54435,NA,lycodes tanakae,aquamaps
100025,fis-29446,NA,macruronus magellanicus,aquamaps
100025,fis-23632,NA,macruronus novaezelandiae,aquamaps
100025,fis-29447,170314,makaira nigricans,aquamaps
100025,fis-27715,NA,masturus lanceolatus,aquamaps
100025,fis-2518,NA,megalops atlanticus,aquamaps
100025,fis-22905,NA,merluccius australis,aquamaps
100025,fis-149221,NA,merluccius hernandezi,aquamaps
100025,fis-29038,NA,micropogonias altipinnis,aquamaps
100025,fis-27712,NA,miracorvina angolensis,aquamaps
100025,fis-23639,NA,mola mola,aquamaps
100025,fis-23641,NA,molva dypterygia,aquamaps
100025,fis-22730,NA,molva molva,aquamaps
100025,fis-28665,NA,moringua ferruginea,aquamaps
100025,fis-48113,NA,moringua javanica,aquamaps
100025,fis-22911,NA,morone saxatilis,aquamaps
100025,fis-28987,NA,muraena argus,aquamaps
100025,fis-35639,NA,muraena clepsydra,aquamaps
100025,fis-30321,NA,muraena helena,aquamaps
100025,fis-27267,NA,muraena melanotis,aquamaps
100025,fis-32410,NA,muraena robusta,aquamaps
100025,fis-25672,NA,muraenesox bagio,aquamaps
100025,fis-22912,NA,muraenesox cinereus,aquamaps
100025,NA,132724,mycteroperca bonaci,iucn
100025,NA,14048,mycteroperca cidi,iucn
100025,fis-24803,14049,mycteroperca jordani,aquamaps
100025,fis-23649,14050,mycteroperca microlepis,aquamaps
100025,fis-33369,14052,mycteroperca prionura,aquamaps
100025,fis-27393,14053,mycteroperca rosacea,aquamaps
100025,fis-30328,132811,mycteroperca xenarcha,aquamaps
100025,fis-24136,NA,myrichthys breviceps,aquamaps
100025,fis-26828,NA,myrichthys colubrinus,aquamaps
100025,fis-24137,NA,myrichthys maculosus,aquamaps
100025,fis-24138,NA,myrichthys ocellatus,aquamaps
100025,fis-33171,NA,mystriophis crosnieri,aquamaps
100025,fis-27296,NA,mystriophis rostellatus,aquamaps
100025,fis-29137,NA,nemadactylus valenciennesi,aquamaps
100025,fis-30348,NA,nematistius pectoralis,aquamaps
100025,fis-27302,NA,nemichthys curvirostris,aquamaps
100025,fis-145225,NA,nemichthys larseni,aquamaps
100025,fis-30349,NA,nemichthys scolopaceus,aquamaps
100025,fis-32421,NA,nesiarchus nasutus,aquamaps
100025,fis-30362,NA,notacanthus chemnitzii,aquamaps
100025,fis-156254,NA,oncorhynchus clarkii,aquamaps
100025,fis-22917,NA,oncorhynchus kisutch,aquamaps
100025,fis-22921,NA,oncorhynchus tshawytscha,aquamaps
100025,fis-130876,NA,ophichthus altipennis,aquamaps
100025,fis-26468,NA,ophichthus cephalozona,aquamaps
100025,fis-117773,NA,ophichthus cylindroideus,aquamaps
100025,fis-49780,NA,ophichthus gomesii,aquamaps
100025,fis-162314,NA,ophichthus lithinus,aquamaps
100025,fis-52372,NA,ophichthus macrochir,aquamaps
100025,fis-23676,NA,ophichthus ophis,aquamaps
100025,fis-61171,NA,ophichthus rutidoderma,aquamaps
100025,fis-29457,NA,ophiodon elongatus,aquamaps
100025,fis-22805,170319,orcynopsis unicolor,aquamaps
100025,fis-26110,154734,pagrus auratus,aquamaps
100025,fis-24858,NA,paralichthys californicus,aquamaps
100025,fis-28351,NA,paraplotosus albilabris,aquamaps
100025,fis-26830,NA,pisodonophis boro,aquamaps
100025,fis-26829,NA,pisodonophis cancrivorus,aquamaps
100025,fis-26071,NA,plectorhinchus albovittatus,aquamaps
100025,fis-172427,NA,plectorhinchus caeruleonothus,aquamaps
100025,fis-26517,64412,plectropomus laevis,aquamaps
100025,fis-32352,118359431,plectropomus pessuliferus,aquamaps
100025,fis-32321,132801,plectropomus punctatus,aquamaps
100025,fis-32700,NA,plotosus canius,aquamaps
100025,fis-22732,NA,pollachius pollachius,aquamaps
100025,fis-23728,NA,pollachius virens,aquamaps
100025,fis-26111,NA,polydactylus macrochir,aquamaps
100025,fis-115175,NA,polydactylus quadrifilis,aquamaps
100025,fis-22932,NA,polyprion americanus,aquamaps
100025,fis-22933,NA,polyprion oxygeneios,aquamaps
100025,fis-25193,NA,protonibea diacanthus,aquamaps
100025,fis-27717,NA,pseudechidna brummeri,aquamaps
100025,fis-26914,NA,pseudobalistes naufragium,aquamaps
100025,fis-35734,NA,pseudopercis numida,aquamaps
100025,fis-123198,NA,pseudopercis semifasciata,aquamaps
100025,fis-24927,NA,rachycentron canadum,aquamaps
100025,fis-30575,NA,regalecus glesne,aquamaps
100025,fis-23237,NA,reinhardtius hippoglossoides,aquamaps
100025,fis-27035,NA,rexea solandri,aquamaps
100025,fis-32916,NA,rhinomuraena quaesita,aquamaps
100025,fis-143395,NA,rhynchoconger flavus,aquamaps
100025,fis-114618,NA,rhynchoconger guppyi,aquamaps
100025,fis-30588,NA,ruvettus pretiosus,aquamaps
100025,fis-27303,NA,saccopharynx ampullaceus,aquamaps
100025,fis-22815,170332,sarda australis,aquamaps
100025,fis-1099,NA,sarda lineolata,aquamaps
100025,fis-22817,170313,sarda orientalis,aquamaps
100025,fis-159655,190709,scarus coeruleus,aquamaps
100025,fis-23796,NA,sciaenops ocellatus,aquamaps
100025,fis-22819,170339,scomberomorus cavalla,aquamaps
100025,fis-22820,170316,scomberomorus commerson,aquamaps
100025,fis-22823,170343,scomberomorus koreanus,aquamaps
100025,fis-22824,170353,scomberomorus lineolatus,aquamaps
100025,fis-22826,170356,scomberomorus niphonius,aquamaps
100025,fis-29511,170348,scomberomorus plurilineatus,aquamaps
100025,fis-22828,170337,scomberomorus semifasciatus,aquamaps
100025,fis-22829,170346,scomberomorus sinensis,aquamaps
100025,fis-33887,NA,scombrops boops,aquamaps
100025,fis-46992,NA,scombrops oculatus,aquamaps
100025,fis-51186,NA,scorpaenodes africanus,aquamaps
100025,fis-134409,NA,scuticaria okinawae,aquamaps
100025,fis-13941,NA,scuticaria tigrina,aquamaps
100025,fis-30632,NA,sebastes borealis,aquamaps
100025,fis-24966,NA,sebastes levis,aquamaps
100025,fis-30652,NA,seriola hippos,aquamaps
100025,fis-29524,NA,seriola quinqueradiata,aquamaps
100025,fis-27245,NA,spectrunculus grandis,aquamaps
100025,fis-31200,NA,sphyraena afra,aquamaps
100025,fis-30668,NA,sphyraena argentea,aquamaps
100025,fis-31825,NA,sphyraena ensis,aquamaps
100025,fis-32770,NA,sphyraena idiastes,aquamaps
100025,fis-32589,NA,sphyraena putnamae,aquamaps
100025,fis-32590,NA,sphyraena qenie,aquamaps
100025,fis-33815,NA,sphyraena viridensis,aquamaps
100025,fis-30676,NA,stereolepis gigas,aquamaps
100025,fis-52951,NA,strongylura anastomella,aquamaps
100025,fis-25008,NA,strongylura exilis,aquamaps
100025,fis-27259,NA,strongylura senegalensis,aquamaps
100025,fis-27070,NA,strophidon sathete,aquamaps
100025,fis-30683,NA,sudis hyalina,aquamaps
100025,fis-22960,NA,symphorus nematophorus,aquamaps
100025,fis-32377,NA,synaphobranchus affinis,aquamaps
100025,fis-52149,NA,synaphobranchus brevidorsalis,aquamaps
100025,fis-132269,NA,synaphobranchus oregoni,aquamaps
100025,fis-26780,NA,tentoriceps cristatus,aquamaps
100025,fis-30712,170315,tetrapturus angustirostris,aquamaps
100025,fis-30713,170334,tetrapturus belone,aquamaps
100025,fis-8203,170333,tetrapturus georgii,aquamaps
100025,NA,170307,tetrapturus pfluegeri,iucn
100025,fis-22832,21856,thunnus alalunga,aquamaps
100025,fis-22833,21857,thunnus albacares,aquamaps
100025,fis-22835,21858,thunnus maccoyii,aquamaps
100025,fis-22836,21859,thunnus obesus,aquamaps
100025,fis-123736,170341,thunnus orientalis,aquamaps
100025,fis-49220,21860,thunnus thynnus,aquamaps
100025,fis-22838,170351,thunnus tonggol,aquamaps
100025,fis-32497,NA,thyrsitoides marleyi,aquamaps
100025,fis-30724,NA,trachinotus africanus,aquamaps
100025,fis-30736,NA,trachipterus altivelis,aquamaps
100025,fis-25029,NA,trachipterus arcticus,aquamaps
100025,fis-30737,NA,trachipterus fukuzakii,aquamaps
100025,fis-53649,NA,trachipterus ishikawae,aquamaps
100025,fis-21960,NA,trachipterus jacksonensis,aquamaps
100025,fis-23868,NA,trachipterus trachypterus,aquamaps
100025,fis-30742,NA,trichiurus lepturus,aquamaps
100025,fis-23314,NA,tylosurus acus,aquamaps
100025,fis-23877,NA,tylosurus acus,aquamaps
100025,fis-27261,NA,tylosurus acus,aquamaps
100025,fis-33140,NA,tylosurus acus,aquamaps
100025,fis-60567,NA,tylosurus choram,aquamaps
100025,fis-58684,NA,tylosurus crocodilus,aquamaps
100025,fis-118742,NA,tylosurus fodiator,aquamaps
100025,fis-127725,NA,tylosurus pacificus,aquamaps
100025,fis-23424,NA,ulua mentalis,aquamaps
100025,fis-31012,NA,umbrina ronchus,aquamaps
100025,fis-143722,NA,venefica procera,aquamaps
100025,fis-52166,NA,venefica tentaculata,aquamaps
100025,fis-34636,NA,xenomystax atrarius,aquamaps
100025,fis-29576,23148,xiphias gladius,aquamaps
100025,fis-52183,NA,xyrias revulsus,aquamaps
100025,fis-32596,NA,zeus capensis,aquamaps
100025,fis-23893,NA,zu cristatus,aquamaps
100025,fis-34086,NA,zu elongatus,aquamaps
100035,fis-23334,201948,alosa pseudoharengus,aquamaps
100035,fis-29610,98470668,amblygaster clupeoides,aquamaps
100035,NA,123361228,amblygaster indiana,iucn
100035,fis-23339,75153246,amblygaster leiogaster,aquamaps
100035,fis-23340,98470734,amblygaster sirm,aquamaps
100035,fis-23369,46075152,anodontostoma chacunda,aquamaps
100035,NA,154723,anodontostoma selangkat,iucn
100035,fis-29638,154792,anodontostoma thailandiae,aquamaps
100035,fis-29739,191207,brevoortia gunteri,aquamaps
100035,fis-29740,191208,brevoortia patronus,aquamaps
100035,fis-23443,166196,clupanodon thrissa,aquamaps
100035,fis-29344,155123,clupea harengus,aquamaps
100035,fis-153539,98471199,clupea pallasii,aquamaps
100035,NA,166428,corica soborna,iucn
100035,fis-23482,191211,dorosoma petenense,aquamaps
100035,NA,98472093,ehirava fluviatilis,iucn
100035,NA,98472163,escualosa elongata,iucn
100035,fis-23493,97755641,escualosa thoracata,aquamaps
100035,fis-23495,182611,ethmalosa fimbriata,aquamaps
100035,fis-23496,183709,ethmidium maculatum,aquamaps
100035,fis-58133,NA,gilchristella aestuaria,aquamaps
100035,fis-23533,16449654,harengula clupeola,aquamaps
100035,fis-23534,16449708,harengula humeralis,aquamaps
100035,fis-30087,190478,harengula jaguana,aquamaps
100035,fis-23535,183931,harengula thrissina,aquamaps
100035,NA,98472309,herklotsichthys blackburni,iucn
100035,fis-23539,98472387,herklotsichthys castelnaui,aquamaps
100035,NA,97755916,herklotsichthys collettei,iucn
100035,fis-23540,98472446,herklotsichthys dispilonotus,aquamaps
100035,NA,98472646,herklotsichthys gotoi,iucn
100035,fis-23541,98472694,herklotsichthys koningsbergeri,aquamaps
100035,fis-30100,97755938,herklotsichthys lippa,aquamaps
100035,NA,46075167,herklotsichthys lossei,iucn
100035,NA,97756224,herklotsichthys ovalis,iucn
100035,fis-23542,18124757,herklotsichthys punctatus,aquamaps
100035,fis-23543,57506640,herklotsichthys quadrimaculatus,aquamaps
100035,NA,98472718,herklotsichthys spilura,iucn
100035,fis-23545,NA,hilsa kelee,aquamaps
100035,NA,98472908,hyperlophus translucidus,iucn
100035,fis-23557,98472935,hyperlophus vittatus,aquamaps
100035,fis-23573,154793,jenkinsia lamprotaenia,aquamaps
100035,fis-30152,155253,jenkinsia majua,aquamaps
100035,NA,10939,jenkinsia parvula,iucn
100035,fis-23574,16465921,jenkinsia stolifera,aquamaps
100035,fis-23575,75153576,konosirus punctatus,aquamaps
100035,NA,183277,lile gracilis,iucn
100035,fis-150746,183437,lile nigrofasciata,aquamaps
100035,fis-23594,155235,lile piquitinga,aquamaps
100035,fis-23595,183336,lile stolifera,aquamaps
100035,NA,98805658,nematalosa arabica,iucn
100035,NA,75153687,nematalosa come,iucn
100035,fis-30346,169587,nematalosa galatheae,aquamaps
100035,fis-30347,75153777,nematalosa japonica,aquamaps
100035,fis-23662,154774,nematalosa nasus,aquamaps
100035,NA,46075209,nematalosa persara,iucn
100035,NA,46075186,nematalosa resticularia,iucn
100035,NA,167944,odaxothrissa ansorgii,iucn
100035,fis-30438,183720,opisthonema berlangai,aquamaps
100035,fis-23680,183910,opisthonema bulleri,aquamaps
100035,fis-23681,183662,opisthonema libertate,aquamaps
100035,fis-30439,183235,opisthonema medirastre,aquamaps
100035,fis-23682,16466100,opisthonema oglinum,aquamaps
100035,fis-30463,NA,pellonula leonensis,aquamaps
100035,NA,167997,pellonula vorax,iucn
100035,NA,186910,platanichthys platana,iucn
100035,fis-23727,183416,pliosteostoma lutipinnis,aquamaps
100035,NA,98821820,potamalosa richmondia,iucn
100035,NA,98822415,ramnogaster arcuata,iucn
100035,fis-23765,198580,sardina pilchardus,aquamaps
100035,fis-23766,155116,sardinella albella,aquamaps
100035,NA,170771638,sardinella alcyone,iucn
100035,NA,98822816,sardinella atricauda,iucn
100035,fis-30592,198581,sardinella aurita,aquamaps
100035,fis-30593,98829528,sardinella brachysoma,aquamaps
100035,fis-23768,16466246,sardinella brasiliensis,aquamaps
100035,NA,159099200,sardinella electra,iucn
100035,NA,154814,sardinella fijiense,iucn
100035,fis-23770,75153870,sardinella fimbriata,aquamaps
100035,fis-23771,46075248,sardinella gibbosa,aquamaps
100035,NA,114164094,sardinella goni,iucn
100035,fis-23772,98830797,sardinella hualiensis,aquamaps
100035,NA,75154011,sardinella jussieu,iucn
100035,NA,97758877,sardinella jussieu,iucn
100035,fis-30594,75154879,sardinella lemuru,aquamaps
100035,fis-30595,154989,sardinella longiceps,aquamaps
100035,fis-23774,198582,sardinella maderensis,aquamaps
100035,NA,98831444,sardinella marquesensis,iucn
100035,fis-23775,98832271,sardinella melanura,aquamaps
100035,NA,98835195,sardinella neglecta,iucn
100035,NA,159099258,sardinella pacifica,iucn
100035,NA,98835748,sardinella richardsoni,iucn
100035,fis-23776,15522003,sardinella rouxi,aquamaps
100035,fis-23777,46075339,sardinella sindensis,aquamaps
100035,fis-23779,75155119,sardinella zunasi,aquamaps
100035,fis-54081,183347,sardinops sagax,aquamaps
100035,fis-23827,98838439,spratelloides delicatulus,aquamaps
100035,fis-23828,154759,spratelloides gracilis,aquamaps
100035,fis-23828,114164251,spratelloides gracilis,aquamaps
100035,NA,97759908,spratelloides lewisi,iucn
100035,fis-30671,98839002,spratelloides robustus,aquamaps
100035,fis-23830,98839225,sprattus antipodum,aquamaps
100035,fis-23831,195021,sprattus fuegensis,aquamaps
100035,fis-23832,98839582,sprattus muelleri,aquamaps
100035,NA,98840585,sprattus novaehollandiae,iucn
100035,fis-23834,198583,sprattus sprattus,aquamaps
100035,NA,98841657,strangomera bentincki,iucn
100035,fis-23858,187944,tenualosa toli,aquamaps
100036,fis-22735,170331,acanthocybium solandri,aquamaps
100036,fis-29265,170349,allothunnus fallai,aquamaps
