x50_percent,x90_percent,x95_percent,x99_percent,x99_9_percent,x100_percent,spp,source,tot_catch,tot_npp_catch
0.109445,30.42918400000002,123.53256350000001,1271.5475957000258,6940.9809618500985,28039.68764,strombus alatus,am,23834.57175,584249.43332
15.62891,464.982012,681.2938259999996,1226.4047721999987,2844.6697416600127,13265.29923,clupea harengus,iucn,8121663.51052,7152002.89462
11.092785,215.788815,360.9003225,1151.0730459999982,2809.368454700063,4863.29358,sardinella longiceps,iucn,1184330.25155,1279897.95073
5.531490000000001,133.23611200000005,304.3210119999998,1102.0597180000002,3522.7199722399773,5942.57014,trachurus mediterraneus,am,239377.4119,1710796.09795
0.36941,77.81877500000002,188.3293974999999,1091.7141879999958,5059.593279379993,18270.37,boops boops,iucn,142443.96438,1443802.7952
0.56183,194.81998199999992,367.3058635000001,1091.2616905000007,2124.45146609999,3241.17027,homarus americanus,iucn,302867.30123,688089.93377
0,77.86094600000003,251.5116720000005,1084.173226000002,4319.109863020015,11419.44044,melanogrammus aeglefinus,am,634380.99101,1315710.09735
7.9e-4,18.66783000000008,121.6584320000001,1037.934095400001,3905.4598922499567,10940.88553,parapenaeus longirostris,am,96815.3571,3237816.40716
2e-5,4.78464,36.56641,1006.24932,14456.360047999584,34435.73387,chamelea gallina,am,166939.65575,888131.58143
0.003595,168.59204499999998,379.00378750000004,1004.4240125,1956.3327982500662,5044.34606,engraulis mordax,iucn,105327.5756,414620.75317
0.040389999999999995,65.28695800000004,149.49361599999975,1001.4648695999854,3593.4243893199514,9546.26228,engraulis encrasicolus,am,1070980.30474,2267312.77399
99.3095,679.1460060000003,898.1512159999997,965.9665063999998,986.84026364,989.15957,heteronarce bentuviai,iucn,564.46257,10277.05383
0.22545500000000002,293.711405,485.37968,919.2153610000007,1425.1063928499977,10664.26008,clupea harengus,am,7698389.31543,5772421.44351
117.11680000000001,331.819871,455.47732150000036,884.9922307000006,1789.1361080300176,2631.84306,strangomera bentincki,iucn,283938.05928,93192.0456
0.0032700000000000003,38.65002999999999,300.91357949999986,850.3673451999995,881.5183068700001,883.25647,rajella purpuriventralis,iucn,29.28428,7863.58793
0,169.01796600000043,383.45444249999906,843.4341569000005,1587.1339759799814,3382.88409,brevoortia tyrannus,iucn,501294.52061,339691.86972
0.281015,191.081455,313.79600500000004,841.1288540000006,4541.953119499591,9126.8846,homarus americanus,am,254282.8009,358990.60151
0.15984500000000001,251.41448599999993,402.916933,835.8103366999974,1140.581779750004,1216.9922800000002,merluccius capensis,am,215015.12617,83253.6446
0.01328,69.88789000000001,158.9748449999999,832.4147358000001,2076.897759500006,28225.9839,sprattus sprattus,am,995779.22016,1253663.86928
0.04771,44.57146,118.6720025,820.9897390000151,5614.794166999867,18270.37,boops boops,am,106290.88544,985875.88261
0,163.00986999999998,341.1046669999996,797.4508367999995,1103.9349841800001,1158.42697,brevoortia tyrannus,am,339718.89855,207753.36914
6.271559999999999,146.37108500000002,210.23731499999997,774.2318837999999,787.4559403800002,788.92528,ecsenius dentex,iucn,1373.00724,3854.13164
49.1109,271.87349,379.09995499999997,753.8531039999998,2115.017699399971,9280.7616,gadus chalcogrammus,am,8648265.87707,5366758.6436
0,8.609396999999996,62.02928499999973,752.7914903000001,2426.8020894403357,5700.50362,campogramma glaycos,am,19169.05388,463261.64463
0.0092,8.087484000000003,37.647851999999986,727.6626219999994,7741.062081520044,9419.53352,rajella dissimilis,iucn,7830.48849,231184.29104
0.01505,1.6232380000000042,13.238319999999995,694.3231537999973,9373.325347540002,17821.97218,nematopalaemon hastatus,am,108665.48688,298568.65778
0.01127,106.9639,211.90013199999999,687.5867735999999,2093.708611399992,7170.274310000001,ammodytes tobianus,am,468882.73771,647098.99708
0.00881,59.03276499999994,145.44765799999982,678.4808459999987,1782.169757800133,7370.24193,mullus barbatus,am,88188.13947,504625.91758
0.281795,28.11962200000003,91.80615749999977,676.4975569999913,1388.8610075199902,1555.12672,enchelyurus petersi,iucn,2388.64763,5458.15564
0.9981,44.55825800000015,92.94114599999996,652.8990731999999,3089.644661920005,3570.26303,leucoraja leucosticta,iucn,11393.84982,61035.41446
95.888,506.70657600000044,639.5716399999999,652.3581532,654.17478232,654.37663,gillellus inescatus,iucn,44.65633,4325.83024
0.0074,39.357631999999995,140.96662499999968,639.0898465999963,4794.011882020031,6875.66855,rajella fuliginea,iucn,917.22817,132796.07832
0.09486,29.86936000000002,78.45586549999987,636.1181351999992,970.0973289800099,2293.70086,beringraja inornata,iucn,7064.70492,99567.12417
0.75218,41.64511600000006,96.39333600000003,601.929749399999,2320.162304020063,2575.23666,sinobatis melanosoma,iucn,1349.6718,31291.57261
5.1817400000000005,70.20901,255.32024249999998,596.47645,2522.1782902499626,3917.60241,takifugu basilevskianus,iucn,13622.11911,21403.22944
0.92173,74.79177000000001,158.60953600000013,595.4730500000029,3082.6231051999675,8452.70534,penaeus californiensis,am,138587.00643,176151.06605
6.21082,97.90457800000003,180.05114199999989,577.3785593000002,2080.976283889988,2318.61367,stolephorus ronquilloi,iucn,24522.78735,145213.83575
0,0,46.433144999999996,567.7488510000003,1827.8738029999986,2024.65679,euphausia superba,am,295770.26916,370410.46832
0,139.18501600000002,228.6597479999996,567.5457491999996,1804.7751393599865,2158.92846,merluccius paradoxus,am,45342.80407,22321.33831
0,83.71889600000004,168.27094799999924,565.6415649999997,2065.392717400004,7437.87721,tenualosa ilisha,am,1233255.38425,676827.50111
1.8430300000000002,25.689238000000017,91.51769799999998,559.9032805999987,1297.7491002799975,1454.43574,cephaloscyllium silasi,iucn,341.31338,6806.22966
0.45450999999999997,42.15809299999998,200.94675849999987,559.6960962999968,1266.9364891999987,1335.80606,breviraja spinosa,iucn,151.8873,7653.6582
1.43679,35.262514,107.71248899999992,556.251816400001,1647.9145209599915,1791.55838,dipturus garricki,iucn,388.7523,13585.89817
27.77659,451.5682059999999,504.54215800000003,546.9213196000001,556.4566309600001,557.51611,orbiraja jensenae,iucn,41.64917,594.41652
0,0.9824949999999999,17.1597,545.245694999999,1955.0548942000587,6405.04256,macruronus novaezelandiae,am,398020.79469,1064276.11704
4.583165,59.02010600000006,138.44362949999962,543.0375613999986,1275.5954927400117,1491.95939,cynoscion parvipinnis,am,6769.33664,36048.9874
0,48.900040000000104,123.75147799999999,542.849633200001,5186.588176160001,5799.81414,breviraja colesi,iucn,213.31543,22160.92508
0.10656,13.470975,52.854462500000004,538.1413469999995,2917.2758639502117,13450.91334,syngnathus schlegeli,iucn,86130.1682,55017.86391
0,82.44976800000006,165.41600199999996,535.5377407999987,1530.6270399999976,4859.51227,trachurus trachurus,am,709971.62391,1980458.19345
0.16102,22.299939000000002,102.8483164999999,522.1030767999998,2353.328068779998,3671.68446,emblemaria vitta,iucn,213.16082,18999.20867
0.003965,60.900385,145.9791825,521.8813384999994,1172.8284260000066,2985.95037,ammodytes marinus,am,370213.4491,574743.65965
0.01953,8.370327999999983,40.13779099999999,517.1934973999955,5312.9682462003775,7605.96423,dipturus doutrei,iucn,10377.39107,155212.38988
0.41279,39.47874700000002,122.63786799999986,514.3041946000002,3722.675561700008,51558.950950000006,sepia officinalis,am,119890.40479,890874.23764
1.4074,71.83604,161.765775,506.44777999999997,1422.2392740000312,1592.67636,starksia smithvanizi,iucn,516.40109,32594.3233
96.69708,430.76861599999995,472.527558,505.93471160000007,513.4513211600001,514.2865,squalus bahiensis,iucn,10.79644,626.54849
0.92925,48.66268,151.5972,491.883365,668.2327194999953,768.17309,starksia culebrae,iucn,412.16523,24771.5042
0.27827,113.982764,203.37948399999993,490.5651336,1120.8365004000043,8099.38991,sardinella maderensis,iucn,1627068.9997999999,1070208.65562
1.92921,236.35180400000002,299.79187699999994,478.8531352000005,764.5194099399969,13818.113659999999,larimichthys polyactis,am,896538.01214,896141.7530499999
3.8625100000000003,105.91852200000017,176.83271000000013,465.47485960000006,873.5075783600373,2074.52735,engraulis mordax,am,88371.17747,200085.09507
0,12.164593999999997,30.879937999999996,461.90654419999987,815.2822932999993,1256.15302,patagonotothen ramsayi,am,50867.11873,173368.34703
0.35102,35.11006899999999,105.94718099999946,459.57340790000194,2362.8652084999967,13768.408029999999,parascolopsis townsendi,am,32843.77048,124606.79615
0.34901499999999996,34.156186999999946,142.39017299999813,453.5556481000001,474.00986881,476.28256,proscyllium magnificum,iucn,220.48362,2079.43601
11.81766,109.83481199999967,299.7778559999998,451.7322912,485.9220391200005,489.72090000000003,pseudolabrus torotai,iucn,5.00731,566.14281
7.23072,139.826604,147.171049,447.55013780000047,523.6707447800006,532.12859,rajella annandalei,iucn,183.93367,1370.16798
0,3.10357,15.3727325,444.7546860000029,1495.9871748500045,5701.26789,trachinotus ovatus,am,22972.81111,576300.03056
0.13806,41.35200200000006,91.07469699999999,443.72897919999957,1210.7450052999995,3335.0364499999996,pampus argenteus,am,984487.7707700001,1974299.18916
0.05129,115.76975400000008,160.27516399999968,432.48241559999985,2509.8467007599666,3385.9207,sarda chiliensis,am,462724.49811,140297.00376
36.30859,76.667182,81.43623399999998,430.30906319999946,977.9530843200066,1038.80242,sardinella goni,iucn,2991.70046,3366.08431
1.5599699999999999,92.720004,218.29368799999867,427.65631129999997,560.9656004500018,597.62395,bythaelurus hispidus,iucn,653.87998,16180.06382
19.405525,181.53604299999998,355.50019949999955,419.8136452,429.18489952,430.22615,malacoraja obscura,iucn,47.96764,1593.05713
0.22229000000000002,7.169240000000001,14.59550399999999,415.17504999999505,2580.2101186000327,8668.11031,pseudupeneus prayensis,am,93622.83918,89579.08377
0.05152,26.309697999999997,73.50909999999969,414.4784535999985,1772.827525120006,1897.00137,sinobatis borneensis,am,9340.6591,95665.19168
0.99026,55.13209800000003,123.21785999999994,412.36191140000005,748.8311554200069,847.31157,dactylobatus clarkii,iucn,709.62964,34619.29721
3.4860500000000005,55.24054300000017,224.21574549999968,410.28383810000014,461.55470681,467.25147,symphodus trutta,iucn,41.77364,1128.39313
0.136375,27.01432399999997,112.54579400000003,401.3853361000008,3559.152824130901,23227.25344,penaeus kerathurus,am,29214.73932,278824.64472
0.26729499999999995,16.52948,66.25917249999999,400.0277510000035,603.6747749000001,14006.85643,takifugu reticularis,iucn,102170.49714,106812.84569
4.728014999999999,14.917878,39.12475650000034,399.60167129999945,480.7089771300008,489.72090000000003,canthigaster rapaensis,iucn,5.39109,598.7002600000001
0.0259,8.597328,40.02297100000003,398.49765780000024,4036.816176859995,6391.82632,rajella barnardi,iucn,14032.9516,216481.93932
3.46652,174.05536200000012,241.3709704999999,395.0098432999995,1480.8530428899987,6193.09842,trachurus capensis,am,977697.29877,346260.90679
0,3.12645,16.145765,391.0063940000035,523.2605547000036,589.84317,pachycara sulaki,am,102.35985,7996.91571
1.35344,17.54403500000001,25.652536499999993,388.44906909999975,1170.5772741100047,1265.57265,cruriraja cadenati,iucn,15.96318,2822.06549
1.63287,149.33293599999993,281.0710529999998,386.46154659999985,410.17440766000016,412.80917,etmopterus decacuspidatus,iucn,12.5622,489.984
0.009899999999999999,5.041070000000006,17.201484999999973,385.62795139999963,1368.1942393200038,5700.51441,lichia amia,am,57051.73595,656244.89705
4.556655,78.48159200000003,143.94642149999996,385.26188259999157,1614.879029189975,1999.45923,cynoscion xanthulus,am,7592.32938,92713.07352
0.5765399999999999,14.632995999999999,14.842208999999999,385.25222580000053,479.2740325800008,489.72090000000003,chaetodon smithi,iucn,5.02615,568.5078
0,59.30925800000006,123.00713049999999,382.9713782999993,949.1428222299991,7669.33382,sardinella maderensis,am,1115513.67225,524506.67797
27.32898,154.30948,199.12823250000002,377.52360149999873,734.9051457500001,5257.07436,sardinella pacifica,iucn,137201.14362,180695.38253
0,5.2063050000000395,45.367392000000024,374.83333040000156,1492.3350465899725,8483.30468,squilla mantis,am,42388.92598,187804.33269
0.37218,13.876868999999992,28.662677499999813,372.3882315999998,3206.1684041999315,18037.76269,nemipterus randalli,am,86799.50018,368140.15495
0.27888999999999997,11.483746000000004,39.4992269999999,371.4822428000023,1467.4605655699995,1864.95992,maja squinado,am,5168.60424,85944.43251
0.11764,42.91664,94.32035,368.1635820000004,1075.245914199995,1994.06712,sardinella rouxi,iucn,240750.8411,184673.09606
0.07318,39.46885,101.586515,367.58273300000633,1260.3845455000055,8099.38991,sardinella aurita,iucn,2179680.45969,1639068.21977
0.95835,67.06547400000018,147.40952049999993,363.58646100000004,742.3885681300039,8198.14796,sardinella gibbosa,iucn,1377226.82128,2533937.96742
2.02358,54.985965,117.8797075,362.4616375,710.0671079999566,5257.07436,sardinella fimbriata,iucn,426610.71709,541478.82002
0.52216,22.5548,66.13311199999988,360.4489395999992,1409.5247486400008,1507.49953,cynoscion reticulatus,am,8507.67481,47427.83828
1.8e-4,57.05053400000005,130.549126,357.9187008000008,1485.017800480042,14199.69013,nephrops norvegicus,iucn,246105.47196,1243775.23554
1.105545,28.404165,65.23458500000001,357.22456400000397,2661.278686049832,7874.4394,lophius budegassa,am,28849.80287,234429.80075
0.09525,41.47884600000001,102.86811799999992,355.84318080000224,854.858978159995,7669.33382,sardinella aurita,am,2057081.24736,1534485.25941
0.38522999999999996,38.29895,77.92736849999997,349.9362537999997,1525.7768368199982,3923.74942,limanda aspera,am,195129.72859,315445.21941
0,43.00574399999999,96.64078899999947,349.6742772999987,1751.5493268998353,14605.66448,chionoecetes opilio,am,395773.36153,749100.63402
18.853935,104.77396899999997,192.41461849999982,346.37974210000004,517.32120167,547.93187,galeus piperatus,iucn,541.28433,16342.53692
0,7.618643999999987,51.061484999999806,345.10428990000014,1406.467958809944,3418.31124,polydactylus quadrifilis,am,76043.82272,49744.54922
6.09976,50.782729999999994,110.66178899999983,343.99266939999995,1231.311790379973,3703.93311,thryssa spinidens,iucn,102616.32792,136510.4243
0,1.7578140000000015,54.96947049999997,342.5739839000005,1318.7000426799932,4547.00576,micromesistius poutassou,am,3751499.0501099997,2710423.36227
0.05138,8.138819999999999,34.29729,339.58470400000056,635.2401495999962,768.17309,gobioclinus filamentosus,iucn,432.23145999999997,25441.21777
0.22209,7.007945000000001,34.15753099999944,339.2717348999996,383.8146496699994,392.84022,andamia expansa,iucn,448.9644,2791.63864
0.004835,7.486921999999994,32.56352349999986,337.84697760000074,634.3760977899963,768.17309,emblemariopsis leptocirris,iucn,408.50594,25078.3805
0,69.40813100000001,122.9348304999996,337.3290083999998,901.2267826900161,10153.89092,gadus macrocephalus,am,582578.16076,435878.72194
0,8.547584000000029,53.46297799999999,332.578452,1357.8212299199931,6785.29172,nephrops norvegicus,am,103755.93664,224134.03014
0.10349,38.72795200000005,94.39317099999985,332.4954742000003,896.1453987599855,1161.45062,pleoticus steindachneri,am,1165.67136,10496.89496
8.694479999999999,82.36109900000001,170.878641,331.5792793999997,1649.890429659979,2110.3663,cephalurus cephalus,iucn,808.10179,21663.79014
0,0.6701769999999996,7.725441999999989,330.74239580000005,726.2749474400125,3015.08412,merluccius productus,am,616710.84824,268183.94339000003
0.9700949999999999,17.348148000000002,48.05985599999991,330.052761099999,561.0404511100002,586.70575,pseudoraja fischeri,iucn,22.414160000000003,897.94121
0,19.663546999999994,65.53273099999994,329.1346021999995,543.3523071100029,712.8847999999999,fistularia corneta,am,80371.94475,87981.88473
3.5e-4,14.519453000000002,48.299024999999936,328.9403467999995,927.9677596099928,1650.96682,apristurus riveri,iucn,239.95488,38321.31067
5.214075,125.75051900000007,207.63482699999997,320.7858639,408.8652603899996,418.65186,scyliorhinus ugoi,iucn,107.15527,2152.37546
17.319985000000003,111.99846900000007,153.2487295,319.77278870000197,966.5946329200232,2323.2345,cetengraulis mysticetus,am,328881.45203,253291.95096
0.5283199999999999,17.331308000000003,41.860306999999864,318.88188209999174,1857.3317647998979,6212.09738,scomberomorus maculatus,iucn,23499.8756,271532.44494
1.4249200000000002,82.81204500000005,152.4187575,317.2168909999998,759.8417502100417,4739.4,rastrelliger brachysoma,iucn,3051049.64892,2830811.213
0,3.6186260000000052,25.231165999999988,316.35518479999985,2102.7603368799796,16405.99138,aristeus antennatus,am,14601.03124,307308.64842
5.86423,36.09631400000001,59.23197199999998,315.9848060000003,2554.2107726800014,3703.93311,coilia ramcarati,iucn,72274.50662,44227.91804
1.13993,80.16510400000006,168.56414799999962,315.26309740000005,738.4112784600003,1078.919,argopecten purpuratus,am,55438.47414,30649.92615
0,0.00115,0.021803499999999993,313.7326598999992,2189.2288562599715,4179.46152,merluccius bilinearis,am,21602.98156,56530.36573
0.0736,101.75411400000003,174.25213799999997,312.08979860000005,679.6949181799607,3739.09107,rastrelliger brachysoma,am,2965334.84535,2683813.9583
0,33.00899100000001,83.76974299999975,311.4876062000007,1337.1502339400183,2266.76156,galeoides decadactylus,am,131072.36646,87493.22916
0.9061549999999999,15.386407000000009,32.645439499999966,307.85789549999987,3096.9571511100603,18037.76269,nemipterus bipunctatus,am,114525.26074,447933.15874
0.10679,5.6032600000000015,15.11513899999997,307.15668019999936,1265.8093854600138,2849.25558,scomberomorus maculatus,am,14165.13952,134454.5435
0.01114,0.7444959999999998,4.670506999999997,306.2960044,911.0412769600031,8967.51258,portunus trituberculatus,am,1486760.44763,1014647.03191
1.50218,34.39638600000003,61.78338599999995,303.5329575999986,575.5874039999983,5257.07436,sardinella lemuru,iucn,389292.52532,491951.80915
0.16318,108.44373600000006,149.763488,301.0062114000001,764.1067180599326,3274.71307,trachurus trecae,am,619445.5266,216370.72956
31.23219,208.16219800000002,255.48187449999995,298.9291509000001,308.7047880900001,309.79097,acanthemblemaria harpeza,iucn,9.945359999999999,1057.44419
31.23219,208.16219800000002,255.48187449999995,298.9291509000001,308.7047880900001,309.79097,starksia leucovitta,iucn,9.945359999999999,1057.44419
0.10392499999999999,28.25119600000001,83.8021434999999,295.9252795999998,2798.181517969931,9490.92786,cruriraja rugosa,iucn,1021.959,80312.04876
4e-4,23.02366800000001,62.139132999999994,295.6806172,1698.9512430000136,17633.56879,pandalus borealis,am,701140.72945,3309236.97011
1.68179,56.76343000000007,128.42236149999997,295.6054216,472.62747774999923,493.39666,squalus albicaudus,iucn,138.24351,2434.37445
0.0807,12.109762,76.0456229999998,292.8968323999991,792.3455764800032,3229.10087,acetes japonicus,am,1420638.83693,1181973.29565
3.7e-4,0.04894,0.254465,292.61738299999604,1199.004987800042,2032.93264,doryteuthis gahi,am,59841.34676,61780.84568
2.06363,95.37246800000003,165.33464399999997,292.26059679999975,655.0387807200002,675.28275,encrasicholina gloria,iucn,33278.62093,61453.93959
0.003235,12.966466000000002,31.708121999999932,290.26028239999954,1908.9977487202505,6998.24825,proterorhinus marmoratus,am,10022.35301,48190.42317
0.155695,21.113283999999982,64.89991899999997,282.7459774999994,509.8803882499975,3175.5007,dipturus teevani,iucn,869.54304,40765.97845
2.72875,45.89224,76.62174250000001,281.76150950000033,842.2843595000002,908.7679,okamejei cairae,iucn,9383.48604,28115.92392
0.00718,44.064533999999995,93.91009799999999,281.25435260000006,1041.4345172000233,3064.58111,etrumeus whiteheadi,am,118989.42993,45546.1621
0.03092,1.3980230000000002,80.11152949999979,281.057495800001,836.8221674000395,6426.57462,trachysalambria curvirostris,am,1002812.41077,998075.12157
1.5359,18.68934,41.25439,280.9420559999994,469.8653555999993,489.72090000000003,pseudocheilinus citrinus,iucn,9.161710000000001,1619.33346
4.715925,75.522692,100.13026249999994,277.2625534000005,349.4193935900005,360.29035,stolephorus babarani,iucn,2145.38678,6880.8688
0,68.715509,117.11626150000001,276.4877331999998,767.0873511199657,2487.96781,scomber scombrus,am,1763204.042,1897045.83414
0.06452,6.598519000000001,31.700779999999774,275.6757907999999,581.8903972399996,14006.85643,coilia mystus,iucn,108237.7117,109367.71787
0,64.44589100000002,123.097718,274.8291598999999,508.1062955399958,947.96046,gadus morhua,am,2033840.86573,1567875.63704
0,0.00534,0.011134999999999999,273.0059979999999,534.9622123999953,1119.43701,planiliza haematocheilus,am,201958.78844,82696.15901
1.261545,18.512451,41.864947999999885,272.98868209999546,647.6940122500077,14006.85643,evynnis cardinalis,iucn,161530.95302000002,157271.85606
0.00113,10.71634,24.3472,269.22046,1267.781955199745,6998.24825,neogobius melanostomus,am,10256.03047,48530.67523
0.0018600000000000001,24.55060600000006,51.812537999999904,268.13611080000067,467.5624210800001,489.72090000000003,centropyge hotumatua,iucn,6.97534,982.45378
0.0018600000000000001,24.55060600000006,51.812537999999904,268.13611080000067,467.5624210800001,489.72090000000003,pseudolabrus fuentesi,iucn,6.97534,982.45378
0.06493,46.479668000000004,121.66727799999981,267.9193744000002,2418.625730240027,3817.6198400000003,cynoglossus acutirostris,am,4789.99139,16718.56407
1.23352,34.53770800000001,96.04903599999997,266.6290788000016,777.0095395200003,788.92528,istiblennius rivulatus,iucn,4327.63864,11475.20087
3.056325,40.81512700000004,71.13145600000009,266.46078749999884,720.4872421300204,884.29841,pleurogrammus azonus,am,56645.94064,87564.87067
1.2907350000000002,18.923898999999995,41.71204399999999,265.14974069999596,1121.3757986999938,1333.7355400000001,chaceon mediterraneus,am,342.8113,8912.35311
0,19.193763999999934,73.41958999999999,264.96191960000044,1124.9092612799973,3366.2574499999996,argentina sphyraena,am,123205.1784,206454.33362
264.35330999999996,264.35330999999996,264.35330999999996,264.35330999999996,264.35330999999996,264.35330999999996,entomacrodus solus,iucn,40.32349,264.35330999999996
1.44422,32.371148000000005,91.00836750000005,263.0096992,775.37917638,788.92528,ecsenius aroni,iucn,4450.60704,11730.13676
0,6.193554000000011,38.95109200000001,262.431841599994,1305.856285960001,2859.21363,harpadon nehereus,am,554637.74282,1242083.99942
0,50.33920800000001,96.60990499999997,261.8356393999999,1164.6715571599443,8680.27042,oratosquilla oratoria,am,274745.00191,320569.30644
0.03833,31.988862000000026,71.43531799999985,260.2432903999999,520.4532874399998,1544.3482,sardinella gibbosa,am,1033610.24427,1875638.7117599999
0.149345,60.16766000000007,103.11657899999996,256.50232850000003,1325.6878197999529,7744.87228,scomber scombrus,iucn,1287230.4980600001,1858395.48832
0,0.47282600000002273,48.686278999999374,255.43683249999907,625.3931950100068,14079.54382,spisula solidissima,am,283132.18805,263920.77318
0.08595499999999999,16.809617000000003,34.84471199999993,254.4776876000002,523.5283744399956,1211.38203,pentanemus quinquarius,am,63708.94864,37643.29012
