project,country,site,latitude,longitude,sample_date,biomass_kgha_avg
Tanzania CRCP surveys,Tanzania,Panza Lagoon,-5.47884,39.62224,2018-10-11,180.85
Tanzania CRCP surveys,Tanzania,Panza Wreck,-5.48256,39.62904,2018-10-11,309.92
Tanzania CRCP surveys,Tanzania,Pemba Matumbini,-5.3961,39.55704,2018-10-08,288.93
Tanzania CRCP surveys,Tanzania,Ruvula,-10.3,40.38,2008-04-04,278.46
Tanzania CRCP surveys,Tanzania,Taa,-5.3031,39.0982,1996-04-20,257.76
Tanzania CRCP surveys,Tanzania,Taa,-5.3031,39.0982,2004-01-07,479.71
Tanzania CRCP surveys,Tanzania,Taa,-5.3031,39.0982,2010-11-06,428.19
Tanzania CRCP surveys,Tanzania,Taa,-5.3031,39.0982,2015-09-13,111.65
Tanzania CRCP surveys,Tanzania,Taa,-5.3031,39.0982,2016-10-04,259.65
Tanzania CRCP surveys,Tanzania,Ulenge,-5.02543,39.16558,2017-12-05,192.5
Tanzania CRCP surveys,Tanzania,Ulenge 2- 3m,-5.011961,39.165986,2017-12-06,24.6
Tanzania CRCP surveys,Tanzania,Ulenge 2- 7m,-5.01226,39.16722,2017-12-06,300.07
Tanzania CRCP surveys,Tanzania,Ulenge Lighthouse,-5.00582,39.16917,2017-12-07,139.03
Tanzania CRCP surveys,Tanzania,Uvinge,-5.1351,39.6239,2013-10-03,512.25
Tanzania CRCP surveys,Tanzania,Yambe East,-5.11444,39.17922,2017-12-08,335.14
Tanzania CRCP surveys,Tanzania,Yambe North,-5.08979,39.16858,2017-12-08,280.52
Tanzania CRCP surveys,Tanzania,Zanzibar- Aquarium,-5.83615,39.3899,2017-11-08,1118.14
Tanzania CRCP surveys,Tanzania,Zanzibar- Sandbank,-5.840703,39.398494,2017-11-06,996.6
Tanzania CRCP surveys,Tanzania,Zanzibar- Wall,-5.840703,39.398494,2017-11-06,572.66
Moyo MPA_2019,Indonesia,Ai Dara,-8.318833373,117.49025,2019-10-30,189.09
Moyo MPA_2019,Indonesia,Ai Dara,-8.318833373,117.49025,2019-10-30,139.33
Moyo MPA_2019,Indonesia,Ai Manis 2,-8.372416701,117.4976944,2019-10-28,173.03
Moyo MPA_2019,Indonesia,Ai Manis 2,-8.372416701,117.4976944,2019-10-28,307.39
Moyo MPA_2019,Indonesia,Brang Sedo,-8.26638,117.49954,2019-10-30,507.55
Moyo MPA_2019,Indonesia,Brang Sedo,-8.26638,117.49954,2019-10-30,317.29
Moyo MPA_2019,Indonesia,Mufti's Reef,-8.284089966,117.58636,2019-10-31,247.94
Moyo MPA_2019,Indonesia,Raja Sua Barat,-8.347972222,117.4702222,2019-10-28,191.16
Moyo MPA_2019,Indonesia,Raja Sua Barat,-8.347972222,117.4702222,2019-10-28,239.24
Moyo MPA_2019,Indonesia,Raja Sua Barat,-8.347972222,117.4702222,2019-11-28,30.38
Moyo MPA_2019,Indonesia,Raja Sua Selatan,-8.365138862,117.4840556,2019-10-28,355.72
Moyo MPA_2019,Indonesia,Raja Sua Selatan,-8.365138862,117.4840556,2019-10-28,136.18
Moyo MPA_2019,Indonesia,Sengalo,-8.148813,117.545205,2019-10-26,491.15
Moyo MPA_2019,Indonesia,Sobu Nasi,-8.245514,117.481623,2019-10-30,172.46
Moyo MPA_2019,Indonesia,Sobu Nasi,-8.245514,117.481623,2019-11-30,87.37
Moyo MPA_2019,Indonesia,Takad Sagele,-8.233026,117.476107,2019-10-31,602.32
Moyo MPA_2019,Indonesia,Tanjung Pasir,-8.386444403,117.5184028,2019-10-27,109.57
Moyo MPA_2019,Indonesia,Tanjung Pasir,-8.386444403,117.5184028,2019-10-27,237.5
Moyo MPA_2019,Indonesia,Timur Moyo,-8.352702,117.558224,2019-10-27,132.85
Moyo MPA_2019,Indonesia,Timur Moyo,-8.352702,117.558224,2019-10-27,67.13
Moyo MPA_2019,Indonesia,Timur Moyo,-8.352702,117.558224,2019-11-27,20.32
Comoros,Comoros,Bimbini,-12.1972,44.2245,2011-11-10,133.69
Comoros,Comoros,Dahajou Hachelafou,-12.1619,44.2318,2011-11-11,483.74
Comoros,Comoros,Lambwe,-12.2336,44.2857,2011-11-13,262.7
Comoros,Comoros,Mayindrini,-12.1597,44.2034,2011-11-10,362.84
Comoros,Comoros,Mlongo Moishou,-12.1641,44.2289,2011-11-11,429.89
Comoros,Comoros,Momoni,-12.1076,44.4257,2011-11-09,250.57
Comoros,Comoros,Mtsangani,-12.2284,44.2737,2011-11-13,227.7
Aceh 2016,Indonesia,Anoi Itam,5.842690278,95.37351944,2016-01-06,852.75
Aceh 2016,Indonesia,Batee Meurenon,5.873513056,95.26466306,2016-02-06,340.12
Aceh 2016,Indonesia,Benteng,5.845705,95.373215,2016-05-31,586.02
Aceh 2016,Indonesia,Beurawang,5.777511111,95.33685194,2016-02-06,428.68
Aceh 2016,Indonesia,Gapang,5.85416157,95.27371142,2016-02-06,753.91
Aceh 2016,Indonesia,Jaboi,5.799778889,95.34604611,2016-02-06,439.58
Aceh 2016,Indonesia,Lucas Reefs,5.88345,95.24502,2016-06-01,304.04
Aceh 2016,Indonesia,Reuteuk,5.857248889,95.36137889,2016-05-31,639.64
Aceh 2016,Indonesia,Rubiah Channel,5.883753056,95.25491,2016-06-01,376.85
Aceh 2016,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2016-06-01,538.53
Aceh 2016,Indonesia,Sumur Tiga,5.888368056,95.34547111,2016-05-31,1223.42
Aceh 2016,Indonesia,Ujung Kareung,5.876188889,95.35363575,2016-05-31,717.37
Aceh 2016,Indonesia,Ujung Seuke,5.808331944,95.37631,2016-01-06,1119.18
Aceh 2016,Indonesia,Ujung Seurawan,5.89558,95.237595,2016-06-01,427.76
Aceh 2007,Indonesia,Anoi Itam,5.842690278,95.37351944,2007-02-08,307.33
Aceh 2007,Indonesia,Ba Kopra,5.866863889,95.22823111,2007-02-06,341.76
Aceh 2007,Indonesia,Batee Meurenon,5.873513056,95.26466306,2007-02-07,395.66
Aceh 2007,Indonesia,Benteng,5.845705,95.373215,2007-02-20,1414.04
Aceh 2007,Indonesia,Beurawang,5.777511111,95.33685194,2007-02-19,790.63
Aceh 2007,Indonesia,Canyon,5.89829,95.21692306,2007-02-21,1733.29
Aceh 2007,Indonesia,Deudap,5.607141944,95.19258111,2007-02-13,457.27
Aceh 2007,Indonesia,Gapang,5.85416157,95.27371142,2007-02-10,320.7
Aceh 2007,Indonesia,Jaboi,5.799778889,95.34604611,2007-02-11,1321.67
Aceh 2007,Indonesia,Lamteng,5.64733081,95.1629988,2007-02-14,219.89
Aceh 2007,Indonesia,Lapeng,5.698566944,95.11094194,2007-02-15,121.29
Aceh 2007,Indonesia,Leun Balee 1,5.7276,95.07301111,2007-02-15,246.76
Aceh 2007,Indonesia,Leun Balee 2,5.742093889,95.06680306,2007-02-18,499.65
Aceh 2007,Indonesia,Lhoh,5.6678498,95.12664691,2007-02-14,165.33
Aceh 2007,Indonesia,Lhok Weng,5.863641111,95.26643611,2007-02-18,1002.54
Aceh 2007,Indonesia,Lhong Angin 1,5.832608056,95.25836611,2007-02-06,210.91
Aceh 2007,Indonesia,Lhong Angin 2,5.821983889,95.25977111,2007-02-11,417.64
Aceh 2007,Indonesia,Lhong Angin 3,5.80788936,95.26471613,2007-02-11,385.68
Aceh 2007,Indonesia,Paloh,5.664196111,95.09257694,2007-02-14,753.86
Aceh 2007,Indonesia,Pasi Janeng 1,5.6287846,95.131667,2007-02-13,171.96
Aceh 2007,Indonesia,Pasi Janeng 2,5.63200375,95.13802886,2007-02-13,151.72
Aceh 2007,Indonesia,Pulau Klah,5.87730995,95.31408085,2007-02-08,201.91
Aceh 2007,Indonesia,Reuteuk,5.857248889,95.36137889,2007-02-06,249.32
Aceh 2007,Indonesia,Rubiah Channel,5.883753056,95.25491,2007-02-10,660.93
Aceh 2007,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2007-02-07,348.48
Aceh 2007,Indonesia,Sumur Tiga,5.888368056,95.34547111,2007-02-08,270.43
Aceh 2007,Indonesia,Ujung Kareung,5.876188889,95.35363575,2007-02-20,466.3
Aceh 2007,Indonesia,Ujung Seuke,5.808331944,95.37631,2007-02-19,1221.95
Aceh 2007,Indonesia,Ujung Seurawan,5.89558,95.237595,2007-02-10,350
Madagascar NW 2020,Madagascar,Ambatofisaka_19,-13.604278,47.811028,2020-12-15,571.33
Madagascar NW 2020,Madagascar,Ambatomilay_18,-13.605056,47.804944,2020-12-15,933.11
Madagascar NW 2020,Madagascar,Amparimilay_10,-12.886194,48.562361,2020-12-07,320.36
Madagascar NW 2020,Madagascar,Ankarea_03,-12.845278,48.574083,2020-12-06,611.21
Madagascar NW 2020,Madagascar,Ankaso_15,-13.486944,47.978222,2020-12-14,478.93
Madagascar NW 2020,Madagascar,Ankivonjy_14,-13.502278,47.95105,2020-12-14,253.58
Madagascar NW 2020,Madagascar,Antsoa_07,-12.985736,48.577917,2020-12-09,683.99
Madagascar NW 2020,Madagascar,Beangovo_04,-13.002778,48.497639,2020-12-09,3375.51
Madagascar NW 2020,Madagascar,Kisimani_16,-13.558944,48.095389,2020-12-12,168.2
Madagascar NW 2020,Madagascar,Madiro_17,-13.522056,48.026778,2020-12-13,112.97
Madagascar NW 2020,Madagascar,Marotogny_20,-13.581056,47.901556,2020-12-16,71.32
Madagascar NW 2020,Madagascar,NosyFisaka_02,-12.74733,48.592333000000004,2020-12-05,755.03
Madagascar NW 2020,Madagascar,NosyKarabo_06,-12.996556,48.562083,2020-12-10,1121.54
Madagascar NW 2020,Madagascar,Nosy Komba,-13.43711,48.3471,2020-12-17,75.59
Madagascar NW 2020,Madagascar,Ratapenjiky_12,-12.938222,48.583028,2020-12-08,1046.43
Madagascar NW 2020,Madagascar,Tandavandriva_North,-13.18982,48.17449,2020-12-18,630.37
Madagascar NW 2020,Madagascar,Tandavandriva_West,-13.3116,48.02728,2020-12-19,80.59
Madagascar NW 2020,Madagascar,Tsarabanjina_08,-13.034944,48.549417,2020-12-10,655.71
MRAG - Goff's Caye Baseline,Belize,Goff B1 - North Snorkel Site,17.362501,-88.044016,2022-04-12,41.96
MRAG - Goff's Caye Baseline,Belize,Goff B2 - East Snorkel Site,17.342718,-88.028983,2022-04-13,255.29
MRAG - Goff's Caye Baseline,Belize,Goff BK2,17.346031,-88.035795,2022-04-13,99.25
MRAG - Goff's Caye Baseline,Belize,Goff FR1,17.351238,-88.024512,2022-04-13,179.36
MRAG - Goff's Caye Baseline,Belize,Goff FR2,17.280424,-88.042567,2022-04-11,110.11
MRAG - Goff's Caye Baseline,Belize,Goff FR3,17.306482,-88.041674,2022-04-11,88.62
MRAG - Goff's Caye Baseline,Belize,GOFFSCTLD2,17.3527,-88.03161,2022-04-14,175.87
MRAG - Goff's Caye Baseline,Belize,Sergeant's BK2,17.39693,-88.039969,2022-04-12,144.54
Medang MPA_2019,Indonesia,Pohon Lana,-8.152134,117.342614,2019-11-02,301.17
Medang MPA_2019,Indonesia,Sapa Genting,-8.163946,117.371734,2019-11-04,205.81
Medang MPA_2019,Indonesia,Sapa Pasepeh,-8.156428,117.397673,2019-11-04,491.81
Medang MPA_2019,Indonesia,Teluk Mondo,-8.14208,117.374863,2019-11-02,308.36
Medang MPA_2019,Indonesia,Torohan Karang,-8.126263,117.422556,2019-11-01,216.16
Medang MPA_2019,Indonesia,Torohan Kaseng,-8.131665,117.380857,2019-11-01,143.05
Belize Glover's Atoll legacy,Belize,CZFR1,16.73337962,-87.81849504,2019-04-02,343.56
Belize Glover's Atoll legacy,Belize,CZFR2,16.7368931416422,-87.8077126387506,2019-04-02,1242.45
Belize Glover's Atoll legacy,Belize,CZFR3,16.7416456,-87.80126913,2019-04-03,592.05
Belize Glover's Atoll legacy,Belize,CZPR1,16.75611427,-87.82482647,2019-04-03,269.74
Belize Glover's Atoll legacy,Belize,CZPR4,16.76369411,-87.80431361,2019-04-02,111.75
Belize Glover's Atoll legacy,Belize,CZPR5,16.77630669,-87.81187744,2019-04-03,864.53
Belize Glover's Atoll legacy,Belize,CZPR7,16.76827339,-87.82634997,2019-04-03,462.41
Belize Glover's Atoll legacy,Belize,GUZPR1,16.79270354,-87.8157228,2019-06-04,184.47
Belize Glover's Atoll legacy,Belize,GUZPR6,16.78071633,-87.78895704,2019-06-04,215.99
Belize Glover's Atoll legacy,Belize,WFR2,16.79548474,-87.8606452,2019-06-06,306.03
Belize Glover's Atoll legacy,Belize,WFR3,16.80375047,-87.85624729,2019-06-06,230.14
Belize Glover's Atoll legacy,Belize,WFR4,16.81538003,-87.85216983,2019-06-05,304.75
Belize Glover's Atoll legacy,Belize,WFR5,16.82601633,-87.84927724,2019-06-05,405.02
Belize Glover's Atoll legacy,Belize,WFR6,16.83796196,-87.8439228,2019-06-04,215.17
Madagascar Baie d'Antongil 2019,Madagascar,Antanambe_15,-16.42436,49.84953,2019-12-03,131.82
Madagascar Northwest Ankarea 2021,Madagascar,Ambarinidada_11,-12.915278,48.606917,2021-12-01,202.48
Madagascar Northwest Ankarea 2021,Madagascar,Amparimilay_10,-12.886194,48.562361,2021-12-05,247.04
Madagascar Northwest Ankarea 2021,Madagascar,Ankarea_03,-12.845278,48.574083,2021-12-05,662.65
Madagascar Northwest Ankarea 2021,Madagascar,Ankarea_03,-12.845278,48.574083,2021-12-05,650.38
Madagascar Northwest Ankarea 2021,Madagascar,Antsoa_07,-12.985736,48.577917,2021-12-06,532.79
Madagascar Northwest Ankarea 2021,Madagascar,Beangovo_04,-13.002778,48.497639,2021-12-04,1811.17
Madagascar Northwest Ankarea 2021,Madagascar,NosyFisaka_02,-12.74733,48.592333000000004,2021-11-30,779.79
Madagascar Northwest Ankarea 2021,Madagascar,NosyKaine_09,-13.024583,48.537444,2021-12-02,547.06
Madagascar Northwest Ankarea 2021,Madagascar,NosyKarabo_06,-12.996556,48.562083,2021-12-04,736.45
Madagascar Northwest Ankarea 2021,Madagascar,NosyLava_01,-12.74733,48.670833,2021-11-30,912.45
Madagascar Northwest Ankarea 2021,Madagascar,NosyVazoana_05,-12.883389,48.634833,2021-12-01,1761.14
Madagascar Northwest Ankarea 2021,Madagascar,Ratapenjiky_12,-12.938222,48.583028,2021-12-06,356.79
Madagascar Northwest Ankarea 2021,Madagascar,Tsarabanjina_08,-13.034944,48.549417,2021-12-02,2464.85
Liang Ngali MPA 2018,Indonesia,Dangar Rea (N),-8.41902,117.65688,2018-09-20,283
Liang Ngali MPA 2018,Indonesia,Dangar Rea (SE),-8.43359,117.66481,2018-09-20,183.75
Liang Ngali MPA 2018,Indonesia,Gili dua rea,-8.48883,117.75834,2018-09-24,216.48
Liang Ngali MPA 2018,Indonesia,Liang (N),-8.4482,117.66158,2018-09-22,255.76
Liang Ngali MPA 2018,Indonesia,Liang (S),-8.52406,117.67701,2018-09-23,166.18
Liang Ngali MPA 2018,Indonesia,Ngali (N),-8.4748,117.72924,2018-09-23,188.64
Liang Ngali MPA 2018,Indonesia,Owang Balok,-8.53553,117.74933,2018-09-24,316.21
Liang Ngali MPA 2018,Indonesia,Sea Site,-8.4078,117.44772,2018-09-26,449.93
Liang Ngali MPA 2018,Indonesia,Tanjung Bantin_Zona Inti,-8.42352,117.59091999999998,2018-09-19,249.01
Liang Ngali MPA 2018,Indonesia,Tanjung Bantin_Zona Pemanfaatan,-8.42352,117.60097999999994,2018-09-19,217.34
Liang Ngali MPA 2018,Indonesia,Tanjung Bara,-8.40459,117.56184,2018-09-22,261.76
Liang Ngali MPA 2018,Indonesia,Tanjung Bele,-8.45523,117.63306,2018-09-20,117.3
Liang Ngali MPA 2018,Indonesia,Tanjung Menangis,-8.40283,117.43035,2018-09-25,319.18
Liang Ngali MPA 2018,Indonesia,Teluk Jarak,-8.51392,117.71107,2018-09-23,107.12
Liang Ngali MPA 2018,Indonesia,Teluk Mariam,-8.52157,117.65513,2018-09-22,75.29
Liang Ngali MPA 2018,Indonesia,Teluk Tete,-8.4946,117.73374,2018-09-24,219.82
Belize SWCMR 2021 - WCS,Belize,SWCCZFR1,16.884665004909,-88.0605540052056,2021-07-03,225.64
Belize SWCMR 2021 - WCS,Belize,SWCCZFR2,16.8679160345345,-88.064929023385,2021-06-04,247.67
Belize SWCMR 2021 - WCS,Belize,SWCCZFR2,16.8679160345345,-88.064929023385,2021-07-04,346.67
Belize SWCMR 2021 - WCS,Belize,SWCCZFR3,16.8499210104346,-88.07087699,2021-08-15,407.26
Belize SWCMR 2021 - WCS,Belize,SWCCZFR4,16.8348859716206,-88.0745620094239,2021-08-11,124.92
Belize SWCMR 2021 - WCS,Belize,SWCCZFR5,16.81828,-88.07736,2021-08-10,123.94
Belize SWCMR 2021 - WCS,Belize,SWCCZFR6,16.8131040036678,-88.0777440313249,2021-07-03,301.73
Belize SWCMR 2021 - WCS,Belize,SWCCZFR6,16.8131040036678,-88.0777440313249,2021-07-07,410.05
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR1,16.9142070226371,-88.0498870275914,2021-06-26,44.85
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR1,16.9142070226371,-88.0498870275914,2021-06-29,200.51
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR2,16.9036100339144,-88.0541909672319,2021-06-30,341.87
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR3,16.7889509629458,-88.0757209751754,2021-08-14,256.7
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR4,16.7775830067694,-88.0750149674713,2021-06-30,133.74
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR5,16.76858,-88.07501,2021-08-12,182.08
Belize SWCMR 2021 - WCS,Belize,SWCGUZFR6,16.76079,-88.07356,2021-08-12,318.27
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Ampangoriana,13.4312103,48.3629503,2021-12-14,143.16
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Anjiabe,13.49893,48.34185,2021-12-15,151.93
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Anjiabe,13.49893,48.34185,2022-01-15,69.5
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Antanamitarana 1,13.26913,48.17162,2021-12-17,163.72
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Antanamitarana 2,13.249748,48.179219,2021-12-17,165.99
Open access Surveys and New LMMA NW 2021,Madagascar,APGL Sakatia,13.32041,48.15632,2021-12-18,174.18
Open access Surveys and New LMMA NW 2021,Madagascar,NK02D,13.46882,48.32284,2021-12-15,163.71
Open access Surveys and New LMMA NW 2021,Madagascar,Nosy Sakatia,13.29055,48.15712,2021-12-18,78.83
Karimunjawa NP 2016,Indonesia,Batu Putih,-5.80503,110.49186,2016-05-11,350.64
Karimunjawa NP 2016,Indonesia,Batu Putih,-5.80503,110.49186,2016-11-05,1073.02
Karimunjawa NP 2016,Indonesia,Bengkoang,-5.74239,110.41747,2016-05-16,512.3
Karimunjawa NP 2016,Indonesia,Burung,-5.89102,110.34657,2016-05-17,411.75
Karimunjawa NP 2016,Indonesia,Cemara Besar 1,-5.80675,110.37822,2016-05-16,537.74
Karimunjawa NP 2016,Indonesia,Cemara Besar 2,-5.8031,110.38098,2016-05-14,479.57
Karimunjawa NP 2016,Indonesia,Cemara Kecil 1,-5.83129,110.38224,2016-05-12,251.83
Karimunjawa NP 2016,Indonesia,Cemara Kecil 2,-5.833226,110.381165,2016-05-12,188.04
Karimunjawa NP 2016,Indonesia,Cendekian,-5.80419,110.55876,2016-05-08,560.73
Karimunjawa NP 2016,Indonesia,Gelean,-5.88023,110.3594,2016-05-17,509.32
Karimunjawa NP 2016,Indonesia,Genting 1,-5.86211,110.60538,2016-05-07,213.13
Karimunjawa NP 2016,Indonesia,Genting 2,-5.8336,110.60616,2016-05-07,282.8
Karimunjawa NP 2016,Indonesia,Genting 3,-5.84098,110.61131,2016-05-07,307.32
Karimunjawa NP 2016,Indonesia,Gosong Selikur 1,-5.729274,110.204483,2016-05-20,342.46
Karimunjawa NP 2016,Indonesia,Gosong Selikur 2,-5.727058,110.207648,2016-05-20,612.37
Karimunjawa NP 2016,Indonesia,Gosong Tengah,-5.7998,110.51065,2016-05-10,618.88
Karimunjawa NP 2016,Indonesia,Karang Kapal,-5.89937,110.24403,2016-05-23,651.2
Karimunjawa NP 2016,Indonesia,Karang Katang,-5.804122,110.149306,2016-05-21,364.58
Karimunjawa NP 2016,Indonesia,Katang 1,-5.798441,110.166105,2016-05-21,302.64
Karimunjawa NP 2016,Indonesia,Katang 2,-5.802959,110.164412,2016-05-21,314.91
Karimunjawa NP 2016,Indonesia,Kecil,-5.82036,110.51187,2016-05-10,1223.67
Karimunjawa NP 2016,Indonesia,Kembar,-5.743575,110.19561,2016-05-20,469.57
Karimunjawa NP 2016,Indonesia,Kumbang 1,-5.771209,110.226294,2016-05-19,616.64
Karimunjawa NP 2016,Indonesia,Kumbang 2,-5.774815,110.228799,2016-05-19,582.52
Karimunjawa NP 2016,Indonesia,Kumbang 3,-5.775143,110.233448,2016-05-22,474.51
Karimunjawa NP 2016,Indonesia,Legon Janten,-5.86647,110.461393,2016-05-05,695.09
Karimunjawa NP 2016,Indonesia,Legon Moto,-5.86286,110.46648,2016-05-11,350.5
Karimunjawa NP 2016,Indonesia,Menjangan Besar,-5.89806,110.43379,2016-05-06,226.94
Karimunjawa NP 2016,Indonesia,Menjangan Kecil,-5.90131,110.40563,2016-05-06,381.48
Karimunjawa NP 2016,Indonesia,Menyawakan,-5.79817,110.34733,2016-05-15,331.19
Karimunjawa NP 2016,Indonesia,Nyamuk,-5.82071,110.206447,2016-05-23,500.52
Karimunjawa NP 2016,Indonesia,Pantai Nirwana,-5.8868,110.45016,2016-05-12,584.92
Karimunjawa NP 2016,Indonesia,Parang 1,-5.755273,110.260433,2016-05-22,426.03
Karimunjawa NP 2016,Indonesia,Parang 2,-5.7680110000000004,110.258263,2016-05-22,564.9
Karimunjawa NP 2016,Indonesia,Sintok 1,-5.78476,110.51927,2016-05-08,422.9
Karimunjawa NP 2016,Indonesia,Sintok 2,-5.78817,110.51389,2016-05-08,427.32
Karimunjawa NP 2016,Indonesia,Taka Malang E,-5.822472,110.438789,2016-05-14,251.84
Karimunjawa NP 2016,Indonesia,Taka Malang W,-5.82071,110.438853,2016-05-14,315.25
Karimunjawa NP 2016,Indonesia,Taka Menyawakan E,-5.76733,110.325654,2016-05-15,1084.36
Karimunjawa NP 2016,Indonesia,Taka Menyawakan W,-5.766931,110.324744,2016-05-15,187.76
Karimunjawa NP 2016,Indonesia,Tanjung Dua,-5.85681,110.47279,2016-05-05,409.63
Karimunjawa NP 2016,Indonesia,Tanjung Lemu,-5.83365,110.48852,2016-05-11,476.86
Karimunjawa NP 2016,Indonesia,Tanjung Sekoci,-5.85771,110.46753,2016-05-05,583.43
Karimunjawa NP 2016,Indonesia,Tengah,-5.80877,110.51163,2016-05-10,447.99
Minut 2016,Indonesia,Lihunu 1,1.7525,125.15647,2016-02-25,264.33
Minut 2016,Indonesia,Lihunu 2,1.75149,125.15646,2016-02-25,280.27
Minut 2016,Indonesia,Lihunu Control,1.75149,125.15646,2016-02-25,333.99
Minut 2016,Indonesia,Pulisan Control,1.68134,125.1396,2016-02-27,653.56
Minut 2016,Indonesia,Pulisan DPL 1,1.68143,125.1385,2016-02-27,189.15
Minut 2016,Indonesia,Pulisan DPL 2,1.68133,125.1396,2016-02-27,364.46
Minut 2016,Indonesia,Tambun,1.8067,125.06127,2016-02-26,186.6
Minut 2016,Indonesia,Tambun Control,1.8067,125.06127,2016-02-26,304.3
Minut 2016,Indonesia,Tanah Putih 1,1.73635,124.96785,2016-02-24,105.64
Minut 2016,Indonesia,Tanah Putih 2,1.726,124.97501,2016-02-24,267.14
Minut 2016,Indonesia,Tarabitan 1,1.745216667,124.9770833,2016-02-24,332.34
Minut 2016,Indonesia,Tarabitan 2,1.7498,124.98,2016-02-28,917.86
Minut 2016,Indonesia,Tarabitan Control,1.74971,124.97637,2016-02-28,343.83
Waworada 2015,Indonesia,Dora,-8.734569,118.784598,2015-06-07,573.36
Waworada 2015,Indonesia,Kambing,-8.731797,118.821537,2015-06-08,285.97
Waworada 2015,Indonesia,Kampung Bugis,-8.71009,118.812969,2015-06-07,275.24
Waworada 2015,Indonesia,Perangajara,-8.763282,118.903392,2015-06-08,228.36
Waworada 2015,Indonesia,Sura,-8.736776,118.741772,2015-06-07,234.07
Waworada 2015,Indonesia,Toro Nuntu,-8.721389,118.842451,2015-06-08,88.91
SAP Teluk Cempi,Indonesia,Maci',-8.75373,118.29442,2019-09-26,61.3
SAP Teluk Cempi,Indonesia,Maci',-8.75373,118.29442,2019-09-27,15.5
SAP Teluk Cempi,Indonesia,Matiti,-8.87449,118.42085,2022-04-01,76.18
SAP Teluk Cempi,Indonesia,Pantai Lakey,-8.80648,118.37808,2022-04-02,74.23
SAP Teluk Cempi,Indonesia,Pantai Ria,-8.69059,118.35162,2019-09-26,32.41
SAP Teluk Cempi,Indonesia,Somila,-8.70327,118.33795,2019-09-26,40.75
SAP Teluk Cempi,Indonesia,Somila,-8.70327,118.33795,2022-03-30,19.48
India - Angria Bank,India,ANGBS1,16.368144,72.152656,2019-12-24,856.1
India - Angria Bank,India,ANGBS2,16.351667,72.150556,2019-12-24,409.07
India - Angria Bank,India,ANGBS3,16.351747,72.117725,2019-12-24,132.65
India - Angria Bank,India,ANGBS4,16.4,72.100556,2019-12-25,149.64
India - Angria Bank,India,ANGBS5,16.383469,72.067244,2019-12-25,372.62
India - Angria Bank,India,ANGBS6,16.433333,72.0675,2019-12-26,957.63
India - Angria Bank,India,ANGBS7,16.468056,72.050972,2019-12-26,557.84
India - Angria Bank,India,ANGBS8,16.583361,72.002714,2019-12-27,8.12
India - Angria Bank,India,ANGBS9,16.583386,72.018892,2019-12-27,485.21
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN2,-5.18717,122.73701,2021-03-30,70.6
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN3,-5.20359,122.72163,2021-03-30,90.16
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN4,-5.25015,122.70133,2021-03-29,21.45
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN6,-5.28555,122.68118,2021-03-29,18.24
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN7,-5.23989,122.73993,2021-03-30,12
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KAPUN8,-5.16226,122.74267,2021-03-30,114.49
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS1,-4.81342,123.12096,2021-04-11,91.55
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS2,-4.84111,123.12006,2021-04-11,307.49
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS3,-4.78552,123.15209,2021-04-11,106.56
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS6,-4.83437,123.1691,2021-04-11,211.47
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS7,-4.8075,123.167,2021-04-11,133.9
SE Sulawesi Monitoring Biofisik 2021,Indonesia,KULIS8,-4.79436,123.14523,2021-04-11,179.07
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN1,-4.77327,122.26115,2021-04-03,29.01
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN3,-4.81858,122.291,2021-04-03,36.06
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN4,-4.8431,122.21632,2021-04-03,22.64
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN5,-4.86419,122.25579,2021-04-02,76.64
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN6,-4.93512,122.32075,2021-04-02,3.11
