project,country,site,latitude,longitude,sample_date,biomass_kgha_avg
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAGIN7,-4.88772,122.28965,2021-04-02,25.89
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO1,-4.91954,122.08707,2021-04-05,52.62
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO2,-4.88977,122.05219,2021-04-05,27.49
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO4,-4.84567,122.11833,2021-04-04,56.89
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO5,-4.83917,122.14491,2021-04-03,73.04
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO6,-4.81514,122.15236,2021-04-03,34.4
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MATAO7,-4.858833,122.0601,2021-04-04,19.56
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS2,-5.27672,122.26852,2021-04-01,51.17
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS3,-5.28481,122.25244000000001,2021-04-01,27.22
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS4,-5.35652,122.25968,2021-04-01,75.19
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS5,-5.36989,122.26509,2021-04-01,66.71
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS6,-5.39834,122.27374,2021-04-01,229.51
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS7,-5.39842,122.3273,2021-04-01,153.7
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MAWAS8,-5.31316,122.26286,2021-04-01,13.07
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM1,-4.07863,122.76952,2021-03-28,116.5
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM2,-4.10858,122.80081,2021-03-28,55.87
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM3,-4.11564,122.82211,2021-03-28,68.27
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM5,-4.15096,122.76029,2021-03-27,172.81
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM6,-4.12624,122.72997,2021-03-27,79.17
SE Sulawesi Monitoring Biofisik 2021,Indonesia,MORAM7,-4.14972,122.80367,2021-03-27,188.96
SE Sulawesi Monitoring Biofisik 2021,Indonesia,NTZ1,-4.38772,122.74915,2021-04-10,101.25
SE Sulawesi Monitoring Biofisik 2021,Indonesia,NTZ2,-4.41088,122.77388,2021-04-10,88.02
SE Sulawesi Monitoring Biofisik 2021,Indonesia,NTZ3,-4.4373,122.84434,2021-04-11,120.21
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK1,-4.96714,122.7837,2021-04-04,148.36
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK2,-4.9673,122.75213,2021-04-04,133.38
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK3,-5.09188,122.61497,2021-03-30,249.73
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK4,-5.1229,122.61387,2021-03-30,162.93
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK5,-5.18488,122.61737,2021-03-30,124.48
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK6,-5.05122,122.73442,2021-03-30,217.37
SE Sulawesi Monitoring Biofisik 2021,Indonesia,PASIK8,-5.09813,122.72398,2021-03-30,105.05
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR1,-5.34738,121.78023,2021-04-07,84.88
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR2,-5.33695,121.75924,2021-04-07,88.15
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR3,-5.35974,121.73766,2021-04-07,218.63
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR4,-5.30793,121.76372,2021-04-06,137.21
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR6,-5.23678,121.76996,2021-04-07,58.54
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SAGOR7,-5.12458,121.81958,2021-04-05,58.07
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP1,-5.68043,122.45918,2021-04-02,214.19
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP2,-5.66852,122.48435,2021-04-02,153.21
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP4,-5.68715,122.54721,2021-04-02,184.03
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP4,-5.68715,122.54721,2021-05-02,255.25
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP5,-5.6276,122.54023,2021-04-02,69.9
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP6,-5.62037,122.51912,2021-04-02,147.75
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIOMP7,-5.65373,122.4927,2021-04-02,118.1
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT1,-5.31553,123.20327,2021-03-28,172.09
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT2,-5.33657,123.19466,2021-03-28,86.61
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT3,-5.36695,123.16908,2021-03-28,108.35
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT4,-5.38184,123.15185,2021-03-28,63.52
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT5,-5.40467,123.11939,2021-03-28,159.39
SE Sulawesi Monitoring Biofisik 2021,Indonesia,SIONT6,-5.417,123.08949,2021-03-28,177.47
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY1,-5.47597,121.9236,2021-04-08,50.67
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY2,-5.4931,121.93444,2021-04-08,43.51
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY3,-5.52145,121.99358,2021-04-08,37.27
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY4,-5.48832,122.05472,2021-04-09,47.94
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY5,-5.49253,122.07934,2021-04-09,415.34
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TALRAY7,-5.44763,122.04902,2021-04-09,54.76
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR1,-4.5773,122.30295,2021-04-05,166.6
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR2,-4.58446,122.33176,2021-04-05,91.17
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR3,-4.63096,122.33135,2021-04-05,67.22
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR4,-4.6448,122.33294,2021-04-04,106.9
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR6,-4.6591,122.29202,2021-04-04,154.61
SE Sulawesi Monitoring Biofisik 2021,Indonesia,TIWOR7,-4.69816,122.39209,2021-04-04,45.39
SE Sulawesi Monitoring Biofisik 2021,Indonesia,UZ1,-4.39601,122.75924,2021-04-11,171.68
SE Sulawesi Monitoring Biofisik 2021,Indonesia,UZ2,-4.42498,122.7985,2021-04-10,111.97
SE Sulawesi Monitoring Biofisik 2021,Indonesia,UZ3,-4.42284,122.86157,2021-04-11,112.68
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL1,-5.61543,122.86898,2021-03-27,263.09
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL5,-5.62727,122.85188,2021-03-27,160.06
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL6,-5.63841,122.84261,2021-03-27,179.64
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL7,-5.58892,122.88592,2021-03-27,232.7
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL8,-5.59789,122.87903,2021-03-27,315.78
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WABUL9,-5.65542,122.82203,2021-03-27,175.75
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON1,-4.01485,123.07786,2021-03-30,130.09
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON2,-4.008,123.13557,2021-03-31,251.76
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON4,-4.00761,123.17924,2021-03-31,100.89
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON6,-4.02478,123.22365,2021-03-31,78.32
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON7,-3.99474,122.9681,2021-03-30,20.67
SE Sulawesi Monitoring Biofisik 2021,Indonesia,WAWON8,-3.98542,123.03827,2021-03-30,543.39
Satonda MPA 2019,Indonesia,Kima Point,-8.119555553,117.7465556,2019-10-23,335.98
Satonda MPA 2019,Indonesia,Labu Na'e,-8.173556,117.717016,2019-10-25,180.39
Satonda MPA 2019,Indonesia,Labu Na'e,-8.173556,117.717016,2019-11-25,36.14
Satonda MPA 2019,Indonesia,Manta Point,-8.116472187,117.73975,2019-10-23,100.42
Satonda MPA 2019,Indonesia,Palung Utara,-8.097999,117.740062,2019-10-22,195.46
Satonda MPA 2019,Indonesia,Pasir Panjang,-8.108729,117.761439,2019-10-22,303.48
Satonda MPA 2019,Indonesia,Taman Laut Calabai,-8.221149,117.702695,2019-10-25,259.34
Satonda MPA 2019,Indonesia,Tanjung Beranti,-8.148951,117.724482,2019-10-25,168.57
Satonda MPA 2019,Indonesia,Turtle Point,-8.116027778,117.7605833,2019-10-23,286.53
Taka Bonerate 2015 - Delete,Indonesia,Ampalas Barat,-6.92243,121.28002,2015-04-22,488.53
TPK KBT 2014,Indonesia,Gili Bedil 1,-8.39057568,117.0747236,2014-06-09,212.47
TPK KBT 2014,Indonesia,Gili Bedil 2,-8.39235515,117.0682995,2014-06-09,297.31
TPK KBT 2014,Indonesia,Gili Keramat,-8.36974246,117.0785807,2014-06-09,50.57
TPK KBT 2014,Indonesia,Temudong,-8.3721831,117.0488596,2014-06-10,84.63
Aceh 2014,Indonesia,Ba Kopra,5.866863889,95.22823111,2014-03-06,809.47
Aceh 2014,Indonesia,Benteng,5.845705,95.373215,2014-03-06,3567.45
Aceh 2014,Indonesia,Jaboi,5.799778889,95.34604611,2014-03-06,142.14
Aceh 2014,Indonesia,Lampuyang,5.6673,95.12725,2014-03-08,534.17
Aceh 2014,Indonesia,Leun Balee 1,5.7276,95.07301111,2014-03-08,757.11
Aceh 2014,Indonesia,Lhoknga Left,5.47714,95.23146,2014-03-03,376.29
Aceh 2014,Indonesia,Lhoknga Right,5.47051,95.23448,2014-03-03,552.47
Aceh 2014,Indonesia,Lucas Reefs,5.88345,95.24502,2014-03-05,600.66
Aceh 2014,Indonesia,Paloh,5.664196111,95.09257694,2014-03-08,1206.79
Aceh 2014,Indonesia,Pasi Janeng 2,5.63200375,95.13802886,2014-03-08,586.07
Aceh 2014,Indonesia,Rubiah Channel,5.883753056,95.25491,2014-03-05,678.93
Aceh 2014,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2014-03-05,689.48
Aceh 2014,Indonesia,Ujung Kareung,5.876188889,95.35363575,2014-03-06,183.75
Sayafi - Patani North Maluku 2022,Indonesia,Barat Daya P. Oto,0.62908,128.63179,2022-03-22,205.54
Sayafi - Patani North Maluku 2022,Indonesia,Control 1 (Tenggara P. Wor),0.63179,128.54242,2022-03-22,383.04
Sayafi - Patani North Maluku 2022,Indonesia,Control 2 (Barat P. Paniki),0.66597,128.47174,2022-03-22,323.37
Sayafi - Patani North Maluku 2022,Indonesia,Control 3 (Desa Moreala),0.35195,128.50298,2022-03-24,963.68
Sayafi - Patani North Maluku 2022,Indonesia,Jeysowo,0.27213,128.78253,2022-03-20,528.41
Sayafi - Patani North Maluku 2022,Indonesia,Mour Selatan,0.17622,128.95192,2022-03-20,691.77
Sayafi - Patani North Maluku 2022,Indonesia,Patani 1,0.29442,128.83339,2022-03-20,698.37
Sayafi - Patani North Maluku 2022,Indonesia,P. England,0.57581,128.63922,2022-03-23,311.45
Sayafi - Patani North Maluku 2022,Indonesia,Peniti,0.40276,128.68782,2022-03-21,289.45
Sayafi - Patani North Maluku 2022,Indonesia,P. Liwo,0.46063,128.88086,2022-03-21,948.17
Sayafi - Patani North Maluku 2022,Indonesia,P. Sayafi,0.55244,128.80495,2022-03-23,1213.21
Liang Ngali 2014,Indonesia,Dangar Ode,-8.4264879,117.635282,2014-06-11,253.62
Liang Ngali 2014,Indonesia,Liang E,-8.4909668,117.678166,2014-06-11,242.3
Liang Ngali 2014,Indonesia,Liang N,-8.4482047,117.661589,2014-06-12,227.6
Liang Ngali 2014,Indonesia,Liang S1,-8.5329,117.65367,2014-06-23,156.02
Liang Ngali 2014,Indonesia,Liang S2,-8.524067,117.677017,2014-06-23,226.7
Liang Ngali 2014,Indonesia,Liang W,-8.4718397,117.644826,2014-06-11,161.55
Liang Ngali 2014,Indonesia,Ngali E,-8.5355358,117.749333,2014-06-12,345.08
Liang Ngali 2014,Indonesia,Ngali N,-8.4748062,117.729244,2014-06-12,407.72
Liang Ngali 2014,Indonesia,Ngali W,-8.5073037,117.70825,2014-06-13,291.02
Gita Nada_MPA 2018,Indonesia,Bunutan,-8.72336,116.0463,2018-04-21,199.38
Gita Nada_MPA 2018,Indonesia,Dusun Medang,-8.72316,116.0391,2018-04-22,162.55
Gita Nada_MPA 2018,Indonesia,Gili Asahan,-8.73283,115.8903,2018-04-17,222.84
Gita Nada_MPA 2018,Indonesia,Gili Gede Barat,-8.72875,115.9167,2018-04-16,251.21
Gita Nada_MPA 2018,Indonesia,Gili Gede Timur,-8.73092,115.9282,2018-04-16,407.34
Gita Nada_MPA 2018,Indonesia,Gili Goleng,-8.74876,115.88982,2018-04-17,359.61
Gita Nada_MPA 2018,Indonesia,Gili Layar Timur,-8.72547,115.9105,2018-04-18,585.12
Gita Nada_MPA 2018,Indonesia,Gili Nanggu Barat Laut,-8.71634,116.0059,2018-04-22,1120.16
Gita Nada_MPA 2018,Indonesia,Gili Renggit,-8.71147,115.9141,2018-04-19,188.88
Gita Nada_MPA 2018,Indonesia,Gili Renggit 2,-8.71869,115.9184,2018-04-19,666.07
Gita Nada_MPA 2018,Indonesia,Gili Sudak Barat Laut,-8.72061,116.021,2018-04-21,437.79
Gita Nada_MPA 2018,Indonesia,Gili Surat,-8.72739,115.98879999999996,2018-04-22,223.63
Gita Nada_MPA 2018,Indonesia,Lohlandak,-8.71687,116.0355,2018-04-21,352.59
Gita Nada_MPA 2018,Indonesia,Takad Anyaran,-8.71179,115.92513,2018-04-19,354.67
Gita Nada_MPA 2018,Indonesia,Tanjung Beberak,-8.72311,115.86675,2018-04-17,254.5
Gita Nada_MPA 2018,Indonesia,Temeran,-8.74553,115.9478,2018-04-18,217.91
Gili Balu 2014,Indonesia,Belang E,-8.539817,116.78985,2014-06-25,370.55
Gili Balu 2014,Indonesia,Belang N,-8.529017,116.778633,2014-06-25,278.35
Gili Balu 2014,Indonesia,Gili Ranggi,-8.501433,116.855917,2014-06-26,327.35
Gili Balu 2014,Indonesia,Kenawa,-8.50022,116.83022,2014-06-26,227.34
Gili Balu 2014,Indonesia,Mandiki,-8.4939,116.807817,2014-06-26,324.72
Gili Balu 2014,Indonesia,Paserang,-8.5144,116.78305,2014-06-25,371.79
Lunyuk 2014,Indonesia,Muara Lamar,-9.055767,117.153617,2014-06-22,353.38
Lunyuk 2014,Indonesia,Pasir Putih,-9.072417,117.135167,2014-06-21,285.33
Lunyuk 2014,Indonesia,Pasir Putih,-9.072417,117.135167,2014-06-22,809.48
India Andaman Islands,India,Chester_Seriatopora Garden,11.58571711,92.57951239,2017-02-22,162.23
India Andaman Islands,India,Chester_Seriatopora Garden,11.58571711,92.57951239,2018-01-23,191.82
India Andaman Islands,India,Chester_Seriatopora Garden,11.58571711,92.57951239,2019-03-25,313.96
India Andaman Islands,India,Chester_Seriatopora Garden,11.58571711,92.57951239,2019-05-18,369.55
India Andaman Islands,India,Havelock_Minerva Ledge,12.03018007,93.01197346,2016-05-13,749.65
India Andaman Islands,India,Havelock_Minerva Ledge,12.03018007,93.01197346,2017-03-28,465.09
India Andaman Islands,India,Havelock_Turtle Beach,12.04665022,92.97340052,2017-03-19,734.43
India Andaman Islands,India,Havelock_Wall,11.96874925,92.96245832,2017-03-23,918.97
India Andaman Islands,India,Henry Lawrence_Imlidera,12.21336,93.05965871,2016-05-13,568.52
India Andaman Islands,India,Henry Lawrence_Imlidera,12.21336,93.05965871,2017-03-27,250.39
India Andaman Islands,India,John Lawrence_Giantpuff,12.0632144,93.05703111,2017-03-20,459.01
India Andaman Islands,India,John Lawrence_Padina Garden,12.0632144,93.05703111,2017-03-20,143.51
India Andaman Islands,India,John Lawrence_Pilot Reef,12.06396542,93.0589437,2016-05-09,418.46
India Andaman Islands,India,Jollybuoy_North West,11.51058174,92.61186269,2019-04-21,225.59
India Andaman Islands,India,Jollybuoy_Squirrel Point,11.64380472,92.53225869,2016-03-15,274
India Andaman Islands,India,Jollybuoy_Squirrel Point,11.64380472,92.53225869,2017-03-01,198.34
India Andaman Islands,India,Jollybuoy_Squirrel Point,11.64380472,92.53225869,2018-04-26,249.68
India Andaman Islands,India,Redskin_Squatshrimp,11.57434871,92.5943232,2016-02-13,3535.37
India Andaman Islands,India,Redskin_Squatshrimp,11.57434871,92.5943232,2017-04-22,814.17
India Andaman Islands,India,Redskin_Squatshrimp,11.57434871,92.5943232,2018-05-05,734.79
India Andaman Islands,India,Redskin_Squatshrimp,11.57434871,92.5943232,2019-05-14,414.88
India Andaman Islands,India,South Andaman_Ghost Pipe Fish,11.36995,92.33785,2017-12-22,120.76
India Andaman Islands,India,South Andaman_Graveyard,11.38076,92.35785,2017-12-29,128.58
India Andaman Islands,India,South Andaman_HG,11.37986,92.3395,2017-11-25,1032.56
India Andaman Islands,India,South Andaman_McDowells,11.630717,92.598233,2017-12-28,270.23
India Andaman Islands,India,South Andaman_Oh Shark,11.63195,92.5895,2017-11-21,279.87
India Andaman Islands,India,South Andaman_Oh Shark,11.63195,92.5895,2017-12-26,235.48
India Andaman Islands,India,South Andaman_Oh Shark,11.63195,92.5895,2018-03-19,176.39
India Andaman Islands,India,South Andaman_Oh Shark,11.63195,92.5895,2019-04-24,350
India Andaman Islands,India,South Andaman_Onion Reef,11.6307,92.591267,2017-11-27,225.25
India Andaman Islands,India,South Andaman_Playground,11.62395,92.559533,2017-11-29,515.2
India Andaman Islands,India,South Andaman_Playground,11.62395,92.559533,2018-01-16,623.12
India Andaman Islands,India,South Andaman_Sailor's Eyeball,11.63065,92.59845,2017-12-04,244.49
India Andaman Islands,India,South Andaman_Sailor's Eyeball,11.63065,92.59845,2018-03-16,170.39
India Andaman Islands,India,South Andaman_Simranoff,11.6118,92.536517,2018-01-02,111.31
India Andaman Islands,India,South Andaman_Simranoff,11.6118,92.536517,2018-03-17,181.68
India Andaman Islands,India,South Andaman_Simranoff,11.6118,92.536517,2019-04-14,283.2
India Andaman Islands,India,South Andaman_SKG,11.606417,92.559317,2017-11-17,128.39
India Andaman Islands,India,South Andaman_SKG,11.606417,92.559317,2018-03-14,289.45
India Andaman Islands,India,South Andaman_SKG,11.606417,92.559317,2019-04-27,450.61
India Andaman Islands,India,South Button_AK47,12.2232,93.01967,2017-03-25,609.99
India Andaman Islands,India,South Button_Lost Slate,12.22287757,93.02005124,2016-05-07,887.69
India Andaman Islands,India,South Button_Lost Slate,12.22287757,93.02005124,2017-03-25,415.66
India Andaman Islands,India,Tarmugli_Anchor,11.60093229,92.50902892,2016-01-25,380.44
India Andaman Islands,India,Tarmugli_Anchor,11.60093229,92.50902892,2016-03-13,110.24
India Andaman Islands,India,Tarmugli_Anchor,11.60093229,92.50902892,2017-04-08,498.33
India Andaman Islands,India,Tarmugli_Anchor,11.60093229,92.50902892,2018-01-18,484
India Andaman Islands,India,Tarmugli_Anchor,11.60093229,92.50902892,2019-04-03,246.02
India Andaman Islands,India,Tarmugli_Nearseagrass,11.59590932,92.52461341,2016-03-15,532.18
India Andaman Islands,India,Tarmugli_Nearseagrass,11.59590932,92.52461341,2017-02-27,136.23
India Andaman Islands,India,Twins E_Manta Point,11.64380472,92.53225869,2016-02-15,629.35
India Andaman Islands,India,Twins W_Manta Ray,11.6242593,92.52112848,2018-01-16,626
RHM TPK KOON 2020,Indonesia,KOE01,-3.92035,131.20472222,2020-11-10,1578.78
Rakit Lipan 2018,Indonesia,Gili Dewa,-8.66031,118.05218,2018-03-21,287.96
Rakit Lipan 2018,Indonesia,Gili Tai Kebo,-8.65891,117.88732,2018-03-17,109.32
Rakit Lipan 2018,Indonesia,Kampung Pecak,-8.66034,118.06315,2018-03-21,88.23
Rakit Lipan 2018,Indonesia,Labajo,-8.67043,117.95738,2018-03-17,766.77
Rakit Lipan 2018,Indonesia,Panjang 1,-8.6097,117.87382,2018-03-18,761.13
Rakit Lipan 2018,Indonesia,Panjang 2,-8.61,117.86488,2018-03-18,275.93
Rakit Lipan 2018,Indonesia,Pulau Bakau,-8.69103,118.01315,2018-03-22,422.4
Rakit Lipan 2018,Indonesia,Pulau Lipan,-8.65793,117.85704,2018-03-17,554.32
Rakit Lipan 2018,Indonesia,Takad Tabampang,-8.61008,118.0866,2018-03-22,588.95
Rakit Lipan 2018,Indonesia,Takad Tanjung Billa,-8.62185,117.99878,2018-03-15,272.3
Rakit Lipan 2018,Indonesia,Tanjung Batu,-8.66761,118.00719,2018-03-19,237.98
Rakit Lipan 2018,Indonesia,Tanjung Lepek Tambora,-8.60849,117.97827,2018-03-15,333.33
Rakit Lipan 2018,Indonesia,Tanjung Padang,-8.61301,117.9498,2018-03-19,768.25
Rakit Lipan 2018,Indonesia,Tanjung Sentigi,-8.628,117.95365,2018-03-19,725.76
Rakit Lipan 2018,Indonesia,Tanjung Tengah,-8.69207,117.98892,2018-03-21,142
Mayotte,Mayotte,Banque de Iris,-12.588,45.088133,2009-09-10,743.48
Mayotte,Mayotte,Banque de la surprise,-12.6471,45.1325,2009-09-09,1606.67
Mayotte,Mayotte,BarrierEdge,-12.70128,45.25845,2009-09-09,308.99
Mayotte,Mayotte,Buoy 6,-12.8685,45.2736,2009-09-09,1138.64
Mayotte,Mayotte,N'gouja Pass S (Barrier),-12.97688,44.98402,2009-09-10,833.91
Mayotte,Mayotte,Ngouja Taj Mahal,-12.88,44.95,2009-09-10,368.53
Mayotte,Mayotte,Ngouja Zone C,-12.97,45.08,2009-09-10,472.62
Mayotte,Mayotte,Passe en Sada,-12.8719,45.2763,2009-09-09,753.11
Mayotte,Mayotte,Prevoyant,-12.692483,45.167367,2009-09-09,609.16
Mayotte,Mayotte,Sazily barrier,-12.9941,45.229,2010-06-18,594.33
Mayotte,Mayotte,Sazily closure - barrier,-12.99417,45.23077,2010-06-18,1051.97
Mayotte,Mayotte,Sazily closure -fringing,-12.9857,45.18227,2010-06-18,549.63
Mayotte,Mayotte,Sazily fringing,-12.99947,45.15398,2010-06-18,487.11
Mayotte,Mayotte,Teddy's reef,-12.68,44.96,2009-09-10,863.62
Mayotte,Mayotte,Turtle Point,-12.866067,45.271,2009-09-09,722.31
TAKABONARATE 2015 _ DELETE2,Indonesia,Ampalas Barat,-6.92243,121.28002,2015-04-22,126.89
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BU02,-17.746,178.76,2022-01-09,34.34
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BU03,-17.734462,178.59043,2022-01-09,169.2
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BuC1,-17.64,178.708,2022-01-08,554.48
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BuC6,-17.675,178.693,2022-01-08,231.66
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BuE5,-17.714,178.712,2022-01-12,156.3
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,BuE6,-17.706,178.715,2022-01-12,246.14
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NA05",-17.72,178.85115,2022-01-13,661.67
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAO1",-17.746,178.827,2022-01-13,1113.02
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAO1",-17.746,178.827,2022-01-13,928.26
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAO6",-17.74,178.838,2022-01-13,1290.85
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAO7",-17.734,178.841,2022-01-13,1347.43
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBF2",-17.631,178.83,2022-01-15,1132.33
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBF3",-17.598,178.825,2022-01-14,767.92
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBF4",-17.595,178.819,2022-01-14,519.11
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBT1",-17.622,178.831,2022-01-15,220.43
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBT2",-17.618,178.829,2022-01-15,789.38
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,"NAOBT3",-17.614,178.83,2022-01-14,1005.75
2022_BAF and WISH coral reef surveys in Dama_Tailevu_Ovalau,Fiji,WaiE4,-17.78621,178.6909,2022-01-12,606.72
Belize Glover's Atoll 2020,Belize,CZFR1,16.73337962,-87.81849504,2020-07-25,918.61
Belize Glover's Atoll 2020,Belize,CZFR2,16.7368931416422,-87.8077126387506,2020-06-27,1378.88
Belize Glover's Atoll 2020,Belize,CZFR4,16.74931596,-87.79279218,2020-07-24,194.8
Belize Glover's Atoll 2020,Belize,CZFR4,16.74931596,-87.79279218,2020-07-25,714.98
Belize Glover's Atoll 2020,Belize,CZFR5,16.75170036,-87.78707136,2020-02-26,555.28
Belize Glover's Atoll 2020,Belize,CZFR5,16.75170036,-87.78707136,2020-06-28,1938.77
Belize Glover's Atoll 2020,Belize,CZFR6,16.75803121,-87.76614578,2020-07-24,952.27
Belize Glover's Atoll 2020,Belize,CZPR1,16.75611427,-87.82482647,2020-06-25,721.54
Belize Glover's Atoll 2020,Belize,CZPR2,16.76207816,-87.83025468,2020-06-25,411.7
Belize Glover's Atoll 2020,Belize,CZPR2,16.76207816,-87.83025468,2020-06-26,1818.76
Belize Glover's Atoll 2020,Belize,CZPR5,16.77630669,-87.81187744,2020-06-25,374.07
Belize Glover's Atoll 2020,Belize,CZPR7,16.76827339,-87.82634997,2020-06-25,381.73
Belize Glover's Atoll 2020,Belize,GUZFR2,16.77805633,-87.75537914,2020-02-26,755.22
Belize Glover's Atoll 2020,Belize,GUZFR4,16.79355246,-87.74458341,2020-07-25,860.07
Belize Glover's Atoll 2020,Belize,GUZPR1,16.79270354,-87.8157228,2020-06-26,704.73
Belize Glover's Atoll 2020,Belize,GUZPR2,16.81365553,-87.80829786,2020-06-27,828.66
Belize Glover's Atoll 2020,Belize,GUZPR5,16.8263713,-87.78079826,2020-06-27,699.56
Belize Glover's Atoll 2020,Belize,GUZPR6,16.78071633,-87.78895704,2020-06-26,405.26
Belize Glover's Atoll 2020,Belize,WFR2,16.79548474,-87.8606452,2020-06-26,391.79
Belize Glover's Atoll 2020,Belize,WFR4,16.81538003,-87.85216983,2020-06-28,814.23
Belize Glover's Atoll 2020,Belize,WFR6,16.83796196,-87.8439228,2020-06-27,510.48
Taka Bonerate NP-2019,Indonesia,Ampalas Barat,-6.92243,121.28002,2019-10-16,817.14
Taka Bonerate NP-2019,Indonesia,Belang-Belang,-6.39778,121.09569,2019-10-06,383.46
