project,country,site,latitude,longitude,sample_date,hard_coral_pit,soft_coral_pit
ACEH (Aceh Besar & Weh) 2019,Indonesia,Pemanfaatan lam pageu,5.55488833333333,95.2126738888889,2019-07-04,74.5,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Pulau tengkorak,5.66090583333333,95.1438061111111,2019-07-05,33.67,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Reuteuk,5.857248889,95.36137889,2019-07-17,38.17,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Rubiah Channel,5.883753056,95.25491,2019-07-13,40.5,0.5
ACEH (Aceh Besar & Weh) 2019,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2019-07-13,44,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Selatan Teunom,5.63202777777778,95.07775,2019-07-11,35.83,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Sumur Tiga,5.888368056,95.34547111,2019-07-16,48.17,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Tuan Pulau,5.563429,95.242958,2019-07-22,45.67,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Ujung Kareung,5.876188889,95.35363575,2019-07-17,38,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Ujung Seuke,5.808331944,95.37631,2019-07-20,31.83,0
ACEH (Aceh Besar & Weh) 2019,Indonesia,Ujung Seurawan,5.89558,95.237595,2019-07-13,48,5
ACEH (Aceh Besar & Weh) 2019,Indonesia,Utara Teunom,5.64082333333333,95.069505,2019-07-10,42.33,0
Madagascar Northwest Ankivonjy 2021,Madagascar,Ambatofisaka_19,-13.604278,47.811028,2021-12-08,5,0.33
Madagascar Northwest Ankivonjy 2021,Madagascar,Ambatomilay_18,-13.605056,47.804944,2021-12-08,11.33,3.33
Madagascar Northwest Ankivonjy 2021,Madagascar,Ankaso_15,-13.486944,47.978222,2021-12-11,43.67,18
Madagascar Northwest Ankivonjy 2021,Madagascar,Ankivonjy_14,-13.502278,47.95105,2021-12-11,71.33,19.67
Madagascar Northwest Ankivonjy 2021,Madagascar,Kisimani_16,-13.558944,48.095389,2021-12-12,33.5,5.5
Madagascar Northwest Ankivonjy 2021,Madagascar,Kisimani_16,-13.558944,48.095389,2022-01-12,24,8
Madagascar Northwest Ankivonjy 2021,Madagascar,Madiro_17,-13.522056,48.026778,2021-12-12,42.67,2
Madagascar Northwest Ankivonjy 2021,Madagascar,Marotogny_20,-13.581056,47.901556,2021-12-10,31,2.33
Madagascar Northwest Ankivonjy 2021,Madagascar,Plateau_13,-13.500222,47.882472,2021-12-10,7.67,19.67
Panjang + Saringgit 2014,Indonesia,Panjang N1,-8.435167,116.91993,2014-06-24,16.25,0.25
Panjang + Saringgit 2014,Indonesia,Panjang N2,-8.4313,116.8698,2014-06-24,35.75,7.5
Panjang + Saringgit 2014,Indonesia,Saringgit,-8.40475861,116.9878783,2014-06-10,10,0.5
Panjang + Saringgit 2014,Indonesia,Saringgit S,-8.430183,116.97245,2014-06-24,30.5,6
Panjang + Saringgit 2014,Indonesia,Taked Batang,-8.47249,116.85716,2014-06-27,21.25,64
Moyo MPA_2019,Indonesia,Ai Dara,-8.318833373,117.49025,2019-10-30,49.83,1
Moyo MPA_2019,Indonesia,Ai Manis 2,-8.372416701,117.4976944,2019-10-10,61,1
Moyo MPA_2019,Indonesia,Ai Manis 2,-8.372416701,117.4976944,2019-10-28,40.6,0.2
Moyo MPA_2019,Indonesia,Brang Sedo,-8.26638,117.49954,2019-10-30,51.83,0.83
Moyo MPA_2019,Indonesia,Mufti's Reef,-8.284089966,117.58636,2019-10-31,68,0.33
Moyo MPA_2019,Indonesia,Raja Sua Barat,-8.347972222,117.4702222,2019-10-28,46.5,1.33
Moyo MPA_2019,Indonesia,Raja Sua Selatan,-8.365138862,117.4840556,2019-10-28,40.67,2.67
Moyo MPA_2019,Indonesia,Sengalo,-8.148813,117.545205,2019-10-26,30,28.83
Moyo MPA_2019,Indonesia,Sobu Nasi,-8.245514,117.481623,2019-10-30,58.17,0
Moyo MPA_2019,Indonesia,Takad Sagele,-8.233026,117.476107,2019-10-31,39.83,0.17
Moyo MPA_2019,Indonesia,Tanjung Pasir,-8.386444403,117.5184028,2019-10-27,32,9.5
Moyo MPA_2019,Indonesia,Timur Moyo,-8.352702,117.558224,2019-10-27,45,1.67
Moyo MPA_2019,Indonesia,Timur Moyo,-8.352702,117.558224,2019-10-27,22.33,0
2022 DamaWISH endline survey,Fiji,DamC1,-16.83556,178.5269,2022-04-23,27.33,1.67
2022 DamaWISH endline survey,Fiji,DamC3,-16.839076,178.552961,2022-04-26,26.33,3.33
2022 DamaWISH endline survey,Fiji,DamC4,-16.850734,178.559994,2022-04-26,55,1
2022 DamaWISH endline survey,Fiji,DamC4,-16.850734,178.559994,2022-04-26,41.5,0
2022 DamaWISH endline survey,Fiji,DamC5,-16.85472,178.5478,2022-04-22,37.33,3.67
2022 DamaWISH endline survey,Fiji,DamC8,-16.845049,178.537336,2022-04-23,22,1.67
2022 DamaWISH endline survey,Fiji,DamE1,-16.91083,178.60001,2022-04-25,24,2.33
2022 DamaWISH endline survey,Fiji,DamE2,-16.9225,178.6211,2022-04-25,39,0
2022 DamaWISH endline survey,Fiji,DamE4,-16.91611,178.6214,2022-04-20,30.33,0.5
2022 DamaWISH endline survey,Fiji,DamE5,-16.90917,178.5906,2022-04-22,20,10
2022 DamaWISH endline survey,Fiji,DamE6,-16.91833,178.6192,2022-04-23,10.33,2
2022 DamaWISH endline survey,Fiji,DamE7,-16.91833,178.6014,2022-04-22,11.67,4.67
Manjaboake marine habitat monitoring,Madagascar,Mangily,-22.41388889,43.24866667,2021-07-10,36,5
Madagascar WCS MACMON 2015-6,Madagascar,Ambarinidada_11,-12.915278,48.606917,2016-04-16,41,0
Madagascar WCS MACMON 2015-6,Madagascar,Ambato_04,-16.57103,49.84414,2015-12-03,32.5,27
Madagascar WCS MACMON 2015-6,Madagascar,Ambato_05,-16.55347,49.84386,2015-12-04,53.5,40
Madagascar WCS MACMON 2015-6,Madagascar,Ambatofisaka_19,-13.604278,47.811028,2016-04-20,1.5,0
Madagascar WCS MACMON 2015-6,Madagascar,Ambatomilay_18,-13.605056,47.804944,2016-04-20,31,3.5
Madagascar WCS MACMON 2015-6,Madagascar,Amparimilay_10,-12.886194,48.562361,2016-04-16,68.5,1
Madagascar WCS MACMON 2015-6,Madagascar,Andra_06,-22.48288,43.2364,2016-03-19,1,83
Madagascar WCS MACMON 2015-6,Madagascar,Andravona_08,-22.469360000000002,43.23638,2016-03-19,23.5,56
Madagascar WCS MACMON 2015-6,Madagascar,Andravona_12,-22.44011,43.23909,2016-03-21,34,53
Madagascar WCS MACMON 2015-6,Madagascar,Andre_07,-22.44588,43.23796,2016-03-19,10.5,74.5
Madagascar WCS MACMON 2015-6,Madagascar,Anir_23,-16.12906,49.71842,2015-12-11,45.5,5.5
Madagascar WCS MACMON 2015-6,Madagascar,Anir_24,-16.12578,49.71489,2015-12-11,27,0
Madagascar WCS MACMON 2015-6,Madagascar,Anka_01,-22.6229,43.2573,2016-03-17,23,33
Madagascar WCS MACMON 2015-6,Madagascar,Ankarea_03,-12.845278,48.574083,2016-04-13,67.5,1.5
Madagascar WCS MACMON 2015-6,Madagascar,Ankaso_15,-13.486944,47.978222,2016-04-18,31.5,29
Madagascar WCS MACMON 2015-6,Madagascar,Ankivonjy_14,-13.502278,47.95105,2016-04-18,62,23
Madagascar WCS MACMON 2015-6,Madagascar,Anta_08,-16.50922,49.84981,2015-12-05,52,26.5
Madagascar WCS MACMON 2015-6,Madagascar,Anta_09,-16.50236,49.85039,2015-12-05,36,54.5
Madagascar WCS MACMON 2015-6,Madagascar,Antanambe_13,-16.45281,49.89056,2015-12-08,38,29.5
Madagascar WCS MACMON 2015-6,Madagascar,Antanambe_14,-16.42169,49.88122,2015-12-08,48.5,11
Madagascar WCS MACMON 2015-6,Madagascar,Antanambe_15,-16.42436,49.84953,2015-12-08,45.5,0
Madagascar WCS MACMON 2015-6,Madagascar,Antsa_09,-22.78652,43.33463,2016-03-20,6,5
Madagascar WCS MACMON 2015-6,Madagascar,Antsi_20,-16.18103,49.83358,2015-12-10,60,5
Madagascar WCS MACMON 2015-6,Madagascar,Antsi_22,-16.17056,49.82786,2015-12-10,55.5,10
Madagascar WCS MACMON 2015-6,Madagascar,Antsoa_07,-12.985736,48.577917,2016-04-15,71,4
Madagascar WCS MACMON 2015-6,Madagascar,Beangovo_04,-13.002778,48.497639,2016-04-14,33,42
Madagascar WCS MACMON 2015-6,Madagascar,Beko_03,-22.52076,43.24406,2016-03-18,29.5,14.5
Madagascar WCS MACMON 2015-6,Madagascar,Belo_04,-22.51787,43.24644,2016-03-18,41.5,0.5
Madagascar WCS MACMON 2015-6,Madagascar,Iha_01,-15.49041,49.89995,2016-10-16,67,0
Madagascar WCS MACMON 2015-6,Madagascar,Iha_02,-15.47062,49.89058,2016-10-16,37,0
Madagascar WCS MACMON 2015-6,Madagascar,Imor_18,-16.19389,49.85681,2015-12-09,48,8
Madagascar WCS MACMON 2015-6,Madagascar,Imor_19,-16.19253,49.84703,2015-12-09,44.5,7.5
Madagascar WCS MACMON 2015-6,Madagascar,Imor_21,-16.18819,49.84203,2015-12-10,41.5,20.5
Madagascar WCS MACMON 2015-6,Madagascar,Kisimani_16,-13.558944,48.095389,2016-04-19,31.25,5.5
Madagascar WCS MACMON 2015-6,Madagascar,Madiro_17,-13.522056,48.026778,2016-04-19,34,2
Madagascar WCS MACMON 2015-6,Madagascar,Maintim_27,-15.76042,49.67444,2015-12-12,84,4.5
Madagascar WCS MACMON 2015-6,Madagascar,Maintim_28,-15.75086,49.66983,2015-12-12,15,0.5
Madagascar WCS MACMON 2015-6,Madagascar,Malo_02,-16.60153,49.81733,2015-12-03,26,29.5
Madagascar WCS MACMON 2015-6,Madagascar,Malo_03,-16.58275,49.83858,2015-12-03,53,24.5
Madagascar WCS MACMON 2015-6,Madagascar,Manam_06,-16.51964,49.84847,2015-12-04,51,33
Madagascar WCS MACMON 2015-6,Madagascar,Manam_07,-16.52439,49.84861,2015-12-04,38.5,34
Madagascar WCS MACMON 2015-6,Madagascar,Mand_10,-16.47583,49.86128,2015-12-05,34.5,18.5
Madagascar WCS MACMON 2015-6,Madagascar,Mand_11,-16.49425,49.85811,2015-12-06,72,9.5
Madagascar WCS MACMON 2015-6,Madagascar,Mand_12,-16.47103,49.87611,2015-12-06,40,38
Madagascar WCS MACMON 2015-6,Madagascar,Marofot_01,-15.77711,50.00177,2016-10-17,52.5,6
Madagascar WCS MACMON 2015-6,Madagascar,Marofot_02,-15.7567,49.97539,2016-10-17,58,3.5
Madagascar WCS MACMON 2015-6,Madagascar,Marotogny_20,-13.581056,47.901556,2016-04-21,25,0.5
Madagascar WCS MACMON 2015-6,Madagascar,NF01,-13.30202,48.45197,2016-11-06,37.75,6.25
Madagascar WCS MACMON 2015-6,Madagascar,NK01,-13.48021,48.32606,2016-11-06,65.25,0.5
Madagascar WCS MACMON 2015-6,Madagascar,NosyFisaka_02,-12.82581,48.592333000000004,2016-04-13,63,7
Madagascar WCS MACMON 2015-6,Madagascar,NosyKaine_09,-13.024583,48.537444,2016-04-16,69,4
Madagascar WCS MACMON 2015-6,Madagascar,NosyKarabo_06,-12.996556,48.562083,2016-04-14,54,12
Madagascar WCS MACMON 2015-6,Madagascar,NosyLava_01,-12.74733,48.670833,2016-04-13,73,0.5
Madagascar WCS MACMON 2015-6,Madagascar,NosyVazoana_05,-12.883389,48.634833,2016-04-14,61,1.5
Madagascar WCS MACMON 2015-6,Madagascar,NS01,-13.29055,48.15712,2016-11-08,50,3
Madagascar WCS MACMON 2015-6,Madagascar,NT01,-13.48341,48.23338,2016-11-07,49.5,3
Madagascar WCS MACMON 2015-6,Madagascar,NT02,-13.47929,48.23491,2016-11-07,56,4
Madagascar WCS MACMON 2015-6,Madagascar,Plateau_13,-13.500222,47.882472,2016-04-18,2.5,19
Madagascar WCS MACMON 2015-6,Madagascar,Ranto_01,-15.66407,49.66841,2016-10-18,26.5,11
Madagascar WCS MACMON 2015-6,Madagascar,Ratapenjiky_12,-12.938222,48.583028,2016-04-16,45.5,15.5
Madagascar WCS MACMON 2015-6,Madagascar,Sala_14,-22.55849,43.26153,2016-03-22,0,0
Madagascar WCS MACMON 2015-6,Madagascar,Sal_N1_11,-22.60613,43.25129,2016-03-20,29,8
Madagascar WCS MACMON 2015-6,Madagascar,Sal_N2_02,-22.65238,43.27366,2016-03-16,38.5,25.5
Madagascar WCS MACMON 2015-6,Madagascar,Sal_N2_05,-22.53797,43.243,2016-03-18,25.5,8.5
Madagascar WCS MACMON 2015-6,Madagascar,Sal_N2_13,-22.55948,43.22846,2016-03-21,5.5,28
Madagascar WCS MACMON 2015-6,Madagascar,Tsand_10,-22.73958,43.31625,2016-03-20,8.5,13
Madagascar WCS MACMON 2015-6,Madagascar,Tsarabanjina_08,-13.034944,48.549417,2016-04-15,38.5,1.5
Madagascar WCS MACMON 2015-6,Madagascar,Vato_25,-15.784,49.68056,2015-12-12,32,2
Madagascar WCS MACMON 2015-6,Madagascar,Vato_26,-15.78844,49.68372,2015-12-12,18,0
Madagascar WCS MACMON 2015-6,Madagascar,Vohi_16,-16.22067,49.86194,2015-12-09,39.5,5.5
Madagascar WCS MACMON 2015-6,Madagascar,Vohi_17,-16.20433,49.8655,2015-12-09,13,9.5
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2010-09-02,68.33,15.67
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2011-09-10,51.83,23.83
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2012-09-21,60.17,10.83
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2013-06-14,44,26
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2015-08-21,35.83,31.17
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2016-07-14,52.83,7.67
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2017-07-18,44.5,19.33
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2018-09-27,26.17,30.17
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2019-09-24,36.8,30
KKP Nusa Penida,Indonesia,Atuh Bay (NP01),-8.77461,115.62743,2020-11-21,51.83,11
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2010-08-30,41.33,24.5
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2012-09-20,44.33,15.33
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2013-06-15,38.83,23.83
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2016-06-02,35,9.83
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2017-07-19,45,14.5
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2018-09-28,39.2,8.2
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2019-07-09,41,12.83
KKP Nusa Penida,Indonesia,Batununggul (NP13),-8.6736,115.56764,2020-11-25,45.5,11.83
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2010-08-31,42.5,26.67
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2013-06-17,48,21.67
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2016-06-05,47.31,18.15
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2017-07-19,45.4,14.8
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2018-09-30,37.83,10.33
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2019-07-12,27.83,21.5
KKP Nusa Penida,Indonesia,Ceningan Point (NP11),-8.68712,115.46585,2020-11-24,36.17,17.67
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2010-09-01,35.5,31
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2011-09-11,36.83,39.33
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2012-09-22,38.6,40.4
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2013-06-16,39.33,35.33
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2015-08-20,36.83,50.17
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2016-06-04,24.2,40.4
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2017-07-24,32.5,28.83
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2018-09-29,13.83,18.5
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2019-07-11,23.5,14.33
KKP Nusa Penida,Indonesia,Crystal Bay (NP06),-8.71536,115.4568,2020-11-22,15,12.17
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2010-09-01,44.56,30.96
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2013-06-16,30.33,33.67
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2016-07-14,41.5,27.67
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2017-07-21,42.33,26.83
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2018-09-30,18.83,22.67
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2019-07-10,28.83,30.67
KKP Nusa Penida,Indonesia,Gamat Bay (NP08),-8.7012,115.46748,2020-11-23,26.33,22.17
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2010-08-29,31.83,34.5
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2011-09-12,22.33,53.17
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2012-09-20,38,31.67
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2013-06-15,15.83,42.5
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2016-06-03,13.33,29.83
KKP Nusa Penida,Indonesia,Kutampi,-8.67491,115.54133,2017-07-19,33.83,13.5
KKP Nusa Penida,Indonesia,Lembongan Bay (NP14),-8.67656,115.44099,2016-06-04,44,8.33
KKP Nusa Penida,Indonesia,Lembongan Bay (NP14),-8.67656,115.44099,2017-07-20,36.33,4.67
KKP Nusa Penida,Indonesia,Lembongan Bay (NP14),-8.67656,115.44099,2018-09-26,20,2
KKP Nusa Penida,Indonesia,Lembongan Bay (NP14),-8.67656,115.44099,2019-09-25,43.33,2.67
KKP Nusa Penida,Indonesia,Lembongan Bay (NP14),-8.67656,115.44099,2020-11-25,33.33,7
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2010-08-31,39.33,31.67
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2011-09-11,49.17,16.17
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2012-09-23,44,20.8
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2013-06-13,62.8,17
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2016-06-03,38.5,16.17
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2017-07-22,49.83,19.67
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2018-09-26,63.17,17.17
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2019-07-11,55.17,20.67
KKP Nusa Penida,Indonesia,Mangrove Point (NP12),-8.66314,115.46665,2020-11-24,52.17,21.33
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2011-09-11,36,31.33
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2012-09-22,29.67,53.33
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2013-06-16,31,42.67
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2015-08-20,60.33,21
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2016-07-13,48.33,27.33
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2017-07-20,42.33,18
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2019-07-11,27,37.33
KKP Nusa Penida,Indonesia,Manta Bay (NP05),-8.74008,115.45358,2020-11-22,9.67,11
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2010-09-01,30.33,48.33
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2011-09-11,25,37
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2012-09-22,20.67,26
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2013-06-14,12,34.33
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2015-08-21,25.33,54.67
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2016-07-13,17.33,48
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2017-07-20,16.33,41
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2018-09-29,16.67,15.67
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2019-07-11,8.67,54
KKP Nusa Penida,Indonesia,Manta Point (NP04),-8.7953,115.52725,2020-11-22,5.67,11.33
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2010-08-29,29.67,31.17
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2011-09-11,28.67,31.5
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2012-09-20,41.17,27.67
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2013-06-17,27.33,24.33
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2015-08-25,39.83,18.5
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2016-06-02,44,29
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2017-07-21,34.67,20.17
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2018-09-28,26.17,28.83
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2019-07-09,28,41.83
KKP Nusa Penida,Indonesia,Ped (NP07),-8.67597,115.51961,2020-11-23,32,30.83
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2011-09-11,47.17,22.83
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2012-09-23,58.33,23.83
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2013-06-13,43.5,25.17
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2015-08-25,70.67,16
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2016-06-05,39.5,34.25
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2017-07-25,43.17,24.67
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2018-09-26,33,32.6
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2019-09-25,44.5,20.33
KKP Nusa Penida,Indonesia,Sakenan (NP10),-8.66134,115.45926,2020-11-24,43.83,21.83
KKP Nusa Penida,Indonesia,Sental,-8.67542,115.53412,2011-09-10,28.33,24.33
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2010-08-30,27.17,14.67
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2011-09-10,64.17,5.17
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2012-09-21,58.33,9.17
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2013-06-15,51.17,7.83
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2016-06-03,52.33,0.33
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2017-07-18,41,0.5
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2018-09-28,46.67,0
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2019-06-25,42.4,1.6
KKP Nusa Penida,Indonesia,Suana (NP03),-8.72538,115.59854,2020-11-21,49.5,2.83
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2010-09-02,22.67,56.67
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2011-09-10,22.33,47.33
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2012-09-21,18.33,44.33
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2013-06-14,7.33,48
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2016-07-14,36.33,49.67
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2017-07-18,27.5,48.67
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2018-09-27,13.67,31.17
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2019-09-24,21,22.4
KKP Nusa Penida,Indonesia,Suwehan (NP02),-8.79532,115.60767,2020-11-21,19.67,26.33
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2010-08-31,58.17,30
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2011-09-10,45.67,26.83
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2012-09-19,48.5,30.67
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2013-06-17,42.83,30.5
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2015-08-25,48.33,36
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2016-06-04,49.5,33.5
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2017-07-21,46,36.67
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2018-09-30,37.83,31.17
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2019-07-09,43.33,35
KKP Nusa Penida,Indonesia,Toya Pakeh (NP09),-8.68463,115.48088,2020-11-23,43.83,32
Jejaring KKP Kepulauan Banda,Indonesia,Ay Barat (03),-4.52275,129.76111,2012-11-09,61.83,15.5
Jejaring KKP Kepulauan Banda,Indonesia,Ay Barat (03),-4.52275,129.76111,2019-11-04,63.5,12.83
Jejaring KKP Kepulauan Banda,Indonesia,Ay Selatan (22),-4.53697,129.76965,2015-11-26,66,20.17
Jejaring KKP Kepulauan Banda,Indonesia,Ay Selatan (22),-4.53697,129.76965,2016-10-24,61.67,14.33
Jejaring KKP Kepulauan Banda,Indonesia,Ay Selatan (22),-4.53697,129.76965,2017-10-30,50,23.5
Jejaring KKP Kepulauan Banda,Indonesia,Ay Selatan (22),-4.53697,129.76965,2018-09-09,54.5,23.33
Jejaring KKP Kepulauan Banda,Indonesia,Ay Selatan (22),-4.53697,129.76965,2019-11-04,49,17.5
