species,adult_mob,wcol,log_l,log_f,age_mat,troph
panulirus marginatus,mig,ben,3.75864,13.28878,3.46904,4.26
panulirus ornatus,mig,ben,3.53515,12.83826,3.517187,3.47
panulirus pascuensis,mig,ben,3.21888,10.879428,3.111454,3.25
panulirus penicillatus,mig,ben,2.63189,10.495784,3.470182,3.65
panulirus polyphagus,mig,ben,0.9830669999999999,10.442257,2.467502,4.0616
panulirus regius,mig,ben,3.82864,11.354858,3.5,3.439236363636363
panulirus stimpsoni,mig,ben,3.55535,10.079728,3.3,3.439236363636363
panulirus versicolor,mig,ben,2.92852,13.06075,3,3.439236363636363
pao leiurus,mob,ben,2.77259,11.575374,2.420892,2.9600000381469727
papasula abbotti,mig,pel,4.26268,-1.15129,3,4.24
papawera maugeansis,sed,ben,0.40547,8.680508,5.10717,3.0064
paphia semirugata,sed,ben,2.16905,16.566492,2.06826,2
papilloculiceps longiceps,mob,rf,4.07414,10.93728,3.6666666666666665,3.6249083311080934
papuengraulis micropinna,mob,pel,2.48491,6.1574919999999995,1.53491,3.4
paraamphiope arcuata,mob,ben,3.50822,13.81551,3,2.768
paraamphiope raimondii,mob,ben,3.54259,13.81551,3,3.164
parabathymyrus brachyrhynchus,mig,ben,3.70007,10.93728,6.166666666666667,3.8413535307404354
parabathymyrus fijiensis,mig,bp,3.69436,10.93728,6.166666666666667,3.9835210486774772
parabathymyrus karrerae,mig,ben,3.7598408333333335,10.93728,6.166666666666667,3.8464133032140952
parabathymyrus macrophthalmus,mig,ben,3.85015,10.93728,6.166666666666667,3.892917581343388
parabathymyrus oregoni,mig,ben,4.0081921666666664,10.93728,6.166666666666667,3.8306603375289763
parabathymyrus philippinensis,mig,bp,3.68387,10.93728,6.166666666666667,3.8776754632808546
parabembras curta,mob,ben,2.71469,10.108024,3.6349080000000002,3.8242000000000003
parabembras multisquamata,mob,ben,2.882,13.155771999999999,3.6,4.0081428571428575
parabembras robinsoni,mob,ben,3.17805,11.457291999999999,2.5,3.962444445927938
parablennius cornutus,sed,ben,2.70805,5.75646,0.5,2.583
parablennius cyclops,sed,ben,2.183073,5.75646,0.5,2.583
parablennius dialloi,sed,ben,2.279095,5.75646,0.5,2.583
parablennius gattorugine,sed,ben,2.431413,5.751193,0.89682,2.72
parablennius goreensis,sed,ben,1.94591,5.75646,0.5,2.583
parablennius incognitus,sed,ben,2.07944,5.75646,0.5,2.68
parablennius intermedius,sed,bp,2.48491,5.75646,0.5,2.583
parablennius laticlavius,sed,bp,1.98787,5.75646,0.5,2.583
parablennius lodosus,sed,ben,1.38629,5.75646,0.5,2.583
parablennius marmoreus,sed,rf,2.16905,5.75646,0.5,2.46
parablennius opercularis,sed,ben,1.7138,5.75646,0.5,2.583
parablennius parvicornis,mob,ben,2.48491,5.75646,0.5,2
parablennius pilicornis,sed,ben,2.28238,5.75646,0.5,3.22
parablennius ponticus,sed,rf,2.197791,5.75646,0.5,2.583
parablennius postoculomaculatus,sed,bp,1.918513,5.75646,0.5,2.583
parablennius rouxi,sed,ben,2.07944,5.75646,0.5,2.77
parablennius ruber,sed,ben,2.4399815,5.773428,0.611775,2.8
parablennius salensis,sed,ben,1.79176,5.75646,0.5,2.583
parablennius sanguinolentus,sed,ben,2.68785,5.75646,0.5,2
parablennius serratolineatus,sed,ben,2.592185,5.75646,0.5,2.583
parablennius sierraensis,sed,ben,2.172698,5.75646,0.5,2.583
parablennius tasmanianus,sed,bp,2.56495,5.75646,0.5,2.583
parablennius tentacularis,sed,ben,2.45101,5.75646,0.5,3.18
parablennius thysanius,sed,ben,1.82455,5.75646,0.5,2.583
parablennius verryckeni,sed,ben,1.58924,5.75646,0.5,2.583
parablennius yatabei,mob,ben,2.19722,5.75646,0.5,2
parablennius zvonimiri,mob,ben,1.94591,5.75646,0.5,2.583
paraborsonia lindae,ses,ben,0.47,9.992746,4.419732,3.473046153846154
parabothus amaokai,mob,ben,2.3491606666666667,13.81551,3.6666666666666665,3.675
parabothus budkeri,mob,ben,2.397666,13.81551,3.6666666666666665,3.675
parabothus chlorospilus,mob,ben,2.7076586666666667,13.81551,3.6666666666666665,3.675
parabothus coarctatus,mob,ben,2.98946,13.81551,3.6666666666666665,3.5
parabothus filipes,mob,ben,2.17475,13.81551,3.6666666666666665,3.675
parabothus kiensis,mob,ben,3.01062,13.81551,3.6666666666666665,3.85
parabothus malhensis,mob,ben,2.4996513333333334,13.81551,3.6666666666666665,3.675
parabothus polylepis,mob,ben,2.70805,13.81551,3.6666666666666665,3.675
parabothus rotundifrons,mob,ben,2.520502,13.81551,3.6666666666666665,3.675
parabothus taiwanensis,mob,ben,2.69463,13.81551,3.6666666666666665,3.675
parabotia fasciata,mob,ben,2.83321,11.32409,3.076182,3.18928572000776
parabrotula plagiophthalma,sed,pel,1.6864,6.158825,1.75,3
parabrotula tanseimaru,sed,pel,1.59939,6.158825,1.75,3
parabuccinum bisculptum,ses,ben,0.39204,10.292318,4.7142,3.377046153846154
parabuccinum eltanini,ses,ben,0.4947,11.209312,4.087187999999999,3.094246153846154
parabuccinum polyspeirum,ses,ben,0.42527,10.292318,3.441388,3.5408
parabuccinum rauscherti,sed,ben,-0.04082,11.508884,3.906436,3.565046153846154
paracaesio caerulea,mig,ben,3.91202,15.808530000000001,2.23413,3.4
paracaesio gonzalesi,mig,ben,3.56247,14.73526,1.5,3.514
paracaesio kusakarii,mig,ben,4.04305,14.764391999999999,3.9,4.01
paracaesio paragrapsimodon,mig,ben,3.31419,13.95425,2.5,3.514
paracaesio sordida,mig,rf,3.58629,14.316336,4.02355,2.75
paracaesio stonei,mig,ben,3.80666,14.86417,1.9,4.01
paracaesio waltervadi,mig,ben,3.75887,14.131096,1,3.514
paracaesio xanthura,mig,rf,3.61496,15.331136,3.9,3.4
paracalanus aculeatus,mob,pel,-0.946184,4.454006,2.38213,2
paracalanus gracilis,mob,ben,-1.070994,3.567892,2.56955,2
paracalanus nanus,mob,pel,-0.924262,3.867464,3.31013,2
paracalanus parvus,mob,pel,-1.79095,4.686636,2.77013,2
paracalanus pygmaeus,mob,pel,-2.40031,4.589034,3.12723,2
paracalanus quasimodo,mob,pel,-1.731452,3.551768,3.12723,2
paracallionymus costatus,mob,ben,2.70805,13.320122,2.2154540000000003,3.03
paracanthurus hepatus,mob,rf,3.2581,12.891876,2.05768,3.4
paracaristius aquilus,mob,pel,2.55723,13.050521999999999,2,3.28
paracaristius maderensis,mob,pel,3.14199,12.584356,5.7,3.310465582899719
paracaristius nemorosus,mob,pel,2.83321,11.50056,3,3.2814333368619284
paracaristius nudarcus,mob,pel,3.10459,13.207298,3.63213,3.3835384615384614
paracaudina alta,sed,ben,2.258948,13.81551,3,2.217
paracaudina ambigua,sed,ben,2.337858,13.81551,3,2.525
paracaudina australis,sed,ben,1.861162,13.81551,3,2.353
paracaudina bacillis,sed,ben,1.86063,13.81551,3,2.5
paracaudina championi,sed,ben,2.383678,13.81551,3,2.89
paracaudina chilensis,sed,ben,2.100404,13.81551,3,2.2
paracaudina coriacea,sed,ben,2.054348,13.81551,3,2.49
paracaudina cuprea,sed,ben,2.648668,13.81551,3,2.596
paracaudina delicata,sed,ben,1.09861,13.81551,3,2.866
paracaudina keablei,sed,ben,2.154336,13.81551,3,2.5
paracaudina luticola,sed,ben,2.088196,13.81551,3,2.596
paracaudina reductia,sed,ben,2.570592,13.81551,3,2.2
paracaudina tetrapora,sed,ben,1.712874,13.81551,3,2.353
paracaudina tripoda,sed,ben,2.42469,13.81551,3,2.389
paracentropogon longispinis,mob,ben,2.3979,10.93728,3.6666666666666665,3.2996349291688003
paracentropogon rubripinnis,mob,rf,2.35138,10.93728,3.6666666666666665,3.3714111056804605
paracentropogon vespa,mob,rf,2.509524,13.81551,0.5,3.5140000000000002
paracentropogon zonatus,mob,rf,1.64866,10.93728,3.6666666666666665,3.3312162861634897
paracentropyge multifasciata,mob,rf,2.3979,11.451946,3.356458,2.79
paracentrotus gaimardi,mob,rf,1.902279,13.81551,3,2.41
paracentrotus lividus,mob,ben,1.79176,13.81551,3,2.41
paracetonurus flagellicauda,mob,ben,3.67122,9.395194,8.785292,3.416409523809524
parachaenichthys charcoti,mob,ben,3.73767,10.93728,3.6666666666666665,3.8
parachaenichthys georgianus,mob,ben,4.07754,10.616805555555555,4.034204222222222,3.8
parachaetodon ocellatus,mob,rf,2.72785,11.417224,2.258728,2.76
parachaeturichthys ocellatus,sed,ben,1.3843020000000001,8.022502,1,3.16
parachaeturichthys polynema,sed,ben,2.75684,7.4118580000000005,3.558728,3.16
paracheilinus alfiani,mob,rf,1.59534,12.192872,2.9,3.4
paracheilinus angulatus,mob,rf,2.0149,12.258248,1.5,3.4
paracheilinus attenuatus,mob,ben,1.93514,12.230955999999999,5.4,3.4
paracheilinus bellae,mob,rf,1.9947,11.911729999999999,0.917454,3.4
paracheilinus carpenteri,mob,rf,2.07944,12.932254,5.3,3.4
paracheilinus cyaneus,mob,rf,1.94591,11.238206,2,3.4
paracheilinus filamentosus,mob,rf,2.44235,12.496738,4.843984,3.4
paracheilinus flavianalis,mob,rf,2.14007,11.306916,4.8,3.4
paracheilinus hemitaeniatus,mob,rf,3.15861,11.954462,2.994046,3.4
paracheilinus lineopunctatus,mob,rf,1.90954,13.395439999999999,4.8,3.4
paracheilinus mccoskeri,mob,rf,1.97408,12.138755999999999,4.9,3.4
paracheilinus nursalim,mob,rf,1.62924,12.462254,1,3.4
paracheilinus octotaenia,mob,rf,2.17475,11.466035999999999,7.2,3.4
paracheilinus paineorum,mob,rf,4.2485,12.366776,2.3,3.4
paracheilinus piscilineatus,mob,ben,1.73166,11.729676,4.4,3.4
paracheilinus rennyae,mob,pel,1.7984,11.25563,1.951746,3.4
paracheilinus rubricaudalis,mob,bp,1.72277,9.87434,5.4,3.4
paracheilinus togeanensis,mob,rf,1.94591,11.14313,1.5,3.4
paracheilinus walton,mob,rf,1.40732,12.55908,3.4,3.4
parachelon grandisquamis,mig,pel,2.79117,14.949392,11.15768,2.51
parachiton fornix,sed,ben,0.58779,8.98008,1.93491,2.3
parachromis friedrichsthalii,mob,bp,3.3322,8.613374,6.128548,4.2
parachromis motaguensis,mig,bp,3.4012,8.988758,2.86007,3.36
paracirrhites arcatus,mig,rf,2.83321,11.431038000000001,9.008876,3.700000047683716
paracirrhites bicolor,mob,ben,2.8446219999999998,10.672422,8.9,3.833333349227906
paracirrhites forsteri,mob,rf,3.09104,12.053758,7.816,4.3
paracirrhites hemistictus,mob,rf,3.3673,11.324068,5.35568,3.833333349227906
paracirrhites nisus,mob,rf,2.09186,10.413098,5.3,3.833333349227906
paracirrhites xanthus,mig,rf,2.48491,11.732648,2.43491,3.5
paraclathurella gracilenta,ses,ben,0.40547,10.59189,5.045188,3.4948
paraclinus altivelis,mob,rf,1.744564,6.791118,0.5,3.43
paraclinus arcanus,mob,rf,1.16315,6.581238,1.080888,3.43
paraclinus barbatus,mob,rf,1.1314,6.6536219999999995,2.23413,3.43
paraclinus beebei,mob,ben,1.79688,7.69016,1.6,3.43
paraclinus cingulatus,mob,rf,0.91629,5.825682,0.5,3.43
paraclinus ditrichus,mob,ben,0.887112,8.5678,1.2,3.43
paraclinus fasciatus,mob,rf,1.60944,5.342944,0.93024,3.43
paraclinus fehlmanni,mob,ben,1.39377,7.159114,0.436178,3.43
paraclinus grandicomis,mob,rf,1.28093,6.188986,1.833134,3.43
paraclinus infrons,mob,rf,0.89609,5.986626,1.28942,3.43
paraclinus integripinnis,mob,ben,1.55604,8.389016,0.943414,3.29
paraclinus magdalenae,mob,ben,1.86364,8.486542,2.006982,3.43
paraclinus marmoratus,mob,rf,2.09802,5.50389,2,3.43
paraclinus mexicanus,mob,rf,1.38629,8.773654,1.277544,3.43
paraclinus monophthalmus,mob,ben,2.14007,6.988848,2.21491,3.43
paraclinus naeorhegmis,mob,ben,0.91629,7.027302,2.16111,3.43
paraclinus nigripinnis,mob,rf,1.66771,6.92003,2.5,3.43
paraclinus rubicundus,mob,rf,1.54756,5.790626,1.982186,3.43
paraclinus sini,mob,ben,1.70111,6.847918,1.08,3.5
paraclinus spectator,mob,rf,1.64673,6.491866,2.73413,3.43
paraclinus stephensi,mob,ben,1.8747280000000002,7.027302,2.4,3.43
paraclinus tanygnathus,mob,ben,1.25276,6.829146,0.9,3.5
paraclinus walkeri,mob,ben,1.6034979999999999,8.560924,1,3.43
paracolochirus mysticus,sed,ben,2.095138,9.210339999999999,3,3.1483333333333334
paraconchoecia aequiseta,mob,pel,-1.23787,5.979118,2.96955,3.4363973333333333
paraconchoecia mamillata,mob,pel,-1.74297,5.635009999999999,3.697318,3.4934000000000003
paraconchoecia oblonga,mig,pel,0.58779,6.1336699999999995,3.90368,3.126666666666667
paraconchoecia spinifera,mob,pel,-1.60944,5.7671019999999995,3.08013,3.569464
paraconger californiensis,mig,ben,4.09434,10.93728,6.166666666666667,3.8362918586188104
paraconger caudilimbatus,mig,rf,3.93183,10.93728,6.166666666666667,3.8638871340204433
paraconger guianensis,mig,ben,3.8113888333333334,10.93728,6.166666666666667,3.855168063835806
paraconger macrops,mig,ben,3.91202,10.93728,6.166666666666667,3.854505082987807
paraconger notialis,mig,ben,4.27667,10.93728,6.166666666666667,3.9049886860899727
paraconger ophichthys,mig,ben,3.9875975,10.93728,6.166666666666667,3.820141806016416
paraconger similis,mig,ben,3.4012,10.93728,6.166666666666667,3.818111523301562
paracornulum coherens,ses,rf,1.077895,5.75646,1.75,2
paracornulum dubium,ses,ben,1.8133,5.75646,1.75,2
paracornulum fistulosum,ses,rf,2.028938,5.75646,1.75,2
paracornulum sinclairae,ses,rf,1.6324130000000001,5.75646,1.75,2
paracornulum strepsichela,ses,ben,1.29968,5.75646,1.75,2
paracorophium hartmannorum,mob,ben,-0.69315,3.878,3.90368,2.264
paracoryphella islandica,sed,ben,0.78846,11.209312,5.60794,3.975366666666666
paracrocnida persica,mob,ben,1.073819,10.93728,3,2.534
paracrocnida sinensis,mob,ben,0.859134,10.93728,3,2.455
paracucumaria capense,sed,ben,1.28093,9.210339999999999,3,3.187666666666667
paracucumaria deridderae,sed,ben,1.79176,9.210339999999999,3,3.1150555555555557
paracucumaria mauritanica,sed,rf,2.1261556666666666,9.210339999999999,3,3.0924
paracucumaria parva,sed,rf,1.8992073333333332,9.210339999999999,3,3.006333333333333
paracucumaria thalassae,sed,rf,1.9612953333333334,9.210339999999999,3,2.9965
paracucumis turricata,sed,ben,1.4724806666666668,9.210339999999999,3,2.9908333333333332
paracyathus stearnsii,ses,rf,1.335,8.05905,3,2.834
paracyclois atlantis,mob,ben,1.51513,9.813597999999999,2.46568,3.9901965714285716
paradella dianae,mob,ben,-0.71744,5.90118,3.246,3.5628
paradella octaphymata,mob,ben,1.335,5.792998,3.00368,3.740883333333333
paradentalium americanum,sed,ben,1.09861,11.209312,1.727928,3.4939999999999998
paradentalium disparile,sed,ben,1.3606449999999999,10.094696,1.892404,3.493
paradentalium gouldii,sed,ben,0.04879,9.597502,1.718182,3.495
paradentalium infractum,sed,ben,1.435085,9.336627,1.562218,3.495
paradesmanthus macphersoni,ses,rf,2.8336609999999998,5.75646,1.75,2
paradialychone ambigua,ses,bp,2.304749,5.007529999999999,3,2
paradialychone americana,ses,ben,2.234965,5.007529999999999,3,2
paradialychone bimaculata,ses,bp,2.091926,5.007529999999999,3,2
paradialychone cincta,ses,ben,2.3475189999999997,5.007529999999999,3,2
paradialychone diazi,ses,bp,2.103236,5.007529999999999,3,2
paradialychone ecaudata,ses,ben,2.061332,5.007529999999999,3,2
paradialychone edomae,ses,bp,2.060383,5.007529999999999,3,2
paradialychone eiffelturris,ses,bp,2.2737089999999998,5.007529999999999,3,2
paradialychone farringtonae,ses,bp,1.800718,5.007529999999999,3,2
paradialychone gambiae,ses,ben,2.313711,5.007529999999999,3,2
paradialychone harrisae,ses,bp,2.010759,5.007529999999999,3,2
paradialychone johnstonae,ses,bp,2.235135,5.007529999999999,3,2
paradialychone katsuuraensis,ses,bp,1.6883270000000001,5.007529999999999,3,2
paradialychone paracincta,ses,bp,2.146757,5.007529999999999,3,2
paradialychone paramollis,ses,bp,2.184041,5.007529999999999,3,2
paradialychone uebelackerae,ses,bp,2.624501,5.007529999999999,3,2
paradiancistrus acutirostris,sed,rf,1.28093,6.158825,1.75,2.8953223328535844
paradiancistrus christmasensis,sed,bp,1.94591,6.158825,1.75,3.0812611464157875
paradiancistrus cuyoensis,sed,rf,1.53687,6.158825,1.75,3.0512517295597483
paradiancistrus lombokensis,sed,ben,1.25276,6.158825,1.75,3.0097121886848193
paradicula setifer,mob,ben,2.589550666666667,13.81551,3.6666666666666665,3.462833333333333
paradiopatra calliopae,sed,ben,0.792164,7.598532,3,2
paradiopatra capbretonensis,mob,ben,0.491578,8.05905,3,2
paradiopatra ehlersi,sed,pel,1.5453299999999999,5.617833999999999,3,2
paradiopatra fragosa,sed,ben,0.405422,8.05905,3,2
paradiopatra hartmanae,mob,ben,1.192614,7.598532,3,2
paradiopatra lepta,mob,ben,-0.501244,6.838442,3,2
paradiopatra quadricuspis,sed,ben,0.8536,6.838442,3,2
paradiplospinus antarcticus,mob,pel,3.95124,13.290548,2.330424,4.07
paradiplospinus gracilis,mob,ben,3.95124,14.254516,4.217454,3.95
paradmete breidensis,ses,ben,0.13976,11.508884,3.932766,3.4142
paradmete crymochara,ses,ben,0.78846,11.209312,3.562,3.4918461538461543
paradmete curta,ses,ben,1.09861,11.508884,3.868738,3.527846153846154
paradmete fragillima,ses,ben,0.88376999999999994,11.508884,3.589928,3.365046153846154
paradmete percarinata,ses,ben,0.53063,10.292318,4.60478,3.2976
paradoneis harpagonea,sed,ben,2.310552,6.377923999999999,3,2
paradoneis lyra,sed,ben,2.71011,7.598532,3,2
paradoneis perdidoensis,sed,ben,2.483798,6.377923999999999,3,2
paradoneis perkinsi,sed,ben,2.2428939999999997,6.377923999999999,3,2
paradoris dubia,sed,ben,1.25276,10.292318,3.56439,3
paradoris erythraeensis,mob,ben,1.600772,13.120694,3.8248379999999997,3
paradoris hypocrita,sed,ben,1.806696,11.209312,2.44084,3
paradoris indecora,sed,ben,1.634586,12.2037,3.32433,3
paradoris lopezi,sed,ben,0.91629,9.992746,3.9091,3
paradoris mulciber,sed,ben,1.60944,10.292318,3.08123,3
paradota ingolfi,mob,ben,1.072756,11.512926,3,2.93
paradota marionensis,mob,ben,0.991484,11.858312999999999,3,2.9865
paradota plentyensis,mob,ben,1.35243,12.664218,3,2.918
paradota weddellensis,mob,ben,1.139724,11.052408,3,2.867
paradoxechinus novus,mob,rf,1.054871,13.81551,3,3.501
paradoxechinus profundus,mob,rf,1.140873,13.81551,3,3.5205
paradoxechinus stellatus,mob,rf,1.031932,13.81551,3,3.5444999999999998
paradoxodacna piratica,sed,ben,2.19722,8.997674,3.70317,4.4
paradusta barclayi,sed,ben,0.91629,13.81551,4.947578,3.3838
paradusta hungerfordi,sed,ben,1.38629,14.037688000000001,4.26678,3.12375
paradynomene tuberculata,mig,ben,0.78846,9.576812,2.947454,2.9094
paraedwardsia lemchei,ses,ben,0.69315,8.05905,3.34,3.19
paraeuchaeta barbata,mob,pel,-1.04312,2.99573,4.546,3.4053333333333335
paraeuchaeta glacialis,mob,pel,-1.554076,4.40672,3.962494,2.9987333333333335
paraeuchaeta polaris,mob,pel,-2.176438,1.79176,2.6931,2.983047619047619
paraferdina laccadivensis,mob,rf,3.270306,6.907755,2.653242,3.51525
paraferdina plakos,mob,rf,3.426317,6.907755,3,3.5965
paraferdina sohariae,mob,rf,3.2560700000000002,6.907755,2.653242,3.40225
paragaleus leucolomatus,mob,ben,4.56435,1.6231633333333333,17.68432333333333,4.32
paragaleus pectoralis,mob,ben,4.94164,1.4978633333333333,19.204323333333335,4.32
paragaleus randalli,mob,ben,4.16899,1.55365,14.71,4.32
paragaleus tengi,mob,ben,4.47734,1.55365,14.88,4.32
paragobiodon echinocephalus,sed,rf,1.38629,7.63832,3.938584,3.4953333333333334
paragobiodon kasaii,sed,rf,0.59333,7.747158,4.122184,3.3342857141494755
paragobiodon lacunicolus,sed,rf,1.09861,8.121888,4.356314,3.46
paragobiodon melanosoma,sed,rf,1.25276,7.832352,1.47962,3.45
paragobiodon modestus,sed,rf,1.25276,7.572258,4.022184,3.282
paragobiodon xanthosoma,sed,rf,1.38629,8.268234,1.888542,3.4196666650772096
paragotoea bathybia,sed,pel,-1.20397,8.05905,3,3.119
paragunnellichthys fehlmanni,mob,rf,1.964635,10.93728,3.6666666666666665,3.315652019751674
paragunnellichthys seychellensis,mob,rf,1.753533,10.93728,3.6666666666666665,3.2357663084912267
paragunnellichthys springeri,mob,ben,1.7293253333333334,10.93728,3.6666666666666665,3.3036407385472897
paraheminodus kamoharai,mob,ben,2.44061,10.93728,3.6666666666666665,3.076849990145366
paraheminodus laticephalus,mob,ben,3.04452,10.93728,3.6666666666666665,3.0675865783608836
paraheminodus longirostralis,mob,bp,2.61593,10.93728,3.6666666666666665,3.1322989011869327
paraheminodus murrayi,mob,ben,3.27714,10.93728,3.6666666666666665,3.098886939572944
parahigginsia phakelloides,ses,rf,2.918229,5.75646,1.75,2
parahigginsia strongylifera,ses,rf,2.906896,5.75646,1.75,2
parahollardia lineata,mob,ben,2.99573,12.119078,3.8,3.6485
parahucho perryi,mig,bp,4.8010459999999995,10.336793,10.650176,3.84
parahydrophis mertoni,mob,ben,5.28661,1.15129,3,4.300666666666666
parahypsos piersoni,sed,ben,1.856009,5.75646,0.5,3.0500333337148033
parajassa pelagica,mob,ben,-0.44683799999999996,3.1355700000000004,3.46955,2.79
parajulis poecilepterus,mob,ben,2.8622,13.558214,1.5084,3.6572666666666667
parakuhlia macrophthalmus,mob,ben,2.99573,11.748806,2.4,3.692066666666667
paralabrax albomaculatus,mob,rf,3.9279,10.93728,3.6666666666666665,4.5
paralabrax auroguttatus,mob,ben,4.09434,10.93728,3.6666666666666665,4.016
