species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
omphalotukaia nobilis,3,0.4255578570487608,-0.43164055933707146,0.21894688440986743,2,0.7892597878516658,1.354225791266902,3.41,0.24,g,g
oppomorus funiculatus,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
oppomorus noduliferus,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
oppomorus purpureocinctus,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania adiastolos,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania archaea,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania atea,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania badia,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania bimucronata,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania carnicolor,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania castanea,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania corallina,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania dharmai,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania ficula,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania fischeriana,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania fusulus,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania gaskelli,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania livida,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania maestratii,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania mixta,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania nodosa,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania nodulosa,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania pachyraphe,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania pacifica,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania pholidota,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania pleurotomoides,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania pseudopacifica,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania purpurea,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania rosadoi,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania rosea,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania serotina,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania simonetae,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania subnodulosa,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania taeniata,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania taiwana,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania walkeri,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
orania xuthedra,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.2787536009528289,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
otukaia beringensis,3,0.4255578570487608,-0.43164055933707146,0.21894688440986743,2,0.7892597878516658,1.354225791266902,3.41,0.24,g,g
otukaia kiheiziebisu,3,0.4255578570487608,-0.43164055933707146,0.21894688440986743,2,0.7892597878516658,1.354225791266902,3.41,0.24,g,g
paciocinebrina atropurpurea,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina barbarensis,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina benitoensis,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina circumtexta,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina crispatissima,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina foveolata,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina fraseri,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina gracillima,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina grippi,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina interfossa,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina lurida,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina macleani,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina minor,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina munda,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina neobarbarensis,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina pseudomunda,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina sclera,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina seftoni,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina squamulifera,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paciocinebrina thelmacrowae,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula abyssorum,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula aculeata,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula carinata,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula cossmanni,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula diaphana,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula echinata,2.8333333333333335,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula fraseri,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula golikovi,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula guineensis,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula lacunella,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula limicola,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula mucrone,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula pagoda,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula parechinata,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula vaginata,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula vegrandis,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pagodula verrillii,2.9166666666666665,0.43517877743030897,-0.432499454140824,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paratrophon cheesemani,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paratrophon dumasi,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paratrophon patens,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paratrophon quoyi,3,0.406403798405934,-0.42993060636098746,0.5352178860574652,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula citrica,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula darrosensis,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula muricata,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula ochrostoma,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula ozenneana,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula palmeri,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula philpoppei,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula rufonotata,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
pascula submissa,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.3010299956639812,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella atlantis,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.37106786227173627,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella galapagana,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.6121633309245448,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella gallica,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.6121633309245448,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella gracilenta,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.6121633309245448,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella nuttingi,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.6434526764861874,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella oregonia,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.9542425094393249,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella parveenae,2.7916666666666665,0.43517877743030897,-0.432499454140824,0.6121633309245448,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
paziella pazi,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.6720978579357175,1,0.7892597878516658,1.354225791266902,3.2449444444444446,0.26105555555555554,b,b
