src,iucn_sid,sciname,range_tot_km2,range_cst_km2
am,NA,monolene mertensae,269814.0000000596,143414.0000000596
am,NA,monolene microstoma,2477848.000007309,351248.000007309
am,NA,monolene sessilicauda,598750.0001797453,598750.0001797453
am,NA,monomia gladiator,4228305.001586862,4228305.001586862
am,NA,monomia rubromarginatus,190495.00005096197,190495.00005096197
am,NA,monomitopus agassizii,3192312.000193633,1352228.0001902953
am,NA,monomitopus americanus,5762.999999523163,5762.999999523163
am,NA,monomitopus conjugator,142901.00008491427,142901.00008491427
am,NA,monomitopus garmani,438367.0002836734,438367.0002836734
am,NA,monomitopus kumae,75285.00008434057,75285.00008434057
am,NA,monomitopus longiceps,4651264.000854269,1858387.0008502156
am,NA,monomitopus magnus,16227.999997884035,16227.999997884035
am,NA,monomitopus metriostoma,108803.00003122538,108803.00003122538
am,NA,monomitopus nigripinnis,447607.0002410561,447607.0002410561
am,NA,monomitopus pallidus,4394299.0007620305,1518022.0007579774
am,NA,monomitopus torvus,31374.00001809001,31374.00001809001
am,NA,monomitopus vitiazi,13328.000004589558,13328.000004589558
am,NA,monomyces pygmaea,130216.00000765175,130216.00000765175
am,NA,monopenchelys acuta,1877210.0005302578,1877210.0005302578
am,NA,monophorus ateralbus,203129.00004964322,203129.00004964322
am,NA,monophorus olivaceus,655338.0001885816,655338.0001885816
am,NA,monophorus perversus,324387.0001100004,324387.0001100004
am,NA,monoplex aquatilis,7289642.002660222,7289642.002660222
am,NA,monoplex comptus,4256414.001310989,4256414.001310989
am,NA,monoplex gemmatus,2255414.001008682,2255414.001008682
am,NA,monoplex intermedius,4733601.002089493,4733601.002089493
am,NA,monoplex krebsii,948886.0001772642,948886.0001772642
am,NA,monoplex macrodon,5795321.00241296,5795321.00241296
am,NA,monoplex nicobaricus,5767298.002017662,5767298.002017662
am,NA,monoplex pilearis,347021.0001548752,347021.0001548752
am,NA,monoporeia affinis,271729.0001427755,271729.0001427755
am,NA,monoporella nodulifera,192261.00007575005,192261.00007575005
am,NA,monostaechas quadridens,2154393.0007204413,2154393.0007204413
am,NA,monostiolum atlanticum,84971.99998553842,84971.99998553842
am,NA,monostiolum auratum,16336.000016704202,16336.000016704202
am,NA,monostiolum tessellatum,964990.0002436712,964990.0002436712
am,NA,monostroma hariotii,570074.0000894293,570074.0000894293
am,NA,monotaxis grandoculis,5948105.002325773,5948105.002325773
am,NA,montacuta nimrodiana,111473.99996072054,111473.99996072054
am,NA,montastraea cavernosa,908782.0001590997,908782.0001590997
iucn,133237,montastraea cavernosa,1646100.0003833324,1646100.0003833324
am,NA,montfortia emarginata,652403.000118956,652403.000118956
am,NA,montfortista panhi,1648384.0007599443,1648384.0007599443
iucn,132982,montigyra kenti,10338.000005483627,10338.000005483627
am,NA,montipora aequituberculata,5453792.002225481,5453792.002225481
iucn,133314,montipora aequituberculata,7262493.002643809,7262493.002643809
am,NA,montipora altasepta,2502917.0014856383,2502917.0014856383
iucn,133696,montipora altasepta,2690217.0012667775,2690217.0012667775
am,NA,montipora angulata,4635711.001865566,4635711.001865566
iucn,132866,montipora angulata,5901401.001807675,5901401.001807675
am,NA,montipora aspergillus,56856.000022776425,56856.000022776425
iucn,133199,montipora aspergillus,7836.000004410744,7836.000004410744
am,NA,montipora australiensis,4051616.00194443,4051616.00194443
iucn,133443,montipora australiensis,4703129.001616314,4703129.001616314
am,NA,montipora cactus,1370533.0005966127,1370533.0005966127
iucn,133113,montipora cactus,2251063.000896573,2251063.000896573
am,NA,montipora calcarea,2157126.001228392,2157126.001228392
iucn,133185,montipora calcarea,1940410.0008549169,1940410.0008549169
am,NA,montipora caliculata,4157786.0017126426,4157786.0017126426
iucn,133220,montipora caliculata,5802403.001913615,5802403.001913615
am,NA,montipora capitata,4128792.0015640557,4128792.0015640557
iucn,133622,montipora capitata,2781790.001375973,2781790.001375973
am,NA,montipora capricornis,3933135.001961142,3933135.001961142
iucn,133422,montipora capricornis,4639693.001573347,4639693.001573347
iucn,133580,montipora carinata,2395726.000981033,2395726.000981033
iucn,133580,montipora carinata,2395726.000981033,2395726.000981033
am,NA,montipora cebuensis,3353570.001548901,3353570.001548901
iucn,133623,montipora cebuensis,3461135.001280904,3461135.001280904
am,NA,montipora circumvallata,378919.0002210438,378919.0002210438
iucn,133416,montipora circumvallata,352662.0002299547,352662.0002299547
am,NA,montipora cocosensis,4252582.002112642,4252582.002112642
iucn,133460,montipora cocosensis,2425765.001012385,2425765.001012385
am,NA,montipora confusa,2105279.00116276,2105279.00116276
iucn,133367,montipora confusa,3360593.0011266842,3360593.0011266842
am,NA,montipora corbettensis,2978008.0014660954,2978008.0014660954
iucn,133375,montipora corbettensis,3108268.001369573,3108268.001369573
am,NA,montipora crassituberculata,3333232.0017220452,3333232.0017220452
iucn,133433,montipora crassituberculata,5651374.0017373115,5651374.0017373115
iucn,133342,montipora cryptus,308342.00017116964,308342.00017116964
am,NA,montipora danae,4526547.002094239,4526547.002094239
iucn,133451,montipora danae,6695795.002433099,6695795.002433099
am,NA,montipora delicatula,1204931.0005839914,1204931.0005839914
iucn,133489,montipora delicatula,2282917.0009300113,2282917.0009300113
am,NA,montipora digitata,4160554.0017960593,4160554.0017960593
iucn,133194,montipora digitata,6309394.001988694,6309394.001988694
iucn,133170,montipora dilatata,15214.00000154972,15214.00000154972
iucn,133072,montipora echinata,78690.00003039837,78690.00003039837
am,NA,montipora efflorescens,4478870.002243854,4478870.002243854
iucn,133175,montipora efflorescens,6961862.002375349,6961862.002375349
am,NA,montipora effusa,4054418.002030626,4054418.002030626
iucn,133031,montipora effusa,3525919.0015567467,3525919.0015567467
am,NA,montipora flabellata,16931.00000973791,16931.00000973791
iucn,133229,montipora flabellata,31513.000029325485,31513.000029325485
am,NA,montipora florida,1533851.0007003322,1533851.0007003322
iucn,133064,montipora florida,2150666.000905633,2150666.000905633
am,NA,montipora floweri,4105727.001941018,4105727.001941018
iucn,133186,montipora floweri,6237949.00211934,6237949.00211934
am,NA,montipora foliosa,4306763.002176583,4306763.002176583
iucn,133071,montipora foliosa,7244072.002412379,7244072.002412379
am,NA,montipora foveolata,3993921.0015943274,3993921.0015943274
iucn,133438,montipora foveolata,6110561.00204736,6110561.00204736
am,NA,montipora friabilis,3254275.0015852973,3254275.0015852973
iucn,133131,montipora friabilis,3633930.0013162196,3633930.0013162196
iucn,132930,montipora gaimardi,2086566.0008653998,2086566.0008653998
am,NA,montipora grisea,3636438.0018776283,3636438.0018776283
iucn,133420,montipora grisea,5892388.001880981,5892388.001880981
iucn,133202,montipora hemispherica,185029.0000885725,185029.0000885725
am,NA,montipora hispida,4887577.0021555945,4887577.0021555945
iucn,133238,montipora hispida,6755517.002300918,6755517.002300918
iucn,133580,montipora hispida,2395726.000981033,2395726.000981033
iucn,133580,montipora hispida,2395726.000981033,2395726.000981033
am,NA,montipora hodgsoni,2064863.0008377135,2064863.0008377135
iucn,132892,montipora hodgsoni,2532068.001063168,2532068.001063168
am,NA,montipora hoffmeisteri,3482182.00165201,3482182.00165201
iucn,133700,montipora hoffmeisteri,5992229.00199201,5992229.00199201
am,NA,montipora incrassata,2919127.0014690235,2919127.0014690235
iucn,133196,montipora incrassata,5101517.001815699,5101517.001815699
am,NA,montipora informis,5425812.002233043,5425812.002233043
iucn,133066,montipora informis,7397073.002537712,7397073.002537712
iucn,133282,montipora kellyi,33199.00003671646,33199.00003671646
am,NA,montipora lobulata,2950648.001192324,2950648.001192324
iucn,133117,montipora lobulata,614765.0004170835,614765.0004170835
iucn,133434,montipora mactanensis,2411101.0010436177,2411101.0010436177
am,NA,montipora maeandrina,2379743.0012071505,2379743.0012071505
iucn,133079,montipora maeandrina,599298.0003580451,599298.0003580451
am,NA,montipora malampaya,1454660.0007060915,1454660.0007060915
iucn,133007,montipora malampaya,2274262.0009586215,2274262.0009586215
am,NA,montipora millepora,4311365.002084523,4311365.002084523
iucn,133015,montipora millepora,6385444.002194144,6385444.002194144
am,NA,montipora mollis,5027709.002211131,5027709.002211131
iucn,133674,montipora mollis,7070911.002346128,7070911.002346128
am,NA,montipora monasteriata,5064675.002061389,5064675.002061389
iucn,133525,montipora monasteriata,7304790.002512932,7304790.002512932
am,NA,montipora niugini,1638212.0007937774,1638212.0007937774
iucn,133022,montipora niugini,2795497.001172602,2795497.001172602
am,NA,montipora nodosa,4174758.002040349,4174758.002040349
iucn,132944,montipora nodosa,5721906.001847424,5721906.001847424
am,NA,montipora orientalis,3272967.001638934,3272967.001638934
iucn,132932,montipora orientalis,2671714.001158625,2671714.001158625
iucn,133454,montipora pachytuberculata,4344.000005722046,4344.000005722046
iucn,133285,montipora palawanensis,2466484.0010508895,2466484.0010508895
am,NA,montipora patula,16931.00000973791,16931.00000973791
iucn,132942,montipora patula,32210.000032186508,32210.000032186508
am,NA,montipora peltiformis,5096838.0020214245,5096838.0020214245
iucn,133563,montipora peltiformis,6410246.002073213,6410246.002073213
iucn,133191,montipora porites,2671494.0011128783,2671494.0011128783
am,NA,montipora samarensis,2859754.0014674887,2859754.0014674887
iucn,133404,montipora samarensis,2830585.001280904,2830585.001280904
am,NA,montipora saudii,56856.000022776425,56856.000022776425
iucn,133111,montipora saudii,226535.00012159348,226535.00012159348
am,NA,montipora setosa,1204501.0005345568,1204501.0005345568
iucn,133361,montipora setosa,2068050.0008419156,2068050.0008419156
am,NA,montipora spongiosa,310617.00017843395,310617.00017843395
iucn,133056,montipora spongiosa,291118.000164628,291118.000164628
am,NA,montipora spongodes,4536499.002046324,4536499.002046324
iucn,133245,montipora spongodes,6773026.002201438,6773026.002201438
am,NA,montipora spumosa,4535980.002187006,4535980.002187006
iucn,133556,montipora spumosa,6744561.002376676,6744561.002376676
am,NA,montipora stellata,7736671.003429592,7736671.003429592
iucn,133259,montipora stellata,6003302.001633681,6003302.001633681
am,NA,montipora stilosa,628488.0002997816,628488.0002997816
iucn,132977,montipora stilosa,729733.000395447,729733.000395447
am,NA,montipora taiwanensis,103369.00004390627,103369.00004390627
iucn,133505,montipora taiwanensis,561586.0002487898,561586.0002487898
am,NA,montipora tuberculosa,5339301.0022223,5339301.0022223
iucn,133296,montipora tuberculosa,2365345.0010225177,2365345.0010225177
iucn,133296,montipora tuberculosa,2365345.0010225177,2365345.0010225177
iucn,133345,montipora tuberculosa,7391951.002606377,7391951.002606377
am,NA,montipora turgescens,5653584.002189152,5653584.002189152
iucn,133298,montipora turgescens,7193379.002450034,7193379.002450034
am,NA,montipora turtlensis,3023157.001453638,3023157.001453638
iucn,133450,montipora turtlensis,5130358.00137762,5130358.00137762
am,NA,montipora undata,4145144.001870975,4145144.001870975
iucn,133599,montipora undata,6359505.002084374,6359505.002084374
iucn,133632,montipora vaughani,6679.000023007393,6679.000023007393
am,NA,montipora venosa,5625703.002264723,5625703.002264723
iucn,133635,montipora venosa,7532563.002532348,7532563.002532348
iucn,133305,montipora verrilli,112755.00014126301,112755.00014126301
am,NA,montipora verrucosa,5872552.002270147,5872552.002270147
iucn,133646,montipora verrucosa,7222272.002582252,7222272.002582252
am,NA,montipora verruculosa,1361169.0006487072,1361169.0006487072
iucn,133409,montipora verruculosa,2583556.001074612,2583556.001074612
am,NA,montipora vietnamensis,1241171.000609547,1241171.000609547
iucn,133190,montipora vietnamensis,3143868.000985682,3143868.000985682
am,NA,mooreonuphis dangrigae,1006204.0005261078,1006204.0005261078
am,NA,mooreonuphis nebulosa,2014399.0006802604,2014399.0006802604
am,NA,mooreonuphis pallidula,1536624.0004485473,1536624.0004485473
am,NA,mopalia ciliata,450394.0001577139,450394.0001577139
am,NA,mopalia cirrata,432548.00011683255,432548.00011683255
am,NA,mopalia ferreirai,182707.00002554804,182707.00002554804
am,NA,mopalia muscosa,466183.0001398921,466183.0001398921
am,NA,mopalia spectabilis,342121.0000641644,342121.0000641644
am,NA,mora moro,27279758.00019093,785938.000132516
am,NA,morchellium giardi,244480.00009749085,244480.00009749085
am,NA,morchellium leviventer,9389.99998178333,9389.99998178333
am,NA,mordacia mordax,123036.00006978959,123036.00006978959
am,NA,moringua abbreviata,3910218.0017992854,3910218.0017992854
am,NA,moringua bicolor,1957019.0012075007,1957019.0012075007
am,NA,moringua edwardsi,1152709.000211209,1152709.000211209
am,NA,moringua ferruginea,3893774.0017266944,3893774.0017266944
am,NA,moringua javanica,3376923.0017399415,3376923.0017399415
am,NA,moringua macrochir,6396430.001554079,3487318.0015178397
am,NA,moringua microchir,2568979.001436569,2568979.001436569
am,NA,morone americana,206987.00004853308,203487.00004853308
am,NA,morone saxatilis,349373.0000831187,349373.0000831187
am,NA,moroteuthopsis ingens,2562643.0000925437,1287466.0001123324
am,NA,mortonia polyporus,79286.00002452731,79286.00002452731
am,NA,morula bicatenata,1382298.0007629842,1382298.0007629842
am,NA,morula echinata,1720598.0009732768,1720598.0009732768
am,NA,morula spinosa,3507636.0016630962,3507636.0016630962
am,NA,morula striata,1746502.000939846,1746502.000939846
am,NA,morula uva,3210552.0014887676,3210552.0014887676
am,NA,moruloidea darwinii,85565.0000417605,85565.0000417605
am,NA,moruloidea perionasus,152154.00008298457,152154.00008298457
am,NA,morum dennisoni,1171050.0001959503,1171050.0001959503
am,NA,morum matthewsi,114364.00000788271,114364.00000788271
am,NA,morum oniscus,1151821.000227332,1151821.000227332
am,NA,morum ponderosum,434074.0002155304,434074.0002155304
iucn,22696657,morus bassanus,18127791.000765376,4171991.000765376
iucn,22696668,morus capensis,1089636.0000723973,545536.0000723973
iucn,22696675,morus serrator,22061541.00013636,1071888.000133261
am,NA,mosambicarca erythraeonensis,466257.00024012476,466257.00024012476
iucn,132870,moseleya latistellata,5020828.001325019,5020828.001325019
am,NA,muggiaea atlantica,15163638.002527133,11582161.002493277
am,NA,mugil bananensis,287356.00000415,287356.00000415
am,NA,mugil cephalus,19136793.003669754,13846128.003642336
am,NA,mugil curema,2404228.0005304143,2404228.0005304143
am,NA,mugil curvidens,421591.0001516342,421591.0001516342
am,NA,mugil hospes,1677357.0004999638,1677357.0004999638
am,NA,mugil incilis,359142.0001130551,359142.0001130551
am,NA,mugil liza,1780223.0003900826,1780223.0003900826
am,NA,mugil thoburni,223405.00002037734,156508.00001751631
am,NA,mugil trichodon,2010375.0002477318,1392689.0002463013
am,NA,mugilogobius chulae,3682146.001368575,3682146.001368575
am,NA,mugilogobius littoralis,370079.00015488267,370079.00015488267
am,NA,mugilogobius mertoni,5648037.001639046,3561363.0016321316
am,NA,mugilogobius notospilus,2138271.001368761,2138271.001368761
am,NA,mugilogobius platystomus,2318108.001163602,2318108.001163602
am,NA,mugilogobius tagala,1734344.0010093153,1734344.0010093153
am,NA,mulinia edulis,437061.00022494793,437061.00022494793
am,NA,mulinia lateralis,1344054.0003189817,1344054.0003189817
am,NA,mulloidichthys ayliffe,912725.0004636124,912725.0004636124
am,NA,mulloidichthys dentatus,262373.00015352666,262373.00015352666
am,NA,mulloidichthys flavolineatus,5619369.002245925,5619369.002245925
am,NA,mulloidichthys martinicus,1416852.0002475008,1416852.0002475008
am,NA,mulloidichthys mimicus,340551.00018046796,340551.00018046796
am,NA,mulloidichthys pfluegeri,2168261.0008422285,2168261.0008422285
am,NA,mulloidichthys vanicolensis,5589964.0022540465,5589964.0022540465
am,NA,mullus argentinae,200615.0000428781,200615.0000428781
am,NA,mullus auratus,1156457.0002647117,1156457.0002647117
am,NA,mullus barbatus,822511.0003372654,822511.0003372654
am,NA,mullus surmuletus,1044549.0003515035,1044549.0003515035
am,NA,multatria terebratus,4293514.001517557,4293514.001517557
am,NA,mumiola gradatula,686187.0001275092,686187.0001275092
am,NA,munditiella ammonoceras,2479024.0011746064,2479024.0011746064
am,NA,munida acantha,525788.0002683029,525788.0002683029
am,NA,munida affinis,605825.0000998378,605825.0000998378
am,NA,munida agave,1443475.0006953254,1443475.0006953254
am,NA,munida alonsoi,317552.0002115518,317552.0002115518
am,NA,munida amathea,82082.00014811009,82082.00014811009
am,NA,munida andamanica,2114208.001336828,2114208.001336828
am,NA,munida angulata,1061103.0001819134,1061103.0001819134
am,NA,munida antliae,71982.00011178851,71982.00011178851
am,NA,munida arae,47915.000075660646,47915.000075660646
am,NA,munida armata,505976.00030340254,505976.00030340254
am,NA,munida armilla,350102.00030729175,350102.00030729175
am,NA,munida atarapa,29931.000043079257,29931.000043079257
am,NA,munida aulakodes,172199.00010675192,172199.00010675192
am,NA,munida caesura,967930.0005756319,967930.0005756319
am,NA,munida columbae,24068.000063300133,24068.000063300133
am,NA,munida compressa,1213575.000829436,1213575.000829436
am,NA,munida constricta,546219.0001143143,546219.0001143143
am,NA,munida curvirostris,2032944.0013905987,2032944.0013905987
am,NA,munida distiza,784621.0005084053,784621.0005084053
am,NA,munida ducoussoi,20230.000021494925,20230.000021494925
am,NA,munida eclepsis,296541.000154987,296541.000154987
am,NA,munida endeavourae,134566.00017081946,134566.00017081946
am,NA,munida erugata,45354.00008317083,45354.00008317083
am,NA,munida evarne,53532.0000981912,53532.0000981912
am,NA,munida evermanni,423177.0000528544,423177.0000528544
am,NA,munida fasciata,66863.00010140985,66863.00010140985
am,NA,munida flinti,1080962.0002066717,1080962.0002066717
am,NA,munida forceps,789943.0001560599,789943.0001560599
am,NA,munida fornacis,54951.00009795278,54951.00009795278
am,NA,munida gilii,1658665.0009799749,1658665.0009799749
am,NA,munida glabella,20608.000043965876,20608.000043965876
am,NA,munida gregaria,529782.0002298802,529782.0002298802
am,NA,munida heteracantha,2599306.001096964,2599306.001096964
am,NA,munida ignea,45254.00008317083,45254.00008317083
am,NA,munida intermedia,362045.000176318,362045.000176318
am,NA,munida iris,871804.0001770481,871804.0001770481
am,NA,munida irrasa,784967.0001458377,784967.0001458377
am,NA,munida isos,31455.999991483986,31455.999991483986
am,NA,munida japonica,3029942.001322098,3029942.001322098
am,NA,munida kapala,221242.00008977205,221242.00008977205
am,NA,munida kuboi,1466636.0009497032,1466636.0009497032
am,NA,munida laevis,290050.000183098,290050.000183098
am,NA,munida lenticularis,53766.00007470697,53766.00007470697
am,NA,munida leptitis,1137206.0007529333,1137206.0007529333
am,NA,munida llenasi,62502.00009699911,62502.00009699911
am,NA,munida longicheles,78676.00011732429,78676.00011732429
am,NA,munida magniantennulata,245979.00021430105,245979.00021430105
am,NA,munida melite,262135.00016964972,262135.00016964972
am,NA,munida microphthalma,452677.00009569526,452677.00009569526
am,NA,munida miles,505647.0001209527,505647.0001209527
am,NA,munida minuta,338487.0001863688,338487.0001863688
am,NA,munida nesaea,371918.00019331276,371918.00019331276
am,NA,munida nuda,603578.0000962317,603578.0000962317
am,NA,munida oblonga,25733.00004657358,25733.00004657358
am,NA,munida ocellata,81909.00011565536,81909.00011565536
am,NA,munida oritea,1169787.0007457212,1169787.0007457212
am,NA,munida pasithea,63916.00010152906,63916.00010152906
am,NA,munida pherusa,1873323.0009151623,1873323.0009151623
am,NA,munida philippinensis,525776.0003950447,525776.0003950447
am,NA,munida pilorhyncha,945591.0006297752,945591.0006297752
am,NA,munida polynoe,64633.00010021776,64633.00010021776
am,NA,munida profunda,48595.00007554889,48595.00007554889
am,NA,munida psylla,59975.99999718368,59975.99999718368
am,NA,munida pulchra,43768.000087700784,43768.000087700784
am,NA,munida pusilla,1230625.0002201647,1230625.0002201647
am,NA,munida pygmaea,586160.0004270673,586160.0004270673
am,NA,munida quadrispina,210634.00004338473,210634.00004338473
am,NA,munida rona,25564.00003954768,25564.00003954768
am,NA,munida rubella,47505.0000756979,47505.0000756979
am,NA,munida rubrovata,37510.0000590086,37510.0000590086
am,NA,munida rufiantennulata,1576513.0011737347,1576513.0011737347
am,NA,munida rugosa,500014.00017458946,500014.00017458946
am,NA,munida sacksi,609295.0003389269,609295.0003389269
am,NA,munida sanctipauli,165271.9999883324,165271.9999883324
am,NA,munida simplex,859166.0001832992,859166.0001832992
am,NA,munida speciosa,331809.00015775114,331809.00015775114
am,NA,munida spinicruris,4807.000005245209,4807.000005245209
am,NA,munida spinifrons,981909.0001145378,981909.0001145378
am,NA,munida spinosa,41373.9999840036,41373.9999840036
am,NA,munida stimpsoni,492528.0001156032,492528.0001156032
am,NA,munida striata,47035.00001411885,47035.00001411885
am,NA,munida tenuimana,106767.0000564307,106767.0000564307
am,NA,munida thoe,369393.0002525449,369393.0002525449
am,NA,munida tuberculata,413866.00032299757,413866.00032299757
am,NA,munida typhle,201783.0002564937,201783.0002564937
am,NA,munida valida,586097.0001529902,586097.0001529902
am,NA,munidion longipedis,823818.0000439286,449132.0000424981
am,NA,munidopsis abbreviata,137417.99999512732,137417.99999512732
am,NA,munidopsis alaminos,288759.0000271797,288759.0000271797
am,NA,munidopsis albatrossae,33340.00003989786,33340.00003989786
am,NA,munidopsis alvisca,100,100
am,NA,munidopsis andamanica,1185718.0008022115,1185718.0008022115
am,NA,munidopsis aries,339452.00006105006,339452.00006105006
am,NA,munidopsis armata,266326.00000146776,266326.00000146776
am,NA,munidopsis bermudezi,28404.000009782612,28404.000009782612
am,NA,munidopsis brevimanus,110158.00003521144,110158.00003521144
am,NA,munidopsis crassa,251710.0000595674,251710.0000595674
am,NA,munidopsis cubensis,52974.00001734495,52974.00001734495
am,NA,munidopsis curvirostra,322694.00015212595,322694.00015212595
am,NA,munidopsis cylindrophthalma,2025606.001289934,2025606.001289934
am,NA,munidopsis dasypus,1397859.0008707717,1397859.0008707717
am,NA,munidopsis debilis,950219.0006624907,950219.0006624907
am,NA,munidopsis exuta,3406.0000002384186,3406.0000002384186
am,NA,munidopsis gilli,44641.000006347895,44641.000006347895
am,NA,munidopsis glabra,2733.9999984949827,2733.9999984949827
am,NA,munidopsis latimana,1469373.000930436,1469373.000930436
am,NA,munidopsis lauensis,201591.00025910884,201591.00025910884
am,NA,munidopsis lentigo,45779.00007292628,45779.00007292628
am,NA,munidopsis levis,1262746.0008298978,1262746.0008298978
am,NA,munidopsis livida,2124.0000039339066,2124.0000039339066
am,NA,munidopsis milleri,149194.00010704994,149194.00010704994
am,NA,munidopsis naginata,14147.999998182058,14147.999998182058
am,NA,munidopsis nitida,108500.00000819564,108500.00000819564
am,NA,munidopsis penescabra,65196.99997548014,65196.99997548014
am,NA,munidopsis pilosa,844229.000541009,844229.000541009
am,NA,munidopsis platirostris,379694.0000658855,379694.0000658855
am,NA,munidopsis polita,499913.0001012236,499913.0001012236
am,NA,munidopsis recta,22274.00002554059,22274.00002554059
am,NA,munidopsis regia,552331.0004265979,552331.0004265979
am,NA,munidopsis robusta,459146.00008968264,459146.00008968264
am,NA,munidopsis rotundior,205518.00018381327,205518.00018381327
am,NA,munidopsis ryukyuensis,8663.000011444092,8663.000011444092
am,NA,munidopsis serratifrons,55674.0000365302,55674.0000365302
am,NA,munidopsis serricornis,1571830.000643991,1571830.000643991
am,NA,munidopsis sigsbei,155786.000004597,155786.000004597
am,NA,munidopsis similior,988573.000642471,988573.000642471
am,NA,munidopsis simplex,435254.0000928566,435254.0000928566
am,NA,munidopsis spinifer,245466.99999626726,245466.99999626726
am,NA,munidopsis treis,201181.00017607212,201181.00017607212
am,NA,munidopsis tridens,324906.0000354424,324906.0000354424
am,NA,munna acanthifera,24047.00000807643,24047.00000807643
am,NA,munna antarctica,520478.00016272813,520478.00016272813
am,NA,munna bituberculata,97510.00001560897,97510.00001560897
am,NA,munna boeckii,126287.00008690357,126287.00008690357
am,NA,munna fabricii,1320315.0002522394,1320315.0002522394
am,NA,munna globicauda,307825.00002849847,307825.00002849847
am,NA,munna kroyeri,117021.00006137043,117021.00006137043
am,NA,munna limicola,80884.00003518909,80884.00003518909
am,NA,munna maculata,373599.00005720556,373599.00005720556
am,NA,munna neglecta,359453.0000431463,359453.0000431463
am,NA,munna pallida,21708.000006712973,21708.000006712973
am,NA,munna petronastes,153228.00004668534,153228.00004668534
am,NA,munna spicata,37085.99998746067,37085.99998746067
am,NA,munna studeri,311130.0000783056,311130.0000783056
am,NA,munnopsis typica,523386.00020650774,523386.00020650774
am,NA,munnopsurus giganteus,131682.00001120567,131682.00001120567
am,NA,muracypraea mus,43798.000026494265,43798.000026494265
am,NA,muraena argus,184386.00006829947,184386.00006829947
am,NA,muraena augusti,33452.00003962964,33452.00003962964
am,NA,muraena clepsydra,189388.00012674183,189388.00012674183
am,NA,muraena helena,1734533.0002246425,821233.0002246425
am,NA,muraena lentiginosa,317026.0002370924,317026.0002370924
am,NA,muraena melanotis,911453.0001608655,911453.0001608655
am,NA,muraena pavonina,107230.99999371916,107230.99999371916
am,NA,muraena retifera,1043138.000224717,1043138.000224717
am,NA,muraena robusta,915352.0001495257,915352.0001495257
am,NA,muraenesox bagio,6104623.002151772,6104623.002151772
am,NA,muraenesox cinereus,3015839.0011394396,3015839.0011394396
am,NA,muraenichthys gymnopterus,2548568.001111597,2548568.001111597
am,NA,muraenichthys philippinensis,845200.0001933426,845200.0001933426
am,NA,muraenichthys schultzei,2941642.001653649,2941642.001653649
am,NA,muraenichthys sibogae,379994.0002920106,379994.0002920106
am,NA,muraenichthys thompsoni,3377255.0011688843,3377255.0011688843
am,NA,muraenoclinus dorsalis,33071.999990567565,33071.999990567565
iucn,179051,muraenoclinus dorsalis,31435.00000219792,31435.00000219792
am,NA,muraenolepis evseenkoi,7130.999994277954,7130.999994277954
am,NA,muraenolepis marmorata,442603.9999866858,61203.99998668581
am,NA,muraenolepis microps,13385260.000082105,347456.99995979667
am,NA,muraenolepis orangiensis,914058.0000001937,275458.0000001937
am,NA,murchisonella spectrum,466610.00006496906,466610.00006496906
am,NA,murex pecten,5718787.002076581,5718787.002076581
am,NA,murex scolopax,536420.0002444908,536420.0002444908
am,NA,murex tenuirostrum,2925629.0010962635,2925629.0010962635
am,NA,murex ternispina,5501224.002070911,5501224.002070911
am,NA,murex trapa,3051873.001414165,3051873.001414165
am,NA,murex tribulus,4033159.0019030496,4033159.0019030496
am,NA,murex troscheli,1119875.000804104,1119875.000804104
am,NA,murexsul huberti,136960.00006087124,136960.00006087124
am,NA,murexsul oxytatus,782194.0001906827,782194.0001906827
am,NA,murexsul tokubeii,640733.0002445728,640733.0002445728
am,NA,murexsul warreni,126438.00003789365,126438.00003789365
am,NA,muricea atlantica,1404587.0003107935,1404587.0003107935
am,NA,muricea californica,615242.0003594831,615242.0003594831
am,NA,muricea elongata,1354003.0002649873,1354003.0002649873
am,NA,muricea fruticosa,692844.0003566444,692844.0003566444
am,NA,muricea laxa,1309153.0002137646,1309153.0002137646
am,NA,muricea muricata,987519.0002685413,987519.0002685413
am,NA,muricea pendula,1335882.0001948625,1335882.0001948625
am,NA,muricea pinnata,981346.0001777858,981346.0001777858
am,NA,muriceopsis bayeriana,22117.000010609627,22117.000010609627
am,NA,muriceopsis flavida,1523753.0005656183,1523753.0005656183
am,NA,muricodrupa anaxares,4278392.002045363,4278392.002045363
am,NA,muricodrupa fenestrata,1281996.0007084534,1281996.0007084534
am,NA,muricopsis caribbaea,605756.0001634061,605756.0001634061
am,NA,muricopsis rosea,704028.0001994222,704028.0001994222
am,NA,murrayella periclados,1949903.0005898327,1949903.0005898327
am,NA,murrayona phanolepis,290562.0001202449,290562.0001202449
am,NA,mursia armata,1290090.0005664676,1290090.0005664676
am,NA,mursia hawaiiensis,146150.00017303973,146150.00017303973
am,NA,mursia microspina,379459.0001216158,379459.0001216158
am,NA,mursia poupini,5604.000014066696,5604.000014066696
am,NA,mursia spinimanus,24538.000020943582,24538.000020943582
am,NA,musculus coenobitus,3265057.001394592,3265057.001394592
am,NA,musculus costulatus,407603.0002033338,407603.0002033338
am,NA,musculus cumingianus,2627414.0012802556,2627414.0012802556
am,NA,musculus cupreus,4741870.001549646,4741870.001549646
am,NA,musculus discors,4608792.001485452,4608792.001485452
am,NA,musculus glacialis,5342189.001433924,5342189.001433924
am,NA,musculus impactus,567897.0002377406,567897.0002377406
