species,iucn_sid,taxon
aaptos aaptos,NA,sponges
aaptos bergmanni,NA,sponges
aaptos duchassaingi,NA,sponges
aaptos pernucleata,NA,sponges
aaptos suberitoides,NA,sponges
aatolana schioedtei,NA,crustacea_arthropods
abalistes filamentosus,NA,fish
abalistes stellaris,NA,fish
abalistes stellatus,NA,fish
abdopus aculeatus,163291,cephalopods
abdopus horridus,163329,cephalopods
ablabys taenianotus,NA,fish
ablennes hians,13486514,fish
abudefduf abdominalis,188304,fish
abudefduf bengalensis,188532,fish
abudefduf concolor,183483,fish
abudefduf declivifrons,183460,fish
abudefduf lorenzi,188371,fish
abudefduf notatus,188537,fish
abudefduf saxatilis,188581,fish
abudefduf septemfasciatus,188453,fish
abudefduf sexfasciatus,188557,fish
abudefduf sordidus,188467,fish
abudefduf sparoides,188401,fish
abudefduf taurus,188434,fish
abudefduf troschelii,183397,fish
abudefduf vaigiensis,188609,fish
abudefduf whitleyi,188523,fish
abyssobrotula galatheae,60469175,fish
abyssorchomene nodimanus,NA,crustacea_arthropods
acanthacaris caeca,170000,crustacea_arthropods
acanthacaris tenuimana,169962,crustacea_arthropods
acanthaluteres brownii,79800448,fish
acanthaluteres spilomelanurus,79800470,fish
acanthaluteres vittiger,79800500,fish
acanthanectes hystrix,179021,fish
acanthanectes rufus,178914,fish
acanthaphritis barbata,NA,fish
acanthaphritis grandisquamis,NA,fish
acantharctus delfini,185010,crustacea_arthropods
acantharctus ornatus,185031,crustacea_arthropods
acantharctus posteli,185059,crustacea_arthropods
acanthaster planci,NA,echinoderms
acanthastrea brevis,133557,corals
acanthastrea echinata,133246,corals
acanthastrea hemprichii,133642,corals
acanthastrea minuta,133670,corals
acanthastrea pachysepta,133152,corals
acanthastrea rotundoflora,133386,corals
acanthastrea subechinata,132929,corals
acanthella cavernosa,NA,sponges
acanthella costata,NA,sponges
acanthella cubensis,NA,sponges
acanthella mastophora,NA,sponges
acanthella pulcherrima,NA,sponges
acanthemblemaria aspera,46104116,fish
acanthemblemaria atrata,183583,fish
acanthemblemaria balanorum,183400,fish
acanthemblemaria betinensis,47141289,fish
acanthemblemaria castroi,183873,fish
acanthemblemaria chaplini,47141293,fish
acanthemblemaria crockeri,183505,fish
acanthemblemaria exilispinus,183629,fish
acanthemblemaria greenfieldi,47141351,fish
acanthemblemaria hancocki,183841,fish
acanthemblemaria harpeza,47141354,fish
acanthemblemaria hastingsi,185143,fish
acanthemblemaria johnsoni,47141401,fish
acanthemblemaria macrospilus,183219,fish
acanthemblemaria mangognatha,183525,fish
acanthemblemaria maria,47141570,fish
acanthemblemaria medusa,47141697,fish
acanthemblemaria paula,47141712,fish
acanthemblemaria rivasi,47141727,fish
acanthemblemaria spinosa,47141736,fish
acanthemblemaria stephensi,183968,fish
acanthephyra acutifrons,NA,crustacea_arthropods
acanthephyra armata,NA,crustacea_arthropods
acanthephyra brevirostris,NA,crustacea_arthropods
acanthephyra carinata,NA,crustacea_arthropods
acanthephyra cucullata,NA,crustacea_arthropods
acanthephyra curtirostris,NA,crustacea_arthropods
acanthephyra eximia,NA,crustacea_arthropods
acanthephyra pelagica,NA,crustacea_arthropods
acanthephyra purpurea,NA,crustacea_arthropods
acanthephyra quadrispinosa,NA,crustacea_arthropods
acanthephyra sica,NA,crustacea_arthropods
acanthephyra smithi,NA,crustacea_arthropods
acanthephyra stylorostratis,NA,crustacea_arthropods
acanthilia intermedia,NA,crustacea_arthropods
acanthina monodon,NA,molluscs
acanthistius brasilianus,154987,fish
acanthistius ocellatus,155326,fish
acanthistius sebastoides,21132444,fish
acanthistius serratus,NA,fish
acanthocarpus alexandri,NA,crustacea_arthropods
acanthocepola abbreviata,NA,fish
acanthocepola krusensternii,NA,fish
acanthocepola limbata,NA,fish
acanthochaenus luetkenii,190341,fish
acanthochaetetes wellsi,NA,sponges
acanthochromis polyacanthus,188464,fish
acanthoclinus fuscus,NA,fish
acanthocybium solandri,170331,fish
acanthocyclus albatrossis,NA,crustacea_arthropods
acanthodoris pilosa,NA,molluscs
acanthogobius flavimanus,181137,fish
acanthogorgia aspera,NA,corals
acantholabrus palloni,186106,fish
acantholithodes hispidus,NA,crustacea_arthropods
acantholobulus bermudensis,NA,crustacea_arthropods
acantholobulus caribbaeus,NA,crustacea_arthropods
acantholumpenus mackayi,NA,fish
acanthomysis longicornis,NA,crustacea_arthropods
acanthonus armatus,190201,fish
acanthonyx petiverii,NA,crustacea_arthropods
acanthopagrus akazakii,170230,fish
acanthopagrus arabicus,47166659,fish
acanthopagrus australis,170257,fish
acanthopagrus berda,170266,fish
acanthopagrus bifasciatus,170239,fish
acanthopagrus butcheri,170189,fish
acanthopagrus catenula,47136868,fish
acanthopagrus chinshira,170179,fish
acanthopagrus latus,170263,fish
acanthopagrus longispinnis,170217,fish
acanthopagrus morrisoni,47166619,fish
acanthopagrus omanensis,170228,fish
acanthopagrus pacificus,47385652,fish
acanthopagrus palmaris,170181,fish
acanthopagrus randalli,170188,fish
acanthopagrus schlegelii,170153,fish
acanthopagrus sheim,47166662,fish
acanthopagrus sivicolus,170199,fish
acanthopagrus taiwanensis,170235,fish
acanthopagrus vagus,170173,fish
acanthoplesiops hiatti,NA,fish
acanthoplesiops indicus,69545420,fish
acanthoplesiops psilogaster,NA,fish
acanthopsetta nadeshnyi,158624465,fish
acanthosphex leurynnis,114155281,fish
acanthosquilla derijardi,NA,crustacea_arthropods
acanthosquilla multifasciata,NA,crustacea_arthropods
acanthostepheia malmgreni,NA,crustacea_arthropods
acanthostracion guineense,193767,fish
acanthostracion notacanthus,193768,fish
acanthostracion polygonius,193646,fish
acanthostracion quadricornis,193647,fish
acanthostrongylophora ingens,NA,sponges
acanthurus achilles,177960,fish
acanthurus albimento,114154997,fish
acanthurus albipectoralis,178007,fish
acanthurus auranticavus,177974,fish
acanthurus bahianus,177985,fish
acanthurus bariene,177978,fish
acanthurus blochii,177971,fish
acanthurus chirurgus,177982,fish
acanthurus chronixis,177966,fish
acanthurus coeruleus,177953,fish
acanthurus dussumieri,177981,fish
acanthurus fowleri,177959,fish
acanthurus gahhm,154818,fish
acanthurus grammoptilus,178006,fish
acanthurus guttatus,177995,fish
acanthurus japonicus,177977,fish
acanthurus leucocheilus,177994,fish
acanthurus leucopareius,178011,fish
acanthurus leucosternon,178000,fish
acanthurus lineatus,177993,fish
acanthurus maculiceps,177957,fish
acanthurus mata,177967,fish
acanthurus monroviae,178023,fish
acanthurus nigricans,177969,fish
acanthurus nigricauda,178017,fish
acanthurus nigrofuscus,178019,fish
acanthurus nigroris,177999,fish
acanthurus nubilus,177961,fish
acanthurus olivaceus,177991,fish
acanthurus polyzona,177984,fish
acanthurus pyroferus,178022,fish
acanthurus reversus,177976,fish
acanthurus sohal,177987,fish
acanthurus tennentii,177997,fish
acanthurus thompsoni,178008,fish
acanthurus tractus,47139706,fish
acanthurus triostegus,177965,fish
acanthurus tristis,177998,fish
acanthurus xanthopterus,177989,fish
acarnus erithacus,NA,sponges
acarnus innominatus,NA,sponges
acaudina molpadioides,NA,echinoderms
accalathura crenulata,NA,crustacea_arthropods
acentrogobius audax,95568732,fish
acentrogobius caninus,68325526,fish
acentrogobius cyanomos,46082077,fish
acentrogobius janthinopterus,193463,fish
acentrogobius moloanus,NA,fish
acentrogobius multifasciatus,NA,fish
acentrogobius nebulosus,186090,fish
acentrogobius suluensis,NA,fish
acentrogobius viridipunctatus,166150,fish
acentronura breviperula,NA,fish
acentronura gracilissima,65363473,fish
acentronura tentaculata,46102569,fish
aceroides latipes,NA,crustacea_arthropods
acetes americanus,NA,crustacea_arthropods
acetes chinensis,NA,crustacea_arthropods
acetes erythraeus,NA,crustacea_arthropods
acetes japonicus,NA,crustacea_arthropods
achaeus curvirostris,NA,crustacea_arthropods
achaeus lacertosus,NA,crustacea_arthropods
achelia alaskensis,NA,crustacea_arthropods
achelia assimilis,NA,crustacea_arthropods
achelia borealis,NA,crustacea_arthropods
achelia communis,NA,crustacea_arthropods
achelia dohrni,NA,crustacea_arthropods
achelia echinata,NA,crustacea_arthropods
achelia hoekii,NA,crustacea_arthropods
achelia laevis,NA,crustacea_arthropods
achelia latifrons,NA,crustacea_arthropods
achelia nana,NA,crustacea_arthropods
achelia pribilofensis,NA,crustacea_arthropods
achelia sawayai,NA,crustacea_arthropods
achelia scabra,NA,crustacea_arthropods
achelia serratipalpis,NA,crustacea_arthropods
achelia spinosa,NA,crustacea_arthropods
achelous binoculus,NA,crustacea_arthropods
achelous depressifrons,NA,crustacea_arthropods
achelous gibbesii,NA,crustacea_arthropods
achelous hastatus,NA,crustacea_arthropods
achelous ordwayi,NA,crustacea_arthropods
achelous sebae,NA,crustacea_arthropods
achelous spinicarpus,NA,crustacea_arthropods
achelous spinimanus,NA,crustacea_arthropods
achelous xantusii,NA,crustacea_arthropods
achiropsetta tricholepis,143621380,fish
achirus achirus,16404574,fish
achirus declivis,16404805,fish
achirus klunzingeri,183389,fish
achirus lineatus,193273,fish
achirus mazatlanus,183932,fish
achirus scutum,183574,fish
achoerodus gouldii,187520,fish
achoerodus viridis,187572,fish
acipenser brevirostrum,222,fish
acipenser medirostris,233,fish
acipenser naccarii,224,fish
acipenser oxyrinchus,242,fish
acipenser oxyrinchus,243,fish
acipenser oxyrinchus,245,fish
acipenser stellatus,229,fish
acipenser sturio,230,fish
acipenser transmontanus,234,fish
acirsa borealis,NA,molluscs
aclis hendersoni,NA,molluscs
aclyvolva coarctata,NA,molluscs
acreichthys hajam,154965,fish
acreichthys radiatus,69921147,fish
acreichthys tomentosus,69921254,fish
acrochordus granulatus,176769,reptiles
acrochordus javanicus,176718,reptiles
acrocnida brachiata,NA,echinoderms
acromegalomma bioculatum,NA,polychaetes
acromegalomma heterops,NA,polychaetes
acromegalomma lobiferum,NA,polychaetes
acromegalomma pigmentum,NA,polychaetes
acromegalomma vesiculosum,NA,polychaetes
acromycter nezumi,199058,fish
acropoma hanedai,NA,fish
acropoma japonicum,NA,fish
acropora abrolhosensis,133133,corals
acropora abrotanoides,132906,corals
acropora abrotanoides,133030,corals
acropora abrotanoides,133649,corals
acropora aculeus,133463,corals
acropora acuminata,132940,corals
acropora anthocercis,133513,corals
acropora appressa,133195,corals
acropora arabensis,133604,corals
acropora aspera,133132,corals
acropora austera,133160,corals
acropora austera,133385,corals
acropora awi,133583,corals
acropora batunai,133283,corals
acropora branchi,133334,corals
acropora bushyensis,133471,corals
acropora cardenae,133264,corals
acropora carduus,132933,corals
acropora caroliniana,133112,corals
acropora cerealis,133061,corals
acropora cerealis,133576,corals
acropora cervicornis,133381,corals
acropora chesterfieldensis,133481,corals
acropora clathrata,133207,corals
acropora clathrata,133265,corals
acropora cophodactyla,132862,corals
acropora cytherea,133313,corals
acropora cytherea,133672,corals
acropora dendrum,133322,corals
acropora derawanensis,132984,corals
acropora desalwii,133396,corals
acropora digitifera,133250,corals
acropora digitifera,133626,corals
acropora divaricata,132910,corals
acropora donei,133223,corals
acropora donei,133655,corals
acropora downingi,133469,corals
acropora echinata,133661,corals
acropora elegans,133688,corals
acropora elseyi,133010,corals
acropora eurystoma,133475,corals
acropora exquisita,133592,corals
acropora fastigata,133312,corals
acropora fenneri,133125,corals
acropora filiformis,133699,corals
acropora florida,132869,corals
acropora gemmifera,133324,corals
acropora gemmifera,133355,corals
acropora glauca,133550,corals
acropora globiceps,133387,corals
acropora gomezi,133352,corals
acropora grandis,133013,corals
acropora granulosa,132948,corals
acropora halmaherae,133311,corals
acropora hemprichii,132981,corals
acropora hoeksemai,133401,corals
acropora horrida,133274,corals
acropora horrida,133279,corals
acropora horrida,133319,corals
acropora humilis,132992,corals
acropora humilis,133000,corals
acropora hyacinthus,133479,corals
acropora hyacinthus,133658,corals
acropora indonesia,133600,corals
acropora intermedia,NA,corals
acropora jacquelineae,133617,corals
acropora japonica,132882,corals
acropora kimbeensis,133233,corals
acropora kirstyae,133081,corals
acropora kosurini,133500,corals
acropora lamarcki,133086,corals
acropora latistella,133120,corals
acropora listeri,132969,corals
acropora loisetteae,133394,corals
acropora lokani,133294,corals
acropora longicyathus,132988,corals
acropora longicyathus,133280,corals
acropora loripes,132908,corals
acropora loripes,132946,corals
acropora loripes,132976,corals
acropora lovelli,133327,corals
acropora lutkeni,133303,corals
acropora microclados,133359,corals
acropora microphthalma,133021,corals
acropora microphthalma,133273,corals
acropora millepora,132863,corals
acropora millepora,133379,corals
acropora millepora,133666,corals
acropora mirabilis,133483,corals
acropora monticulosa,133315,corals
acropora mossambica,NA,corals
acropora multiacuta,132990,corals
acropora muricata,133644,corals
acropora muricata,133678,corals
acropora nana,133698,corals
acropora nasuta,133239,corals
acropora natalensis,133480,corals
acropora palmata,133006,corals
acropora palmerae,133018,corals
acropora palmerae,133531,corals
acropora paniculata,132972,corals
acropora papillare,133494,corals
acropora pectinata,132867,corals
acropora pharaonis,133247,corals
acropora pichoni,133639,corals
acropora plantaginea,133122,corals
acropora plumosa,132935,corals
acropora polystoma,133647,corals
acropora polystoma,133677,corals
acropora prolifera,NA,corals
acropora proximalis,133598,corals
acropora pruinosa,133128,corals
acropora pulchra,133033,corals
acropora retusa,133115,corals
acropora ridzwani,133350,corals
acropora robusta,133103,corals
acropora robusta,133248,corals
acropora robusta,133266,corals
acropora rongelapensis,133462,corals
acropora roseni,133206,corals
acropora rudis,132913,corals
acropora rufa,132951,corals
acropora russelli,133164,corals
acropora samoensis,132998,corals
acropora samoensis,133518,corals
acropora samoensis,133681,corals
acropora sarmentosa,133050,corals
acropora sarmentosa,133271,corals
acropora secale,132888,corals
acropora selago,133035,corals
acropora selago,133080,corals
acropora seriata,132886,corals
acropora simplex,133427,corals
acropora solitaryensis,133320,corals
acropora spathulata,132937,corals
acropora speciosa,132966,corals
acropora speciosa,133338,corals
acropora spicifera,133432,corals
acropora squarrosa,132914,corals
acropora squarrosa,133402,corals
acropora stoddarti,132919,corals
acropora striata,133291,corals
acropora subglabra,133087,corals
acropora subulata,133682,corals
acropora suharsonoi,133254,corals
acropora tanegashimensis,132934,corals
acropora tenella,133203,corals
acropora tenuis,132950,corals
acropora tenuis,133017,corals
acropora tenuis,133020,corals
acropora teres,133393,corals
acropora torihalimeda,133318,corals
acropora tortuosa,133252,corals
acropora tumida,132971,corals
acropora turaki,132909,corals
acropora valenciennesi,133621,corals
acropora valida,132952,corals
acropora valida,133138,corals
acropora valida,133293,corals
acropora variolosa,133348,corals
acropora vaughani,133025,corals
acropora verweyi,133532,corals
acropora walindii,133441,corals
acropora willisae,132931,corals
acropora yongei,133547,corals
acroteriobatus annulatus,60163,elasmobranchs
acroteriobatus blochii,60164,elasmobranchs
acroteriobatus leucospilus,161555,elasmobranchs
acroteriobatus ocellatus,161697,elasmobranchs
acroteriobatus omanensis,107604242,elasmobranchs
acroteriobatus salalah,60172,elasmobranchs
acroteriobatus variegatus,161476,elasmobranchs
acroteriobatus zanzibarensis,60176,elasmobranchs
actaea acantha,NA,crustacea_arthropods
actaea polyacantha,NA,crustacea_arthropods
actaea savignii,NA,crustacea_arthropods
actaeodes consobrinus,NA,crustacea_arthropods
actaeodes hirsutissimus,NA,crustacea_arthropods
actaeodes tomentosus,NA,crustacea_arthropods
actaeomorpha erosa,NA,crustacea_arthropods
acteocina apicina,NA,molluscs
acteocina atrata,NA,molluscs
acteocina bullata,NA,molluscs
acteocina canaliculata,NA,molluscs
acteocina candei,NA,molluscs
acteocina culcitella,NA,molluscs
acteocina excerta,NA,molluscs
acteocina infrequens,NA,molluscs
acteocina lepta,NA,molluscs
acteocina recta,NA,molluscs
acteon candens,NA,molluscs
acteon delicatus,NA,molluscs
acteon melampoides,NA,molluscs
acteon pelecais,NA,molluscs
actinia cari,50107605,corals
actinia equina,NA,corals
actinia tenebrosa,NA,corals
actinimenes inornatus,NA,crustacea_arthropods
actinopyga agassizii,180353,echinoderms
actinopyga caerulea,180530,echinoderms
actinopyga crassa,180251,echinoderms
actinopyga echinites,180518,echinoderms
actinopyga lecanora,180266,echinoderms
actinopyga mauritiana,180337,echinoderms
actinopyga miliaris,180265,echinoderms
actinopyga obesa,180338,echinoderms
actinopyga palauensis,180406,echinoderms
actinopyga varians,19708732,echinoderms
actinostola abyssorum,NA,corals
actinostola callosa,NA,corals
actinostola chilensis,NA,corals
actinotrophon actinophorus,NA,molluscs
actumnus asper,NA,crustacea_arthropods
actumnus setifer,NA,crustacea_arthropods
aculeola nigra,44653,elasmobranchs
acyrtops beryllinus,185922,fish
acyrtus lanthanum,68282959,fish
acyrtus rubiginosus,185876,fish
adalaria proxima,NA,molluscs
adelieledone polymorpha,162700,cephalopods
adelogorgia phyllosclera,NA,corals
adelomelon ancilla,NA,molluscs
adelomelon beckii,NA,molluscs
adelosebastes latens,NA,fish
adelotremus leptus,47400952,fish
adinaefiola ligulata,162643,cephalopods
admete magellanica,NA,molluscs
admete viridula,NA,molluscs
admetella longipedata,NA,polychaetes
adreus australiensis,NA,sponges
adventor elongatus,NA,fish
aega ecarinata,NA,crustacea_arthropods
aega falklandica,NA,crustacea_arthropods
aega magnifica,NA,crustacea_arthropods
aega psora,NA,crustacea_arthropods
aega semicarinata,NA,crustacea_arthropods
aegaeon lacazei,NA,crustacea_arthropods
aegaeon rathbuni,NA,crustacea_arthropods
aegapheles antillensis,NA,crustacea_arthropods
aeginella spinosa,NA,crustacea_arthropods
aeginina longicornis,NA,crustacea_arthropods
aeginoides gaussi,NA,crustacea_arthropods
aegiochus antarctica,NA,crustacea_arthropods
aegiochus gracilipes,NA,crustacea_arthropods
aegires exeches,NA,molluscs
aeneator fontainei,NA,molluscs
aeneator recens,NA,molluscs
aeolidia papillosa,NA,molluscs
aeoliscus punctulatus,65134998,fish
aeoliscus strigatus,65135062,fish
aepinus septemspinosus,NA,crustacea_arthropods
aeropsis fulva,NA,echinoderms
aesopia cornuta,56852510,fish
aesopus clausiliformis,NA,molluscs
aesopus stearnsii,NA,molluscs
aetapcus maculatus,NA,fish
aethaloperca rogaa,132814,fish
aethia cristatella,22694915,seabirds
aethia psittacula,22694906,seabirds
aethia pusilla,22694921,seabirds
aethia pygmaea,22694918,seabirds
aethotaxis mitopteryx,NA,fish
aethra edentata,NA,crustacea_arthropods
aethra scruposa,NA,crustacea_arthropods
aetobatus flagellum,169243577,elasmobranchs
aetobatus laticeps,104021731,elasmobranchs
aetobatus narinari,42564343,elasmobranchs
aetobatus narutobiei,104021947,elasmobranchs
aetobatus ocellatus,42566169,elasmobranchs
aetomylaeus asperrimus,161396,elasmobranchs
aetomylaeus bovinus,60127,elasmobranchs
aetomylaeus caeruleofasciatus,84785231,elasmobranchs
aetomylaeus maculatus,60120,elasmobranchs
aetomylaeus milvus,104023514,elasmobranchs
aetomylaeus nichofii,84784918,elasmobranchs
aetomylaeus vespertilio,60121,elasmobranchs
aforia goniodes,NA,molluscs
aforia magnifica,NA,molluscs
aforia multispiralis,NA,molluscs
agaronia travassosi,NA,molluscs
agassizia excentrica,NA,echinoderms
agassizia scrobiculata,NA,echinoderms
agathotoma candidissima,NA,molluscs
agatrix agassizii,NA,molluscs
agelas ceylonica,NA,sponges
agelas clathrodes,NA,sponges
agelas conifera,NA,sponges
agelas dispar,NA,sponges
agelas mauritiana,NA,sponges
aglaophamus circinata,NA,polychaetes
aglaophamus dibranchis,NA,polychaetes
aglaophamus elamellatus,NA,polychaetes
aglaophamus lyrochaeta,NA,polychaetes
aglaophamus macroura,NA,polychaetes
aglaophamus malmgreni,NA,polychaetes
aglaophamus trissophyllus,NA,polychaetes
aglaophamus verrilli,NA,polychaetes
agolambrus agonus,NA,crustacea_arthropods
agonomalus jordani,NA,fish
agonomalus mozinoi,NA,fish
agonomalus proboscidalis,NA,fish
agononida analoga,NA,crustacea_arthropods
agononida eminens,NA,crustacea_arthropods
agononida incerta,NA,crustacea_arthropods
agononida longipes,NA,crustacea_arthropods
agononida longispinata,NA,crustacea_arthropods
agononida marini,NA,crustacea_arthropods
agononida nielbrucei,NA,crustacea_arthropods
agononida normani,NA,crustacea_arthropods
agononida procera,NA,crustacea_arthropods
agononida schroederi,NA,crustacea_arthropods
agononida squamosa,NA,crustacea_arthropods
agononida variabilis,NA,crustacea_arthropods
agonopsis chiloensis,NA,fish
agonopsis sterletus,NA,fish
agonopsis vulsa,NA,fish
agonus cataphractus,18227168,fish
agriopoma morrhuanum,NA,molluscs
agrostichthys parkeri,123375793,fish
ahlia egmontis,199311,fish
ahliesaurus berryi,13485141,fish
ahliesaurus brevis,123323849,fish
aidablennius sphynx,185168,fish
ailinzebina elegantissima,NA,molluscs
aioliops novaeguineae,NA,fish
aiolochroia crassa,NA,sponges
aipysurus apraefrontalis,176770,reptiles
aipysurus duboisii,176748,reptiles
aipysurus eydouxi,176757,reptiles
aipysurus foliosquama,176714,reptiles
aipysurus fuscus,176763,reptiles
aipysurus laevis,132475824,reptiles
aipysurus mosaicus,129302685,reptiles
aipysurus tenuis,176760,reptiles
akanthophoreus gracilis,NA,crustacea_arthropods
akarotaxis nudiceps,154740,fish
alaba incerta,NA,molluscs
alabes dorsalis,NA,fish
alabes hoesei,NA,fish
alabes occidentalis,NA,fish
alabes parvula,67903537,fish
alainodaeus nuku,NA,crustacea_arthropods
alainodaeus rimatara,NA,crustacea_arthropods
alanbeuella corrugata,NA,molluscs
albatrossia pectoralis,NA,fish
albula argentea,194298,fish
albula esuncula,178043,fish
albula glossodonta,194299,fish
albula koreana,199659,fish
albula nemoptera,190357,fish
albula oligolepis,194301,fish
albula virgata,194302,fish
albula vulpes,194303,fish
albunea bulla,NA,crustacea_arthropods
albunea catherinae,NA,crustacea_arthropods
albunea gibbesii,NA,crustacea_arthropods
albunea marquisiana,NA,crustacea_arthropods
albunea microps,NA,crustacea_arthropods
albunea paretii,NA,crustacea_arthropods
albunea speciosa,NA,crustacea_arthropods
alca torda,22694852,seabirds
alcichthys elongatus,154619,fish
alcithoe aillaudorum,NA,molluscs
alcockpenaeopsis hungerfordii,NA,crustacea_arthropods
alcyonium acaule,NA,corals
alcyonium coralloides,NA,corals
alcyonium haddoni,NA,corals
alcyonium palmatum,NA,corals
aldisa zetlandica,NA,molluscs
aldrichetta forsteri,197036,fish
aldrovandia affinis,190356,fish
aldrovandia gracilis,190486,fish
aldrovandia oleosa,190312,fish
aldrovandia phalacra,195838,fish
alectis alexandrina,198772,fish
alectis ciliaris,155014,fish
alectis indica,20253300,fish
alectrias alectrolophus,NA,fish
alectrias benjamini,NA,fish
alepes apercna,20255775,fish
alepes djedaba,18158219,fish
alepes kleinii,20256067,fish
alepes melanoptera,20256270,fish
alepes vari,155134,fish
alepisaurus brevirostris,60469186,fish
alepisaurus ferox,154820,fish
alepocephalus agassizii,15147715,fish
alepocephalus australis,15147725,fish
alepocephalus bairdii,15147740,fish
alepocephalus bicolor,NA,fish
alepocephalus longiceps,NA,fish
alepocephalus longirostris,NA,fish
alepocephalus productus,18139074,fish
alepocephalus rostratus,198626,fish
alepocephalus tenebrosus,NA,fish
alertichthys blacki,NA,fish
alia carinata,NA,molluscs
aliaporcellana pygmaea,NA,crustacea_arthropods
aliaporcellana suluensis,NA,crustacea_arthropods
aliculastrum cylindricum,NA,molluscs
aliger gallus,NA,molluscs
aliger gigas,NA,molluscs
alima orientalis,NA,crustacea_arthropods
alionematichthys crassiceps,47388190,fish
alionematichthys minyomma,190242,fish
alionematichthys piger,137455590,fish
alionematichthys plicatosurculus,137455635,fish
alionematichthys riukiuensis,137455671,fish
alionematichthys winterbottomi,137455719,fish
alipta crenistria,NA,molluscs
alitta succinea,NA,polychaetes
allactaea lithostrota,NA,crustacea_arthropods
alle alle,22694837,seabirds
allenbatrachus grunniens,NA,fish
allenbatrachus reticulatus,NA,fish
alloblennius anuchalis,48319933,fish
alloblennius frondiculus,47401609,fish
alloblennius jugularis,48320326,fish
alloblennius parvus,48320397,fish
alloblennius pictus,48320496,fish
allocareproctus jordani,NA,fish
allocareproctus tanix,NA,fish
allocareproctus unangas,NA,fish
alloclinus holderi,185174,fish
allocyttus folletti,NA,fish
allocyttus guineensis,21133190,fish
allocyttus niger,NA,fish
allocyttus verrucosus,21133195,fish
alloeocomatella pectinifera,NA,echinoderms
allogalathea elegans,NA,crustacea_arthropods
allomycterus pilatus,155007,fish
allosergestes pestafer,NA,crustacea_arthropods
allosergestes sargassi,NA,crustacea_arthropods
allosmerus elongatus,NA,fish
allostichaster polyplax,NA,echinoderms
allothunnus fallai,170349,fish
alopias pelagicus,161597,elasmobranchs
alopias superciliosus,161696,elasmobranchs
alopias vulpinus,39339,elasmobranchs
alosa aestivalis,201946,fish
alosa alabamae,908,fish
alosa algeriensis,135644,fish
alosa alosa,NA,fish
alosa chrysochloris,196673,fish
alosa fallax,NA,fish
alosa immaculata,907,fish
alosa immaculata,98470072,fish
alosa mediocris,201947,fish
alosa pseudoharengus,201948,fish
alosa sapidissima,191206,fish
alox ornatum,NA,crustacea_arthropods
alpheopsis aequalis,NA,crustacea_arthropods
alpheopsis labis,NA,crustacea_arthropods
alpheopsis trispinosa,NA,crustacea_arthropods
alphestes afer,132764,fish
alphestes immaculatus,132754,fish
alphestes multiguttatus,132809,fish
alpheus acutocarinatus,NA,crustacea_arthropods
alpheus acutofemoratus,NA,crustacea_arthropods
alpheus alcyone,NA,crustacea_arthropods
alpheus amblyonyx,NA,crustacea_arthropods
alpheus angulosus,NA,crustacea_arthropods
alpheus armatus,NA,crustacea_arthropods
alpheus armillatus,NA,crustacea_arthropods
alpheus bahamensis,NA,crustacea_arthropods
alpheus bellimanus,NA,crustacea_arthropods
alpheus bicostatus,NA,crustacea_arthropods
alpheus bidens,NA,crustacea_arthropods
alpheus bisincisus,NA,crustacea_arthropods
alpheus bouvieri,NA,crustacea_arthropods
alpheus brevipes,NA,crustacea_arthropods
alpheus bucephalus,NA,crustacea_arthropods
alpheus canaliculatus,NA,crustacea_arthropods
alpheus chiragricus,NA,crustacea_arthropods
alpheus clamator,NA,crustacea_arthropods
alpheus clypeatus,NA,crustacea_arthropods
alpheus collumianus,NA,crustacea_arthropods
alpheus compressus,NA,crustacea_arthropods
alpheus cristulifrons,NA,crustacea_arthropods
alpheus crockeri,NA,crustacea_arthropods
alpheus cylindricus,NA,crustacea_arthropods
alpheus diadema,NA,crustacea_arthropods
alpheus djeddensis,NA,crustacea_arthropods
alpheus dolerus,NA,crustacea_arthropods
alpheus edamensis,NA,crustacea_arthropods
alpheus edwardsii,NA,crustacea_arthropods
alpheus ehlersii,NA,crustacea_arthropods
alpheus estuariensis,NA,crustacea_arthropods
alpheus eulimene,NA,crustacea_arthropods
alpheus facetus,NA,crustacea_arthropods
alpheus felgenhaueri,NA,crustacea_arthropods
alpheus floridanus,NA,crustacea_arthropods
alpheus foresti,NA,crustacea_arthropods
alpheus formosus,NA,crustacea_arthropods
alpheus frontalis,NA,crustacea_arthropods
alpheus galapagensis,NA,crustacea_arthropods
alpheus gracilipes,NA,crustacea_arthropods
alpheus gracilis,NA,crustacea_arthropods
alpheus hailstonei,NA,crustacea_arthropods
alpheus hebes,NA,crustacea_arthropods
alpheus heterochaelis,NA,crustacea_arthropods
alpheus hippothoe,NA,crustacea_arthropods
alpheus hortensis,NA,crustacea_arthropods
alpheus intrinsecus,NA,crustacea_arthropods
alpheus lobidens,NA,crustacea_arthropods
alpheus longinquus,NA,crustacea_arthropods
alpheus lottini,NA,crustacea_arthropods
alpheus macroskeles,NA,crustacea_arthropods
alpheus maindroni,NA,crustacea_arthropods
alpheus malleator,NA,crustacea_arthropods
alpheus malleodigitus,NA,crustacea_arthropods
alpheus nonalter,NA,crustacea_arthropods
alpheus nuttingi,NA,crustacea_arthropods
alpheus obesomanus,NA,crustacea_arthropods
alpheus ovaliceps,NA,crustacea_arthropods
alpheus pachychirus,NA,crustacea_arthropods
