k,silh
6,0.3626483806678644
7,0.377677739342659
8,0.39113718266710273
9,0.39906597117814924
10,0.37894900870007947
11,0.3936664120997059
12,0.41446329558509304
13,0.3833036322116483
14,0.3904166144105767
15,0.3800764940553135
16,0.3794126156468021
17,0.3932170232882332
18,0.36997137801303887
19,0.3811072452759209
20,0.38058484895945827
