am_sid,species,trait,trait_value
Fis-52346,woodsia nonsuchae,thermal_tolerance_range,0-2.5C
Fis-148978,sigmops gracilis,thermal_tolerance_range,>15C
Fis-150650,lesueurigobius sanzi,thermal_tolerance_range,10-15C
Fis-52755,hetereleotris apora,thermal_tolerance_range,2.5-5C
Fis-52775,hetereleotris zanzibarensis,thermal_tolerance_range,2.5-5C
Fis-52878,myctophum orientale,thermal_tolerance_range,>15C
Fis-62040,eleotris mauritiana,thermal_tolerance_range,2.5-5C
Fis-53158,ichthyococcus australis,thermal_tolerance_range,>15C
Fis-53210,lotella phycis,thermal_tolerance_range,7.5-10C
Fis-53240,malthopsis mitrigera,thermal_tolerance_range,>15C
Fis-53387,sargocentron macrosquamis,thermal_tolerance_range,2.5-5C
Fis-53391,sargocentron seychellense,thermal_tolerance_range,0-2.5C
Fis-53396,gigantactis perlatus,thermal_tolerance_range,10-15C
Fis-53397,gigantactis gargantua,thermal_tolerance_range,5-7.5C
Fis-53412,echidna delicatula,thermal_tolerance_range,2.5-5C
Fis-53416,coloconger raniceps,thermal_tolerance_range,>15C
Fis-53596,sargocentron spinosissimum,thermal_tolerance_range,10-15C
Fis-53665,acanthostracion notacanthus,thermal_tolerance_range,5-7.5C
Fis-53955,amblycirrhitus unimacula,thermal_tolerance_range,2.5-5C
Fis-54037,helcogramma trigloides,thermal_tolerance_range,2.5-5C
Fis-54073,gnatholepis anjerensis,thermal_tolerance_range,2.5-5C
Fis-62593,heteroclinus roseus,thermal_tolerance_range,5-7.5C
Fis-54444,schindleria praematura,thermal_tolerance_range,5-7.5C
Fis-55608,polyipnus elongatus,thermal_tolerance_range,5-7.5C
Fis-56764,diancistrus longifilis,thermal_tolerance_range,5-7.5C
Fis-56826,cetonurus crassiceps,thermal_tolerance_range,5-7.5C
Fis-140586,scopelogadus bispinosus,thermal_tolerance_range,10-15C
Fis-57938,halichoeres cosmetus,thermal_tolerance_range,2.5-5C
Fis-58043,amblygobius semicinctus,thermal_tolerance_range,2.5-5C
Fis-58537,halichoeres trispilus,thermal_tolerance_range,5-7.5C
Fis-58702,bodianus opercularis,thermal_tolerance_range,0-2.5C
Fis-58807,cryptocentrus cryptocentrus,thermal_tolerance_range,2.5-5C
Fis-58959,phenacoscorpius adenensis,thermal_tolerance_range,7.5-10C
Fis-59166,syngnathus tenuirostris,thermal_tolerance_range,2.5-5C
Fis-60098,xenisthmus africanus,thermal_tolerance_range,2.5-5C
Fis-60621,hypseleotris guentheri,thermal_tolerance_range,0-2.5C
Fis-151763,fusigobius inframaculatus,thermal_tolerance_range,2.5-5C
Fis-22868,coregonus albula,thermal_tolerance_range,2.5-5C
Fis-62134,gymnothorax moluccensis,thermal_tolerance_range,2.5-5C
Fis-143857,lestrolepis luetkeni,thermal_tolerance_range,>15C
Fis-62410,coccorella atrata,thermal_tolerance_range,2.5-5C
Fis-62433,ventrifossa johnboborum,thermal_tolerance_range,>15C
Fis-62604,gymnothorax porphyreus,thermal_tolerance_range,7.5-10C
Fis-62621,aplodactylus etheridgii,thermal_tolerance_range,2.5-5C
Fis-63861,trimma mendelssohni,thermal_tolerance_range,2.5-5C
Fis-63874,trimma benjamini,thermal_tolerance_range,2.5-5C
Fis-64631,ocosia apia,thermal_tolerance_range,10-15C
Fis-22221,pristipomoides freemani,thermal_tolerance_range,7.5-10C
Fis-113029,parablennius thysanius,thermal_tolerance_range,2.5-5C
Fis-113679,enneapterygius niger,thermal_tolerance_range,2.5-5C
Fis-113918,ceratobregma acanthops,thermal_tolerance_range,2.5-5C
Fis-114124,diaphus pacificus,thermal_tolerance_range,2.5-5C
Fis-114147,physiculus therosideros,thermal_tolerance_range,5-7.5C
Fis-114179,enneapterygius rhabdotus,thermal_tolerance_range,2.5-5C
Fis-114251,enneapterygius tutuilae,thermal_tolerance_range,2.5-5C
Fis-114556,bathygadus spongiceps,thermal_tolerance_range,>15C
Fis-114720,trinorfolkia incisa,thermal_tolerance_range,5-7.5C
Fis-115417,ecsenius fijiensis,thermal_tolerance_range,0-2.5C
Fis-165753,coelorinchus spathulatus,thermal_tolerance_range,5-7.5C
Fis-120986,thamnaconus analis,thermal_tolerance_range,5-7.5C
Fis-168351,scalicus quadratorostratus,thermal_tolerance_range,10-15C
Fis-125775,enneapterygius rubicauda,thermal_tolerance_range,5-7.5C
Fis-126683,gadomus introniger,thermal_tolerance_range,>15C
Fis-127245,brama pauciradiata,thermal_tolerance_range,2.5-5C
Fis-127548,caracanthus typicus,thermal_tolerance_range,0-2.5C
Fis-127915,champsodon sechellensis,thermal_tolerance_range,2.5-5C
Fis-128048,bathyclupea gracilis,thermal_tolerance_range,10-15C
Fis-128051,coris cuvieri,thermal_tolerance_range,2.5-5C
Fis-128373,trimma haima,thermal_tolerance_range,2.5-5C
Fis-130634,moringua macrochir,thermal_tolerance_range,2.5-5C
Fis-130667,hippocampus fisheri,thermal_tolerance_range,0-2.5C
Fis-130921,schultzidia retropinnis,thermal_tolerance_range,0-2.5C
Fis-173078,parascombrops argyreus,thermal_tolerance_range,0-2.5C
Fis-132017,dicrolene longimana,thermal_tolerance_range,>15C
Fis-132062,lepidopus altifrons,thermal_tolerance_range,10-15C
Fis-139599,nannobrachium idostigma,thermal_tolerance_range,7.5-10C
Fis-132563,physiculus longifilis,thermal_tolerance_range,2.5-5C
Fis-158805,diancistrus novaeguineae,thermal_tolerance_range,2.5-5C
Fis-138810,samaris costae,thermal_tolerance_range,>15C
Fis-138831,anthias menezesi,thermal_tolerance_range,5-7.5C
Fis-138849,pleurosicya coerulea,thermal_tolerance_range,2.5-5C
Fis-140642,asymbolus pallidus,thermal_tolerance_range,>15C
Fis-143083,ventrifossa paxtoni,thermal_tolerance_range,>15C
Fis-141515,ventrifossa sazonovi,thermal_tolerance_range,10-15C
Fis-142431,bathophilus altipinnis,thermal_tolerance_range,0-2.5C
Fis-142645,albula argentea,thermal_tolerance_range,2.5-5C
Fis-161584,ostorhinchus luteus,thermal_tolerance_range,0-2.5C
Fis-143281,scarus fuscocaudalis,thermal_tolerance_range,2.5-5C
Fis-143438,malakichthys barbatus,thermal_tolerance_range,5-7.5C
Fis-143499,gymnothorax ypsilon,thermal_tolerance_range,5-7.5C
Fis-143631,halieutopsis stellifera,thermal_tolerance_range,>15C
Fis-143843,magnisudis indica,thermal_tolerance_range,0-2.5C
Fis-159537,coelorinchus sereti,thermal_tolerance_range,>15C
Fis-144330,aphanopus arigato,thermal_tolerance_range,>15C
Fis-144364,neocentropogon trimaculatus,thermal_tolerance_range,>15C
Fis-144394,ostracoberyx paxtoni,thermal_tolerance_range,>15C
Fis-144553,macrurocyttus acanthopodus,thermal_tolerance_range,5-7.5C
Fis-151830,fusigobius pallidus,thermal_tolerance_range,2.5-5C
Fis-145218,scorpaenopsis longispina,thermal_tolerance_range,2.5-5C
Fis-145236,scorpaenopsis vittapinna,thermal_tolerance_range,2.5-5C
Fis-145407,beryx mollis,thermal_tolerance_range,7.5-10C
Fis-158348,aseraggodes diringeri,thermal_tolerance_range,2.5-5C
Fis-146270,cirrhilabrus bathyphilus,thermal_tolerance_range,0-2.5C
Fis-148982,kuhlia xenura,thermal_tolerance_range,0-2.5C
Fis-149158,bodianus flavifrons,thermal_tolerance_range,5-7.5C
Fis-149275,physiculus karrerae,thermal_tolerance_range,10-15C
Fis-149496,parupeneus crassilabris,thermal_tolerance_range,2.5-5C
Fis-149595,trimma milta,thermal_tolerance_range,2.5-5C
Fis-150651,eviota indica,thermal_tolerance_range,2.5-5C
Fis-150910,canthigaster natalensis,thermal_tolerance_range,2.5-5C
Fis-152012,urolophus piperatus,thermal_tolerance_range,0-2.5C
Fis-152512,lycodes marisalbi,thermal_tolerance_range,0-2.5C
Fis-154393,eviota monostigma,thermal_tolerance_range,2.5-5C
Fis-154401,parapercis australis,thermal_tolerance_range,2.5-5C
Fis-158132,scorpaenopsis eschmeyeri,thermal_tolerance_range,0-2.5C
Fis-158172,thalassoma nigrofasciatum,thermal_tolerance_range,2.5-5C
Fis-158412,ariosoma howensis,thermal_tolerance_range,2.5-5C
Fis-158534,enneapterygius gruschkai,thermal_tolerance_range,2.5-5C
Fis-160301,chromis brevirostris,thermal_tolerance_range,0-2.5C
Fis-160440,squalus grahami,thermal_tolerance_range,2.5-5C
Fis-160866,pictichromis coralensis,thermal_tolerance_range,0-2.5C
Fis-160889,nectamia luxuria,thermal_tolerance_range,2.5-5C
Fis-161040,photostomias atrox,thermal_tolerance_range,2.5-5C
Fis-161117,argyripnus pharos,thermal_tolerance_range,5-7.5C
Fis-161221,dipturus wengi,thermal_tolerance_range,>15C
Fis-161503,chimaera macrospina,thermal_tolerance_range,7.5-10C
Fis-161628,parapercis queenslandica,thermal_tolerance_range,2.5-5C
Fis-161808,helcogramma alkamr,thermal_tolerance_range,0-2.5C
Fis-161843,odontanthias katayamai,thermal_tolerance_range,7.5-10C
Fis-162084,cheilodactylus francisi,thermal_tolerance_range,2.5-5C
Fis-162337,mataeocephalus kotlyari,thermal_tolerance_range,7.5-10C
Fis-162802,alionematichthys crassiceps,thermal_tolerance_range,2.5-5C
Fis-162808,alionematichthys winterbottomi,thermal_tolerance_range,0-2.5C
Fis-162875,pterygotrigla soela,thermal_tolerance_range,>15C
Fis-163589,samaris spinea,thermal_tolerance_range,0-2.5C
Fis-163700,canthigaster cyanospilota,thermal_tolerance_range,2.5-5C
Fis-163919,malthopsis gigas,thermal_tolerance_range,>15C
Fis-164713,eviota karaspila,thermal_tolerance_range,0-2.5C
Fis-165595,cetoscarus ocellatus,thermal_tolerance_range,2.5-5C
Fis-50377,cephalopholis nigripinnis,thermal_tolerance_range,2.5-5C
Fis-167080,eviota notata,thermal_tolerance_range,2.5-5C
Fis-162227,corythoichthys conspicillatus,thermal_tolerance_range,0-2.5C
Fis-168289,satyrichthys milleri,thermal_tolerance_range,>15C
Fis-169237,malthopsis asperata,thermal_tolerance_range,>15C
Fis-169476,taeniamia melasma,thermal_tolerance_range,2.5-5C
Fis-171150,eviota mimica,thermal_tolerance_range,0-2.5C
Fis-25955,paracanthurus hepatus,thermal_tolerance_range,2.5-5C
Fis-31462,cheilinus trilobatus,thermal_tolerance_range,2.5-5C
Fis-31403,cheilodipterus quinquelineatus,thermal_tolerance_range,2.5-5C
Fis-31427,chaetodon auriga,thermal_tolerance_range,5-7.5C
Fis-27984,herwigia kreffti,thermal_tolerance_range,0-2.5C
Fis-28580,halichoeres hortulanus,thermal_tolerance_range,2.5-5C
Fis-35356,halichoeres iridis,thermal_tolerance_range,2.5-5C
Fis-35940,pseudoplesiops howensis,thermal_tolerance_range,2.5-5C
Fis-54026,parapercis roseoviridis,thermal_tolerance_range,0-2.5C
Fis-58058,bathygobius coalitus,thermal_tolerance_range,2.5-5C
Fis-151993,chaetodon interruptus,thermal_tolerance_range,5-7.5C
SLB-76284,littorina flava,thermal_tolerance_range,5-7.5C
W-Msc-160222,costoanachis avara,thermal_tolerance_range,10-15C
W-Msc-140814,berthella stellata,thermal_tolerance_range,7.5-10C
SLB-72116,tricolia variabilis,thermal_tolerance_range,7.5-10C
W-Msc-420013,suturoglypta iontha,thermal_tolerance_range,2.5-5C
W-Msc-419849,microeulima hemphillii,thermal_tolerance_range,0-2.5C
W-Msc-419740,pseudosimnia vanhyningi,thermal_tolerance_range,0-2.5C
W-Msc-560323,nassarius splendidulus,thermal_tolerance_range,2.5-5C
W-Msc-215516,conus vexillum,thermal_tolerance_range,2.5-5C
W-Msc-181092,architectonica nobilis,thermal_tolerance_range,2.5-5C
W-Msc-420434,henrya goldmani,thermal_tolerance_range,2.5-5C
W-Msc-420435,henrya morrisoni,thermal_tolerance_range,2.5-5C
SLB-77118,cyclostremiscus emeryi,thermal_tolerance_range,2.5-5C
W-Msc-532521,calliostoma hassler,thermal_tolerance_range,0-2.5C
W-Msc-419821,opalia aurifila,thermal_tolerance_range,2.5-5C
W-Msc-160293,epitonium humphreysii,thermal_tolerance_range,10-15C
W-Msc-216382,turbo petholatus,thermal_tolerance_range,2.5-5C
W-Msc-413367,turbo haraldi,thermal_tolerance_range,0-2.5C
W-Msc-419673,teinostoma carinicallus,thermal_tolerance_range,0-2.5C
W-Msc-419655,cochliolepis striata,thermal_tolerance_range,2.5-5C
W-Msc-419554,petaloconchus varians,thermal_tolerance_range,2.5-5C
W-Msc-419596,caecum strigosum,thermal_tolerance_range,2.5-5C
SLB-73824,anachis translirata,thermal_tolerance_range,10-15C
W-Msc-180992,sabia conica,thermal_tolerance_range,5-7.5C
W-Msc-160233,crucibulum striatum,thermal_tolerance_range,>15C
W-Msc-140173,lamellaria perspicua,thermal_tolerance_range,10-15C
W-Msc-208963,cassis cornuta,thermal_tolerance_range,2.5-5C
W-Msc-211108,casmaria ponderosa,thermal_tolerance_range,5-7.5C
SLB-76657,cymatium cingulatum,thermal_tolerance_range,2.5-5C
SLB-76677,cymatium pileare,thermal_tolerance_range,5-7.5C
W-Msc-216967,bursa bufonia,thermal_tolerance_range,2.5-5C
SLB-74885,urosalpinx tampaensis,thermal_tolerance_range,2.5-5C
W-Msc-511826,decipifus sixaolus,thermal_tolerance_range,0-2.5C
W-Msc-138866,buccinum hydrophanum,thermal_tolerance_range,5-7.5C
W-Msc-420406,compsodrillia tristicha,thermal_tolerance_range,2.5-5C
W-Msc-420483,turbonilla dalli,thermal_tolerance_range,0-2.5C
W-Msc-215510,conus acutangulus,thermal_tolerance_range,2.5-5C
W-Msc-420234,terebra concava,thermal_tolerance_range,2.5-5C
W-Msc-420466,peristichia toreta,thermal_tolerance_range,2.5-5C
W-Msc-420437,boonea impressa,thermal_tolerance_range,10-15C
W-Msc-160335,fargoa gibbosa,thermal_tolerance_range,2.5-5C
SLB-72771,philine alba,thermal_tolerance_range,>15C
W-Msc-140223,limacina helicina,thermal_tolerance_range,10-15C
SLB-77446,peltodoris greeleyi,thermal_tolerance_range,>15C
W-Msc-420573,elysia patina,thermal_tolerance_range,10-15C
W-Msc-420619,armina wattla,thermal_tolerance_range,10-15C
W-Msc-138757,aplysia parvula,thermal_tolerance_range,10-15C
W-Msc-138756,aplysia juliana,thermal_tolerance_range,10-15C
W-Msc-370566,syphonota geographica,thermal_tolerance_range,>15C
W-Msc-156811,cratena pilata,thermal_tolerance_range,10-15C
W-Amp-102564,eurythenes obesus,thermal_tolerance_range,>15C
W-Amp-103217,platorchestia platensis,thermal_tolerance_range,7.5-10C
SLB-12282,thalamita poisonii,thermal_tolerance_range,2.5-5C
W-Iso-157847,cyathura polita,thermal_tolerance_range,2.5-5C
W-Iso-255404,apanthura restio,thermal_tolerance_range,0-2.5C
W-Iso-157884,edotia montosa,thermal_tolerance_range,2.5-5C
W-Iso-255518,hyssura bacescui,thermal_tolerance_range,0-2.5C
ITS-551989,hymenopenaeus obliquirostris,thermal_tolerance_range,2.5-5C
ITS-551990,hymenopenaeus propinquus,thermal_tolerance_range,>15C
ITS-552002,solenocera comata,thermal_tolerance_range,5-7.5C
W-Iso-256475,rocinela orientalis,thermal_tolerance_range,7.5-10C
ITS-551978,haliporoides cristatus,thermal_tolerance_range,>15C
ITS-551982,hymenopenaeus chacei,thermal_tolerance_range,10-15C
ITS-552916,nephropsis acanthura,thermal_tolerance_range,>15C
ITS-552923,nephropsis suhmi,thermal_tolerance_range,>15C
ITS-552924,nephropsis sulcata,thermal_tolerance_range,>15C
ITS-551599,metapenaeopsis commensalis,thermal_tolerance_range,2.5-5C
ITS-551603,metapenaeopsis distincta,thermal_tolerance_range,2.5-5C
ITS-551617,metapenaeopsis mannarensis,thermal_tolerance_range,2.5-5C
ITS-551654,parapenaeus murrayi,thermal_tolerance_range,2.5-5C
ITS-551688,metapenaeopsis provocatoria,thermal_tolerance_range,7.5-10C
ITS-551691,metapenaeopsis kishinouyei,thermal_tolerance_range,5-7.5C
ITS-551714,sicyonia fallax,thermal_tolerance_range,2.5-5C
ITS-551718,sicyonia inflexa,thermal_tolerance_range,5-7.5C
W-Bch-210180,trapezia digitalis,thermal_tolerance_range,2.5-5C
SLB-158179,cuapetes tenuipes,thermal_tolerance_range,2.5-5C
ITS-612516,periclimenes uniunguiculatus,thermal_tolerance_range,5-7.5C
ITS-552028,sergestes curvatus,thermal_tolerance_range,7.5-10C
ITS-553010,ibacus brevipes,thermal_tolerance_range,2.5-5C
ITS-553011,ibacus brucei,thermal_tolerance_range,2.5-5C
SLB-184906,eduarctus modestus,thermal_tolerance_range,2.5-5C
PBD-275068,bathyarctus rubens,thermal_tolerance_range,2.5-5C
SLB-184916,galearctus timidus,thermal_tolerance_range,5-7.5C
ITS-553058,palinurellus wieneckii,thermal_tolerance_range,2.5-5C
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,periclimenella spinifera,thermal_tolerance_range,2.5-5C
ITS-612532,pliopontonia furtiva,thermal_tolerance_range,2.5-5C
W-Amp-421451,colomastix bousfieldi,thermal_tolerance_range,2.5-5C
W-Amp-421458,colomastix heardi,thermal_tolerance_range,0-2.5C
ITS-659872,cinetorhynchus hiatti,thermal_tolerance_range,2.5-5C
ITS-659874,cinetorhynchus reticulatus,thermal_tolerance_range,5-7.5C
ITS-612226,anchistus demani,thermal_tolerance_range,2.5-5C
ITS-612240,conchodytes meleagrinae,thermal_tolerance_range,2.5-5C
ITS-612266,fennera chacei,thermal_tolerance_range,2.5-5C
ITS-612274,harpiliopsis beaupresii,thermal_tolerance_range,2.5-5C
ITS-612280,jocaste lucina,thermal_tolerance_range,2.5-5C
ITS-612312,palaemonella lata,thermal_tolerance_range,2.5-5C
SLB-190545,laomenes amboinensis,thermal_tolerance_range,7.5-10C
SLB-157925,cuapetes elegans,thermal_tolerance_range,5-7.5C
ITS-612443,periclimenes inornatus,thermal_tolerance_range,2.5-5C
ITS-612780,urocaridella antonbrunii,thermal_tolerance_range,2.5-5C
ITS-620884,melicertus hathor,thermal_tolerance_range,2.5-5C
W-Bch-442693,chaceon bicolor,thermal_tolerance_range,7.5-10C
W-Amp-421491,dissiminassa homosassa,thermal_tolerance_range,2.5-5C
ITS-621700,albunea catherinae,thermal_tolerance_range,2.5-5C
W-Bch-410816,austinixa cristata,thermal_tolerance_range,2.5-5C
W-Amp-421444,hourstonius laguna,thermal_tolerance_range,2.5-5C
W-Amp-421445,hourstonius tortugae,thermal_tolerance_range,2.5-5C
ITS-659949,synalpheus charon,thermal_tolerance_range,2.5-5C
W-Bch-444088,cyclodius nitidus,thermal_tolerance_range,2.5-5C
SLB-12848,pilodius paumotensis,thermal_tolerance_range,0-2.5C
W-Bch-211013,polydectus cupulifer,thermal_tolerance_range,2.5-5C
W-Bch-209103,xanthias latifrons,thermal_tolerance_range,2.5-5C
W-Bch-444437,utinomiella dimorpha,thermal_tolerance_range,2.5-5C
W-Bch-442214,pseudopalicus investigatoris,thermal_tolerance_range,2.5-5C
W-Bch-207529,grapsus tenuicrustatus,thermal_tolerance_range,2.5-5C
W-Bch-208908,menaethius monoceros,thermal_tolerance_range,5-7.5C
W-Bch-441885,cyrtomaia lamellata,thermal_tolerance_range,10-15C
W-Amp-345323,acanthohaustorius uncinus,thermal_tolerance_range,2.5-5C
W-Bch-210299,pseudozius caystrus,thermal_tolerance_range,2.5-5C
W-Bch-207602,eriphia sebana,thermal_tolerance_range,2.5-5C
W-Bch-210187,trapezia rufopunctata,thermal_tolerance_range,2.5-5C
ITS-659886,hymenocera picta,thermal_tolerance_range,2.5-5C
ITS-659916,alpheus hailstonei,thermal_tolerance_range,10-15C
ITS-659925,alpheus pacificus,thermal_tolerance_range,7.5-10C
ITS-659927,alpheus paralcyone,thermal_tolerance_range,2.5-5C
ITS-659933,alpheus rapacida,thermal_tolerance_range,5-7.5C
ITS-659934,alpheus rapax,thermal_tolerance_range,5-7.5C
W-Tnd-136546,tanais dulongii,thermal_tolerance_range,10-15C
ITS-659974,lysmata amboinensis,thermal_tolerance_range,7.5-10C
ITS-660012,aegaeon rathbuni,thermal_tolerance_range,5-7.5C
ITS-660146,pachycheles pisoides,thermal_tolerance_range,7.5-10C
ITS-660157,calcinus gaimardii,thermal_tolerance_range,5-7.5C
ITS-660170,dardanus deformis,thermal_tolerance_range,2.5-5C
PBD-275105,agononida incerta,thermal_tolerance_range,2.5-5C
ITS-660231,panulirus femoristriga,thermal_tolerance_range,5-7.5C
W-Bch-209471,cryptodromiopsis tridens,thermal_tolerance_range,2.5-5C
W-Bch-440119,tumidodromia dormia,thermal_tolerance_range,5-7.5C
W-Bch-209480,homola orientalis,thermal_tolerance_range,5-7.5C
W-Bch-209498,calappa calappa,thermal_tolerance_range,5-7.5C
W-Bch-442074,schizophroida hilensis,thermal_tolerance_range,7.5-10C
W-Bch-442055,prismatopus goldsboroughi,thermal_tolerance_range,5-7.5C
W-Bch-440253,aethra edentata,thermal_tolerance_range,2.5-5C
W-Bch-220551,daldorfia horrida,thermal_tolerance_range,2.5-5C
SLB-22154,gnathophausia gigas,thermal_tolerance_range,2.5-5C
W-Bch-442279,garthambrus stellatus,thermal_tolerance_range,2.5-5C
SLB-12206,charybdis hawaiensis,thermal_tolerance_range,2.5-5C
W-Bch-208767,lissocarcinus orbicularis,thermal_tolerance_range,2.5-5C
SLB-12252,portunus macrophthalmus,thermal_tolerance_range,2.5-5C
W-Bch-208849,thalamita admete,thermal_tolerance_range,2.5-5C
SLB-12277,thalamita integra,thermal_tolerance_range,5-7.5C
W-Bch-208852,thalamita picta,thermal_tolerance_range,2.5-5C
SLB-114098,actaeodes tomentosus,thermal_tolerance_range,2.5-5C
SLB-12769,chlorodiella nigra,thermal_tolerance_range,2.5-5C
W-Bch-209112,etisus demani,thermal_tolerance_range,2.5-5C
W-Bch-209118,etisus electra,thermal_tolerance_range,2.5-5C
W-Bch-209115,etisus laevimanus,thermal_tolerance_range,2.5-5C
W-Bch-209104,lachnopodus subacutus,thermal_tolerance_range,2.5-5C
W-Bch-208992,liomera tristis,thermal_tolerance_range,2.5-5C
W-Bch-207574,percnon planissimum,thermal_tolerance_range,7.5-10C
ITS-90210,siriella armata,thermal_tolerance_range,7.5-10C
W-Cum-157834,oxyurostylis smithi,thermal_tolerance_range,2.5-5C
ITS-90683,leptomysis lingvura,thermal_tolerance_range,7.5-10C
ITS-682706,paraleptomysis apiops,thermal_tolerance_range,2.5-5C
W-Cum-182291,eudorella monodon,thermal_tolerance_range,0-2.5C
W-Iso-256930,cilicaea caniculata,thermal_tolerance_range,10-15C
W-Amp-431300,colomastix lunalilo,thermal_tolerance_range,0-2.5C
SLB-6495,eusirus holmi,thermal_tolerance_range,0-2.5C
