class,order,family,genus,species,taxon,gapfill,match_rank,vuln_gf_id
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella duplex,sponges,none,class,8988
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella gardineri,sponges,none,class,8989
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella intermedia,sponges,none,class,8990
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella muelleri,sponges,none,class,8991
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella oxeata,sponges,none,class,8992
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella pronzatoi,sponges,none,class,8993
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella rosacea,sponges,none,class,8994
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella simplex,sponges,none,class,8995
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella tango,sponges,none,class,8996
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella viscosa,sponges,none,class,8997
demospongiae,dendroceratida,darwinellidae,darwinella,darwinella warreni,sponges,none,class,8998
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus abudafur,fish,family,NA,8999
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus albisella,fish,family,NA,9000
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus aruanus,fish,family,NA,9001
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus auripinnis,fish,family,NA,9002
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus carneus,fish,family,NA,9003
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus flavicaudus,fish,family,NA,9004
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus marginatus,fish,family,NA,9005
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus melanurus,fish,family,NA,9006
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus reticulatus,fish,family,NA,9007
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus strasburgi,fish,family,NA,9008
actinopterygii,perciformes,pomacentridae,dascyllus,dascyllus trimaculatus,fish,family,NA,9009
malacostraca,decapoda,palaemonidae,dasella,dasella ansoni,crustacea_arthropods,family,NA,9010
malacostraca,decapoda,palaemonidae,dasella,dasella brucei,crustacea_arthropods,family,NA,9011
malacostraca,decapoda,palaemonidae,dasella,dasella herdmaniae,crustacea_arthropods,family,NA,9012
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis acutirostra,elasmobranchs,none,genus,9013
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis brevis,elasmobranchs,none,genus,9014
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis centroura,elasmobranchs,none,genus,9015
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis chrysonota,elasmobranchs,none,genus,9016
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis gigantea,elasmobranchs,none,genus,9017
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis hastata,elasmobranchs,none,genus,9018
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis hypostigma,elasmobranchs,none,genus,9019
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis lata,elasmobranchs,none,genus,9020
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis marmorata,elasmobranchs,none,genus,9021
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis matsubarai,elasmobranchs,none,genus,9022
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis multispinosa,elasmobranchs,none,genus,9023
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis pastinaca,elasmobranchs,none,genus,9024
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis thetidis,elasmobranchs,none,genus,9025
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis tortonesei,elasmobranchs,none,genus,9026
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis ushiei,elasmobranchs,none,genus,9027
elasmobranchii,myliobatiformes,dasyatidae,dasyatis,dasyatis zugei,elasmobranchs,none,genus,9028
malacostraca,decapoda,palaemonidae,dasycaris,dasycaris ceratops,crustacea_arthropods,family,NA,9029
malacostraca,decapoda,palaemonidae,dasycaris,dasycaris doederleini,crustacea_arthropods,family,NA,9030
malacostraca,decapoda,palaemonidae,dasycaris,dasycaris symbiotes,crustacea_arthropods,family,NA,9031
malacostraca,decapoda,palaemonidae,dasycaris,dasycaris zanzibarica,crustacea_arthropods,family,NA,9032
demospongiae,haplosclerida,niphatidae,dasychalina,dasychalina fragilis,sponges,none,class,9033
demospongiae,haplosclerida,niphatidae,dasychalina,dasychalina magellanica,sponges,none,class,9034
demospongiae,haplosclerida,niphatidae,dasychalina,dasychalina melior,sponges,none,class,9035
demospongiae,haplosclerida,niphatidae,dasychalina,dasychalina validissima,sponges,none,class,9036
crinoidea,comatulida,comatulidae,davidaster,davidaster discoideus,echinoderms,family,NA,9037
crinoidea,comatulida,comatulidae,davidaster,davidaster rubiginosus,echinoderms,family,NA,9038
actinopterygii,clupeiformes,clupeidae,dayella,dayella malabarica,fish,family,NA,9039
elasmobranchii,squaliformes,centrophoridae,deania,deania calcea,elasmobranchs,none,family,9040
elasmobranchii,squaliformes,centrophoridae,deania,deania hystricosa,elasmobranchs,none,family,9041
elasmobranchii,squaliformes,centrophoridae,deania,deania profundorum,elasmobranchs,none,family,9042
elasmobranchii,squaliformes,centrophoridae,deania,deania quadrispinosa,elasmobranchs,none,family,9043
bivalvia,pectinida,pectinidae,decatopecten,decatopecten amiculum,molluscs,family,NA,9044
bivalvia,pectinida,pectinidae,decatopecten,decatopecten plica,molluscs,family,NA,9045
bivalvia,pectinida,pectinidae,decatopecten,decatopecten radula,molluscs,family,NA,9046
bivalvia,pectinida,pectinidae,decatopecten,decatopecten strangei,molluscs,family,NA,9047
ophiuroidea,amphilepidida,amphiuridae,deckersamphiura,deckersamphiura inusitata,echinoderms,family,NA,9048
ophiuroidea,amphilepidida,amphiuridae,deckersamphiura,deckersamphiura vitea,echinoderms,family,NA,9049
actinopterygii,perciformes,labridae,decodon,decodon grandisquamis,fish,family,NA,9050
actinopterygii,perciformes,labridae,decodon,decodon melasma,fish,family,NA,9051
actinopterygii,perciformes,labridae,decodon,decodon pacificus,fish,family,NA,9052
actinopterygii,perciformes,labridae,decodon,decodon puellaris,fish,family,NA,9053
holothuroidea,dendrochirotida,sclerodactylidae,deichmannia,deichmannia unica,echinoderms,family,NA,9054
demospongiae,tetractinellida,thoosidae,delectona,delectona alboransis,sponges,none,class,9055
demospongiae,tetractinellida,thoosidae,delectona,delectona ciconiae,sponges,none,class,9056
demospongiae,tetractinellida,thoosidae,delectona,delectona higgini,sponges,none,class,9057
demospongiae,tetractinellida,thoosidae,delectona,delectona madreporica,sponges,none,class,9058
bivalvia,pectinida,pectinidae,delectopecten,delectopecten alcocki,molluscs,family,NA,9059
bivalvia,pectinida,pectinidae,delectopecten,delectopecten fosterianus,molluscs,family,NA,9060
bivalvia,pectinida,pectinidae,delectopecten,delectopecten macrocheiricola,molluscs,family,NA,9061
bivalvia,pectinida,pectinidae,delectopecten,delectopecten musorstomi,molluscs,family,NA,9062
bivalvia,pectinida,pectinidae,delectopecten,delectopecten polyleptus,molluscs,family,NA,9063
bivalvia,pectinida,pectinidae,delectopecten,delectopecten vancouverensis,molluscs,family,NA,9064
bivalvia,pectinida,pectinidae,delectopecten,delectopecten vitreus,molluscs,family,NA,9065
bivalvia,pectinida,pectinidae,delectopecten,delectopecten zacae,molluscs,family,NA,9066
mammalia,cetartiodactyla,monodontidae,delphinapterus,delphinapterus leucas,marine_mammals,none,species,9067
mammalia,cetartiodactyla,delphinidae,delphinus,delphinus delphis,marine_mammals,none,genus,9068
bivalvia,arcida,arcidae,deltaodon,deltaodon rubrotincta,molluscs,family,NA,9069
bivalvia,arcida,arcidae,deltaodon,deltaodon tugelae,molluscs,family,NA,9070
actinopterygii,perciformes,gobiidae,deltentosteus,deltentosteus collonianus,fish,family,NA,9071
actinopterygii,perciformes,gobiidae,deltentosteus,deltentosteus quadrimaculatus,fish,family,NA,9072
demospongiae,poecilosclerida,dendoricellidae,dendoricella,dendoricella abyssi,sponges,none,class,9073
demospongiae,poecilosclerida,dendoricellidae,dendoricella,dendoricella flabelliformis,sponges,none,class,9074
demospongiae,poecilosclerida,dendoricellidae,dendoricella,dendoricella obesichela,sponges,none,class,9075
demospongiae,poecilosclerida,dendoricellidae,dendoricella,dendoricella rhopalum,sponges,none,class,9076
bivalvia,ostreida,ostreidae,dendostrea,dendostrea cristata,molluscs,family,NA,9077
bivalvia,ostreida,ostreidae,dendostrea,dendostrea folium,molluscs,family,NA,9078
bivalvia,ostreida,ostreidae,dendostrea,dendostrea frons,molluscs,family,NA,9079
bivalvia,ostreida,ostreidae,dendostrea,dendostrea rosacea,molluscs,family,NA,9080
bivalvia,ostreida,ostreidae,dendostrea,dendostrea sandvichensis,molluscs,family,NA,9081
bivalvia,ostreida,ostreidae,dendostrea,dendostrea senegalensis,molluscs,family,NA,9082
bivalvia,ostreida,ostreidae,dendostrea,dendostrea trapezina,molluscs,family,NA,9083
anthozoa,scleractinia,acroporidae,dendracis,dendracis cantabrigiensis,corals,family,NA,9084
anthozoa,scleractinia,acroporidae,dendracis,dendracis gervillei,corals,family,NA,9085
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster casseli,echinoderms,genus,NA,9086
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster elsmerensis,echinoderms,genus,NA,9087
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster excentricus,echinoderms,none,species,9088
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster gibbsii,echinoderms,genus,NA,9089
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster pacificus,echinoderms,genus,NA,9090
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster perrini,echinoderms,genus,NA,9091
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster sullivani,echinoderms,genus,NA,9092
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster terminalis,echinoderms,genus,NA,9093
echinoidea,clypeasteroida,dendrasteridae,dendraster,dendraster vizcainoensis,echinoderms,genus,NA,9094
demospongiae,haplosclerida,chalinidae,dendrectilla,dendrectilla tremitensis,sponges,none,class,9095
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla acantha,sponges,none,class,9096
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla antarctica,sponges,none,class,9097
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla cactos,sponges,none,class,9098
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla camera,sponges,none,class,9099
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla cirsioides,sponges,none,class,9100
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla cruor,sponges,none,class,9101
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla lendenfeldi,sponges,none,class,9102
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla membranosa,sponges,none,class,9103
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla mertoni,sponges,none,class,9104
demospongiae,dendroceratida,darwinellidae,dendrilla,dendrilla rosea,sponges,none,class,9105
aves,anseriformes,anatidae,dendrocygna,dendrocygna arborea,seabirds,none,family,9106
polychaeta,phyllodocida,nereididae,dendronereides,dendronereides gangetica,polychaetes,none,family,9107
polychaeta,phyllodocida,nereididae,dendronereides,dendronereides heteropoda,polychaetes,none,family,9108
polychaeta,phyllodocida,nereididae,dendronereides,dendronereides zululandica,polychaetes,none,family,9109
polychaeta,phyllodocida,nereididae,dendronereis,dendronereis aestuarina,polychaetes,none,family,9110
polychaeta,phyllodocida,nereididae,dendronereis,dendronereis arborifera,polychaetes,none,family,9111
polychaeta,phyllodocida,nereididae,dendronereis,dendronereis chipolini,polychaetes,none,family,9112
polychaeta,phyllodocida,nereididae,dendronereis,dendronereis dayi,polychaetes,none,family,9113
polychaeta,phyllodocida,nereididae,dendronereis,dendronereis pinnaticirris,polychaetes,none,family,9114
demospongiae,haplosclerida,chalinidae,dendroxea,dendroxea adumbrata,sponges,none,class,9115
demospongiae,haplosclerida,chalinidae,dendroxea,dendroxea lenis,sponges,none,class,9116
bivalvia,pectinida,pectinidae,dentamussium,dentamussium obliteratum,molluscs,family,NA,9117
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja australis,elasmobranchs,none,genus,9118
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja cerva,elasmobranchs,none,genus,9119
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja confusa,elasmobranchs,none,genus,9120
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja falloarga,elasmobranchs,none,genus,9121
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja flindersi,elasmobranchs,none,genus,9122
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja healdi,elasmobranchs,none,genus,9123
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja lemprieri,elasmobranchs,none,genus,9124
elasmobranchii,rajiformes,rajidae,dentiraja,dentiraja polyommata,elasmobranchs,none,genus,9125
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (dercitus) bucklandi,sponges,none,class,9126
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) arubensis,sponges,none,class,9127
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) berau,sponges,none,class,9128
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) exostoticus,sponges,none,class,9129
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) japonensis,sponges,none,class,9130
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) luteus,sponges,none,class,9131
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (halinastra) sibogae,sponges,none,class,9132
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) bahamensis,sponges,none,class,9133
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) bangkae,sponges,none,class,9134
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) dissimilis,sponges,none,class,9135
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) extensus,sponges,none,class,9136
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) fijiensis,sponges,none,class,9137
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) latex,sponges,none,class,9138
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) lesinensis,sponges,none,class,9139
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) occultus,sponges,none,class,9140
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) pauper,sponges,none,class,9141
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) plicatus,sponges,none,class,9142
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) pseudodiscorhabda,sponges,none,class,9143
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) reptans,sponges,none,class,9144
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) senegalensis,sponges,none,class,9145
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) simplex,sponges,none,class,9146
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) syrmatitus,sponges,none,class,9147
demospongiae,tetractinellida,ancorinidae,dercitus,dercitus (stoeba) verdensis,sponges,none,class,9148
actinopterygii,anguilliformes,derichthyidae,derichthys,derichthys serpentinus,fish,none,species,9149
actinopterygii,perciformes,serranidae,dermatolepis,dermatolepis dermatolepis,fish,family,NA,9150
actinopterygii,perciformes,serranidae,dermatolepis,dermatolepis inermis,fish,family,NA,9151
actinopterygii,perciformes,serranidae,dermatolepis,dermatolepis striolata,fish,family,NA,9152
reptilia,testudines,dermochelyidae,dermochelys,dermochelys coriacea,reptiles,none,species,9153
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex abyssicolus,molluscs,family,NA,9154
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex africanus,molluscs,family,NA,9155
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex agnesae,molluscs,family,NA,9156
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex alabastrum,molluscs,family,NA,9157
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex angustus,molluscs,family,NA,9158
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex antecessor,molluscs,family,NA,9159
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex antonius,molluscs,family,NA,9160
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex bakeri,molluscs,family,NA,9161
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex bathyrhaphe,molluscs,family,NA,9162
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex bezoyensis,molluscs,family,NA,9163
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex binghamae,molluscs,family,NA,9164
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex bobyini,molluscs,family,NA,9165
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex boucheti,molluscs,family,NA,9166
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex charlesi,molluscs,family,NA,9167
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex colombi,molluscs,family,NA,9168
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex coonsorum,molluscs,family,NA,9169
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex cunninghamae,molluscs,family,NA,9170
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex distinctus,molluscs,family,NA,9171
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex elizabethae,molluscs,family,NA,9172
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex fajouensis,molluscs,family,NA,9173
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex fitialeatai,molluscs,family,NA,9174
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex glicksteini,molluscs,family,NA,9175
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex gofasi,molluscs,family,NA,9176
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex goldsteini,molluscs,family,NA,9177
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex gunteri,molluscs,family,NA,9178
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex gutta,molluscs,family,NA,9179
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex howletti,molluscs,family,NA,9180
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex indentatus,molluscs,family,NA,9181
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex infrons,molluscs,family,NA,9182
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex kaicherae,molluscs,family,NA,9183
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex lanceolatus,molluscs,family,NA,9184
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex leali,molluscs,family,NA,9185
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex manonae,molluscs,family,NA,9186
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex myrakeenae,molluscs,family,NA,9187
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex neglectus,molluscs,family,NA,9188
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex nemethi,molluscs,family,NA,9189
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex obeliscus,molluscs,family,NA,9190
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex olssoni,molluscs,family,NA,9191
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex oxum,molluscs,family,NA,9192
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex pacei,molluscs,family,NA,9193
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex pasi,molluscs,family,NA,9194
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex paulinae,molluscs,family,NA,9195
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex pauperculus,molluscs,family,NA,9196
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex pruvosti,molluscs,family,NA,9197
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex raywalkeri,molluscs,family,NA,9198
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex sarasuae,molluscs,family,NA,9199
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex scalaroides,molluscs,family,NA,9200
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex sepositus,molluscs,family,NA,9201
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex silicatus,molluscs,family,NA,9202
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex spinosus,molluscs,family,NA,9203
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex tararensis,molluscs,family,NA,9204
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex tenellus,molluscs,family,NA,9205
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex triclotae,molluscs,family,NA,9206
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex trivaricosus,molluscs,family,NA,9207
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex trondleorum,molluscs,family,NA,9208
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex wareni,molluscs,family,NA,9209
gastropoda,neogastropoda,muricidae,dermomurex,dermomurex worsfoldi,molluscs,family,NA,9210
polychaeta,sabellida,sabellidae,desdemona,desdemona aniara,polychaetes,none,family,9211
polychaeta,sabellida,sabellidae,desdemona,desdemona antarctica,polychaetes,none,family,9212
polychaeta,sabellida,sabellidae,desdemona,desdemona nova,polychaetes,none,family,9213
polychaeta,sabellida,sabellidae,desdemona,desdemona ornata,polychaetes,none,family,9214
polychaeta,sabellida,sabellidae,desdemona,desdemona trilobata,polychaetes,none,family,9215
demospongiae,desmacellida,desmacellidae,desmacella,desmacella alba,sponges,none,class,9216
demospongiae,desmacellida,desmacellidae,desmacella,desmacella ambigua,sponges,none,class,9217
demospongiae,desmacellida,desmacellidae,desmacella,desmacella annexa,sponges,none,class,9218
demospongiae,desmacellida,desmacellidae,desmacella,desmacella arenifibrosa,sponges,none,class,9219
demospongiae,desmacellida,desmacellidae,desmacella,desmacella austini,sponges,none,class,9220
demospongiae,desmacellida,desmacellidae,desmacella,desmacella democratica,sponges,none,class,9221
demospongiae,desmacellida,desmacellidae,desmacella,desmacella dendyi,sponges,none,class,9222
demospongiae,desmacellida,desmacellidae,desmacella,desmacella digitata,sponges,none,class,9223
demospongiae,desmacellida,desmacellidae,desmacella,desmacella grimaldii,sponges,none,class,9224
demospongiae,desmacellida,desmacellidae,desmacella,desmacella hyalina,sponges,none,class,9225
demospongiae,desmacellida,desmacellidae,desmacella,desmacella informis,sponges,none,class,9226
demospongiae,desmacellida,desmacellidae,desmacella,desmacella infundibuliformis,sponges,none,class,9227
demospongiae,desmacellida,desmacellidae,desmacella,desmacella inornata,sponges,none,class,9228
demospongiae,desmacellida,desmacellidae,desmacella,desmacella ithystela,sponges,none,class,9229
demospongiae,desmacellida,desmacellidae,desmacella,desmacella jania,sponges,none,class,9230
demospongiae,desmacellida,desmacellidae,desmacella,desmacella koltuni,sponges,none,class,9231
demospongiae,desmacellida,desmacellidae,desmacella,desmacella lampra,sponges,none,class,9232
demospongiae,desmacellida,desmacellidae,desmacella,desmacella meliorata,sponges,none,class,9233
demospongiae,desmacellida,desmacellidae,desmacella,desmacella microsigma,sponges,none,class,9234
demospongiae,desmacellida,desmacellidae,desmacella,desmacella microsigmata,sponges,none,class,9235
demospongiae,desmacellida,desmacellidae,desmacella,desmacella peachi,sponges,none,class,9236
demospongiae,desmacellida,desmacellidae,desmacella,desmacella polysigmata,sponges,none,class,9237
demospongiae,desmacellida,desmacellidae,desmacella,desmacella pumilio,sponges,none,class,9238
demospongiae,desmacellida,desmacellidae,desmacella,desmacella suberitoides,sponges,none,class,9239
demospongiae,desmacellida,desmacellidae,desmacella,desmacella topsenti,sponges,none,class,9240
demospongiae,desmacellida,desmacellidae,desmacella,desmacella toxophora,sponges,none,class,9241
demospongiae,desmacellida,desmacellidae,desmacella,desmacella tylostrongyla,sponges,none,class,9242
demospongiae,desmacellida,desmacellidae,desmacella,desmacella tylovariabilis,sponges,none,class,9243
demospongiae,desmacellida,desmacellidae,desmacella,desmacella vagabunda,sponges,none,class,9244
demospongiae,desmacellida,desmacellidae,desmacella,desmacella vestibularis,sponges,none,class,9245
demospongiae,desmacellida,desmacellidae,desmacella,desmacella vicina,sponges,none,class,9246
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon adriaticum,sponges,none,class,9247
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon anceps,sponges,none,class,9248
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon fragilis,sponges,none,class,9249
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon fruticosum,sponges,none,class,9250
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon levii,sponges,none,class,9251
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon mamillatum,sponges,none,class,9252
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon minor,sponges,none,class,9253
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon nebulosum,sponges,none,class,9254
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon nodosum,sponges,none,class,9255
demospongiae,poecilosclerida,desmacididae,desmacidon,desmacidon ternatensis,sponges,none,class,9256
demospongiae,bubarida,desmanthidae,desmanthus,desmanthus incrustans,sponges,none,class,9257
demospongiae,bubarida,desmanthidae,desmanthus,desmanthus levii,sponges,none,class,9258
demospongiae,bubarida,desmanthidae,desmanthus,desmanthus meandroides,sponges,none,class,9259
demospongiae,bubarida,desmanthidae,desmanthus,desmanthus rhabdophorus,sponges,none,class,9260
demospongiae,bubarida,desmanthidae,desmanthus,desmanthus topsenti,sponges,none,class,9261
demospongiae,poecilosclerida,desmacididae,desmapsamma,desmapsamma anchorata,sponges,none,class,9262
demospongiae,poecilosclerida,desmacididae,desmapsamma,desmapsamma turbo,sponges,none,class,9263
demospongiae,poecilosclerida,desmacididae,desmapsamma,desmapsamma vervoorti,sponges,none,class,9264
demospongiae,tetractinellida,azoricidae,desmascula,desmascula desdemona,sponges,none,class,9265
demospongiae,poecilosclerida,desmoxyidae,desmoxya,desmoxya lunata,sponges,none,class,9266
demospongiae,poecilosclerida,desmoxyidae,desmoxya,desmoxya pelagiae,sponges,none,class,9267
bivalvia,arcida,arcidae,destacar,destacar metella,molluscs,family,NA,9268
actinopterygii,pleuronectiformes,pleuronectidae,dexistes,dexistes rikuzenius,fish,family,NA,9269
asteroidea,valvatida,odontasteridae,diabocilla,diabocilla clarki,echinoderms,family,NA,9270
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus ardoukobae,sponges,none,class,9271
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus bellae,sponges,none,class,9272
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus bismarckensis,sponges,none,class,9273
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus erythraeanus,sponges,none,class,9274
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus globosus,sponges,none,class,9275
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus laevis,sponges,none,class,9276
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus levii,sponges,none,class,9277
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus megaspinorhabdosa,sponges,none,class,9278
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus spinipoculum,sponges,none,class,9279
demospongiae,poecilosclerida,podospongiidae,diacarnus,diacarnus tubifera,sponges,none,class,9280
