.imp,.id,log_l,log_f,troph,age_mat,wcol,adult_mob,species
1,247,5.9135,-1.15129,4.47,14,pel,mob,hyperoodon ampullatus
1,248,7.09008,-1.15129,4.5,14,pel,mig,hyperoodon planifrons
1,249,6.12468,-1.15129,4.44,6,pel,mob,kogia breviceps
1,250,6.21461,-1.15129,4.5,6,pel,mob,kogia sima
1,251,5.68867,-1.15129,4.5,7.2355,pel,mob,lagenodelphis hosei
1,252,5.40268,-1.15129,4.5,5.7884,pel,mob,lagenodelphis hosei
1,253,5.3845,-1.15129,4.5,8,pel,mob,lagenodelphis hosei
1,254,6.21461,-1.15129,4.5,10,pel,mob,lagenorhynchus acutus
1,255,5.95064,-1.15129,4.42,10,pel,mob,lagenorhynchus albirostris
1,256,6.21461,-1.15129,4.5,10,pel,mob,lagenorhynchus obliquidens
1,257,7.58579,-1.15129,4.27,5.06485,pel,mob,megaptera novaeangliae
1,258,5.48064,-1.15129,4.44,5,pel,mob,neophocaena phocaenoides
1,259,5.43808,-1.15129,4.44,3.61775,pel,mob,neophocaena phocaenoides
1,260,5.48064,-1.15129,4.44,6.51195,pel,mob,neophocaena phocaenoides
1,261,5.56068,-1.15129,4.44,4.3413,pel,mob,neophocaena phocaenoides
1,262,5.58725,-1.15129,4.65,10.85325,pel,mob,orcinus orca
1,263,5.68867,-1.15129,4.65,12.30036,pel,mob,orcinus orca
1,264,5.68867,-1.15129,4.65,9.40615,pel,mob,orcinus orca
1,265,5.29832,-1.15129,4.5,4.3413,pel,mob,peponocephala electra
1,266,5.48064,-1.15129,4.5,5,pel,mob,phocoena phocoena
1,267,5.48064,-1.15129,4.5,6,pel,mob,phocoena phocoena
1,268,5.04343,-1.15129,4.5,3.97,pel,mob,phocoena phocoena
1,269,5.70378,-1.15129,4.5,3.44,pel,mob,phocoena phocoena
1,270,6.43775,-1.15129,4.5,7.95905,pel,mob,physeter macrocephalus
1,271,7.58579,-1.15129,4.5,9.40615,pel,mob,physeter macrocephalus
1,272,6.21461,-1.15129,4.51,13.74746,pel,mob,pseudorca crassidens
1,273,5.29832,-1.15129,4.51,9,pel,mob,pseudorca crassidens
1,274,5.57595,-1.15129,4.51,10.5,pel,mob,pseudorca crassidens
1,275,6.88755,-1.15129,4.51,8.25,pel,mob,pseudorca crassidens
1,276,5.57595,-1.15129,4.5,9.40615,pel,mob,sousa chinensis
1,277,6.88755,-1.15129,4.5,10,pel,mob,sousa chinensis
1,278,6.21461,-1.15129,4.5,7.2355,pel,mob,sousa chinensis
1,279,6.88755,-1.15129,4.48,12,pel,mob,stenella attenuata
1,280,6.17653,-1.15129,4.48,8.6826,pel,mob,stenella attenuata
1,281,5.57595,-1.15129,4.47,9,pel,mob,stenella coeruleoalba
1,282,6.17653,-1.15129,4.5,8.32083,pel,mob,stenella longirostris
1,283,5.40268,-1.15129,4.5,5,pel,mob,stenella longirostris
1,284,5.29832,-1.15129,4.5,7.2355,pel,mob,steno bredanensis
1,285,5.25583,-1.15129,4.5,10.85325,pel,mob,tursiops aduncus
1,286,6.21461,-1.15129,4.5,8.6826,pel,mob,tursiops truncatus
1,287,7.47307,-1.15129,4.5,7.5,pel,mig,mesoplodon europaeus
1,288,6.88244,-1.15129,3.87,3,pel,mob,aonyx cinerea
1,289,5.94017,-1.15129,4.5,9.40615,pel,mob,sousa plumbea
1,290,6.32794,-1.15129,3.87,3,pel,mob,aonyx capensis
1,291,6.32794,-1.15129,4.045,3,pel,mob,lutra canadensis
1,292,6.27288,-1.15129,4.045,3,pel,mob,lutra sumatrana
