iucn_sid,sciname,worms_name,in_am,in_am_valid,in_vuln,mapped
192575,conus lamberti,conus lamberti,TRUE,FALSE,TRUE,TRUE
192576,conus lucidus,conasprella lucida,FALSE,FALSE,TRUE,TRUE
192577,conus pseudonivifer,conus pseudonivifer,FALSE,FALSE,TRUE,TRUE
192578,conus ermineus,conus ermineus,TRUE,TRUE,TRUE,TRUE
192579,conus amadis,conus amadis,TRUE,TRUE,TRUE,TRUE
192580,conus chaldaeus,conus chaldaeus,TRUE,TRUE,TRUE,TRUE
192581,conus bayani,conus bayani,FALSE,FALSE,TRUE,TRUE
192582,conus vittatus,conus vittatus,FALSE,FALSE,TRUE,TRUE
192583,conus spirofilis,conasprella spirofilis,FALSE,FALSE,TRUE,TRUE
192584,conus diminutus,conus diminutus,FALSE,FALSE,TRUE,TRUE
192585,conus vicweei,conus vicweei,TRUE,FALSE,TRUE,TRUE
192586,conus terebra,conus terebra,TRUE,TRUE,TRUE,TRUE
192587,conus bandanus,conus bandanus,TRUE,TRUE,TRUE,TRUE
192588,conus araneosus,conus araneosus,FALSE,FALSE,TRUE,TRUE
192589,conus sazanka,conus martensi,TRUE,TRUE,TRUE,TRUE
192590,conus miliaris,conus miliaris,TRUE,TRUE,TRUE,TRUE
192591,conus stupa,conus stupa,FALSE,FALSE,TRUE,TRUE
192592,conus laterculatus,conus laterculatus,FALSE,FALSE,TRUE,TRUE
192593,conus imperialis,conus imperialis,TRUE,TRUE,TRUE,TRUE
192594,conus allaryi,conus allaryi,FALSE,FALSE,TRUE,TRUE
192595,conus lemniscatus,conus lemniscatus,FALSE,FALSE,TRUE,TRUE
192596,conus vulcanus,conus vulcanus,FALSE,FALSE,TRUE,TRUE
192597,conus boucheti,conasprella boucheti,TRUE,TRUE,TRUE,TRUE
192598,conus julieandreae,conus julieandreae,TRUE,FALSE,TRUE,TRUE
192599,conus mindanus,conasprella mindana,TRUE,TRUE,TRUE,TRUE
192600,conus roseorapum,conus roseorapum,FALSE,FALSE,TRUE,TRUE
192601,conus cocceus,conus cocceus,FALSE,FALSE,TRUE,TRUE
192602,conus salreiensis,conus crotchii,FALSE,FALSE,TRUE,TRUE
192603,conus furvus,conus furvus,FALSE,FALSE,TRUE,TRUE
192604,conus hyaena,conus hyaena,FALSE,FALSE,TRUE,TRUE
192605,conus loroisii,conus buxeus loroisii,FALSE,FALSE,FALSE,TRUE
192606,conus fijiensis,conasprella fijiensis,FALSE,FALSE,TRUE,TRUE
192608,conus genuanus,conus genuanus,FALSE,FALSE,TRUE,TRUE
192609,conus tuticorinensis,conus tuticorinensis,FALSE,FALSE,TRUE,TRUE
192610,conus saragasae,conus saragasae,FALSE,FALSE,TRUE,TRUE
192611,conus ebraeus,conus ebraeus,TRUE,TRUE,TRUE,TRUE
192612,conus armiger,conasprella armiger,TRUE,TRUE,TRUE,TRUE
192613,conus guinaicus,conus guinaicus,FALSE,FALSE,TRUE,TRUE
192614,conus suratensis,conus suratensis,TRUE,TRUE,TRUE,TRUE
192615,conus eldredi,conus eldredi,TRUE,FALSE,TRUE,TRUE
192616,conus vimineus,conasprella viminea,TRUE,TRUE,TRUE,TRUE
192617,conus austroviola,conus austroviola,FALSE,FALSE,TRUE,TRUE
192618,conus malacanus,conus malacanus,FALSE,FALSE,TRUE,TRUE
192619,conus suduirauti,conus suduirauti,FALSE,FALSE,TRUE,TRUE
192620,conus taeniatus,conus taeniatus,FALSE,FALSE,TRUE,TRUE
192621,conus jucundus,conus jucundus,FALSE,FALSE,TRUE,TRUE
192622,conus worki,conus eversoni,FALSE,FALSE,TRUE,TRUE
192623,conus kintoki,conus kintoki,FALSE,FALSE,TRUE,TRUE
192624,conus granulatus,conus granulatus,TRUE,TRUE,TRUE,TRUE
192625,conus sertacinctus,conus sertacinctus,FALSE,FALSE,TRUE,TRUE
192626,conus mordeirae,conus cuneolus,FALSE,FALSE,TRUE,TRUE
192627,conus flavescens,conus flavescens,TRUE,TRUE,TRUE,TRUE
192628,conus garciai,conus garciai,TRUE,FALSE,TRUE,TRUE
192629,conus attenuatus,conus attenuatus,TRUE,TRUE,TRUE,TRUE
192630,conus delessertii,conasprella delessertii,TRUE,TRUE,TRUE,TRUE
192631,conus damottai,conus damottai,FALSE,FALSE,TRUE,TRUE
192632,conus kuiperi,pseudolilliconus kuiperi,FALSE,FALSE,TRUE,TRUE
192633,conus mus,conus mus,TRUE,TRUE,TRUE,TRUE
192634,conus miles,conus miles,TRUE,TRUE,TRUE,TRUE
192635,conus hirasei,conus hirasei,TRUE,TRUE,TRUE,TRUE
192636,conus coronatus,conus coronatus,TRUE,TRUE,TRUE,TRUE
192637,conus jaspideus,conasprella jaspidea,TRUE,FALSE,TRUE,TRUE
192637,conus jaspideus,conus algoensis,FALSE,FALSE,TRUE,TRUE
192638,conus loyaltiensis,profundiconus loyaltiensis,FALSE,FALSE,TRUE,TRUE
192640,conus boholensis,conasprella boholensis,TRUE,TRUE,TRUE,TRUE
192641,conus orbignyi,conasprella orbignyi,TRUE,TRUE,TRUE,TRUE
192642,conus gloriamaris,conus gloriamaris,FALSE,FALSE,TRUE,TRUE
192643,conus kirkandersi,conus kirkandersi,FALSE,FALSE,TRUE,TRUE
192644,conus dayriti,conus dayriti,FALSE,FALSE,TRUE,TRUE
192645,conus tribblei,conus tribblei,FALSE,FALSE,TRUE,TRUE
192647,conus spectrum,conus spectrum,TRUE,TRUE,TRUE,TRUE
192648,conus tenuistriatus,conus tenuistriatus,TRUE,TRUE,TRUE,TRUE
192649,conus rolani,conus rolani,FALSE,FALSE,TRUE,TRUE
192650,conus pseudoaurantius,conus pseudaurantius,FALSE,FALSE,TRUE,TRUE
192651,conus tabidus,conus tabidus,FALSE,FALSE,TRUE,TRUE
192652,conus hamanni,conus hamanni,FALSE,FALSE,TRUE,TRUE
192653,conus roberti,conasprella roberti,TRUE,FALSE,TRUE,TRUE
192654,conus radiatus,conus radiatus,TRUE,TRUE,TRUE,TRUE
192655,conus olgae,conus havanensis,FALSE,FALSE,TRUE,TRUE
192656,conus luteus,conus luteus,TRUE,TRUE,TRUE,TRUE
192657,conus lindae,conus lindae,FALSE,FALSE,TRUE,TRUE
192658,conus richardbinghami,conus richardbinghami,FALSE,FALSE,TRUE,TRUE
192659,conus tisii,conus tisii,FALSE,FALSE,TRUE,TRUE
192660,conus subulatus,conus subulatus,FALSE,FALSE,FALSE,TRUE
192661,conus lenhilli,conasprella lenhilli,FALSE,FALSE,TRUE,TRUE
192662,conus dieteri,conasprella dieteri,FALSE,FALSE,TRUE,TRUE
192663,conus clarus,conus clarus,FALSE,FALSE,TRUE,TRUE
192664,conus episcopatus,conus episcopatus,TRUE,TRUE,TRUE,TRUE
192665,conus judaeus,conus judaeus,FALSE,FALSE,TRUE,TRUE
192666,conus stupella,conus stupella,FALSE,FALSE,TRUE,TRUE
192667,conus raoulensis,conasprella raoulensis,FALSE,FALSE,TRUE,TRUE
192668,conus perplexus,conasprella perplexa,FALSE,FALSE,TRUE,TRUE
192669,conus flavusalbus,conus flavusalbus,FALSE,FALSE,TRUE,TRUE
192670,conus nigropunctatus,conus nigropunctatus,FALSE,FALSE,TRUE,TRUE
192671,conus insculptus,conasprella insculpta,FALSE,FALSE,TRUE,TRUE
192672,conus tuberculosus,profundiconus tuberculosus,FALSE,FALSE,TRUE,TRUE
192673,conus aculeiformis,conasprella aculeiformis,TRUE,TRUE,TRUE,TRUE
192674,conus sponsalis,conus sponsalis,TRUE,TRUE,TRUE,TRUE
192675,conus baccatus,conasprella baccata,FALSE,FALSE,TRUE,TRUE
192676,conus branhamae,conasprella branhamae,FALSE,FALSE,TRUE,TRUE
192677,conus wittigi,conus wittigi,TRUE,FALSE,TRUE,TRUE
192678,conus berdulinus,conus berdulinus,FALSE,FALSE,TRUE,TRUE
192679,conus virgatus,conus virgatus,FALSE,FALSE,TRUE,TRUE
192680,conus sauros,conasprella sauros,FALSE,FALSE,TRUE,TRUE
192681,conus teramachii,profundiconus teramachii,TRUE,TRUE,TRUE,TRUE
192682,conus hivanus,conasprella hivana,FALSE,FALSE,TRUE,TRUE
192683,conus stimpsoni,conus stimpsoni,TRUE,TRUE,TRUE,TRUE
192684,conus anabathrum,conus anabathrum,TRUE,TRUE,TRUE,TRUE
192685,conus dictator,conasprella dictator,TRUE,FALSE,TRUE,TRUE
192686,conus parius,conus parius,TRUE,TRUE,TRUE,TRUE
192687,conus cloveri,conus cloveri,FALSE,FALSE,TRUE,TRUE
192688,conus locumtenens,conus locumtenens,FALSE,FALSE,TRUE,TRUE
192689,conus traillii,pygmaeconus traillii,FALSE,FALSE,TRUE,TRUE
192690,conus tirardi,conasprella tirardi,TRUE,TRUE,TRUE,TRUE
192691,conus aurisiacus,conus aurisiacus,TRUE,TRUE,TRUE,TRUE
192692,conus viola,conus viola,TRUE,TRUE,TRUE,TRUE
192693,conus cancellatus,conus cancellatus,TRUE,TRUE,TRUE,TRUE
192694,conus varius,conus varius,TRUE,TRUE,TRUE,TRUE
192695,conus sunderlandi,conus sunderlandi,FALSE,FALSE,TRUE,TRUE
192696,conus purpurascens,conus purpurascens,TRUE,TRUE,TRUE,TRUE
192697,conus chiangi,conus chiangi,TRUE,TRUE,TRUE,TRUE
192698,conus rawaiensis,conus rawaiensis,FALSE,FALSE,TRUE,TRUE
192699,conus striatellus,conus striatellus,TRUE,TRUE,TRUE,TRUE
192700,conus eburneus,conus eburneus,TRUE,TRUE,TRUE,TRUE
192701,conus marmoreus,conus marmoreus,TRUE,TRUE,TRUE,TRUE
192702,conus maioensis,conus maioensis,FALSE,FALSE,TRUE,TRUE
192703,conus trochulus,conus trochulus,FALSE,FALSE,TRUE,TRUE
192704,conus acutangulus,conus acutangulus,TRUE,TRUE,TRUE,TRUE
192705,conus norai,conus norai,FALSE,FALSE,TRUE,TRUE
192706,conus kawamurai,conus kawamurai,FALSE,FALSE,TRUE,TRUE
192707,conus cedonulli,conus cedonulli,TRUE,FALSE,TRUE,TRUE
192708,conus cinereus,conus cinereus,TRUE,TRUE,TRUE,TRUE
192709,conus hybridus,conus franciscanus,FALSE,FALSE,TRUE,TRUE
192710,conus delucai,conasprella delucai,FALSE,FALSE,TRUE,TRUE
192711,conus cordigera,conus cordigera,FALSE,FALSE,TRUE,TRUE
192712,conus pennaceus,conus pennaceus,TRUE,TRUE,TRUE,TRUE
192713,conus barthelemyi,conus barthelemyi,FALSE,FALSE,TRUE,TRUE
192714,conus figulinus,conus figulinus,TRUE,TRUE,TRUE,TRUE
192715,conus melvilli,conus melvilli,TRUE,FALSE,TRUE,TRUE
192716,conus aurantius,conus aurantius,TRUE,TRUE,TRUE,TRUE
192717,conus bellulus,conus bellulus,FALSE,FALSE,TRUE,TRUE
192718,conus hopwoodi,conasprella hopwoodi,FALSE,FALSE,TRUE,TRUE
192719,conus litteratus,conus litteratus,TRUE,TRUE,TRUE,TRUE
192720,conus micropunctatus,conus micropunctatus,FALSE,FALSE,TRUE,TRUE
192721,conus messiasi,conus fuscoflavus,FALSE,FALSE,TRUE,TRUE
192722,conus glans,conus glans,TRUE,TRUE,TRUE,TRUE
192723,conus emarginatus,conasprella emarginata,FALSE,FALSE,TRUE,TRUE
192724,conus bartschi,conus bartschi,FALSE,FALSE,TRUE,TRUE
192725,conus infrenatus,conus infrenatus,FALSE,FALSE,TRUE,TRUE
192726,conus verdensis,conus verdensis,FALSE,FALSE,TRUE,TRUE
192727,conus achatinus,conus achatinus,TRUE,TRUE,TRUE,TRUE
192728,conus sulcocastaneus,conus sulcocastaneus,TRUE,TRUE,TRUE,TRUE
192729,conus crocatus,conus crocatus,TRUE,TRUE,TRUE,TRUE
192730,conus aphrodite,conasprella aphrodite,TRUE,TRUE,TRUE,TRUE
192731,conus bonfiglioli,conus bonfigliolii,FALSE,FALSE,TRUE,TRUE
192732,conus cervus,conus cervus,TRUE,FALSE,TRUE,TRUE
192733,conus sukhadwalai,conus sukhadwalai,FALSE,FALSE,TRUE,TRUE
192734,conus binghamae,conus binghamae,FALSE,FALSE,TRUE,TRUE
192735,conus tornatus,conasprella tornata,FALSE,FALSE,TRUE,TRUE
192736,conus babaensis,conus babaensis,FALSE,FALSE,TRUE,TRUE
192737,conus canonicus,conus canonicus,TRUE,TRUE,TRUE,TRUE
192738,conus bengalensis,conus bengalensis,TRUE,FALSE,TRUE,TRUE
192739,conus patamakanthini,conus patamakanthini,FALSE,FALSE,TRUE,TRUE
192740,conus dampierensis,conus dampierensis,FALSE,FALSE,TRUE,TRUE
192741,conus pineaui,conus guinaicus,FALSE,FALSE,TRUE,TRUE
192742,conus raulsilvai,conus raulsilvai,FALSE,FALSE,TRUE,TRUE
192743,conus tessulatus,conus tessulatus,TRUE,TRUE,TRUE,TRUE
192744,conus ateralbus,conus ateralbus,FALSE,FALSE,TRUE,TRUE
192745,conus nucleus,conus nucleus,TRUE,TRUE,TRUE,TRUE
192746,conus poormani,conus poormani,TRUE,TRUE,TRUE,TRUE
192747,conus milesi,conus milesi,TRUE,FALSE,TRUE,TRUE
192748,conus unifasciatus,conus unifasciatus,FALSE,FALSE,TRUE,TRUE
192749,conus harlandi,conus harlandi,TRUE,FALSE,TRUE,TRUE
192750,conus moylani,conus moylani,FALSE,FALSE,TRUE,TRUE
192751,conus sphacelatus,conus sphacelatus,FALSE,FALSE,TRUE,TRUE
192752,conus rosemaryae,conus rosemaryae,FALSE,FALSE,TRUE,TRUE
192753,conus pergrandis,conus pergrandis,FALSE,FALSE,TRUE,TRUE
192754,conus coffeae,conus coffeae,TRUE,TRUE,TRUE,TRUE
192755,conus profundorum,profundiconus profundorum,FALSE,FALSE,TRUE,TRUE
192756,conus evansi,conus evansi,FALSE,FALSE,TRUE,TRUE
192757,conus sutanorcum,conus sutanorcum,FALSE,FALSE,TRUE,TRUE
192758,conus richeri,conus richeri,FALSE,FALSE,TRUE,TRUE
192759,conus janus,conus janus,FALSE,FALSE,TRUE,TRUE
192760,conus stramineus,conus stramineus,FALSE,FALSE,TRUE,TRUE
192761,conus mappa,conus mappa,FALSE,FALSE,TRUE,TRUE
192762,conus telatus,conus telatus,FALSE,FALSE,TRUE,TRUE
192763,conus troendlei,conus troendlei,FALSE,FALSE,TRUE,TRUE
192764,conus sanderi,conus villepinii,TRUE,TRUE,TRUE,TRUE
192765,conus iodostoma,conus iodostoma,FALSE,FALSE,TRUE,TRUE
192766,conus selenae,artemidiconus selenae,FALSE,FALSE,TRUE,TRUE
192767,conus eucoronatus,conasprella eucoronata,FALSE,FALSE,TRUE,TRUE
192768,conus hieroglyphus,conus hieroglyphus,FALSE,FALSE,TRUE,TRUE
192769,conus swainsoni,conus swainsoni,TRUE,TRUE,TRUE,TRUE
192771,conus crioulus,conus maioensis,FALSE,FALSE,TRUE,TRUE
192772,conus geographus,conus geographus,TRUE,TRUE,TRUE,TRUE
192773,conus polongimarumai,conus polongimarumai,FALSE,FALSE,TRUE,TRUE
192774,conus wilsi,conus wilsi,FALSE,FALSE,TRUE,TRUE
192775,conus kerstitchi,conus kerstitchi,FALSE,FALSE,TRUE,TRUE
192776,conus shikamai,conus shikamai,FALSE,FALSE,TRUE,TRUE
192777,conus colmani,conus colmani,FALSE,FALSE,TRUE,TRUE
192778,conus vexillum,conus vexillum,TRUE,TRUE,TRUE,TRUE
192779,conus ochroleucus,conus ochroleucus,FALSE,FALSE,TRUE,TRUE
192780,conus cakobaui,profundiconus cakobaui,FALSE,FALSE,TRUE,TRUE
192781,conus ranonganus,conus ranonganus,FALSE,FALSE,TRUE,TRUE
192782,conus portobeloensis,conus portobeloensis,FALSE,FALSE,TRUE,TRUE
192783,conus velaensis,conus velaensis,FALSE,FALSE,TRUE,TRUE
192784,conus aureopunctatus,conus aureopunctatus,FALSE,FALSE,TRUE,TRUE
192785,conus regonae,conus regonae,FALSE,FALSE,TRUE,TRUE
192786,conus stercusmuscarum,conus stercusmuscarum,TRUE,TRUE,TRUE,TRUE
192787,conus fijisulcatus,conus fijisulcatus,FALSE,FALSE,TRUE,TRUE
192788,conus bahamensis,conus bahamensis,FALSE,FALSE,TRUE,TRUE
192789,conus tulipa,conus tulipa,TRUE,TRUE,TRUE,TRUE
192790,conus trigonus,conus trigonus,FALSE,FALSE,TRUE,TRUE
192791,conus helgae,conus helgae,FALSE,FALSE,TRUE,TRUE
192792,conus typhon,conus typhon,FALSE,FALSE,TRUE,TRUE
192793,conus cylindraceus,conus cylindraceus,TRUE,TRUE,TRUE,TRUE
192794,conus augur,conus augur,TRUE,TRUE,TRUE,TRUE
192795,conus boschorum,pseudolilliconus boschorum,FALSE,FALSE,TRUE,TRUE
192796,conus musicus,conus musicus,TRUE,TRUE,TRUE,TRUE
192797,conus thalassiarchus,conus thalassiarchus,FALSE,FALSE,TRUE,TRUE
192798,conus patae,conus patae,TRUE,TRUE,TRUE,TRUE
192799,conus namocanus,conus namocanus,FALSE,FALSE,TRUE,TRUE
192800,conus ciderryi,conus ciderryi,FALSE,FALSE,TRUE,TRUE
192801,conus guidopoppei,conasprella guidopoppei,FALSE,FALSE,TRUE,TRUE
192802,conus dondani,profundiconus dondani,FALSE,FALSE,TRUE,TRUE
192803,conus angasi,conus angasi,FALSE,FALSE,TRUE,TRUE
192804,conus acutimarginatus,conasprella acutimarginata,FALSE,FALSE,TRUE,TRUE
192805,conus archetypus,conus ziczac archetypus,FALSE,FALSE,FALSE,TRUE
192806,conus kiicumulus,conus kiicumulus,FALSE,FALSE,TRUE,TRUE
192807,conus bajanensis,conasprella bajanensis,FALSE,FALSE,TRUE,TRUE
192808,conus grahami,conus grahami,FALSE,FALSE,TRUE,TRUE
192809,conus ceruttii,conus ceruttii,TRUE,FALSE,TRUE,TRUE
192810,conus xanthicus,conus xanthicus,FALSE,FALSE,TRUE,TRUE
192811,conus planorbis,conus planorbis,TRUE,TRUE,TRUE,TRUE
192812,conus quercinus,conus quercinus,TRUE,TRUE,TRUE,TRUE
192813,conus floccatus,conus floccatus,FALSE,FALSE,TRUE,TRUE
192814,conus rainesae,conasprella rainesae,FALSE,FALSE,TRUE,TRUE
192815,conus auricomus,conus auricomus,TRUE,TRUE,TRUE,TRUE
192816,conus ximenes,conasprella ximenes,FALSE,FALSE,TRUE,TRUE
192817,conus kulkulcan,conus kulkulcan,TRUE,FALSE,TRUE,TRUE
192818,conus deynzerorum,conus deynzerorum,FALSE,FALSE,TRUE,TRUE
192819,conus omaria,conus omaria,TRUE,TRUE,TRUE,TRUE
192820,conus caracteristicus,conus caracteristicus,TRUE,TRUE,TRUE,TRUE
192821,conus lizarum,conasprella lizarum,FALSE,FALSE,TRUE,TRUE
192822,conus puncticulatus,conasprella puncticulata,TRUE,TRUE,TRUE,TRUE
192823,conus fernandesi,conus fernandesi,FALSE,FALSE,TRUE,TRUE
192824,conus nimbosus,conus nimbosus,FALSE,FALSE,TRUE,TRUE
192825,conus neptunus,conus neptunus,FALSE,FALSE,TRUE,TRUE
192826,conus gordyi,conasprella gordyi,FALSE,FALSE,TRUE,TRUE
192827,conus penchaszadehi,conus penchaszadehi,FALSE,FALSE,TRUE,TRUE
192828,conus fragilissimus,conus fragilissimus,FALSE,FALSE,TRUE,TRUE
192829,conus circumcisus,conus circumcisus,TRUE,TRUE,TRUE,TRUE
192830,conus carnalis,conus carnalis,FALSE,FALSE,TRUE,TRUE
192831,conus centurio,conasprella centurio,TRUE,TRUE,TRUE,TRUE
192832,conus sydneyensis,conus sydneyensis,FALSE,FALSE,TRUE,TRUE
192833,conus broderipii,conus broderipii,FALSE,FALSE,TRUE,TRUE
192834,conus scalptus,conus scalptus,FALSE,FALSE,TRUE,TRUE
192835,conus fulmen,conus fulmen,FALSE,FALSE,TRUE,TRUE
192836,conus eversoni,conus eversoni,FALSE,FALSE,TRUE,TRUE
192837,conus archon,conus archon,TRUE,TRUE,TRUE,TRUE
192838,conus timorensis,conus timorensis,FALSE,FALSE,TRUE,TRUE
192839,conus tiaratus,conus tiaratus,FALSE,FALSE,TRUE,TRUE
192840,conus ignotus,conus ignotus,FALSE,FALSE,TRUE,TRUE
192841,conus irregularis,conus crotchii,FALSE,FALSE,TRUE,TRUE
192842,conus ione,conasprella ione,FALSE,FALSE,TRUE,TRUE
192843,conus legatus,conus legatus,TRUE,TRUE,TRUE,TRUE
192844,conus lividus,conus lividus,TRUE,TRUE,TRUE,TRUE
192845,conus guanche,conus guanche,FALSE,FALSE,TRUE,TRUE
192846,conus gabryae,conus australis,FALSE,FALSE,TRUE,TRUE
192847,conus consors,conus consors,TRUE,TRUE,TRUE,TRUE
192848,conus adamsonii,conus adamsonii,TRUE,FALSE,TRUE,TRUE
192849,conus balteatus,conus balteatus,TRUE,TRUE,TRUE,TRUE
192850,conus pacificus,profundiconus pacificus,FALSE,FALSE,TRUE,TRUE
192851,conus gabelishi,conus gabelishi,FALSE,FALSE,TRUE,TRUE
192852,conus ardisiaceus,conus ardisiaceus,TRUE,FALSE,TRUE,TRUE
192853,conus virgo,conus virgo,TRUE,TRUE,TRUE,TRUE
192854,conus jourdani,conus jourdani,FALSE,FALSE,TRUE,TRUE
192856,conus honkeri,conus honkeri,FALSE,FALSE,TRUE,TRUE
192857,conus paulae,conus paulae,FALSE,FALSE,TRUE,TRUE
192858,conus fuscoflavus,conus fuscoflavus,FALSE,FALSE,TRUE,TRUE
192859,conus eugrammatus,conasprella eugrammata,TRUE,TRUE,TRUE,TRUE
192860,conus zapatosensis,conus zapatosensis,TRUE,FALSE,TRUE,TRUE
192861,conus elegans,conus taurinensis,FALSE,FALSE,TRUE,TRUE
192861,conus elegans,conasprella elegans,FALSE,FALSE,TRUE,TRUE
192861,conus elegans,conasprella saecularis,TRUE,TRUE,TRUE,TRUE
192862,conus gondwanensis,conus gondwanensis,FALSE,FALSE,TRUE,TRUE
192863,conus korni,pseudolilliconus korni,FALSE,FALSE,TRUE,TRUE
192864,conus zeylanicus,conus zeylanicus,TRUE,TRUE,TRUE,TRUE
192865,conus scopulorum,conus scopulorum,FALSE,FALSE,TRUE,TRUE
192866,conus sennottorum,conus sennottorum,TRUE,TRUE,TRUE,TRUE
192867,conus luciae,conus luciae,FALSE,FALSE,TRUE,TRUE
192868,conus alconnelli,conus alconnelli,FALSE,FALSE,TRUE,TRUE
192869,conus regius,conus regius,TRUE,TRUE,TRUE,TRUE
192870,conus arenatus,conus arenatus,TRUE,TRUE,TRUE,TRUE
192871,conus cardinalis,conus cardinalis,TRUE,TRUE,TRUE,TRUE
192872,conus pictus,conus pictus,FALSE,FALSE,TRUE,TRUE
192873,conus voluminalis,conus voluminalis,TRUE,TRUE,TRUE,TRUE
192874,conus nux,conus nux,FALSE,FALSE,TRUE,TRUE
192875,conus wakayamaensis,conasprella wakayamaensis,FALSE,FALSE,TRUE,TRUE
192876,conus rosalindensis,conus rosalindensis,FALSE,FALSE,TRUE,TRUE
192877,conus franciscoi,conus franciscoi,FALSE,FALSE,TRUE,TRUE
192878,conus cuvieri,conus cuvieri,TRUE,TRUE,TRUE,TRUE
192879,conus pertusus,conus pertusus,TRUE,TRUE,TRUE,TRUE
192920,vieja fenestrata,vieja fenestrata,FALSE,FALSE,FALSE,FALSE
192929,cymatogaster aggregata,cymatogaster aggregata,TRUE,TRUE,TRUE,FALSE
192930,diapterus rhombeus,diapterus rhombeus,TRUE,TRUE,TRUE,FALSE
192932,eucinostomus harengulus,eucinostomus harengulus,FALSE,FALSE,TRUE,FALSE
192933,awaous banana,awaous banana,FALSE,FALSE,TRUE,FALSE
192934,ctenogobius shufeldti,ctenogobius shufeldti,FALSE,FALSE,TRUE,FALSE
192935,gobionellus hastatus,gobionellus oceanicus,TRUE,TRUE,TRUE,FALSE
192936,sicydium gymnogaster,sicydium gymnogaster,FALSE,FALSE,TRUE,FALSE
192937,orthopristis chrysoptera,orthopristis chrysoptera,TRUE,TRUE,TRUE,FALSE
192939,rhonciscus crocro,no match,FALSE,FALSE,FALSE,FALSE
192941,lutjanus griseus,lutjanus griseus,TRUE,TRUE,TRUE,FALSE
192942,morone saxatilis,morone saxatilis,TRUE,TRUE,TRUE,FALSE
192943,dajaus monticola,dajaus monticola,TRUE,TRUE,TRUE,FALSE
192944,joturus pichardi,joturus pichardi,TRUE,TRUE,TRUE,FALSE
192945,mugil trichodon,mugil trichodon,TRUE,TRUE,TRUE,FALSE
192948,awaous guamensis,awaous guamensis,TRUE,TRUE,TRUE,FALSE
192982,mahidolia mystacina,mahidolia mystacina,TRUE,TRUE,TRUE,FALSE
192986,trimma okinawae,trimma okinawae,TRUE,TRUE,TRUE,FALSE
192987,eviota bifasciata,eviota bifasciata,TRUE,TRUE,TRUE,FALSE
192988,eviota nigriventris,eviota nigriventris,FALSE,FALSE,TRUE,FALSE
192991,valenciennea sexguttata,valenciennea sexguttata,TRUE,TRUE,TRUE,FALSE
192992,eviota pseudostigma,eviota pseudostigma,FALSE,FALSE,TRUE,FALSE
192995,cryptocentrus cinctus,cryptocentrus cinctus,TRUE,TRUE,TRUE,FALSE
192996,bryaninops loki,bryaninops loki,TRUE,TRUE,TRUE,FALSE
192997,eviota pellucida,eviota pellucida,TRUE,TRUE,TRUE,FALSE
192998,bryaninops erythrops,bryaninops erythrops,TRUE,TRUE,TRUE,FALSE
193000,asterropteryx ensifera,asterropteryx ensifera,TRUE,TRUE,TRUE,FALSE
193002,ctenogobiops aurocingulus,ctenogobiops aurocingulus,TRUE,TRUE,TRUE,FALSE
193003,cryptocentrus caeruleomaculatus,cryptocentrus caeruleomaculatus,TRUE,TRUE,TRUE,FALSE
193007,istigobius decoratus,istigobius decoratus,TRUE,TRUE,TRUE,FALSE
193009,pleurosicya fringilla,pleurosicya fringilla,TRUE,TRUE,TRUE,FALSE
193011,eviota herrei,eviota herrei,TRUE,TRUE,TRUE,FALSE
193012,cryptocentrus cyanotaenia,cryptocentrus cyanotaenia,TRUE,FALSE,TRUE,FALSE
193013,paragobiodon melanosomus,paragobiodon melanosoma,TRUE,TRUE,TRUE,FALSE
193015,gobiodon quinquestrigatus,gobiodon quinquestrigatus,TRUE,TRUE,TRUE,FALSE
193016,trimma randalli,trimma randalli,TRUE,FALSE,TRUE,FALSE
193017,paragobiodon lacunicolus,paragobiodon lacunicolus,TRUE,TRUE,TRUE,FALSE
193018,oxyurichthys takagi,oxyurichthys takagi,FALSE,FALSE,TRUE,FALSE
193020,trimma hayashii,trimma hayashii,TRUE,TRUE,TRUE,FALSE
193022,trimma hoesei,trimma hoesei,TRUE,TRUE,TRUE,FALSE
193024,valenciennea helsdingenii,valenciennea helsdingenii,TRUE,TRUE,TRUE,FALSE
193025,eviota queenslandica,eviota queenslandica,TRUE,TRUE,TRUE,FALSE
193027,eviota cometa,eviota cometa,TRUE,TRUE,TRUE,FALSE
193028,pleurosicya micheli,pleurosicya micheli,FALSE,FALSE,TRUE,FALSE
193030,eviota guttata,eviota guttata,TRUE,TRUE,TRUE,FALSE
193031,palutrus scapulopunctatus,palutrus scapulopunctatus,TRUE,TRUE,TRUE,FALSE
193032,trimma flavatrum,trimma flavatrum,TRUE,TRUE,TRUE,FALSE
193034,callogobius hasseltii,callogobius hasseltii,TRUE,TRUE,TRUE,FALSE
193035,eviota punctulata,eviota punctulata,TRUE,TRUE,TRUE,FALSE
193037,gobiopsis exigua,gobiopsis exigua,TRUE,TRUE,TRUE,FALSE
193039,pleurosicya plicata,pleurosicya plicata,TRUE,TRUE,TRUE,FALSE
193040,trimma stobbsi,trimma stobbsi,FALSE,FALSE,TRUE,FALSE
193041,trimmatom nanus,trimmatom nanus,TRUE,TRUE,TRUE,FALSE
193042,eviota sebreei,eviota sebreei,TRUE,TRUE,TRUE,FALSE
193043,pleurosicya muscarum,pleurosicya muscarum,TRUE,TRUE,TRUE,FALSE
