iucn_sid,sciname,worms_name,in_am,in_am_valid,in_vuln,mapped
162700,adelieledone polymorpha,adelieledone polymorpha,TRUE,TRUE,TRUE,FALSE
162701,praealtus paralbida,praealtus paralbida,FALSE,FALSE,TRUE,FALSE
162702,thaumeledone marshalli,thaumeledone marshalli,FALSE,FALSE,TRUE,FALSE
162703,thaumeledone peninsulae,thaumeledone peninsulae,TRUE,FALSE,TRUE,FALSE
162704,tetracheledone spinicirrus,tetracheledone spinicirrhus,TRUE,TRUE,TRUE,FALSE
162705,pareledone aurata,pareledone aurata,FALSE,FALSE,TRUE,FALSE
162706,pareledone albimaculata,pareledone albimaculata,FALSE,FALSE,TRUE,FALSE
162707,pareledone subtilis,pareledone subtilis,FALSE,FALSE,TRUE,FALSE
162708,thaumeledone gunteri,thaumeledone gunteri,FALSE,FALSE,TRUE,FALSE
162709,thaumeledone zeiss,thaumeledone zeiss,FALSE,FALSE,TRUE,FALSE
162710,pareledone prydzensis,pareledone prydzensis,TRUE,TRUE,TRUE,FALSE
162712,thaumeledone brevis,thaumeledone brevis,TRUE,FALSE,TRUE,FALSE
162713,pareledone serperastrata,pareledone serperastrata,FALSE,FALSE,TRUE,FALSE
162714,bathypurpurata profunda,bathypurpurata profunda,FALSE,FALSE,TRUE,FALSE
162715,velodona togata,velodona togata,FALSE,FALSE,TRUE,FALSE
162716,pareledone framensis,pareledone framensis,FALSE,FALSE,TRUE,FALSE
162717,pareledone felix,pareledone felix,TRUE,TRUE,TRUE,FALSE
162718,adelieledone adelieana,adelieledone adelieana,TRUE,FALSE,TRUE,FALSE
162719,vosseledone charrua,vosseledone charrua,TRUE,FALSE,TRUE,FALSE
162720,pareledone turqueti,pareledone turqueti,TRUE,TRUE,TRUE,FALSE
162721,pareledone aequipapillae,pareledone aequipapillae,FALSE,FALSE,TRUE,FALSE
162894,bathyteuthis berryi,bathyteuthis berryi,FALSE,FALSE,TRUE,FALSE
162897,octopus micros,octopus micros,FALSE,FALSE,TRUE,FALSE
162899,amphitretus pelagicus,amphitretus pelagicus,TRUE,TRUE,TRUE,FALSE
162900,todarodes filippovae,todarodes filippovae,TRUE,TRUE,TRUE,FALSE
162901,uroteuthis vossi,uroteuthis vossi,FALSE,FALSE,TRUE,FALSE
162902,mastigoteuthis cordiformis,idioteuthis cordiformis,FALSE,FALSE,TRUE,FALSE
162903,octopus huttoni,robsonella huttoni,TRUE,FALSE,TRUE,FALSE
162904,enoploteuthis higginsi,enoploteuthis higginsi,FALSE,FALSE,TRUE,FALSE
162905,enoploteuthis obliqua,enoploteuthis obliqua,FALSE,FALSE,TRUE,FALSE
162906,helicocranchia pfefferi,helicocranchia pfefferi,TRUE,TRUE,TRUE,FALSE
162907,octopus vitiensis,octopus vitiensis,FALSE,FALSE,TRUE,FALSE
162908,histioteuthis miranda,histioteuthis miranda,FALSE,FALSE,TRUE,FALSE
162909,egea inermis,egea inermis,TRUE,TRUE,TRUE,FALSE
162910,chtenopteryx sicula,chtenopteryx sicula,TRUE,TRUE,TRUE,FALSE
162911,octopus joubini,octopus joubini,TRUE,TRUE,TRUE,FALSE
162912,ameloctopus litoralis,ameloctopus litoralis,TRUE,TRUE,TRUE,FALSE
162913,callistoctopus nocturnus,callistoctopus nocturnus,TRUE,FALSE,TRUE,FALSE
162914,muusoctopus longibrachus,muusoctopus longibrachus,FALSE,FALSE,TRUE,FALSE
162916,leachia atlantica,leachia atlantica,TRUE,TRUE,TRUE,FALSE
162917,opisthoteuthis mero,opisthoteuthis mero,TRUE,FALSE,TRUE,FALSE
162918,grimpoteuthis innominata,grimpoteuthis innominata,FALSE,FALSE,TRUE,FALSE
162919,octopoteuthis danae,octopoteuthis danae,FALSE,FALSE,TRUE,FALSE
162920,afrololigo mercatoris,afrololigo mercatoris,FALSE,FALSE,TRUE,FALSE
162922,abralia spaercki,abralia spaercki,FALSE,FALSE,TRUE,FALSE
162923,loliolus uyii,loliolus uyii,FALSE,FALSE,TRUE,FALSE
162924,amphioctopus polyzenia,amphioctopus polyzenia,TRUE,FALSE,TRUE,FALSE
162925,histioteuthis heteropsis,histioteuthis heteropsis,FALSE,FALSE,TRUE,FALSE
162926,eucleoteuthis luminosa,eucleoteuthis luminosa,TRUE,TRUE,TRUE,FALSE
162928,octopoteuthis nielseni,octopoteuthis nielseni,FALSE,FALSE,TRUE,FALSE
162929,muusoctopus normani,muusoctopus januarii,TRUE,TRUE,TRUE,FALSE
162930,gonatopsis borealis,gonatopsis borealis,FALSE,FALSE,TRUE,FALSE
162931,gonatus madokai,gonatus madokai,FALSE,FALSE,TRUE,FALSE
162932,octopus nanus,octopus nanus,FALSE,FALSE,TRUE,FALSE
162933,abraliopsis pacificus,abraliopsis pacificus,FALSE,FALSE,TRUE,FALSE
162934,histioteuthis eltaninae,histioteuthis eltaninae,FALSE,FALSE,TRUE,FALSE
162935,pickfordiateuthis pulchella,pickfordiateuthis pulchella,TRUE,FALSE,TRUE,FALSE
162937,eledone palari,eledone palari,TRUE,TRUE,TRUE,FALSE
162938,stigmatoteuthis hoylei,stigmatoteuthis hoylei,TRUE,TRUE,TRUE,FALSE
162939,cirrothauma magna,cirrothauma magna,TRUE,FALSE,TRUE,FALSE
162940,uroteuthis bengalensis,uroteuthis bengalensis,FALSE,FALSE,TRUE,FALSE
162941,cranchia scabra,cranchia scabra,TRUE,TRUE,TRUE,FALSE
162942,taonius pavo,taonius pavo,TRUE,TRUE,TRUE,FALSE
162943,mastigoteuthis famelica,echinoteuthis famelica,FALSE,FALSE,TRUE,FALSE
162944,brachioteuthis behnii,brachioteuthis behnii,FALSE,FALSE,TRUE,FALSE
162945,histioteuthis meleagroteuthis,histioteuthis meleagroteuthis,TRUE,TRUE,TRUE,FALSE
162946,opisthoteuthis medusoides,opisthoteuthis medusoides,FALSE,FALSE,TRUE,FALSE
162948,liguriella podophthalma,liguriella podophthalma,TRUE,TRUE,TRUE,FALSE
162950,gonatus onyx,gonatus onyx,TRUE,TRUE,TRUE,FALSE
162951,abraliopsis chuni,abraliopsis chuni,FALSE,FALSE,TRUE,FALSE
162952,grimalditeuthis bonplandi,grimalditeuthis bonplandii,TRUE,TRUE,TRUE,FALSE
162953,galiteuthis pacifica,galiteuthis pacifica,FALSE,FALSE,TRUE,FALSE
162954,hapalochlaena maculosa,hapalochlaena maculosa,TRUE,TRUE,TRUE,FALSE
162955,bathypolypus arcticus,bathypolypus arcticus,TRUE,TRUE,TRUE,FALSE
162956,brachioteuthis picta,brachioteuthis picta,TRUE,TRUE,TRUE,FALSE
162957,bathypolypus valdiviae,bathypolypus valdiviae,TRUE,TRUE,TRUE,FALSE
162958,enteroctopus dofleini,enteroctopus dofleini,TRUE,TRUE,TRUE,FALSE
162959,dosidicus gigas,dosidicus gigas,TRUE,TRUE,TRUE,FALSE
162961,joubiniteuthis portieri,joubiniteuthis portieri,TRUE,TRUE,TRUE,FALSE
162962,planctoteuthis oligobessa,planctoteuthis oligobessa,FALSE,FALSE,TRUE,FALSE
162963,muusoctopus pseudonymus,muusoctopus pseudonymus,FALSE,FALSE,TRUE,FALSE
162964,enoploteuthis semilineata,enoploteuthis semilineata,FALSE,FALSE,TRUE,FALSE
162966,graneledone challengeri,graneledone challengeri,FALSE,FALSE,TRUE,FALSE
162967,opisthoteuthis robsoni,opisthoteuthis robsoni,FALSE,FALSE,TRUE,FALSE
162968,enoploteuthis anapsis,enoploteuthis anapsis,TRUE,TRUE,TRUE,FALSE
162969,uroteuthis duvauceli,uroteuthis duvaucelii,TRUE,TRUE,TRUE,FALSE
162971,amphioctopus neglectus,amphioctopus neglectus,TRUE,TRUE,TRUE,FALSE
162972,megalocranchia oceanica,megalocranchia oceanica,TRUE,TRUE,TRUE,FALSE
162973,pickfordiateuthis vossi,pickfordiateuthis vossi,FALSE,FALSE,TRUE,FALSE
162974,octopus mimus,octopus mimus,FALSE,FALSE,TRUE,FALSE
162975,hapalochlaena fasciata,hapalochlaena fasciata,TRUE,TRUE,TRUE,FALSE
162976,octopus campbelli,robsonella campbelli,FALSE,FALSE,TRUE,FALSE
162977,cirroctopus glacialis,cirroctopus glacialis,FALSE,FALSE,TRUE,FALSE
162978,amphioctopus siamensis,amphioctopus siamensis,FALSE,FALSE,TRUE,FALSE
162979,teuthowenia maculata,teuthowenia maculata,TRUE,TRUE,TRUE,FALSE
162980,mastigoteuthis psychrophila,mastigoteuthis psychrophila,FALSE,FALSE,TRUE,FALSE
162981,uroteuthis edulis,uroteuthis edulis,TRUE,TRUE,TRUE,FALSE
162982,abraliopsis tui,abraliopsis tui,FALSE,FALSE,TRUE,FALSE
162983,octopus verrucosus,octopus verrucosus,FALSE,FALSE,TRUE,FALSE
162984,abralia heminuchalis,abralia heminuchalis,TRUE,TRUE,TRUE,FALSE
162985,doryteuthis ocula,doryteuthis ocula,TRUE,FALSE,TRUE,FALSE
162986,japetella diaphana,japetella diaphana,TRUE,TRUE,TRUE,FALSE
162987,euaxoctopus scalenus,euaxoctopus scalenus,FALSE,FALSE,TRUE,FALSE
162988,vitreledonella richardi,vitreledonella richardi,TRUE,TRUE,TRUE,FALSE
162989,octopus wolfi,octopus wolfi,TRUE,TRUE,TRUE,FALSE
162990,eledone caparti,eledone caparti,TRUE,TRUE,TRUE,FALSE
162991,octopus pallidus,octopus pallidus,TRUE,TRUE,TRUE,FALSE
162992,grimpella thaumastocheir,grimpella thaumastocheir,FALSE,FALSE,TRUE,FALSE
162994,gonatus californiensis,gonatus californiensis,FALSE,FALSE,TRUE,FALSE
162996,onykia carriboea,onykia carriboea,TRUE,TRUE,TRUE,FALSE
162997,doryteuthis opalescens,doryteuthis opalescens,TRUE,TRUE,TRUE,FALSE
162998,octopus pumilus,octopus pumilus,FALSE,FALSE,TRUE,FALSE
162999,notonykia africanae,notonykia africanae,FALSE,FALSE,TRUE,FALSE
163002,illex illecebrosus,illex illecebrosus,TRUE,TRUE,TRUE,FALSE
163003,opisthoteuthis japonica,opisthoteuthis japonica,FALSE,FALSE,TRUE,FALSE
163004,octopus bimaculoides,octopus bimaculoides,FALSE,FALSE,TRUE,FALSE
163006,octopus maya,octopus maya,TRUE,TRUE,TRUE,FALSE
163007,bathyteuthis bacidifera,bathyteuthis bacidifera,FALSE,FALSE,TRUE,FALSE
163008,lycoteuthis lorigera,lycoteuthis lorigera,TRUE,TRUE,TRUE,FALSE
163009,macrotritopus scorpio,macrotritopus scorpio,FALSE,FALSE,FALSE,FALSE
163010,paroctopus digueti,paroctopus digueti,TRUE,TRUE,TRUE,FALSE
163011,cirrothauma murrayi,cirrothauma murrayi,TRUE,FALSE,TRUE,FALSE
163012,grimpoteuthis tuftsi,grimpoteuthis tuftsi,FALSE,FALSE,TRUE,FALSE
163013,muusoctopus sibiricus,muusoctopus sibiricus,FALSE,FALSE,TRUE,FALSE
163014,microeledone mangoldi,microeledone mangoldi,FALSE,FALSE,TRUE,FALSE
163015,octopus veligero,octopus veligero,FALSE,FALSE,TRUE,FALSE
163017,heterololigo bleekeri,heterololigo bleekeri,TRUE,TRUE,TRUE,FALSE
163018,macrochlaena winckworthi,macrochlaena winckworthi,FALSE,FALSE,TRUE,FALSE
163019,enoploteuthis galaxias,enoploteuthis galaxias,FALSE,FALSE,TRUE,FALSE
163020,doryteuthis plei,doryteuthis pleii,TRUE,TRUE,TRUE,FALSE
163022,grimpoteuthis meangensis,grimpoteuthis meangensis,FALSE,FALSE,TRUE,FALSE
163024,abralia robsoni,abralia robsoni,FALSE,FALSE,TRUE,FALSE
163025,selenoteuthis scintillans,selenoteuthis scintillans,TRUE,TRUE,TRUE,FALSE
163026,psychroteuthis glacialis,psychroteuthis glacialis,TRUE,TRUE,TRUE,FALSE
163027,alloteuthis media,alloteuthis media,TRUE,TRUE,TRUE,FALSE
163028,abralia redfieldi,abralia redfieldi,TRUE,TRUE,TRUE,FALSE
163029,argonauta nodosa,argonauta nodosus,TRUE,TRUE,TRUE,FALSE
163030,abralia grimpei,abralia grimpei,FALSE,FALSE,TRUE,FALSE
163031,octopus hattai,octopus hattai,FALSE,FALSE,TRUE,FALSE
163032,callistoctopus alpheus,callistoctopus alpheus,TRUE,FALSE,TRUE,FALSE
163033,chiroteuthis mega,chiroteuthis mega,TRUE,TRUE,TRUE,FALSE
163034,graneledone gonzalezi,graneledone gonzalezi,TRUE,FALSE,TRUE,FALSE
163035,abraliopsis lineata,abraliopsis lineata,FALSE,FALSE,TRUE,FALSE
163036,abdopus abaculus,abdopus abaculus,TRUE,FALSE,TRUE,FALSE
163037,abralia astrolineata,abralia astrolineata,FALSE,FALSE,TRUE,FALSE
163038,abralia armata,abralia armata,FALSE,FALSE,TRUE,FALSE
163040,octopus penicillifer,octopus penicillifer,TRUE,FALSE,TRUE,FALSE
163041,loliolus beka,loliolus beka,TRUE,TRUE,TRUE,FALSE
163042,cirroteuthis muelleri,cirroteuthis muelleri,TRUE,TRUE,TRUE,FALSE
163045,uroteuthis chinensis,uroteuthis chinensis,TRUE,TRUE,TRUE,FALSE
163047,eledone massyae,eledone massyae,TRUE,TRUE,TRUE,FALSE
163048,bentheledone albida,bentheledone albida,FALSE,FALSE,TRUE,FALSE
163049,uroteuthis pickfordi,uroteuthis pickfordae,FALSE,FALSE,TRUE,FALSE
163050,ancistrocheirus lesueuri,ancistrocheirus lesueurii,TRUE,TRUE,TRUE,FALSE
163051,nematolampas regalis,nematolampas regalis,FALSE,FALSE,TRUE,FALSE
163052,abraliopsis morisi,abraliopsis morisii,TRUE,TRUE,TRUE,FALSE
163053,muusoctopus berryi,muusoctopus berryi,FALSE,FALSE,TRUE,FALSE
163054,opisthoteuthis depressa,opisthoteuthis depressa,TRUE,TRUE,TRUE,FALSE
163055,octopus cyanea,octopus cyanea,TRUE,TRUE,TRUE,FALSE
163056,histioteuthis oceani,histioteuthis oceani,FALSE,FALSE,TRUE,FALSE
163057,callistoctopus graptus,callistoctopus graptus,TRUE,TRUE,TRUE,FALSE
163058,lolliguncula argus,lolliguncula argus,TRUE,FALSE,TRUE,FALSE
163059,nototodarus sloanii,nototodarus sloanii,TRUE,TRUE,TRUE,FALSE
163060,muusoctopus robustus,muusoctopus robustus,TRUE,FALSE,TRUE,FALSE
163061,galeoctopus lateralis,galeoctopus lateralis,TRUE,TRUE,TRUE,FALSE
163063,abraliopsis hoylei,abraliopsis hoylei,TRUE,TRUE,TRUE,FALSE
163064,onychoteuthis meridiopacifica,onychoteuthis meridiopacifica,FALSE,FALSE,TRUE,FALSE
163065,opisthoteuthis californiana,opisthoteuthis californiana,TRUE,TRUE,TRUE,FALSE
163066,tremoctopus robsoni,tremoctopus robsoni,FALSE,FALSE,TRUE,FALSE
163067,sandalops melancholicus,sandalops melancholicus,TRUE,TRUE,TRUE,FALSE
163068,gonatopsis octopedatus,gonatopsis octopedatus,FALSE,FALSE,TRUE,FALSE
163069,octopus mercatoris,paroctopus mercatoris,FALSE,FALSE,TRUE,FALSE
163070,lycoteuthis springeri,lycoteuthis springeri,TRUE,FALSE,TRUE,FALSE
163071,ornithoteuthis volatilis,ornithoteuthis volatilis,TRUE,TRUE,TRUE,FALSE
163072,octopus berrima,octopus berrima,FALSE,FALSE,TRUE,FALSE
163073,histioteuthis bonnellii,histioteuthis bonnellii,TRUE,TRUE,TRUE,FALSE
163074,opisthoteuthis bruuni,opisthoteuthis bruuni,TRUE,FALSE,TRUE,FALSE
163075,ocythoe tuberculata,ocythoe tuberculata,TRUE,TRUE,TRUE,FALSE
163076,pteroctopus tetracirrhus,pteroctopus tetracirrhus,TRUE,TRUE,TRUE,FALSE
163077,amphitretus thielei,amphitretus thielei,FALSE,FALSE,TRUE,FALSE
163078,callistoctopus luteus,callistoctopus luteus,TRUE,TRUE,TRUE,FALSE
163079,mastigoteuthis atlantica,echinoteuthis atlantica,FALSE,FALSE,TRUE,FALSE
163080,argonauta argo,argonauta argo,TRUE,TRUE,TRUE,FALSE
163081,lolliguncula brevis,lolliguncula brevis,TRUE,TRUE,TRUE,FALSE
163082,tremoctopus gelatus,tremoctopus gelatus,FALSE,FALSE,TRUE,FALSE
163083,argonauta nouryi,argonauta nouryi,TRUE,TRUE,TRUE,FALSE
163084,robsonella fontanianus,robsonella fontaniana,TRUE,TRUE,TRUE,FALSE
163085,nototodarus hawaiiensis,nototodarus hawaiiensis,TRUE,TRUE,TRUE,FALSE
163086,octopoteuthis megaptera,octopoteuthis megaptera,TRUE,TRUE,TRUE,FALSE
163087,amphioctopus robsoni,amphioctopus robsoni,FALSE,FALSE,TRUE,FALSE
163088,leachia pacifica,leachia pacifica,FALSE,FALSE,TRUE,FALSE
163089,pyroteuthis addolux,pyroteuthis addolux,TRUE,TRUE,TRUE,FALSE
163090,grimpoteuthis plena,grimpoteuthis plena,FALSE,FALSE,TRUE,FALSE
163091,octopus parvus,octopus parvus,FALSE,FALSE,TRUE,FALSE
163092,octopus favonius,octopus favonius,FALSE,FALSE,TRUE,FALSE
163094,abraliopsis felis,abraliopsis felis,TRUE,TRUE,TRUE,FALSE
163095,brachioteuthis riisei,brachioteuthis riisei,TRUE,TRUE,TRUE,FALSE
163096,enoploteuthis jonesi,enoploteuthis jonesi,FALSE,FALSE,TRUE,FALSE
163097,loliolus hardwickei,loliolus hardwickei,FALSE,FALSE,TRUE,FALSE
163098,octopus alecto,octopus alecto,TRUE,TRUE,TRUE,FALSE
163099,octopus balboai,octopus balboai,TRUE,FALSE,TRUE,FALSE
163100,octopus argus,octopus argus,FALSE,FALSE,TRUE,FALSE
163101,brachioteuthis beanii,brachioteuthis beanii,FALSE,FALSE,TRUE,FALSE
163102,ancistroteuthis lichtensteini,ancistroteuthis lichtensteinii,TRUE,TRUE,TRUE,FALSE
163103,cistopus indicus,cistopus indicus,TRUE,TRUE,TRUE,FALSE
163106,grimpoteuthis megaptera,grimpoteuthis megaptera,FALSE,FALSE,TRUE,FALSE
163107,bathypolypus sponsalis,bathypolypus sponsalis,TRUE,TRUE,TRUE,FALSE
163108,batoteuthis skolops,batoteuthis skolops,FALSE,FALSE,TRUE,FALSE
163109,octopus chierchiae,octopus chierchiae,TRUE,FALSE,TRUE,FALSE
163110,enoploteuthis octolineata,enoploteuthis octolineata,FALSE,FALSE,TRUE,FALSE
163111,teretoctopus indicus,teretoctopus indicus,FALSE,FALSE,TRUE,FALSE
163112,asperoteuthis acanthoderma,asperoteuthis acanthoderma,FALSE,FALSE,TRUE,FALSE
163113,octopus pyrum,octopus pyrum,FALSE,FALSE,TRUE,FALSE
163114,abralia veranyi,abralia veranyi,TRUE,TRUE,TRUE,FALSE
163115,uroteuthis bartschi,uroteuthis bartschi,FALSE,FALSE,TRUE,FALSE
163117,cirroctopus antarctica,cirroctopus antarcticus,FALSE,FALSE,TRUE,FALSE
163118,liocranchia valdiviae,liocranchia valdiviae,FALSE,FALSE,TRUE,FALSE
163119,enteroctopus californicus,no match,FALSE,FALSE,FALSE,FALSE
163121,grimpoteuthis pacifica,grimpoteuthis pacifica,FALSE,FALSE,TRUE,FALSE
163122,uroteuthis abulati,uroteuthis abulati,FALSE,FALSE,TRUE,FALSE
163124,graneledone macrotyla,graneledone macrotyla,FALSE,FALSE,TRUE,FALSE
163125,argonauta cornuta,argonauta cornuta,FALSE,FALSE,TRUE,FALSE
163126,octopus mernoo,robsonella mernoo,FALSE,FALSE,TRUE,FALSE
163127,vulcanoctopus hydrothermalis,vulcanoctopus hydrothermalis,FALSE,FALSE,TRUE,FALSE
163128,graneledone antarctica,graneledone antarctica,FALSE,FALSE,TRUE,FALSE
163129,nototodarus gouldi,nototodarus gouldi,TRUE,TRUE,TRUE,FALSE
163130,scaergus patagiatus,scaeurgus patagiatus,TRUE,FALSE,TRUE,FALSE
163131,onykia ingens,moroteuthopsis ingens,TRUE,TRUE,TRUE,FALSE
163132,mastigoteuthis pyrodes,mastigotragus pyrodes,FALSE,FALSE,TRUE,FALSE
163133,octopus gardineri,octopus gardineri,FALSE,FALSE,TRUE,FALSE
163134,abralia renschi,abralia renschi,FALSE,FALSE,TRUE,FALSE
163135,muusoctopus tangaroa,muusoctopus tangaroa,TRUE,FALSE,TRUE,FALSE
163137,muusoctopus yaquinae,muusoctopus yaquinae,TRUE,FALSE,TRUE,FALSE
163138,callistoctopus aspilosomatis,callistoctopus aspilosomatis,TRUE,FALSE,TRUE,FALSE
163139,doryteuthis gahi,doryteuthis gahi,TRUE,TRUE,TRUE,FALSE
163140,muusoctopus januarii,muusoctopus januarii,TRUE,TRUE,TRUE,FALSE
163141,opisthoteuthis massyae,opisthoteuthis massyae,TRUE,TRUE,TRUE,FALSE
163142,abralia multihamata,abralia multihamata,FALSE,FALSE,TRUE,FALSE
163143,leachia danae,leachia danae,FALSE,FALSE,TRUE,FALSE
163144,opisthoteuthis chathamensis,opisthoteuthis chathamensis,TRUE,FALSE,TRUE,FALSE
163145,octopus rubescens,octopus rubescens,TRUE,TRUE,TRUE,FALSE
163146,watasenia scintillans,watasenia scintillans,TRUE,TRUE,TRUE,FALSE
163147,octopus bimaculatus,octopus bimaculatus,TRUE,TRUE,TRUE,FALSE
163148,uroteuthis noctiluca,uroteuthis noctiluca,TRUE,TRUE,TRUE,FALSE
163149,bathypolypus pugniger,bathypolypus pugniger,TRUE,TRUE,TRUE,FALSE
163150,muusoctopus tegginmathae,muusoctopus tegginmathae,TRUE,FALSE,TRUE,FALSE
163152,sthenoteuthis oualaniensis,sthenoteuthis oualaniensis,TRUE,TRUE,TRUE,FALSE
163155,stigmatoteuthis arcturi,stigmatoteuthis arcturi,TRUE,TRUE,TRUE,FALSE
163156,galiteuthis armata,galiteuthis armata,TRUE,TRUE,TRUE,FALSE
163157,abralia siedleckyi,abralia siedleckyi,FALSE,FALSE,TRUE,FALSE
163159,graneledone verrucosa,graneledone verrucosa,TRUE,TRUE,TRUE,FALSE
163160,mastigoteuthis dentata,mastigoteuthis dentata,FALSE,FALSE,TRUE,FALSE
163161,todarodes angolensis,todarodes angolensis,TRUE,FALSE,TRUE,FALSE
163162,eogonatus tinro,gonatopsis okutanii,FALSE,FALSE,TRUE,FALSE
163163,ommastrephes bartramii,ommastrephes bartramii,TRUE,TRUE,TRUE,FALSE
163164,muusoctopus canthylus,muusoctopus canthylus,FALSE,FALSE,TRUE,FALSE
163165,doryteuthis pealeii,doryteuthis pealeii,TRUE,TRUE,TRUE,FALSE
163166,muusoctopus oregonensis,muusoctopus oregonensis,TRUE,FALSE,TRUE,FALSE
163167,octopus harpedon,octopus harpedon,FALSE,FALSE,TRUE,FALSE
163168,pteroctopus schmidti,pteroctopus schmidti,TRUE,TRUE,TRUE,FALSE
163170,mesonychoteuthis hamiltoni,mesonychoteuthis hamiltoni,FALSE,FALSE,TRUE,FALSE
163171,doryteuthis surinamensis,doryteuthis surinamensis,FALSE,FALSE,TRUE,FALSE
163172,stauroteuthis syrtensis,stauroteuthis syrtensis,TRUE,TRUE,TRUE,FALSE
163173,octopus olivieri,octopus oliveri,TRUE,FALSE,TRUE,FALSE
163174,callistoctopus rapanui,callistoctopus rapanui,FALSE,FALSE,TRUE,FALSE
163175,octopus briareus,octopus briareus,TRUE,TRUE,TRUE,FALSE
163176,amphioctopus marginatus,amphioctopus marginatus,TRUE,TRUE,TRUE,FALSE
163177,histioteuthis reversa,histioteuthis reversa,TRUE,TRUE,TRUE,FALSE
163178,opisthoteuthis pluto,opisthoteuthis pluto,TRUE,TRUE,TRUE,FALSE
163179,discoteuthis laciniosa,discoteuthis laciniosa,TRUE,TRUE,TRUE,FALSE
163180,octopoteuthis rugosa,octopoteuthis rugosa,TRUE,TRUE,TRUE,FALSE
163181,helicocranchia papillata,helicocranchia papillata,TRUE,TRUE,TRUE,FALSE
163182,lolliguncula panamensis,lolliguncula panamensis,TRUE,TRUE,TRUE,FALSE
163183,enteroctopus magnificus,enteroctopus magnificus,TRUE,TRUE,TRUE,FALSE
163184,abralia andamanica,abralia andamanica,TRUE,TRUE,TRUE,FALSE
163185,callistoctopus bunurong,callistoctopus bunurong,FALSE,FALSE,TRUE,FALSE
163186,gonatus fabricii,gonatus fabricii,TRUE,TRUE,TRUE,FALSE
163187,enoploteuthis chunii,enoploteuthis chunii,TRUE,TRUE,TRUE,FALSE
163189,todarodes sagittatus,todarodes sagittatus,TRUE,TRUE,TRUE,FALSE
163190,gonatus ursabrunae,gonatus ursabrunae,FALSE,FALSE,TRUE,FALSE
163192,pyroteuthis serrata,pyroteuthis serrata,FALSE,FALSE,TRUE,FALSE
163194,callimachus rancureli,walvisteuthis rancureli,FALSE,FALSE,TRUE,FALSE
163195,amphioctopus rex,amphioctopus rex,TRUE,TRUE,TRUE,FALSE
163196,uroteuthis arabica,uroteuthis arabica,FALSE,FALSE,TRUE,FALSE
163197,sasakiopus salebrosus,sasakiopus salebrosus,FALSE,FALSE,TRUE,FALSE
163198,sthenoteuthis pteropus,sthenoteuthis pteropus,TRUE,TRUE,TRUE,FALSE
163199,octopus kaurna,octopus kaurna,FALSE,FALSE,TRUE,FALSE
163200,callistoctopus ornatus,callistoctopus ornatus,TRUE,TRUE,TRUE,FALSE
163201,octopus mutilans,octopus mutilans,FALSE,FALSE,TRUE,FALSE
163202,gonatus steenstrupi,gonatus steenstrupi,FALSE,FALSE,TRUE,FALSE
163203,onychoteuthis borealijaponica,onychoteuthis borealijaponica,FALSE,FALSE,TRUE,FALSE
163204,chiroteuthis calyx,chiroteuthis calyx,FALSE,FALSE,TRUE,FALSE
163205,doryteuthis sanpaulensis,doryteuthis sanpaulensis,TRUE,TRUE,TRUE,FALSE
163207,haliphron atlanticus,haliphron atlanticus,TRUE,TRUE,TRUE,FALSE
163208,octopus salutii,octopus salutii,TRUE,TRUE,TRUE,FALSE
163209,amphioctopus ovulum,amphioctopus ovulum,FALSE,FALSE,TRUE,FALSE
163210,callistoctopus lechenaultii,callistoctopus lechenaultii,FALSE,FALSE,TRUE,FALSE
163211,argonauta hians,argonauta hians,TRUE,TRUE,TRUE,FALSE
163213,loliolus japonica,loliolus japonica,TRUE,TRUE,TRUE,FALSE
163215,muusoctopus levis,muusoctopus levis,TRUE,FALSE,TRUE,FALSE
163217,muusoctopus hokkaidensis,muusoctopus hokkaidensis,TRUE,TRUE,TRUE,FALSE
163218,liocranchia reinhardti,liocranchia reinhardtii,TRUE,TRUE,TRUE,FALSE
163219,lampadioteuthis megaleia,lampadioteuthis megaleia,TRUE,TRUE,TRUE,FALSE
163220,alloteuthis subulata,alloteuthis subulata,TRUE,TRUE,TRUE,FALSE
163221,opisthoteuthis philipii,opisthoteuthis philipii,FALSE,FALSE,TRUE,FALSE
163222,cycloteuthis serventyi,cycloteuthis sirventi,TRUE,TRUE,TRUE,FALSE
163224,octopus oculifer,octopus oculifer,TRUE,TRUE,TRUE,FALSE
163225,grimpoteuthis umbellata,grimpoteuthis umbellata,FALSE,FALSE,TRUE,FALSE
163226,chiroteuthis joubini,chiroteuthis joubini,TRUE,TRUE,TRUE,FALSE
163227,leachia cyclura,leachia cyclura,TRUE,TRUE,TRUE,FALSE
163228,thysanoteuthis rhombus,thysanoteuthis rhombus,TRUE,TRUE,TRUE,FALSE
163229,galiteuthis phyllura,galiteuthis phyllura,FALSE,FALSE,TRUE,FALSE
163230,uroteuthis singhalensis,uroteuthis singhalensis,TRUE,TRUE,TRUE,FALSE
163231,abralia marisarabica,abralia marisarabica,FALSE,FALSE,TRUE,FALSE
163232,ornithoteuthis antillarum,ornithoteuthis antillarum,TRUE,TRUE,TRUE,FALSE
163233,uroteuthis robsoni,uroteuthis robsoni,FALSE,FALSE,TRUE,FALSE
163234,histioteuthis machrohista,histioteuthis macrohista,TRUE,TRUE,TRUE,FALSE
163235,abraliopsis gilchristi,abraliopsis gilchristi,FALSE,FALSE,TRUE,FALSE
