cell_id,chi,n_strs,iucn_sid,rank
3375979,0.10555,5,178804,high
3375979,0.10555,5,178805,high
2813296,0.19497,8,178811,high
2421179,0.20485,7,178812,high
3375979,0.10555,5,178812,high
3375979,0.10555,5,178814,high
2813296,0.17582,8,178819,high
3375979,0.11819,5,178820,high
3375979,0.10555,5,178821,high
3375979,0.10555,5,178822,high
2421179,0.20485,7,178825,high
3375979,0.10555,5,178825,high
3375979,0.10555,5,178826,high
2421179,0.20543,7,178828,high
3375979,0.11819,5,178828,high
3375979,0.11819,5,178830,high
2421179,0.20543,7,178832,high
3375979,0.11819,5,178832,high
3375979,0.10555,5,178836,high
3375979,0.11819,5,178837,high
3375979,0.10555,5,178838,high
3375979,0.10555,5,178840,high
2421179,0.20485,7,178842,high
3375979,0.10555,5,178842,high
2421179,0.20485,7,178843,high
3375979,0.10555,5,178843,high
2421179,0.20485,7,178845,high
3375979,0.10555,5,178845,high
2421179,0.20485,7,178846,high
3375979,0.10555,5,178846,high
2421179,0.20485,7,178850,high
3375979,0.10555,5,178850,high
2813296,0.17582,8,178851,high
3375979,0.10555,5,178852,high
3375979,0.10555,5,178854,high
3375979,0.21313000000000001,3,178892,high
3375979,0.21313000000000001,3,178894,high
3425334,0.03827,3,178894,low
3460415,0.03043,3,178894,low
3516557,0.02621,3,178894,low
3664010,0.0038,3,178894,low
3671050,5.9e-4,3,178894,low
3375979,0.21313000000000001,3,178932,high
3516557,0.02621,3,178932,low
2421179,0.34272,5,178949,high
2421179,0.34272,5,178979,high
3375979,0.21313000000000001,3,179001,high
3119672,0.2363,3,179002,high
3375979,0.21313000000000001,3,179002,high
3516557,0.02621,3,179019,low
3671050,5.9e-4,3,179019,low
3425334,0.03827,3,179053,low
3460415,0.03043,3,179053,low
3516557,0.02621,3,179053,low
3375979,0.21313000000000001,3,179056,high
3516557,0.02621,3,179057,low
3671050,5.9e-4,3,179057,low
3119672,0.2363,3,179064,high
3375979,0.21313000000000001,3,179064,high
3460415,0.03043,3,179064,low
3516557,0.02621,3,179064,low
3119672,0.2363,3,179085,high
3375979,0.21313000000000001,3,179085,high
3516557,0.02621,3,179085,low
3119672,0.2363,3,179111,high
3375979,0.21313000000000001,3,179111,high
3375979,0.21313000000000001,3,179112,high
3460415,0.03043,3,179112,low
3516557,0.02621,3,179112,low
900247,0.36272,3,180223,high
1068766,0.22933,3,180223,high
1096847,0.23926,3,180223,high
2421179,0.46171,5,180238,high
3119672,0.35078000000000004,3,180238,high
3375979,0.31667,3,180238,high
3425334,0.05665,3,180238,low
3460415,0.04533,3,180238,low
3516557,0.043410000000000004,3,180238,low
3664010,0.0058,3,180238,low
3671050,8.600000000000001e-4,3,180238,low
2421179,0.45133,6,180248,high
3119672,0.32807,3,180248,high
3375979,0.29551,3,180248,high
3425334,0.05224,3,180248,low
3460415,0.041800000000000004,3,180248,low
3516557,0.03984,3,180248,low
3664010,0.00534,3,180248,low
3671050,7.999999999999999e-4,3,180248,low
2421179,0.46509,5,180265,high
3119672,0.35132,3,180265,high
3375979,0.31693,3,180265,high
3380525,0.07348,3,180265,low
3415625,0.06401,3,180265,low
3425334,0.05652,3,180265,low
3460415,0.04521,3,180265,low
3516557,0.043,3,180265,low
3664010,0.00577,3,180265,low
3671050,8.6e-4,3,180265,low
2421179,0.46509,5,180266,high
3119672,0.35132,3,180266,high
3375979,0.31693,3,180266,high
3425334,0.05652,3,180266,low
900247,0.34093,3,180276,high
1068766,0.21758,3,180276,high
1096847,0.22639,3,180276,high
3516557,0.03984,3,180278,low
3664010,0.00534,3,180278,low
3671050,7.999999999999999e-4,3,180278,low
3425334,0.05665,3,180285,low
900247,0.36272,3,180298,high
3119672,0.32807,3,180323,high
3375979,0.29551,3,180323,high
3425334,0.05224,3,180323,low
3119672,0.35078000000000004,3,180324,high
3375979,0.31667,3,180324,high
3425334,0.05665,3,180324,low
3460415,0.04533,3,180324,low
3516557,0.043410000000000004,3,180324,low
3664010,0.0058,3,180324,low
3671050,8.600000000000001e-4,3,180324,low
3033504,0.03486,3,180325,low
2421179,0.46509,5,180337,high
3119672,0.35132,3,180337,high
3375979,0.31693,3,180337,high
3380525,0.07348,3,180337,low
3415625,0.06401,3,180337,low
3671050,8.6e-4,3,180338,low
3119672,0.32807,3,180352,high
3375979,0.29551,3,180352,high
3425334,0.05224,3,180352,low
3460415,0.041800000000000004,3,180352,low
3516557,0.03984,3,180352,low
3664010,0.00534,3,180352,low
3671050,7.999999999999999e-4,3,180352,low
3664010,0.00577,3,180357,low
3671050,8.6e-4,3,180357,low
1729761,0.289,3,180363,high
2421179,0.46171,5,180367,high
3119672,0.35078000000000004,3,180367,high
3375979,0.31667,3,180367,high
3425334,0.05665,3,180367,low
3460415,0.04533,3,180367,low
3516557,0.043410000000000004,3,180367,low
3664010,0.0058,3,180367,low
3671050,8.600000000000001e-4,3,180367,low
2875691,0.12208999999999999,4,180381,low
3425334,0.05416,4,180381,low
3119672,0.32807,3,180399,high
3375979,0.29551,3,180399,high
3425334,0.05224,3,180399,low
2421179,0.45133,6,180411,high
3119672,0.32807,3,180411,high
3375979,0.29551,3,180411,high
3425334,0.05224,3,180411,low
3460415,0.041800000000000004,3,180411,low
3516557,0.03984,3,180411,low
3664010,0.00534,3,180411,low
3671050,7.999999999999999e-4,3,180411,low
1273512,0.39694,3,180424,high
1729761,0.28919,3,180424,high
2421179,0.46171,5,180476,high
3119672,0.35078000000000004,3,180476,high
3375979,0.31667,3,180476,high
3425334,0.05665,3,180476,low
3460415,0.04533,3,180476,low
3516557,0.043410000000000004,3,180476,low
3664010,0.0058,3,180476,low
3671050,8.600000000000001e-4,3,180476,low
2421179,0.46171,5,180477,high
3119672,0.35078000000000004,3,180477,high
3375979,0.31667,3,180477,high
3425334,0.05665,3,180477,low
3460415,0.04533,3,180477,low
3516557,0.043410000000000004,3,180477,low
3664010,0.0058,3,180477,low
3671050,8.600000000000001e-4,3,180477,low
3119672,0.32807,3,180479,high
3375979,0.29551,3,180479,high
3425334,0.05224,3,180479,low
3460415,0.041800000000000004,3,180479,low
3516557,0.03984,3,180479,low
3664010,0.00534,3,180479,low
3671050,7.999999999999999e-4,3,180479,low
3119672,0.35078000000000004,3,180481,high
3375979,0.31667,3,180481,high
3425334,0.05665,3,180481,low
3460415,0.04533,3,180481,low
3516557,0.043410000000000004,3,180481,low
3664010,0.0058,3,180481,low
3671050,8.600000000000001e-4,3,180481,low
3375979,0.29551,3,180484,high
3119672,0.35078000000000004,3,180488,high
3375979,0.31667,3,180488,high
3425334,0.05665,3,180488,low
3460415,0.04533,3,180488,low
3516557,0.043410000000000004,3,180488,low
3664010,0.0058,3,180488,low
3671050,8.600000000000001e-4,3,180488,low
900247,0.36272,3,180515,high
1068766,0.22933,3,180515,high
1096847,0.23926,3,180515,high
1273512,0.39908,3,180515,high
2421179,0.46509,5,180518,high
3119672,0.35132,3,180518,high
3375979,0.31693,3,180518,high
3425334,0.05652,3,180518,low
3460415,0.04521,3,180518,low
3516557,0.043,3,180518,low
3664010,0.00577,3,180518,low
3671050,8.6e-4,3,180518,low
3375979,0.31693,3,180530,high
3516557,0.043410000000000004,3,180535,low
3671050,8.600000000000001e-4,3,180535,low
900247,0.34093,3,180540,high
1068766,0.21758,3,180540,high
1096847,0.22639,3,180540,high
2421179,0.45133,6,180541,high
3119672,0.32807,3,180541,high
3375979,0.29551,3,180541,high
3425334,0.05224,3,180541,low
3460415,0.041800000000000004,3,180541,low
3516557,0.03984,3,180541,low
3664010,0.00534,3,180541,low
3671050,7.999999999999999e-4,3,180541,low
3375979,0.31667,3,180545,high
3516557,0.043410000000000004,3,180545,low
3671050,8.600000000000001e-4,3,180545,low
3119672,0.24683,3,180980,high
2421179,0.38833,6,18124721,high
3119672,0.23269,3,18124721,high
3375979,0.21085,3,18124721,high
2421179,0.38833,6,18124738,high
3119672,0.23269,3,18124738,high
3375979,0.21085,3,18124738,high
3425334,0.03893,3,18124738,low
3460415,0.03091,3,18124738,low
3516557,0.02563,3,18124738,low
3664010,0.00383,3,18124738,low
3671050,6.1e-4,3,18124738,low
2644637,0.22016,5,182549,high
2813296,0.21397,8,182549,high
2421179,0.18866,5,18257780,high
3119672,0.28299,3,18257780,high
3375979,0.176,3,18257780,high
900247,0.34717,3,18258072,high
1068766,0.13865,3,18258072,high
1096847,0.15104,3,18258072,high
900247,0.34717,3,18258202,high
1068766,0.13865,3,18258202,high
1096847,0.15104,3,18258202,high
1068766,0.13865,3,18258249,high
1096847,0.15104,3,18258249,high
1273512,0.22246000000000002,3,183214,high
2421179,0.18866,5,183214,high
3119672,0.28299,3,183214,high
3375979,0.176,3,183214,high
3425334,0.02046,3,183214,low
3460415,0.01674,3,183214,low
3516557,0.02172,3,183214,low
3664010,0.00233,3,183214,low
3671050,3e-4,3,183214,low
1273512,0.27179000000000003,3,183347,high
3033504,0.02293,3,183347,low
2875691,0.07801,3,183878,low
2875691,0.06911,5,184047,low
2813296,0.22771,8,184993,high
2644637,0.23861,5,184999,high
2813296,0.22771,8,184999,high
900247,0.26979,5,185000,high
1273512,0.27316999999999997,5,185000,high
2644637,0.23861,5,185000,high
2813296,0.22771,8,185000,high
2875691,0.07117,5,185000,low
3119672,0.23526,5,185000,high
3375979,0.20642,5,185000,high
3425334,0.03715,5,185000,low
3460415,0.03005,5,185000,low
3516557,0.02272,5,185000,low
3664010,0.0038,5,185000,low
3671050,0.00196,5,185000,low
3119672,0.23526,5,185002,high
3375979,0.20642,5,185002,high
3425334,0.03715,5,185002,low
3460415,0.03005,5,185002,low
3516557,0.02272,5,185002,low
1273512,0.27316999999999997,5,185007,high
1729761,0.24480000000000002,5,185007,high
4703132,0.09697,4,185012,low
2421179,0.36428,7,185014,high
2644637,0.23861,5,185022,high
2813296,0.22771,8,185022,high
3119672,0.23526,5,185023,high
3375979,0.20642,5,185023,high
3425334,0.03715,5,185023,low
3460415,0.03005,5,185023,low
3516557,0.02272,5,185023,low
3664010,0.0038,5,185023,low
3671050,0.00196,5,185023,low
4703132,0.09697,4,185023,low
3119672,0.23526,5,185024,high
3375979,0.20642,5,185024,high
3425334,0.03715,5,185024,low
1068766,0.18794,5,185026,high
1096847,0.18613,5,185026,high
1273512,0.27316999999999997,5,185026,high
1729761,0.24480000000000002,5,185026,high
2421179,0.36428,7,185026,high
2644637,0.23861,5,185026,high
2813296,0.22771,8,185026,high
3119672,0.23526,5,185026,high
3375979,0.20642,5,185026,high
3425334,0.03715,5,185026,low
3460415,0.03005,5,185026,low
3516557,0.02272,5,185026,low
3664010,0.0038,5,185026,low
3671050,0.00196,5,185026,low
1273512,0.27316999999999997,5,185027,high
3425334,0.03715,5,185027,low
3460415,0.03005,5,185027,low
3516557,0.02272,5,185027,low
3664010,0.0038,5,185027,low
3671050,0.00196,5,185027,low
2813296,0.22771,8,185030,high
2421179,0.36428,7,185032,high
3119672,0.23526,5,185032,high
3375979,0.20642,5,185032,high
3425334,0.03715,5,185032,low
3460415,0.03005,5,185032,low
3516557,0.02272,5,185032,low
3664010,0.0038,5,185032,low
3671050,0.00196,5,185032,low
4703132,0.09697,4,185036,low
2875691,0.07117,5,185037,low
2421179,0.36428,7,185038,high
2644637,0.23861,5,185038,high
2813296,0.22771,8,185038,high
3119672,0.23526,5,185038,high
3375979,0.20642,5,185038,high
2644637,0.23861,5,185039,high
2813296,0.22771,8,185039,high
3119672,0.23526,5,185040,high
3375979,0.20642,5,185040,high
3425334,0.03715,5,185040,low
3460415,0.03005,5,185040,low
3516557,0.02272,5,185040,low
3664010,0.0038,5,185040,low
3671050,0.00196,5,185040,low
3516557,0.02272,5,185056,low
3664010,0.0038,5,185056,low
3671050,0.00196,5,185056,low
2421179,0.36428,7,185058,high
2813296,0.22771,8,185058,high
2644637,0.23861,5,185059,high
2813296,0.22771,8,185059,high
1273512,0.27316999999999997,5,185060,high
3119672,0.23526,5,185060,high
3375979,0.20642,5,185060,high
3425334,0.03715,5,185060,low
3415625,0.04846,5,185061,low
1273512,0.27316999999999997,5,185062,high
1729761,0.24480000000000002,5,185063,high
3380525,0.05093,5,185064,low
3415625,0.04846,5,185064,low
3516557,0.02272,5,185064,low
3664010,0.0038,5,185064,low
3671050,0.00196,5,185064,low
3375979,0.20642,5,185066,high
3033504,0.02428,5,185067,low
1273512,0.27316999999999997,5,185074,high
3516557,0.02272,5,185075,low
3664010,0.0038,5,185075,low
3671050,0.00196,5,185075,low
1273512,0.27316999999999997,5,185076,high
3380525,0.05093,5,185076,low
3415625,0.04846,5,185076,low
1273512,0.27316999999999997,5,185080,high
3119672,0.23526,5,185080,high
3375979,0.20642,5,185080,high
3375979,0.20642,5,185083,high
2813296,0.22771,8,185084,high
3375979,0.20642,5,185091,high
3425334,0.03715,5,185091,low
1273512,0.27316999999999997,5,185093,high
1729761,0.24480000000000002,5,185093,high
2421179,0.36428,7,185093,high
3119672,0.23526,5,185093,high
3375979,0.20642,5,185093,high
3425334,0.03715,5,185093,low
3460415,0.03005,5,185093,low
3516557,0.02272,5,185093,low
2875691,0.07117,5,185094,low
3033504,0.02428,5,185094,low
2644637,0.23861,5,185095,high
2813296,0.22771,8,185095,high
1068766,0.13607,4,185126,high
1096847,0.13598,4,185126,high
2644637,0.17400000000000002,4,185129,high
2813296,0.17896,7,185129,high
1273512,0.24911,5,185130,high
2644637,0.17108,3,185138,high
2813296,0.19171,6,185138,high
2644637,0.17108,3,185140,high
2644637,0.16718,3,185141,high
1068766,0.17095,3,185146,high
1096847,0.17271999999999998,3,185146,high
1273512,0.24911,5,185150,high
2644637,0.17400000000000002,4,185160,high
2813296,0.17896,7,185160,high
1068766,0.13981,3,185162,high
1068766,0.13607,4,185165,high
1096847,0.13598,4,185165,high
1273512,0.24911,5,185167,high
1068766,0.13607,4,185180,high
2644637,0.17400000000000002,4,185183,high
2813296,0.17896,7,185183,high
1273512,0.24911,5,185188,high
900247,0.3993744760860031,5,18596,high
1068766,0.6512690454448439,5,18596,high
1096847,0.653530323709393,5,18596,high
1273512,0.28924427668919234,5,18596,high
1729761,0.7595064944369531,5,18596,high
2421179,0.6598007360460001,7,18596,high
2644637,0.3846903952348681,5,18596,high
2813296,0.6105680212283245,8,18596,high
2875691,0.039840242432404374,5,18596,low
3033504,0.06301397809847596,5,18596,low
3119672,0.3520521149669509,5,18596,high
3375979,0.35383422603439235,5,18596,high
3380525,0.040394794322300205,5,18596,low
3415625,0.04858445194358762,5,18596,low
3425334,0.04023431776572838,5,18596,low
3460415,0.04974423106438508,5,18596,low
3516557,0.015104349493852878,5,18596,low
3664010,0.009481112296822773,5,18596,low
3671050,0.03909068842588995,5,18596,low
4703132,0.041317190724350535,4,18596,low
1096847,0.14847,3,186106,high
2644637,0.19329,3,186106,high
2813296,0.17109,5,186106,high
3375979,0.17633,3,187368,high
2421179,0.29292,5,187373,high
3119672,0.19615000000000002,3,187373,high
3375979,0.17633,3,187373,high
2421179,0.29292,5,187381,high
3119672,0.19615000000000002,3,187381,high
3375979,0.17633,3,187381,high
3425334,0.03119,3,187381,low
3460415,0.024739999999999998,3,187381,low
3516557,0.02036,3,187381,low
3664010,0.0030600000000000002,3,187381,low
3671050,4.8e-4,3,187381,low
3119672,0.19615000000000002,3,187382,high
3375979,0.17633,3,187382,high
2421179,0.29292,5,187383,high
3119672,0.19615000000000002,3,187383,high
3375979,0.17633,3,187383,high
2421179,0.29292,5,187384,high
3119672,0.19615000000000002,3,187384,high
3375979,0.17633,3,187384,high
1729761,0.18114,3,187387,high
3119672,0.19615000000000002,3,187394,high
3375979,0.17633,3,187394,high
3375979,0.17633,3,187395,high
2421179,0.29292,5,187396,high
3119672,0.19615000000000002,3,187396,high
3375979,0.17633,3,187396,high
3425334,0.03119,3,187396,low
3460415,0.024739999999999998,3,187396,low
3516557,0.02036,3,187396,low
3664010,0.0030600000000000002,3,187396,low
3671050,4.8e-4,3,187396,low
900247,0.21702,3,187397,high
1068766,0.14864,3,187397,high
1096847,0.14847,3,187397,high
900247,0.21702,3,187398,high
1068766,0.14864,3,187398,high
1096847,0.14847,3,187398,high
3425334,0.03119,3,187400,low
3460415,0.024739999999999998,3,187400,low
3516557,0.02036,3,187400,low
3664010,0.0030600000000000002,3,187400,low
3671050,4.8e-4,3,187400,low
3375979,0.17633,3,187403,high
3375979,0.17633,3,187407,high
3119672,0.19615000000000002,3,187411,high
3375979,0.17633,3,187411,high
3375979,0.17633,3,187417,high
3375979,0.17633,3,187423,high
2421179,0.29292,5,187424,high
3119672,0.19615000000000002,3,187424,high
3375979,0.17633,3,187424,high
3516557,0.02036,3,187430,low
3671050,4.8e-4,3,187430,low
3119672,0.19615000000000002,3,187431,high
3375979,0.17633,3,187431,high
3375979,0.17633,3,187436,high
2421179,0.29292,5,187438,high
3375979,0.17633,3,187438,high
3119672,0.19615000000000002,3,187441,high
3375979,0.17633,3,187441,high
2421179,0.29292,5,187443,high
3375979,0.17633,3,187443,high
1729761,0.18114,3,187446,high
3375979,0.17633,3,187450,high
3119672,0.19615000000000002,3,187451,high
3375979,0.17633,3,187451,high
3119672,0.19615000000000002,3,187454,high
3375979,0.17633,3,187454,high
3375979,0.17633,3,187461,high
2421179,0.29292,5,187466,high
3119672,0.19615000000000002,3,187466,high
3375979,0.17633,3,187466,high
3375979,0.17633,3,187472,high
3119672,0.19615000000000002,3,187473,high
3375979,0.17633,3,187473,high
2421179,0.29292,5,187474,high
3375979,0.17633,3,187474,high
2421179,0.29292,5,187476,high
3119672,0.19615000000000002,3,187476,high
3375979,0.17633,3,187476,high
3375979,0.17633,3,187477,high
3375979,0.17633,3,187478,high
3375979,0.17633,3,187484,high
3119672,0.19615000000000002,3,187489,high
3375979,0.17633,3,187489,high
2421179,0.29292,5,187490,high
3119672,0.19615000000000002,3,187490,high
3375979,0.17633,3,187490,high
2644637,0.19329,3,187493,high
2813296,0.17109,5,187493,high
3375979,0.17633,3,187497,high
3375979,0.17633,3,187499,high
3375979,0.17633,3,187507,high
3375979,0.17633,3,187515,high
3119672,0.19615000000000002,3,187516,high
3375979,0.17633,3,187516,high
3119672,0.19615000000000002,3,187517,high
3375979,0.17633,3,187517,high
1096847,0.14847,3,187522,high
3375979,0.17633,3,187523,high
3119672,0.19615000000000002,3,187527,high
3375979,0.17633,3,187527,high
3375979,0.17633,3,187530,high
3033504,0.020300000000000002,3,187531,low
2644637,0.19329,3,187532,high
2813296,0.17109,5,187532,high
2421179,0.29292,5,187536,high
3119672,0.19615000000000002,3,187536,high
3375979,0.17633,3,187536,high
3375979,0.17633,3,187539,high
3119672,0.19615000000000002,3,187544,high
3375979,0.17633,3,187544,high
3119672,0.19615000000000002,3,187545,high
3375979,0.17633,3,187545,high
3119672,0.19615000000000002,3,187547,high
3375979,0.17633,3,187547,high
3119672,0.19615000000000002,3,187548,high
3375979,0.17633,3,187548,high
3375979,0.17633,3,187554,high
2421179,0.29292,5,187559,high
3119672,0.19615000000000002,3,187559,high
3375979,0.17633,3,187559,high
3375979,0.17633,3,187561,high
1729761,0.18114,3,187562,high
2421179,0.29292,5,187562,high
3119672,0.19615000000000002,3,187563,high
3375979,0.17633,3,187563,high
3425334,0.03119,3,187563,low
3460415,0.024739999999999998,3,187563,low
3516557,0.02036,3,187563,low
3664010,0.0030600000000000002,3,187563,low
3671050,4.8e-4,3,187563,low
3375979,0.17633,3,187565,high
3119672,0.19615000000000002,3,187568,high
2421179,0.29292,5,187578,high
3119672,0.19615000000000002,3,187578,high
3375979,0.17633,3,187578,high
3119672,0.19615000000000002,3,187598,high
3375979,0.17633,3,187598,high
2421179,0.29292,5,187600,high
3119672,0.19615000000000002,3,187600,high
3375979,0.17633,3,187600,high
3425334,0.03119,3,187600,low
3460415,0.024739999999999998,3,187600,low
3516557,0.02036,3,187600,low
3664010,0.0030600000000000002,3,187600,low
3671050,4.8e-4,3,187600,low
3119672,0.19615000000000002,3,187604,high
3375979,0.17633,3,187604,high
3375979,0.17633,3,187609,high
3375979,0.17633,3,187620,high
3375979,0.17633,3,187621,high
3375979,0.17633,3,187622,high
2421179,0.29292,5,187623,high
3375979,0.17633,3,187624,high
3375979,0.17633,3,187625,high
2421179,0.29292,5,187626,high
3119672,0.19615000000000002,3,187631,high
3375979,0.17633,3,187631,high
3119672,0.19615000000000002,3,187634,high
3375979,0.17633,3,187634,high
3375979,0.17633,3,187636,high
3375979,0.17633,3,187642,high
3375979,0.17633,3,187646,high
2421179,0.29292,5,187649,high
3119672,0.19615000000000002,3,187649,high
3375979,0.17633,3,187649,high
3375979,0.17633,3,187658,high
3119672,0.19615000000000002,3,187673,high
3375979,0.17633,3,187673,high
3375979,0.17633,3,187674,high
3375979,0.17633,3,187677,high
3119672,0.19615000000000002,3,187684,high
3375979,0.17633,3,187684,high
2421179,0.29292,5,187685,high
3375979,0.17633,3,187688,high
3119672,0.19615000000000002,3,187689,high
3375979,0.17633,3,187689,high
3375979,0.17633,3,187690,high
2421179,0.29292,5,187692,high
3375979,0.17633,3,187692,high
3119672,0.19615000000000002,3,187694,high
3375979,0.17633,3,187694,high
2644637,0.19329,3,187696,high
2813296,0.17109,5,187696,high
3375979,0.17633,3,187698,high
2421179,0.29292,5,187699,high
3425334,0.03119,3,187701,low
3460415,0.024739999999999998,3,187701,low
3375979,0.17633,3,187702,high
3119672,0.19615000000000002,3,187705,high
3375979,0.17633,3,187705,high
3375979,0.17633,3,187707,high
3375979,0.17633,3,187710,high
3119672,0.19615000000000002,3,187713,high
3375979,0.17633,3,187713,high
3375979,0.17633,3,187715,high
2421179,0.29292,5,187716,high
3119672,0.19615000000000002,3,187716,high
3375979,0.17633,3,187716,high
3375979,0.17633,3,187717,high
3375979,0.17633,3,187718,high
3516557,0.02036,3,187720,low
3664010,0.0030600000000000002,3,187720,low
3671050,4.8e-4,3,187720,low
3119672,0.19615000000000002,3,187722,high
3375979,0.17633,3,187722,high
3375979,0.17633,3,187723,high
2421179,0.29292,5,187733,high
3119672,0.19615000000000002,3,187733,high
3375979,0.17633,3,187733,high
2421179,0.29292,5,187739,high
3119672,0.19615000000000002,3,187739,high
3375979,0.17633,3,187739,high
3119672,0.19615000000000002,3,187746,high
3375979,0.17633,3,187746,high
900247,0.21702,3,187748,high
1068766,0.14864,3,187748,high
1096847,0.14847,3,187748,high
3375979,0.17633,3,187749,high
900247,0.21702,3,187751,high
1068766,0.14864,3,187751,high
1096847,0.14847,3,187751,high
1096847,0.14847,3,187752,high
3375979,0.17633,3,187759,high
3119672,0.19615000000000002,3,187762,high
3375979,0.17633,3,187762,high
2421179,0.29292,5,187767,high
3375979,0.17633,3,187767,high
3375979,0.17633,3,187768,high
3375979,0.17633,3,187772,high
2421179,0.29292,5,187780,high
3119672,0.19615000000000002,3,187780,high
3375979,0.17633,3,187780,high
3375979,0.17633,3,187783,high
3119672,0.19615000000000002,3,187784,high
3375979,0.17633,3,187784,high
3460415,0.024739999999999998,3,187794,low
3516557,0.02036,3,187794,low
3664010,0.0030600000000000002,3,187794,low
3671050,4.8e-4,3,187794,low
3119672,0.19615000000000002,3,187797,high
3375979,0.17633,3,187797,high
3375979,0.17633,3,187801,high
900247,0.21702,3,187803,high
1068766,0.14864,3,187803,high
1096847,0.14847,3,187803,high
2421179,0.29292,5,187809,high
3119672,0.19615000000000002,3,187809,high
3375979,0.17633,3,187809,high
3119672,0.19615000000000002,3,187810,high
3375979,0.17633,3,187810,high
2644637,0.23899,3,188324,high
2813296,0.21594,5,188324,high
2421179,0.36688,5,188326,high
3119672,0.23174,3,188326,high
3375979,0.2109,3,188326,high
3460415,0.03165,3,188326,low
3516557,0.02537,3,188326,low
3119672,0.31835,3,188340,high
3375979,0.2963,3,188340,high
3119672,0.23174,3,188343,high
3375979,0.2109,3,188343,high
3516557,0.03786,3,188348,low
2644637,0.23899,3,188352,high
3375979,0.2109,3,188366,high
3375979,0.2109,3,188382,high
3119672,0.23174,3,188398,high
3375979,0.2109,3,188398,high
3119672,0.23174,3,188425,high
3375979,0.2109,3,188425,high
3375979,0.2109,3,188426,high
3375979,0.2109,3,188430,high
2644637,0.23899,3,188434,high
2813296,0.21594,5,188434,high
3119672,0.23174,3,188445,high
3375979,0.2109,3,188445,high
3375979,0.2109,3,188450,high
3375979,0.2109,3,188453,high
3119672,0.31835,3,188463,high
3375979,0.18233,3,188464,high
2421179,0.36688,5,188467,high
3119672,0.23174,3,188467,high
3375979,0.2109,3,188467,high
2644637,0.23899,3,188486,high
2813296,0.21594,5,188486,high
3375979,0.2963,3,188491,high
3119672,0.23174,3,188511,high
3375979,0.2109,3,188511,high
2421179,0.561,5,188518,high
3119672,0.31835,3,188518,high
3119672,0.23174,3,188528,high
3375979,0.2109,3,188528,high
3425334,0.03993,3,188528,low
3460415,0.03165,3,188528,low
3516557,0.02537,3,188528,low
3664010,0.0038799999999999998,3,188528,low
2421179,0.36688,5,188532,high
3119672,0.23174,3,188532,high
3375979,0.2109,3,188532,high
3425334,0.03993,3,188532,low
3460415,0.03165,3,188532,low
3516557,0.02537,3,188532,low
3664010,0.0038799999999999998,3,188532,low
3671050,6.2e-4,3,188532,low
3119672,0.23174,3,188537,high
3375979,0.2109,3,188537,high
3375979,0.2109,3,188546,high
2421179,0.36688,5,188557,high
3119672,0.23174,3,188557,high
3375979,0.2109,3,188557,high
3425334,0.03993,3,188557,low
3460415,0.03165,3,188557,low
3516557,0.02537,3,188557,low
3664010,0.0038799999999999998,3,188557,low
3671050,6.2e-4,3,188557,low
2421179,0.561,5,188579,high
3119672,0.31835,3,188579,high
3375979,0.2963,3,188579,high
3425334,0.06283,3,188579,low
3460415,0.04965,3,188579,low
3516557,0.03786,3,188579,low
3664010,0.006030000000000001,3,188579,low
3671050,9.8e-4,3,188579,low
3119672,0.23174,3,188580,high
3375979,0.2109,3,188580,high
2644637,0.23899,3,188581,high
2813296,0.21594,5,188581,high
2644637,0.23899,3,188586,high
2813296,0.21594,5,188586,high
3119672,0.23174,3,188590,high
3375979,0.2109,3,188590,high
2421179,0.36688,5,188609,high
3119672,0.23174,3,188609,high
3375979,0.2109,3,188609,high
2644637,0.23899,3,188621,high
2421179,0.34272,5,189746,high
1729761,0.18692999999999999,3,190193,high
2421179,0.31968,6,190193,high
2644637,0.19946999999999998,3,190193,high
2813296,0.19326,6,190193,high
3119672,0.20244,3,190193,high
3375979,0.182,3,190193,high
3380525,0.04717,3,190193,low
3415625,0.043230000000000005,3,190193,low
3425334,0.03218,3,190193,low
3460415,0.02553,3,190193,low
3516557,0.021,3,190193,low
3664010,0.00315,3,190193,low
3671050,5e-4,3,190193,low
2644637,0.19946999999999998,3,190380,high
2813296,0.19326,6,190380,high
900247,0.22397999999999998,3,190464,high
1068766,0.15344000000000002,3,190464,high
1096847,0.15326,3,190464,high
1729761,0.18692999999999999,3,190464,high
2421179,0.31968,6,190464,high
2644637,0.19946999999999998,3,190464,high
2813296,0.19326,6,190464,high
2875691,0.06384,3,190464,low
3033504,0.02096,3,190464,low
3119672,0.20244,3,190464,high
3375979,0.182,3,190464,high
3380525,0.04717,3,190464,low
3415625,0.043230000000000005,3,190464,low
3425334,0.03218,3,190464,low
3460415,0.02553,3,190464,low
3516557,0.021,3,190464,low
3664010,0.00315,3,190464,low
3671050,5e-4,3,190464,low
3375979,0.17858,3,190685,high
3375979,0.17858,3,190688,high
3119672,0.20115,3,190691,high
3375979,0.18084,3,190691,high
2421179,0.29348,5,190694,high
3460415,0.024739999999999998,3,190694,low
3516557,0.02036,3,190694,low
2421179,0.29348,5,190695,high
3375979,0.17633,3,190695,high
3375979,0.17858,3,190697,high
2644637,0.19574,3,190701,high
2813296,0.17346999999999999,5,190701,high
3375979,0.17633,3,190702,high
2644637,0.19329,3,190703,high
2813296,0.17129,5,190703,high
3375979,0.17633,3,190704,high
