cell_id,impact,iucn_sid,stressor
1729761,0.16523,110847130,wildlife_strike
2421179,0.0595,110847130,wildlife_strike
2644637,0.05463,110847130,wildlife_strike
2813296,0.09433,110847130,wildlife_strike
2875691,0,110847130,wildlife_strike
3033504,0.02239,110847130,wildlife_strike
3119672,0.08149,110847130,wildlife_strike
3375979,0.1041,110847130,wildlife_strike
3380525,0.00892,110847130,wildlife_strike
3415625,0.00753,110847130,wildlife_strike
3425334,0,110847130,wildlife_strike
3460415,0.00772,110847130,wildlife_strike
3516557,0.00447,110847130,wildlife_strike
3664010,0.00258,110847130,wildlife_strike
3671050,0.01546,110847130,wildlife_strike
4703132,0.00218,110847130,wildlife_strike
2421179,0.37363158985991635,11140,biomass_removal
2644637,0.13855228349707663,11140,biomass_removal
2813296,0.24119957820742838,11140,biomass_removal
2875691,0.001004081490118062,11140,biomass_removal
3033504,3.8601867161494786e-4,11140,biomass_removal
3119672,0.022095657386376512,11140,biomass_removal
3375979,0.0431134852829306,11140,biomass_removal
3380525,8.588263510605691e-10,11140,biomass_removal
3415625,0.001119100341515858,11140,biomass_removal
3425334,0.03300777905369442,11140,biomass_removal
3460415,0.024919039406632936,11140,biomass_removal
3516557,6.620265721085018e-4,11140,biomass_removal
3664010,0.0024242903719731597,11140,biomass_removal
3671050,5.617747130167956e-4,11140,biomass_removal
2421179,0.0018438719168251936,11140,eutrophication_nutrient_pollution
2813296,6.671634857389819e-4,11140,eutrophication_nutrient_pollution
2644637,0.05714909481099813,11140,uv
2813296,0.03827019058646072,11140,uv
2875691,0.020179981143646553,11140,uv
3033504,0,11140,uv
3119672,0.067316251256139,11140,uv
3375979,0,11140,uv
3380525,0,11140,uv
3415625,0.010606466571790586,11140,uv
3425334,0,11140,uv
3460415,0,11140,uv
3516557,0,11140,uv
3664010,0,11140,uv
3671050,0,11140,uv
2421179,0.03731648576236548,11140,water_temp
2644637,0.049707856657067645,11140,water_temp
2813296,0.0215206494514383,11140,water_temp
2875691,0.01577726945676977,11140,water_temp
3033504,0.003564073760395477,11140,water_temp
3119672,0.04695345639337124,11140,water_temp
3375979,0.0446379454871294,11140,water_temp
3380525,0.0032689593514095778,11140,water_temp
3415625,1.513407076341055e-4,11140,water_temp
3425334,0.009905249967310029,11140,water_temp
3460415,0.008104295266555723,11140,water_temp
3516557,0.010518179637846514,11140,water_temp
3664010,0.0011274883148303333,11140,water_temp
3671050,1.4377367363808561e-4,11140,water_temp
2421179,0.16433937040312244,11140,wildlife_strike
2644637,0.1508723844613029,11140,wildlife_strike
2813296,0.2605427703759971,11140,wildlife_strike
2875691,0,11140,wildlife_strike
3033504,0.061841230859903444,11140,wildlife_strike
3119672,0.2250815759134293,11140,wildlife_strike
3375979,0.28751015089158716,11140,wildlife_strike
3380525,0.02462703865218711,11140,wildlife_strike
3415625,0.020796166002122602,11140,wildlife_strike
3425334,0,11140,wildlife_strike
3460415,0.021308865661277227,11140,wildlife_strike
3516557,0.012338717540010067,11140,wildlife_strike
3664010,0.00711447749746116,11140,wildlife_strike
3671050,0.042686866297173935,11140,wildlife_strike
900247,0.0743483020277628,11141,biomass_removal
1068766,0.06077823787478256,11141,biomass_removal
1096847,0.03122992951293649,11141,biomass_removal
900247,0.11496723002957952,11141,uv
1068766,0,11141,uv
1096847,0,11141,uv
900247,0.020882687151331066,11141,water_temp
1068766,0.0051781710062885,11141,water_temp
1096847,0.00912497654595788,11141,water_temp
900247,0.11787399342446711,11141,wildlife_strike
1068766,0.5064679970346831,11141,wildlife_strike
1096847,0.541078690491354,11141,wildlife_strike
900247,0.08922624175425387,11142,biomass_removal
1068766,0.07294065362767613,11142,biomass_removal
1096847,0.03747939313595953,11142,biomass_removal
900247,0.05319629255494209,11142,oa
1068766,0.04727989476502294,11142,oa
1096847,0.046880585290269054,11142,oa
900247,0.12332715476390949,11142,uv
1068766,0,11142,uv
1096847,0,11142,uv
900247,0.02161111992318226,11142,water_temp
1068766,0.00535879668113082,11142,water_temp
1096847,0.009443275235694538,11142,water_temp
900247,0.12298050406565865,11142,wildlife_strike
1068766,0.5284090897315878,11142,wildlife_strike
1096847,0.5645191798685686,11142,wildlife_strike
1273512,0.11933708256229816,11145,biomass_removal
1729761,0.25315367130802235,11145,biomass_removal
1273512,0.05115074561424404,11145,oa
1729761,0.020366665324533347,11145,oa
1273512,0.0045585781422277025,11145,uv
1729761,0.06704180368927394,11145,uv
1273512,0.026270943414912838,11145,water_temp
1729761,0.016780118937169394,11145,water_temp
1273512,0.10125845047949522,11145,wildlife_strike
1729761,0.4106795194147265,11145,wildlife_strike
4703132,1.124507063339185e-5,11146,biomass_removal
4703132,0.034340596869748816,11146,oa
4703132,0.0031430031719094655,11146,water_temp
4703132,0.005417302445565156,11146,wildlife_strike
2421179,0.14308063556945316,11150,biomass_removal
3119672,0.008461438454261703,11150,biomass_removal
3375979,0.01651012666838148,11150,biomass_removal
2421179,0.0018237914005073599,11150,eutrophication_nutrient_pollution
2421179,0.08388839569077082,11150,oa
3119672,0.10136324924635379,11150,oa
3375979,0.07742845760880515,11150,oa
2421179,1.6100960443413438e-4,11150,organic_pollution
2421179,0.0171221670434325,11150,slr
2421179,0.0736134457478653,11150,water_temp
3119672,0.09262409480085758,11150,water_temp
3375979,0.0880563351902479,11150,water_temp
900247,0.04821008730163657,11200,biomass_removal
1068766,0.03941077434275161,11200,biomass_removal
1096847,0.02025059869800942,11200,biomass_removal
4703132,6.075856455346499e-6,11200,biomass_removal
900247,0.01743715876252666,11200,oa
1068766,0.015497828733868528,11200,oa
1096847,0.015366939486286601,11200,oa
4703132,0.01125646940525568,11200,oa
900247,0.03931073839223601,11200,wildlife_strike
1068766,0.16890605261650146,11200,wildlife_strike
1096847,0.18044864887986564,11200,wildlife_strike
4703132,0.0017316416195166588,11200,wildlife_strike
900247,0.06437307390963282,11533,biomass_removal
1068766,0.05262369001177245,11533,biomass_removal
1096847,0.02703984497155271,11533,biomass_removal
900247,0.01564223809420216,11533,oa
1068766,0.013902535975030153,11533,oa
1096847,0.013785120012800831,11533,oa
900247,0.09798098811256174,11533,uv
1068766,0,11533,uv
1096847,0,11533,uv
900247,0.009147738327967038,11533,water_temp
1068766,0.0022683169574742048,11533,water_temp
1096847,0.003997229718874497,11533,water_temp
900247,0.07189111228117574,11533,wildlife_strike
1068766,0.30889381604750865,11533,wildlife_strike
1096847,0.3300028086007923,11533,wildlife_strike
1729761,0.17115795575561216,11534,biomass_removal
2421179,0.28445735858029464,11534,biomass_removal
2644637,0.10548416584267721,11534,biomass_removal
2813296,0.18363274618532718,11534,biomass_removal
2875691,7.64438490293167e-4,11534,biomass_removal
3033504,2.9388802946622136e-4,11534,biomass_removal
3119672,0.016822111691841533,11534,biomass_removal
3375979,0.03282363824582098,11534,biomass_removal
3425334,0.025129849555109014,11534,biomass_removal
3460415,0.018971640301149843,11534,biomass_removal
3516557,5.040214348111105e-4,11534,biomass_removal
3664010,0.001845687715810314,11534,biomass_removal
3671050,4.2769657416246316e-4,11534,biomass_removal
1729761,0.005265754455675289,11534,oa
2421179,0.0091717373507195,11534,oa
2644637,0.005286383620268878,11534,oa
2813296,0.004495110194901657,11534,oa
2875691,0.0035352731669658546,11534,oa
3033504,0.0015062354718151305,11534,oa
3119672,0.011082308720386624,11534,oa
3375979,0.00846545545199178,11534,oa
3425334,0,11534,oa
3460415,0,11534,oa
3516557,0,11534,oa
3664010,0,11534,oa
3671050,0,11534,oa
2421179,9.264034516486276e-5,11534,organic_pollution
2813296,3.837664766341831e-5,11534,organic_pollution
1729761,0.0447411226809232,11534,uv
2644637,0.03808808908474631,11534,uv
2813296,0.02550588829390905,11534,uv
2875691,0.01344932797395407,11534,uv
3033504,0,11534,uv
3119672,0.04486418171931511,11534,uv
3375979,0,11534,uv
3425334,0,11534,uv
3460415,0,11534,uv
3516557,0,11534,uv
3664010,0,11534,uv
3671050,0,11534,uv
1729761,0.006305374241539115,11534,water_temp
2421179,0.00881118189188351,11534,water_temp
2644637,0.011737036795217553,11534,water_temp
2813296,0.00508146340348384,11534,water_temp
2875691,0.003725334476191693,11534,water_temp
3033504,8.41550364064698e-4,11534,water_temp
3119672,0.011086666825198637,11534,water_temp
3375979,0.010539927566377187,11534,water_temp
3425334,0.0023388311456316885,11534,water_temp
3460415,0.0019135890810803525,11534,water_temp
3516557,0.0024835563174611286,11534,water_temp
3664010,2.662229419513683e-4,11534,water_temp
3671050,3.3947890960490225e-5,11534,water_temp
1729761,0.18880457289553668,11534,wildlife_strike
2421179,0.06798949551085064,11534,wildlife_strike
2644637,0.06241801511640809,11534,wildlife_strike
2813296,0.10779018730211026,11534,wildlife_strike
2875691,0,11534,wildlife_strike
3033504,0.025584581939319614,11534,wildlife_strike
3119672,0.09311939529525257,11534,wildlife_strike
3375979,0.11894696970918996,11534,wildlife_strike
3425334,0,11534,wildlife_strike
3460415,0.008815775688229123,11534,wildlife_strike
3516557,0.0051046999799156416,11534,wildlife_strike
3664010,0.002943358823203164,11534,wildlife_strike
3671050,0.017660153482180103,11534,wildlife_strike
3516557,2.9e-4,118358386,biomass_removal
3516557,0,118358386,oa
3516557,0.02316,118358386,water_temp
4703132,1.1036145823809707e-5,12126,biomass_removal
4703132,0.033778392859761905,12126,oa
4703132,0.0030921859444300957,12126,water_temp
4703132,0.005324064369821392,12126,wildlife_strike
2644637,0.09576,126710128,biomass_removal
2813296,0.16671,126710128,biomass_removal
2813296,7.3e-4,126710128,eutrophication_nutrient_pollution
2644637,0.00806,126710128,oa
2813296,0.00685,126710128,oa
2813296,5e-5,126710128,organic_pollution
2813296,0.04975,126710128,slr
2644637,0.05463,126710128,wildlife_strike
2813296,0.09433,126710128,wildlife_strike
2875691,0.00116,127826787,biomass_removal
3033504,4.5e-4,127826787,biomass_removal
3119672,0.02553,127826787,biomass_removal
3375979,0.04981,127826787,biomass_removal
3425334,0.03814,127826787,biomass_removal
3460415,0.02879,127826787,biomass_removal
2875691,0.0038,127826787,uv
3033504,0,127826787,uv
3119672,0.01268,127826787,uv
3375979,0,127826787,uv
3425334,0,127826787,uv
3460415,0,127826787,uv
2875691,0.0083,127826787,water_temp
3033504,0.00188,127826787,water_temp
3119672,0.02471,127826787,water_temp
3375979,0.02349,127826787,water_temp
3425334,0.00521,127826787,water_temp
3460415,0.00426,127826787,water_temp
2875691,0,127826787,wildlife_strike
3033504,0.01237,127826787,wildlife_strike
3119672,0.04503,127826787,wildlife_strike
3375979,0.05752,127826787,wildlife_strike
3425334,0,127826787,wildlife_strike
3460415,0.00426,127826787,wildlife_strike
900247,0.06612624007206402,13006,biomass_removal
1068766,0.05405686800169445,13006,biomass_removal
1096847,0.027776260655353352,13006,biomass_removal
1273512,0.08844161107612755,13006,biomass_removal
1729761,0.18761409328596523,13006,biomass_removal
2421179,0.31180677037744275,13006,biomass_removal
2644637,0.11562603703246999,13006,biomass_removal
2813296,0.20128828380238636,13006,biomass_removal
2875691,8.379361251195711e-4,13006,biomass_removal
3033504,3.221441617042463e-4,13006,biomass_removal
3119672,0.018439488940417532,13006,biomass_removal
3375979,0.035979496837583086,13006,biomass_removal
3380525,7.167163540417987e-10,13006,biomass_removal
3415625,9.339228070816502e-4,13006,biomass_removal
3425334,0.027545981826438713,13006,biomass_removal
3460415,0.02079568593545203,13006,biomass_removal
3516557,5.524810346753462e-4,13006,biomass_removal
3664010,0.002023143042122026,13006,biomass_removal
3671050,4.688178507902811e-4,13006,biomass_removal
4703132,8.333806576533697e-6,13006,biomass_removal
2421179,6.00932972168809e-4,13006,eutrophication_nutrient_pollution
2813296,2.1743404883455258e-4,13006,eutrophication_nutrient_pollution
2421179,1.0473087934956557e-4,13006,organic_pollution
2813296,4.3385201654048744e-5,13006,organic_pollution
2421179,0.0636634256247308,13006,slr
2813296,0.061733834402623346,13006,slr
900247,0.08137857200582131,13006,uv
1068766,0,13006,uv
1096847,0,13006,uv
1273512,0.0030080202555682507,13006,uv
1729761,0.044238158736183655,13006,uv
2644637,0.03765991620070235,13006,uv
2813296,0.025219160080093787,13006,uv
2875691,0.013298135365308151,13006,uv
3033504,0,13006,uv
3119672,0.044359834388203546,13006,uv
3375979,0,13006,uv
3380525,0,13006,uv
3415625,0.006989413281176131,13006,uv
3425334,0,13006,uv
3460415,0,13006,uv
3516557,0,13006,uv
3664010,0,13006,uv
3671050,0,13006,uv
900247,0.008647812841753774,13006,water_temp
1068766,0.002144353042329826,13006,water_temp
1096847,0.003778780421455805,13006,water_temp
1273512,0.010512467777515185,13006,water_temp
1729761,0.006714660255776386,13006,water_temp
2421179,0.009383121538778811,13006,water_temp
2644637,0.012498895619904568,13006,water_temp
2813296,0.005411304555370296,13006,water_temp
2875691,0.00396714840206725,13006,water_temp
3033504,8.961759550437181e-4,13006,water_temp
3119672,0.011806309704786782,13006,water_temp
3375979,0.011224081238901954,13006,water_temp
3380525,8.219702973889916e-4,13006,water_temp
3415625,3.80541796603943e-5,13006,water_temp
3425334,0.0024906462228817144,13006,water_temp
3460415,0.002037801414540858,13006,water_temp
3516557,0.0026447656013781668,13006,water_temp
3664010,2.8350364927116076e-4,13006,water_temp
3671050,3.615147102580114e-5,13006,water_temp
4703132,0.0012576906374276052,13006,water_temp
900247,0.0898906102862515,13006,wildlife_strike
1068766,0.38623207733329495,13006,wildlife_strike
1096847,0.41262616365263344,13006,wildlife_strike
1273512,0.07401322656298752,13006,wildlife_strike
1729761,0.30017955213897035,13006,wildlife_strike
2421179,0.10809619703381744,13006,wildlife_strike
2644637,0.09923812509251886,13006,wildlife_strike
2813296,0.17137514019443592,13006,wildlife_strike
2875691,0,13006,wildlife_strike
3033504,0.04067681322770179,13006,wildlife_strike
3119672,0.1480501131222413,13006,wildlife_strike
3375979,0.18911325900643156,13006,wildlife_strike
3380525,0.01619873080915537,13006,wildlife_strike
3415625,0.013678928258025679,13006,wildlife_strike
3425334,0,13006,wildlife_strike
3460415,0.014016162623955174,13006,wildlife_strike
3516557,0.008115939832785229,13006,wildlife_strike
3664010,0.004679633124258399,13006,wildlife_strike
3671050,0.028077799608801857,13006,wildlife_strike
4703132,0.003959689599882163,13006,wildlife_strike
900247,0.09560334696971719,13241,biomass_removal
1068766,0.0781538085641966,13241,biomass_removal
1096847,0.04015808976982658,13241,biomass_removal
4703132,1.1537945004356688e-5,13242,biomass_removal
4703132,0.002631893539228553,13242,water_temp
4703132,0.00120429893476358,13242,wildlife_strike
900247,0.08857524330678748,13244,biomass_removal
1068766,0.07240847552249963,13244,biomass_removal
1096847,0.03720594189265051,13244,biomass_removal
2421179,0.41766113604504457,13244,biomass_removal
2644637,0.1548795811101524,13244,biomass_removal
2813296,0.26962305271208437,13244,biomass_removal
2875691,0.001122404601821119,13244,biomass_removal
3033504,4.3150793802458013e-4,13244,biomass_removal
3119672,0.02469945694130436,13244,biomass_removal
3375979,0.048194070658964645,13244,biomass_removal
3380525,9.60032286306044e-10,13244,biomass_removal
3415625,0.0012509775208278083,13244,biomass_removal
3425334,0.036897486379721185,13244,biomass_removal
3460415,0.027855552341352223,13244,biomass_removal
3516557,7.400412002167995e-4,13244,biomass_removal
3664010,0.002709973937805946,13244,biomass_removal
3671050,6.279754474934596e-4,13244,biomass_removal
4703132,1.1163026120700729e-5,13244,biomass_removal
900247,0.02490902675259796,13244,water_temp
1068766,0.006176561435339318,13244,water_temp
1096847,0.010884340853883161,13244,water_temp
2421179,0.027026998584409736,13244,water_temp
2644637,0.0360016261997402,13244,water_temp
2813296,0.015586638194269534,13244,water_temp
2875691,0.011426913080438403,13244,water_temp
3033504,0.002581331401095856,13244,water_temp
3119672,0.03400671241011165,13244,water_temp
3375979,0.03232967051544593,13244,water_temp
3380525,0.0023675905691029125,13244,water_temp
3415625,1.0961067226527749e-4,13244,water_temp
3425334,0.007174018972459177,13244,water_temp
3460415,0.0058696517697746755,13244,water_temp
3516557,0.007617942053625602,13244,water_temp
3664010,8.16599539487994e-4,13244,water_temp
3671050,1.0413013965561609e-4,13244,water_temp
4703132,0.0036226327173638187,13244,water_temp
900247,0.09560334696971719,13245,biomass_removal
1068766,0.0781538085641966,13245,biomass_removal
1096847,0.04015808976982658,13245,biomass_removal
2644637,0.16716867804825664,13245,biomass_removal
2813296,0.29101660122103756,13245,biomass_removal
900247,0.013467529549399235,13245,water_temp
1068766,0.0033394730540981976,13245,water_temp
1096847,0.005884821736767225,13245,water_temp
2644637,0.019464950175978178,13245,water_temp
2813296,0.008427206431709588,13245,water_temp
1729761,0.25974698002603197,13246,biomass_removal
2421179,0.4316886089882557,13246,biomass_removal
2875691,0.0011601014302415715,13246,biomass_removal
3033504,4.460004665436037e-4,13246,biomass_removal
3119672,0.02552900734486115,13246,biomass_removal
3380525,9.92275714670695e-10,13246,biomass_removal
3415625,0.001292992570377654,13246,biomass_removal
3425334,0.03813671705549136,13246,biomass_removal
3460415,0.028791102654906836,13246,biomass_removal
3516557,7.648960574611255e-4,13246,biomass_removal
3664010,0.002800990512748366,13246,biomass_removal
3671050,6.490664895811422e-4,13246,biomass_removal
4703132,1.1537945004356688e-5,13246,biomass_removal
