species,aphia_id
flabellum messum,1510215
flabellum moseleyi,1431076
foa albimaculosa,712637
folinella robertsoni,532858
folinia bermudezi,419622
forcepia mertoni,191225
forestiana depressa,558029
forskalia edwardsi,-9999
fossarus bellus,419530
fossarus compactus,-9999
fossarus elegans,159769
fossarus orbignyi,419532
fragum bannoi,-9999
fragum hemicardium,759574
fragum peronatum,-9999
frigidoalvania pelagica,159775
fucus serratus,145546
fulvia bullata,-9999
fulvia dulce,-9999
fulvia imperfecta,-9999
fulvia papyracea,567641
fungia corona,207356
fungia danai,207343
fungia klunzingeri,207354
fungia seychellensis,207345
fungia tenuis,288860
fungiacyathus fragilis,1431117
fungiacyathus marenzelleri,1288934
fungiacyathus symmetricus,1289682
fusinus ansatus,448338
fusinus benjamini,447012
fusinus brasiliensis,737546
fusinus couei,420031
fusinus dowianus,447019
fusinus excavatus,420032
fusinus frenguelli,764932
fusinus genticus,448360
fusinus helenae,420034
fusinus nicobaricus,448927
fusinus timessus,420038
fusinus undatus,448951
fusitriton cancellatus,-9999
fusiturricula altenai,-9999
gadila acus,344657
gaetanus columbiae,364048
gafrarium dispar,208527
gafrarium divaricatum,362562
gafrarium pectinatum,141914
gafrarium tumidum,208528
gaimardia trapesina,197185
galaxaura divaricata,373488
galaxaura filamentosa,211611
galaxaura rugosa,145739
galeomma ambigua,765682
galeomma layardi,765689
gammaropsis dentifera,-9999
gammaropsis kergueleni,-9999
gammaropsis longicornis,548624
gammaropsis togoensis,102372
ganeria falklandica,177936
ganonema farinosum,145749
ganonema pinnatum,376815
garveia franciscana,117340
gastrochaena gigantea,539701
gastrochaena hians,-999
gastropteron flavobrunneum,751988
gastroptychus cavimurus,392020
gastroptychus formosus,107140
gastroptychus hendersoni,392023
gastroptychus iaspis,392024
gastroptychus investigatoris,392025
gastroptychus rogeri,392032
gayliella flaccida,377234
gaza sericata,547318
gelastocaris paronae,210459
gelidiella acerosa,145567
gelidiella machrisiana,145570
gelidium pusillum,145590
gemma gemma,156803
gemmula periscelida,420395
genaxinus debilis,197187
genetyllis castanea,333492
geodia macandrewi,-9999
gibbosaverruca nitida,-9999
gibbula cineraria,141782
gibbula tumida,141799
amphibalanus amphitrite,421137
amphibalanus subalbidus,421141
amphibalanus venustus,421142
amphiodia atra,242649
amphiodia microplax,214529
amphiodia urtica,242683
amphiophiura pacifica,242722
amphiophiura ponderosa,245742
amphioplus abditus,-9999
amphioplus daleus,182963
amphioplus depressus,245777
amphioplus hastatus,212951
amphioplus impressus,245001
amphioplus incisus,244962
amphioplus intermedius,244984
amphioplus laevis,212930
amphioplus lucidus,212953
amphioplus macraspis,244982
amphioplus sepultus,-9999
amphiporus pulcher,176785
amphiroa foliacea,211638
amphiroa fragilissima,145099
amphiroa tribulus,211627
amphistegina lessonii,-999
amphiura abbreviata,245333
amphiura annulifera,245334
amphiura aster,245336
amphiura correcta,836088
amphiura diomedeae,212346
amphiura duncani,212353
amphiura ecnomiotata,244890
amphiura praefecta,244823
amphiura pusilla,245311
amphiura rosea,-9999
amphiura securigera,232025
amphiura stimpsoni,-9999
amphiura tenuis,212348
amphiura vadicola,244739
amusium japonicum,394347
amusium laurenti,746587
amygdalum dendriticum,420688
amygdalum papyrium,420689
anachis carloslirai,-9999
anachis floridana,511396
anachis hotessieriana,511406
anachis obesa,511418
anachis translirata,511451
anadara baughmani,420710
anadara floridana,420711
anadara nodifera,-9999
gibsmithia hawaiiensis,214431
gigartina skottsbergii,371735
glandiceps talaboti,137612
glans subquadrata,711855
glauconome corrugata,539740
globivenus listeroides,420936
globivenus rigida,420937
globivenus rugatina,420938
globivenus toreuma,507668
glossodoris electra,559951
glossodoris sedna,420590
glossodoris symmetricus,-9999
glossodoris undaurum,559955
glycera abranchiata,157390
glycera convoluta,130120
glycera rouxi,183173
glycinde solitaria,157396
glycymeris amamiensis,539758
glycymeris amboinensis,213526
glycymeris aspera,-9999
glycymeris insubrica,236694
glycymeris pectinata,582487
glycymeris spurca,-9999
glycymeris subobsoleta,761650
glycymeris vestita,766686
glycymeris vovan,-9999
glyptelasma annandalei,535180
glyptelasma gigas,535181
glyptelasma gracile,733341
glyptelasma hamatum,106159
glypteuthria meridionalis,491020
gnathia cerina,157890
gnathophausia gigas,119927
gnathostomula axi,114734
gnathostomula peregrina,265643
gnorimosphaeroma oregonensis,260464
gobraeus kazusensis,-9999
goethemia pinnulata,467494
golfingia anderssoni,266454
golfingia capensis,424202
golfingia elongata,136041
golfingia iniqua,424235
golfingia margaritacea,136044
golfingia muricaudata,136047
golfingia pectinatoides,-9999
golfingia vulgaris,424332
gomophia gomophia,881608
gomphina aequilatera,507673
gomphina veneriformis,-9999
goniastrea aspera,207467
goniastrea australensis,207460
goniastrea deformis,288025
goniastrea palauensis,207458
goniocidaris tenuispina,1297482
goniodoris savignyi,-9999
goniopora minor,207217
gonodactylaceus mutatus,-9999
gonodactylinus viridis,-9999
gouldia cerina,420939
gourretia coolibah,477703
gourretia crosnieri,477704
gracilaria arcuata,145691
gracilaria cervicornis,145694
gracilaria coronopifolia,371184
gracilaria salicornia,211549
grahamichthys radiata,-9999
granigyra limata,419490
granigyra oblatogyra,387772
graphicomassa albina,577123
graphis underwoodae,419833
grateloupia doryphora,145247
grateloupia filicina,145248
gregorioiscala barazeri,388724
gregorioiscala pachya,139742
guancha ramosa,397240
gwynia capsula,104060
gymnangium eximium,220595
gymnobela extensa,420382
gymnobela procera,433977
gymnodoris rubropapulosa,597106
gymnothorax dorsalis,271830
gyroidina lamarckiana,112896
gyroidina soldanii,112901
habromorula biconica,-9999
halecium capillare,284713
halichaetonotus aculifer,114506
halichaetonotus decipiens,247796
halichaetonotus marivagus,114519
halichaetonotus paradoxus,114520
halichondria cartilaginea,1531565
halichondria corrugata,-999
halichondria lutea,191435
halichondria magniconulosa,191436
halichondria melanadocia,191437
halichondria panicea,132627
haliclona albifragilis,-9999
haliclona caerulea,345565
haliclona carduus,-9999
haliclona curacaoensis,345567
haliclona cymaeformis,-9999
haliclona fascigera,-9999
haliclona flagellifera,-9999
haliclona implexiformis,345570
haliclona magnifica,191487
haliclona manglaris,191492
haliclona mucifibrosa,191493
haliclona permollis,157391
haliclona piscaderaensis,345566
haliclona rudis,569953
haliclona simulans,236331
haliclona tubifera,345569
haliclona twincayensis,191500
haliclona vansoesti,191489
haliclona vermeuleni,191481
halicreas bigelowi,-9999
halicryptus higginsi,265142
halimeda cuneata,211514
halimeda cylindracea,211513
halimeda discoidea,144481
halimeda fragilis,211523
halimeda gracilis,211529
halimeda incrassata,211519
halimeda lacunalis,241215
halimeda macroloba,211524
halimeda macrophysa,211510
halimeda micronesica,211528
halimeda minima,372306
halimeda opuntia,144482
halimeda simulans,211527
halimeda stuposa,211521
halimeda taenicola,372307
halimeda tuna,144483
halimeda velasquezii,371845
haliotinella patinaria,419754
haliotis dohrniana,445400
haliris fischeriana,405225
haliris setosa,405249
halodule uninervis,208924
halodule wrightii,208925
halopteris constricta,292321
halymenia dilatata,211642
halymenia durvillei,371236
haminoea cymbalum,214538
haminoea maugeansis,531575
haminoea ovalis,599461
haminoea solitaria,156655
hansenium bowmani,256351
hansenium expansum,216055
hansenium spathulicarpus,256360
hansenothuria benti,529029
hanzawaia grossepunctata,527102
hanzawaia strattoni,418004
haplognathia rosacea,267971
haplognathia rosea,114745
haplognathia ruberrima,114746
haplomesus angustus,423421
haploniscus latus,255818
haploposthia lactomaculata,379994
harmothoe minuta,209654
harrimania planktophilus,266553
haustellum cabritii,817279
havelockia inermis,124634
haynesina orbicularis,113296
hebra horrida,215755
hedylopsis riseri,159862
helgicirrha schulzei,862912
heliacus bisulcatus,224351
heliacus caelatus,574869
heliacus cylindricus,224358
heliacus dorsuosus,214972
heliacus fenestratus,706590
heliacus implexus,214974
heliacus infundibuliformis,214971
heliacus perrieri,224348
heliacus variegatus,214973
helicoradomenia acredema,395235
helicoradomenia juani,395234
helminthope psammobionta,531383
hemipholis elongata,245921
hemipolygona cariniferus,-9999
hemitoma emarginata,419359
hemitoma panhi,724702
henrya goldmani,420434
henrya morrisoni,420435
herdmania insolita,253082
herklotsichthys spilurus,-9999
herpetopoma atratum,547212
herpolitha weberi,411207
herposiphonia pecten-veneris,373128
hesione pantherina,183196
hesperancilla matthewsi,-9999
hespererato maugeriae,419744
heteralepas cornuta,106167
heteralepas japonica,535186
heteralepas smilius,535187
heterobrissus niasicus,513328
heterocarpoides levicarina,220263
heterocarpus hayashi,-9999
heterocentrotus mammillatus,213385
heterocrypta occidentalis,-9999
heteromastus filiformis,129884
heteromastus similis,328373
heteromysis arianii,-9999
heteromysis eideri,-9999
heteromysis microps,-9999
heteromysis norvegica,-9999
heteroscarus acroptilus,713598
heterosiphonia crispella,144731
heterostigma singulare,253084
heteroteuthis weberi,342191
heterotiara anonyma,718760
heteroxenotrichula squamosa,114557
hexapanopeus caribbaeus,422079
hexaplex kusterianus,405873
hexelasma velutinum,535189
hiatavolva coarctata,431242
hiatella pholadis,588297
higginsia durissima,165994
himantozoum sinuosum,428671
himantura randalli,712401
himantura schmardae,271468
hindsiclava chazaliei,820514
hindsiclava rosenstielana,-9999
hinea brasiliana,598428
hinea lineata,759678
hippa pacifica,865897
hippasteria spinosa,254900
hippocampus alatus,275183
hippocampus biocellatus,275188
hippocampus borboniensis,212238
hippocampus curvicuspis,388711
hippocampus fuscus,212230
hippocampus grandiceps,275195
hippocampus hendriki,275196
hippocampus montebelloensis,275203
hippocampus multispinus,275204
hippocampus procerus,275206
hippocampus queenslandicus,275207
hippocampus semispinosus,275208
hippodiplosia insculpta,711849
hippolyte pleuracanthus,-9999
hipponix conicus,140109
hippoporella gorgonensis,422403
hirsutonuphis gemminata,-9999
histioteuthis arcturi,341863
histioteuthis elongata,181380
holothuria altaturricula,-9999
holothuria arenicola,732217
holothuria asperita,-9999
holothuria atra,-9999
holothuria austrinabassa,-9999
holothuria bacilla,-9999
holothuria caparti,528801
holothuria cinerascens,-9999
holothuria coluber,732221
holothuria conica,732222
holothuria coronopertusa,-9999
holothuria cubana,732223
holothuria cumulus,732224
holothuria dakarensis,-9999
holothuria difficilis,732226
holothuria dofleinii,732228
holothuria dura,-9999
holothuria edulis,-9999
holothuria erinacea,-9999
holothuria floridana,-9999
holothuria foresti,-9999
holothuria forskali,-9999
holothuria fuscocinerea,-9999
holothuria fuscogilva,732234
holothuria fuscopunctata,530751
holothuria fuscorubra,-9999
holothuria glaberrima,-999
holothuria grisea,732238
holothuria hamata,732239
holothuria hilla,-9999
holothuria impatiens,732340
holothuria inhabilis,732701
holothuria inornata,732346
holothuria integra,732347
holothuria kefersteinii,-9999
holothuria languens,732352
holothuria lessoni,-9999
holothuria leucospilota,-9999
holothuria lineata,732355
holothuria macroperona,732357
holothuria martensii,732361
holothuria mexicana,732363
holothuria nigralutea,-9999
holothuria nobilis,-9999
holothuria notabilis,732369
holothuria occidentalis,732370
holothuria ocellata,1316881
holothuria paraprinceps,732373
holothuria pardalis,732374
holothuria parvula,-9999
holothuria pervicax,732377
holothuria pluricuriosa,732379
holothuria poli,732380
holothuria princeps,732382
holothuria pseudofossor,732383
holothuria pyxis,732386
holothuria rathbunii,732387
holothuria rigida,-9999
holothuria sanctori,241357
holothuria scabra,-9999
holothuria spinifera,732394
holothuria strigosa,732397
holothuria sulcata,847980
holothuria surinamensis,732399
holothuria theeli,-9999
holothuria tubulosa,732401
holothuria turriscelsa,-9999
holothuria turrisimperfecta,732402
holothuria verrucosa,732403
holothuria zacae,732404
homalacantha anatomica,-9999
homotrema rubra,113478
hongeo koreana,-9999
hoplodoris nodulosa,533972
hoplophrys oatesi,-9999
hormophysa cuneiformis,372019
hormosina normani,113980
hormosinella gracilis,581982
hormosira banksii,373322
hornellia tequestae,-9999
horologica cowei,591440
horologica dirempta,591441
horologica pupa,419888
houbricka incisa,420474
hummelinckiella borinquensis,532913
hunkydora novozelandica,-999
hyalina styria,557339
hyalogyrina globularis,449963
hyalonema clavigerum,191770
hyalopecten undatus,156781
hyboscolex quadricincta,328431
hydatina amplustre,215421
hydatina physis,215423
hydatina vesicaria,140120
hydatina zonata,215426
hydractinia antonii,395315
hydractinia milleri,284873
hydractinia minima,418876
hydractinia minuta,473667
hydrobia ulvae,140126
hydroclathrus clathratus,145861
hydroides brachyacanthus,130999
hydroides exaltatus,209948
hydroides heterocerus,131005
hydroides longispinosus,-9999
hydroides norvegicus,157437
hydroides tuberculatus,328479
hydrolithon boergesenii,372893
hydrolithon farinosum,145118
hydrolithon onkodes,145120
hydrolithon reinboldii,213884
hydrophis caerulescens,344052
hydrophis macdowelli,-9999
hydropuntia crassissima,373012
hydropuntia edulis,376384
hymedesmia mertoni,191881
hymedesmia occulta,191894
hymedesmia parvispicula,191902
hymedesmia prostrata,191912
hymenamphiastra cyanocrypta,178287
hymenaster perissonatus,-9999
hyperammina elongata,-999
hypnea boergesenii,371369
hypnea musciformis,145634
hypnea pannosa,220816
hypnea valentiae,145636
hyporhamphus roberti hildebrandi,293618
hyporhamphus roberti roberti,272194
hypselodoris bayeri,420591
hypselodoris lilyeveae,389976
hypselodoris picta,139154
hypselodoris ruthae,420592
hypselodoris sycilla,420593
hypsicomus phaeotenia,-9999
ibla cumingi,212560
icilius caledoniana,396143
idas japonica,-9999
idiosepius notoides,342342
idioteuthis danae,238746
idioteuthis hjorti,238747
idmidronea atlantica,111752
idotea hectica,119045
ifremeria nautilei,449966
ilisha sirishai,-9999
imbricaria conovula,416998
imbricaria olivaeformis,208145
imbricaria punctata,208146
imbricaria vanikoroensis,817068
indophyllia macassarensis,290187
inella colon,591623
inella pompona,532925
ingolfiella fuscina,-9999
iniforis casta,419899
iniforis turristhomae,419902
inodrillia cestrota,420275
inquisitor minimarus,434073
inquisitor varicosa,-9999
iothia coppingeri,197193
iothia radiata,159883
iphigenia brasiliana,582793
iphimediella margueretei,-9999
iphionella elongata,336028
iridaea cordata,325522
irus macrophyllus,216576
iselica globosa,420433
isodiametra hortulus,380035
isognomon anomioides,605397
isops perarmata,170204
isotriphora peetersae,419903
issena pacifica,146988
issena ramosa,156743
ividia havanensis,868543
izanami inermis,440350
jacquinotia edwardsi,-9999
jaera albifrons,118715
jaera ischiosetosa,118719
jaera praehirsuta,118725
jania adhaerens,145123
jania capillacea,145124
jania tenella,211621
janthina globosa,-999
janthina janthina,140155
janua brasiliensis,155377
janua kayi,-9999
janua pagenstecheri,210060
japonactaeon punctostriatus,420514
jasus tristani,246525
jehlius cirratus,1501521
joculator sublima,592009
jouannetia cumingi,-9999
julia zebra,492585
justitia mauritiana,220232
kainomatomysis foxi,-9999
kalliapseudes schubarti,819890
kalliapseudes tomiokaensis,247176
kappaphycus alvarezii,371403
katelysia japonica,1486429
katelysia marmorata,817040
kelliella bruuni,428682
kempina stridulans,409265
kemponia nilandensis,-9999
kentrodoris rubescens,534390
kerguelenella lateralis,197197
kermia bifasciata,434119
kinorhynchus mainensis,265108
kishinouyea corbini,290246
koleolepas avis,535192
kuphus polythalamia,1059419
kurtziella accincta,-9999
kurtziella citronella,420346
labidocera kroyeri,104731
labidognathia longicollis,114738
labidoplax digitata,124456
labrospira crassimargo,113957
laevicardium attenuatum,381698
laevicardium biradiatum,216394
laevicardium laevigatum,420848
laevicardium multipunctatum,466592
laevicardium pulcherrimum,381277
laevicardium rubropictum,381699
laevichlamys lemniscata,393111
laevidentalina baggi,723205
laevidentalium banale,344227
laevidentalium jaffaensis,-9999
laevidentalium liodon,532946
lafoea tenellula,117706
lagena perlucida,113503
lagena sulcata,113509
lagenammina difflugiformis,114165
lagenicella verrucosa,422378
lamellaria ampla,532949
lamellaria leucosphaera,419751
lamellaria patagonica,532953
lamellaria perspicua,140173
lamellitrochus carinatus,419435
lamellitrochus inceratus,419436
lamellitrochus lamellosus,419437
lamellitrochus pourtalesi,419438
lamnostoma orientalis,-9999
lamprometra palmata,213566
landsburgia quercifolia,373376
laona finmarchica,140740
lapemis curtus,344080
lasaea hawaiiensis,595506
laternula anatina,181371
laternula boschasina,506753
laternula elliptica,197217
laternula truncata,769066
latirolagena smaragdula,217069
latirus nodatus,211129
latirus turritus,211125
latitriphora albida,419904
latreillia manningi,158425
laubiericoncha myriamae,457087
anadyomene stellata,145012
anaitides madeirensis,174190
anamixilla irregularis,164479
ancistrobasis costulata,419396
ancistroteuthis lichtensteini,-9999
andresia parthenopea,283498
angaria nodosa,413485
angiola fasciata,596991
angiola lineata,224584
angulus agilis,420855
angulus gibber,532392
angulus merus,420856
angulus paramerus,420857
angulus sybariticus,420859
angulus texanus,420862
angulus versicolor,420863
anidolyta spongotheras,536436
anisodoris nobilis,581820
anna florida,457419
annachlamys histrionica,-9999
annachlamys macassarensis,715150
annandaleum lambda,534955
anodontia edentula,605402
anodontia fragilis,-9999
anodontia hawaiensis,717019
anodontia ovum,717018
anodontia philippiana,582512
anodontia schrammi,-9999
anodontia vesicula,717023
anomalocardia brasiliana,420930
anomalocardia squamosa,715157
anoplodactylus multiclavus,240347
anoplodactylus perforatus,239682
anoplodactylus simplex,239813
anopsilana willeyi,-9999
anotrichium tenue,144506
anoxycalyx joubini,189985
anseropoda placenta,123985
anseropoda rosacea,370996
antalis antillaris,344426
antalis disparile,-9999
antalis infracta,344643
antalis usitatum,-9999
anthenoides piercei,-9999
anthenoides rugulosus,291636
antho penneyi,-9999
antho ridleyi,-9999
anthocidaris crassispina,513782
anthopodium rubens,291820
antigona restriculata,-9999
laurencia elata,212007
laurencia filiformis,-999
laurencia intricata,-999
laurencia majuscula,144824
laurencia microcladia,144825
laurencia obtusa,144827
lauridromia indica,-9999
laxosuberites coerulea,418827
leiochrides pallidior,333782
leiodermatium intermedia,-9999
leiognathus equulus,218459
leitoscoloplos foliosus,421018
leitoscoloplos fragilis,157447
leitoscoloplos robustus,421019
lekanesphaera exosphaeroma,-9999
lelapiella incrustans,164795
lepas anatifera,106149
lepas anserifera,106150
lepidochitona flectens,-9999
lepidochitona hartwegii,761655
lepidopleurus pergranatus,-9999
lepidopora microstylus,285831
lepidozona albrechtii,-9999
lepidozona regularis,768922
leporimetis intastriata,420874
leptasterias polaris,292974
leptastrea pruinosa,207472
leptocephalus giganteus,314780
leptocephalus ophichthoides,281316
leptochelia dubia,-999
leptochelia savignyi,136475
leptochiton curvatus,387065
leptochiton lineatus,769117
leptochiton norfolcensis,385820
leptognathia armata,136427
leptognathia gracilis,136435
leptoseris cucullata,418864
lernaeodiscus ingolfi,134790
lernaeodiscus okadai,463725
lessonia brevifolia,373468
lessonia fuscescens,374293
lessonia tholiformis,373470
lessonia variegata,373467
lestidiops indopacifica,-9999
leucaltis bathybia,194738
leucetta leptoraphis,164757
leucetta losangelensis,437431
leucon americanus,-9999
leucon antarcticus,-9999
leucon assimilis,-9999
leucon breidensis,-9999
leucon fulvus,157827
leucon intermedius,182358
leucon nasicoides,148682
leucon pallidus,157829
leucon parasiphonatus,182359
leucon polarsterni,-9999
leucon sagitta,-9999
leucon septemdentatus,-9999
leucon spinulosus,-9999
leucon weddelli,-9999
leuconia pumila,132203
leuconia rudifera,234256
leucosia signata,107306
leucosolenia blanca,194740
leucosolenia canariensis,132217
leucosolenia cerebrum,236222
leucosolenia clathrus,236224
leucosolenia coriacea,132221
leucosolenia dictyoides,-9999
leucosolenia irregularis,192276
leucosolenia macleayi,192302
leucosolenia protogenes,414516
leucosolenia tenuipilosa,192297
leucosyrinx paratenoceras,197225
leucosyrinx tenoceras,420264
leucothoella bannwarthi,510327
leveillea jungermannioides,213679
levinsenia gracilis,130578
levinsenia reducta,421033
liagora ceranoides,145756
lichenopora radiata,-999
lienardia hersilia,432747
lienardia nigrocincta,434267
ligia italica,-9999
ligia pigmentata,-9999
lillipathes lilliei,-9999
lima floridana,-9999
lima hians,181528
lima inflata,-999
lima loscombi,156212
lima pellucida,540271
limacina helicoides,140224
limacina inflata,140225
limaria perfragile,-9999
limatula hendersoni,420753
limatula hyalina,420754
limatula pygmaea,605624
limatula sulcata,152275
limea argentineae,456788
limneria prolongata,557157
limneria undata,159903
limnoperna fortunei,-9999
limulatys reliquus,531581
linatella succincta,225034
lindapecten exasperatus,393781
lindapecten muscosus,393783
linopherus hirsutus,-9999
lioberus castaneus,420701
lioconcha annettae,507761
lioconcha castrensis,216577
lioconcha fastigiata,507754
lioconcha hieroglyphica,507751
lioconcha ornata,216581
liocoryphe siamensis,-9999
liocranchia reinhardti,-9999
liocyma fluctuosa,141918
liomera cinctimana,-9999
liomera laevis,-9999
liostomia eburnea,140966
liotina peronii,719269
liparometra articulata,450505
liponema multicornis,100981
lissocarcinus polyboides,-9999
lissodendoryx acanthostylota,-9999
lissodendoryx amphispinulata,-9999
lissodendoryx arenaria,192313
lissodendoryx bifacialis,192319
lissodendoryx carolinensis,192322
lissodendoryx colombiensis,192325
lissodendoryx fibrosa,192330
lissodendoryx grata,-9999
lissodendoryx isodictyalis,133436
lissodendoryx paucispinata,876298
lissodendoryx schmidti,-9999
lissodendoryx similis,192353
lissodendoryx spinulosa,-999
lissodendoryx ternatensis,716651
lissodendoryx timorensis,192360
lissoporcellana streptochiroides,431874
lissotesta strebeli,197245
listriella barnardi,158114
listriella carinata,421488
litarcturus granulosus,174637
lithodes antarcticus,-9999
lithophaga aristata,225182
lithophaga attenuata,545959
lithophaga bisulcata,420703
lithophaga calyculata,600527
lithophaga canalifera,715127
lithophaga curta,-9999
lithophaga divaricalx,540437
lithophaga erimitica,540439
lithophaga hanleyana,208442
lithophaga laevigata,545960
lithophaga levigata,-9999
lithophaga lima,208443
lithophaga lithura,540446
lithophaga malaccana,208432
lithophaga mucronata,572551
lithophaga nasuta,-999
lithophaga obesa,208433
lithophaga patagonica,532984
lithophaga plumula,600516
lithophaga simplex,540453
lithophaga straminea,-999
lithopoma gibberosa,240761
lithotrya nicobarica,535193
lithotrya valentiana,208749
litiopa melanostoma,140258
litopenaeus occidentalis,377456
litopenaeus schmitti,377457
litopenaeus setiferus,158336
litopenaeus vannamei,247789
litoscalpellum aurorae,174127
litoscalpellum regina,421117
littorina flava,798696
littorina irrorata,159914
littorina scabra,211288
liza carinata,126979
liza klunzingeri,273641
lizzia alvarinoae,284268
lobatula lobatula,113118
lobatus costatus,565363
lobatus gallus,565364
lobatus gigas,564730
lobiger souverbii,420565
lobodon carcinophaga,231416
lobophora variegata,145381
lobophyllia dentatus,288102
lobophyllia pachysepta,207394
lobophyllia serratus,288105
loligo media,422900
loliolus beka,410369
loliolus japonica,410370
lolliguncula argus,342228
lolliguncula brevis,157028
lolliguncula diomedeae,410373
lolliguncula panamensis,342230
lomentaria baileyana,145822
longchaeus candidus,420462
longchaeus suturalis,-999
lophelia pertusa,135161
lophiotoma indica,217114
lophioturris leucotropis,434298
lophocochlias minutissimus,730993
lophopagurus thompsoni,-9999
lophopagurus triserratus,-9999
lorabela bathybia,434299
lorabela notophila,197248
loripes lacteus,-999
loripes lucinalis,152887
loxoglypta clathrata,605816
loxomitra tetraorganon,395490
loxosoma agile,111810
loxosoma murmanica,1429708
loxosoma pectinaricola,111815
loxosoma rhodinicola,111816
loxosoma significans,111818
loxosomella atkinsae,111821
loxosomella compressa,111824
loxosomella discopoda,111826
loxosomella elegans,111827
loxosomella fauveli,111829
loxosomella harmeri,111831
loxosomella marsypos,111833
loxosomella nitschei,111835
loxosomella nordgaardi,111836
loxosomella obesa,111837
loxosomella phascolosomata,111839
loxosomella polita,111840
loxosomella similis,111842
loxosomella varians,111844
lucernariopsis vanhoeffeni,287222
lucifer chacei,377459
lucifer faxoni,158346
lucifer hanseni,107121
lucina ephraimi,464191
lucina pectinata,-999
lucina radians,-999
lucinoma blakeanum,-9999
luidia elegans,368112
lumbrineris heteropoda,209848
lumbrineris impatiens,157477
lumbrineris tenuis,157479
lumbrineris verrilli,327206
lunatia fringilla,584844
lunulicardia auricula,466593
lunulicardia subretusa,216397
lurifax vitreus,181098
lutraria australis,367852
lutraria philippinarum,540501
lygdamis indicus,209907
lyncina aurantium,216865
lyngbya aestuarii,-999
lyngbya confervoides,-999
lyonsia arcaeformis,197251
lyonsia arenosa,140290
lyonsia bracteata,506773
lyonsia californica,506774
lyonsia floridana,420999
lyonsia hyalina,156793
lyria insignata,-9999
lyria nucleus,393691
lyrodus furciferus,-9999
lyrodus massus,-9999
lytechinus anamesus,240778
maasella edwardsi,-9999
macellomenia aciculata,180814
macoma balthica,141579
macoma brevifrons,420875
macoma candida,723980
macoma cleryana,532294
macoma constricta,420878
macoma expansa,582758
macoma extenuata,420879
macoma inornata,532295
macoma irus,-9999
macoma limula,420880
macoma mitchelli,420881
macoma phenax,156798
macoma pseudomera,420882
macoma pulleyi,420883
macoma secta,582762
macoma tageliformis,420884
macoma tenta,156799
macoma yoldiformis,582763
macrobrachium carcinus,-9999
macrobrachium dacqueti,-9999
macrobrachium equidens,-9999
macrobrachium intermedium,-9999
macrobrachium nipponense,-9999
macrobrachium olfersii,-9999
macrobrachium rosenbergii,-9999
macrocallista maculata,420944
macrocallista nimbosa,420945
macrochiridothea giambiagiae,261073
macrocoeloma subparallelum,-9999
macrocystis pyrifera,232231
macrodasys caudatus,114607
macromedaeus voeltzkowi,-9999
macrophthalmus crinitus,-9999
macrophthalmus depressus,-9999
macrophthalmus graeffei,1355721
macrophthalmus grandidieri,-9999
macrophthalmus japonicus,-9999
macrophthalmus laevis,-9999
macrophthalmus serenei,-9999
macrophthalmus sulcatus,-9999
macropodia longipes,107342
macroschisma cuspidata,732502
macteola segesta,434316
mactra janeiroensis,540695
mactra mera,540724
mactrellona iheringi,505712
madracis mirabilis,-999
magellania macquariensis,869732
magelona cornuta,329131
magelona crenulifrons,329133
magelona pacifica,329151
magelona pettiboneae,329153
magelona phyllisae,329154
magelona riojai,329160
maja goltziana,-9999
maldane cristata,329174
maldane glebifex,130303
maldane sarsi,130305
maldane theodori,413981
malletia abyssopolaris,533011
malletia obtusa,151910
malleus irregularis,-9999
mancinella deltoidea,419957
maoricrater explorata,-9999
marchia triptera,-9999
marcia cordata,507767
marcia hiantina,216583
marcia opima,507769
marcusadorea tubulosa,472572
mareleptopoma vaubani,388314
margarites biconicus,-9999
margarites frigidus,423503
margarites striatus,153546
marginariella boryana,373474
marphysa bellii,130072
marphysa stragulum,735776
marsenina glabra,140175
marseniopsis conica,197268
marseniopsis pacifica,197270
marshallaskeya elegantula,592553
marshallena lepta,-9999
marshallora nigrocincta,160363
marshallora ostenta,458229
marsupenaeus japonicus,107102
massilina peruviana,417680
mastigoteuthis magna,238750
mastobranchus trinchesii,129889
mastobranchus variabilis,329276
mastonia lamberti,591694
mastoniaeforis lifuana,591720
mathilda barbadensis,181093
mathilda carystia,525540
mathilda decorata,525544
mathilda malvinarum,533047
mathilda scitula,420422
mathilda vanaartseni,420423
mathilda yucatecana,420424
matsubaraea fusiforme,-9999
maxacteon fabreanus,819303
mediomastus ambiseta,157482
mediomastus californiensis,157483
megabalanus ajax,535211
megabalanus azoricus,106224
megabalanus californicus,394981
megabalanus coccopoma,149682
megabalanus concinnus,535214
megabalanus tintinnabulum,106225
megabalanus tulipiformis,106226
megabalanus volcano,212570
megacalanus princeps,104622
megalasma minus,535237
megalasma striatum,535238
megalobrachium festae,-9999
megalomma bioculatum,-9999
megalomma heterops,329290
megalomma lobiferum,421076
megalomma pigmentum,329297
megalomma vesiculosum,130929
megatrema anglicum,106227
meiomenia arenicola,391075
meixneria furva,483616
melampus albus,599258
melanamansia glomerata,372335
melanella jamaicensis,419847
melaxinaea clarki,-9999
melaxinaea montrouzieri,-9999
melibe capucina,593361
melibe japonica,593363
melicertus canaliculatus,377467
melicertus hathor,107103
melicertus kerathurus,107104
melicertus latisulcatus,377468
melicertus longistylus,377469
melicertus marginatus,377470
melicertus plebejus,377471
mellita longifissa,513384
