species,aphia_id
melliteryx parva,592719
membranipora isabelleana,1030897
membranipora tenuis,111412
membranobalanus longirostrum,535241
mendax hebetatus,591980
mendax trizonalis odhneri,591962
mendax trizonaloides,591963
menestho albula,140969
mercenaria campechiensis,422678
mercenaria mercenaria,141919
meretrix casta,507778
meretrix lusoria,397139
meretrix lyrata,507776
meretrix meretrix,224891
merisca aequistriata,420885
merisca diaphana,-9999
merisca juttingae,533091
merisca martinicensis,420887
meristotheca procumbens,372324
merluccius gayi gayi,272453
merluccius gayi peruanus,293629
meropesta pellucida,-9999
mesacmaea mitchelli,100925
meseres trachus,241901
mesochaetopterus capensis,334003
mesochaetopterus sagittarius,129916
mesochaetopterus taylori,157487
mesodasys adenotubulatus,114593
mesodasys britanicus,-9999
mesodasys laticaudatus,114595
mesodesma mactroides,540991
mesophora novem,419907
mesothuria lactea,-9999
metamenia triglandulata,340743
metapenaeopsis borradailei,-9999
metapenaeopsis lata,377500
metatiron triocellatus,555610
metaverruca aequalis,106251
metaverruca halotheca,733299
metaverruca imbricata,1059744
metaverruca sculpta,535254
metaverruca trisulcata,345640
metaxia excelsa,419909
metaxia metaxa,419910
metaxia rugulosa,419911
metaxia taeniolata,419912
metepimeria acanthurus,236944
metridia lucens,104633
metula significans,419975
mexichromis kempfi,533093
microcystis sanguinea,-9999
microdictyon boergesenii,145013
microdictyon okamurae,214375
microdiscula vanhoeffeni,197282
microeuraphia permitini,733204
microeuraphia withersi,733205
microgaza fulgens,413464
microliotia alvanioides,395911
microliotia koizumii,413928
microliotia ohashii,413931
micromelo undatus,140121
micromussa diminuta,290348
micromussa minuta,290349
micropanope nuttingi,422135
micropanope pusilla,422136
microphis brachyurus,159448
microphrys antillensis,421983
microphrys bicornutus,421984
microphrys interruptus,421985
microphtalmus hamosus,-9999
microporella umbracula,111424
microporina borealis,1018057
midorigai australis,492601
miliolinella subrotunda,112564
mimachlamys erycina,547090
mimachlamys lentiginosa,393738
mimulus foliatus,441474
miomelon scoresbyanum,533101
miralda scopulorum,588435
mithraculus ruber,421989
mithrax hemphilli,421991
mithrax holderi,421992
mithrax pilosus,-9999
mithrax spinosissimus,421994
mithrax verrucosus,421995
mitra acuminata,590671
mitra antillensis,420092
mitra aurantia,590553
mitra auriculoides,590673
mitra avenacea,590554
mitra barbadensis,420093
mitra cardinalis,590514
mitra chrysalis,572142
mitra chrysostoma,590599
mitra coarctata,-999
apagesoma delosommatus,-9999
apanthura signata,293364
aphanostoma bruscai,380018
apionsoma misakianum,-9999
apionsoma murinae,424977
apionsoma pectinatum,-9999
apionsoma trichocephalus,424980
aplidium laevigatum,251962
aplidium leviventer,266097
aplidium stewartense,173624
aplidium triplex,173632
aplysiopsis formosa,140088
apogon unitaeniatus,273113
apogonops anomalus,279667
apolymetis ephippium,724899
apolymetis papyracea,225607
apopontonia dentimanus,-9999
apopontonia orbitospinata,-9999
apoprionospio dayi,157189
apseudes gallardoi,819144
apseudes latreillei,136271
arbacia incisa,569285
archidoris montereyensis,581815
archidoris wellingtonensis,533954
archiminolia alabida,598233
architectonica grandiosa,585872
architectonica laevigata,215170
architectonica maxima,585869
architectonica nobilis,181092
architectonica perdix,585868
architectonica perspectiva,215169
architectonica trochlearis,585867
architectonica uruguaya,-9999
arcopagia fausta,420864
arcopagia isseli,605907
arcopsis symmetrica,214620
arcopsis thielei,-9999
arcoscalpellum intonsum,421112
arcoscalpellum michelottianum,106182
arcoscalpellum pertosum,534980
arcoscalpellum portoricanum,421113
arcoscalpellum sociabile,535472
arctocephalus forsteri,231420
arctocephalus townsendi,255007
arcturella lineata,257268
arene briareus,-9999
arenicola cristata,129866
argobuccinum ranelliforme,476431
argonauta cornuta,-9999
argonauta pacifica,-9999
mitra contracta,590601
mitra coronata,590602
mitra cucumerina,590604
mitra decurtata,590676
mitra eremitarum,590521
mitra ferruginea,590609
mitra fraga,590610
mitra fulvescens,590611
mitra idae,416832
mitra imperialis,590529
mitra incompta,590530
mitra larranagai,817146
mitra litterata,208236
mitra luctuosa,590618
mitra lugubris,590619
mitra nodulosa,420095
mitra pelliserpentis,-9999
mitra pudica,590503
mitra puncticulata,590622
mitra pyramis,590624
mitra retusa,590682
mitra rosacea,590625
mitra scutulata,590683
mitra semiferruginea,420097
mitra straminea,420098
mitra tabanula,590637
mitra tuberosa,534360
mitra typha,590685
mitra ustulata,590548
mitra vexillum,590642
mitrella bella,1116954
mitrella lunata,160382
mitrella margarita,511527
mitrella marquesa,760897
mitrella puella,511543
mitrella tenuis,-9999
mitrolumna biplicata,420257
mitrolumna haycocki,533116
mitromorpha metula,432771
miyakea nepa,409287
mobula eregoodootenkee,217434
mobula japanica,217432
modiolarca impacta,724058
modiolarca subpicta,140460
modiolus aratus,214949
modiolus demissus,182821
modiolus elongatus,817574
modiolus flavidus,817592
modiolus hanleyi,-9999
modiolus metcalfei,214961
modiolus neglectus,506123
modiolus nitens,225602
modiolus nitidus,-9999
modiolus plicatus,817596
modiolus vaginus,-9999
modulus carchedonius,419528
modulus modulus,419529
modulus tectum,216717
moerella philippinarum,724789
moerella rutila,598953
moloha majora,-9999
monhystera parva,121470
monoculodes carinatus,102882
monolene mertensi,-9999
monophorus ateralbus,419913
monophorus olivaceus,419914
monophorus perversus,141720
monostiolum tesselatum,-9999
monostroma hariotii,325529
montacuta dawsoni,152847
montastraea annularis,207479
montastraea annuligera,207484
montastraea curta,207481
montastraea faveolata,287963
montastraea franksi,287964
montastraea multipunctata,287965
montastraea valenciennesi,207482
montastrea colemani,289299
montastrea salebrosa,-999
montastrea serageldini,289300
montereina nobilis,579084
montipora meandrina,1497047
montipora solanderi,207160
montipora verruculosus,287732
moolgarda pedaraki,218891
mopsella rubeola,367839
mopsella spongiosa,290375
moroteuthis robusta,-9999
morula anaxeres,605263
morula granulata,600712
morula musiva,-9999
morula nodulifera,724166
morula palmeri,408349
morula squamosa,208548
mugil gaimardianus,273650
mullus barbatus barbatus,293632
mullus barbatus ponticus,293633
mumiola gradatula,420455
munida plexaura,-9999
munida rutllanti,107161
munidopsis diomedeae,378114
munidopsis spinosa,-9999
munnogonium wilsoni,527349
muracypraea donmoorei,533134
murchisonella spectrum,420436
murexiella glypta,419948
murexiella hidalgoi,419949
murexiella levicula,419950
murexiella macgintyi,419951
muricopsis warreni,408752
murrayella periclados,213680
murrayona phanolepis,164799
musculista japonica,747241
musculista perfragilis,140469
musculus chinensis,541307
musculus corrugatus,156246
musculus cultellus,817631
musculus marmoratus,152587
musculus mirandus,-9999
musculus nanus,506132
myadora antipodum,506793
myadora novaezelandiae,506796
myadora quadrata,541424
myadora subrostrata,506798
mycale americana,192498
mycale aruensis,192506
mycale bidentata,192513
mycale carmigropila,370761
mycale cavernosa,192515
mycale citrina,387433
mycale cleistochela,192517
mycale contarenii,416453
mycale coronata,-9999
mycale crassissima,234400
mycale doellojuradoi,192527
mycale euplectelloides,-9999
mycale gelatinosa,-9999
mycale grandis,192533
mycale indica,1481322
mycale laevis,366652
mycale laxissima,418834
mycale lingua,133289
mycale magellanica,175242
mycale magnirhaphidifera,192550
mycale massa,133295
mycale microsigmatosa,192555
mycale moluccensis,192559
mycale obscura,1482085
mycale oceanica,191098
mycale orientalis,-9999
mycale parishi,1482458
mycale pellucida,244427
mycale phillipensis,244426
mycale phyllophila,192571
mycale renieroides,-9999
mycale rotalis,133302
mycale sulevoidea,234234
mycale thielei,192590
mycale titubans,133308
myliusia seriata,171670
myonera gigantea,156871
myonera lamellifera,408575
myonera limatula,156872
myonera paucistriata,139462
myra eudactyla,-9999
myrakeena angelica,506717
myriochele oculata,130543
myrtea compressa,420794
myrtea pristiphora,420795
myrtea sagrinata,420796
myrteopsis lens,420797
mysella bidentata,140380
mysella charcoti,197292
mysella gibbosa,197293
mysella minuscula,766481
mysella mutsuwanensis,-9999
mysella planulata,156878
mysella triangularis,-999
mysella triquetra,156879
mysella tumida,817208
mysella tumidula,140386
mysia undata,140728
mysouffa cumingii,420516
mytella bicolor,506149
mytella charruana,397146
mytilimeria nuttalli,506784
mytilus coruscus,506159
mytilus desolationis,506162
myxilla incrustans,133882
myxilla mariana,133888
myxilla mollis,192652
myxilla rosacea,133895
myzostoma attenuatum,329404
myzostoma divisor,329407
myzostoma willemoesii,335273
nacella delicatissima,533147
nacospatangus alta,1297484
naineris bicornis,329415
naineris grubei,334058
naineris laevigata,130515
naineris setosa,334062
nannobrachium nigrum,275867
nannobrachium ritteri,275870
nanognathia exigua,265963
nanostrea fluctigera,506718
narcinops ornata,1486854
nassaria fusiformis,1439253
nassarius accuminatus,-9999
nassarius albus,420063
nassarius antillarum,420064
nassarius candidissimus,533152
nassarius elegans,754432
nassarius graniferus,561134
nassarius incrassatus,140503
nassarius luridus,-999
nassarius margaritiferus,561141
nassarius mutabilis,140508
nassarius pauperus,215726
nassarius silvardi,390158
nassarius trivittatus,160399
nassarius vibex,160401
natica alapapilionis,207980
natica collaris,-9999
natica guesti,419756
natica lineata,817793
natica onca,207989
natica orientalis,817817
natica phytelephas,585121
natica tigrina,225619
natica violacea,570025
natica vittata,140548
nausitora aurita,581762
nausitora dunlopi,-9999
naxioides mammillata,-9999
neactaeonina cingulata,533166
neactaeonina edentula,197301
neanthes caudata,130385
neanthes succinea,130391
nearchaster aciculosus,-9999
nearchaster variabilis,-9999
nectamia zebrinus,-9999
neilo delli,506242
neilonella guineensis,420685
nellia oculata,471328
nematocarcinus burukovskyi,389540
nematomenia banyulensis,139610
nematonereis hebes,329485
nemertoderma bathycola,142804
nemocardium centifilosum,582745
nemocardium exasperatum,216399
nemocardium peramabile,156901
nemocardium pulchellum,-9999
nemocardium samarangae,-9999
nemocardium tinctum,582747
neoacasta glans,535257
neoacasta laevigata,535258
neoalpheopsis euryone,-9999
neoamphitrite edwardsi,1443743
neobrachylepas relica,933316
neocancilla circula,217201
neocancilla pretiosa,217202
neoconorbina terquemi,113697
neodoris chrysoderma,533963
neoesperiopsis digitata,827586
neoliomera richtersi,-9999
neomenia herwigi,391222
neomeris annulata,211533
neopetrosia exigua,166805
neopycnodonta musashiana,-9999
neosiphonia ferulacea,377219
neothyonidium dearmatus,529571
neothyonidium magnum,241933
neotrevathana elongatum,882323
neoxylophaga lobata,-9999
neoxylophaga supplicata,-9999
nepanthia briareus,377358
nephasoma abyssorum,424351
nephasoma bulbosum,424357
nephasoma capilleforme,424359
nephasoma confusum,424365
nephasoma constricticervix,424367
nephasoma constrictum,424371
nephasoma cutleri,424375
nephasoma diaphanes,424387
nephasoma eremita,-9999
nephasoma flagriferum,424412
nephasoma lilljeborgi,424429
nephasoma minutum,424440
nephasoma pellucidum,425176
nephasoma rimicola,424465
nephasoma rutilofuscum,424484
nephasoma wodjanizkii,425177
neptunus hastatoides,-9999
nereis anomala,334171
nereis deplanata,-9999
nereis mirabilis,209782
nereis trifasciata,209777
nerita chameleon,-9999
nerita reticulata,595361
nerita squamulata,596069
neritina meleagris,419508
neritina turrita,737532
neritina usnea,419511
neritina violacea,549376
neritina virginea,419512
neritina waigiensis,890433
neverita albumen,571885
neverita peselephanti,605566
newmanella radiata,421129
newmaniverruca albatrossiana,535266
nezumia darus,301033
nicomache antillensis,329802
nicomache venticola,329812
nipponatys tumidus,531583
nipponotrophon stuarti,399219
nitidiscala tincta,524729
noalda exigua,510362
nobia grandis,535268
nodilittorina mespillum,446934
norrisia norrisi,-9999
notadusta katsuae,396648
notadusta martini,709289
notaulax nudicolis,-9999
nothogenia fastigiata,373489
notoacmea persona,-9999
notocelis gullmarensis,142698
notochthamalus scabrosus,733206
notolimea crassa,140246
notomastus americanus,330000
notomastus daueri,330009
notomastus hemipodus,157504
notomastus latericeus,129898
notomastus lobatus,157505
notomastus tenuis,334241
notopharyngoides aruensis,-9999
notosaria pyxidata,-9999
nototodarus philippinensis,342377
nototriphora decorata,419915
noumea aureopunctata,533929
noumea closeorum,533930
noumea haliclona,533932
noumea sulphurea,533936
noumea varians,558469
novaculops halsteadi,1009705
novaculops koteamea,1009528
novaculops pastellus,1008571
nucula delphinodonta,156914
nucula turgida,152274
nucula venezuelana,533188
nuculana carpenteri,581908
nuculana cuneata,506372
nuculana jamaicensis,420667
nuculana larranagai,506421
nuculana messanensis,156921
nuculana platessa,420668
nuculana radiata,254752
nuculana verrilliana,420672
nuculana vitrea,420673
nymphon rubrum,134705
nymphon stromi,-9999
obliquogobius fluvostriatus,-9999
obrussena bracteata,531498
ocenebra minirosea,-9999
ocheyoherpia lituifera,340759
ochtodes secundiramea,372964
ocinebrina interfossa,403751
ocinebrina lurida,403752
ocnus surinamensis,422526
octolasmis angulata,535283
octolasmis bullata,535284
octolasmis cor,212921
octolasmis geryonophila,535285
octolasmis hoeki,345645
octolasmis lowei,106162
octolasmis neptuni,535286
octolasmis nierstraszi,183302
octolasmis orthogonia,535287
octolasmis scuticosta,535288
octolasmis trigona,-9999
octolasmis warwickii,535289
octolasmis weberi,733379
octoporia octaporosa,408527
octopus burryi,341957
octopus filosus,341972
octopus huttoni,414140
octopus maorum,341995
octopus variabilis,342040
ocypode cordimanus,-9999
odontocymbiola subnodosa,745073
odostomella doliolum,140974
odostomia acutidens,420456
odostomia eutropia,588394
odostomia laevigata,420457
odostomia nitens,141005
odostomia turrita,-999
odostomia unidentata,141025
oenopota davisi,436471
ohshimella ehrenbergi,-9999
oikopleura albicans,-9999
oikopleura cophocerca,-9999
oikopleura dioica,-9999
oikopleura gaussica,-9999
oikopleura labradoriensis,-9999
oikopleura longicauda,-9999
oikopleura parva,-9999
oikopleura rufescens,-9999
oithona setigera,106655
oithona simplex,106657
olavius tantulus,476001
olgasolaris tollmanni,512320
olisthops cyanomelas,319734
oliva annulata,208385
oliva formosa,420124
oliva lignaria,819020
oliva tessellata,592584
olivancillaria uretai,448170
olivella dealbata,420106
olivella plata,448238
omalogyra atomus,-999
oncaea conifera,-999
oncaea derivata,359393
oncaea mediterranea,128939
oncaea praeclara,354033
oncaea similis,149766
onchidiopsis glacialis,141896
onchidoris maugeansis,533864
oncorhynchus masou,293637
onoba gelida,197324
onoba turqueti,197336
onychognathia filifera,265976
onychognathia rhombocephala,265977
onykia ingens,410381
oocorys barbouri,419780
oocorys bartschi,419781
oolina globosa,113219
opalia abbotti,139749
opalia acus,-9999
opalia aurifila,419821
opalia bicarinata,524055
opalia borealis,524759
opalia burryi,419822
opalia crenata,139750
opalia eolis,419823
opalia hotessieriana,419824
opalia morchiana,-9999
opalia pumilio,224843
opaliopsis opalina,419828
ophelia denticulata,155463
ophelina acuminata,130500
ophelina breviata,130502
ophelina cylindricaudata,-999
ophiactis definita,243441
ophiarthrum pictum,212389
ophiochasma stellatum,243546
ophiochiton fastgatus,-9999
ophiocoma alexandri,243572
ophiocoma brevipes,212370
ophiocoma dentata,212381
ophiocoma paucigranulata,243577
ophiocoma pica,212384
ophiocoma pumila,243578
ophiocoma pusilla,212382
ophiocoma wendtii,243582
ophioderma appressa,243630
ophioderma brevicauda,243631
ophioderma brevispina,158073
ophioderma cinerea,243632
ophioderma ensifera,243635
ophioderma guttata,243636
ophioderma longicauda,124821
ophioderma panamensis,243641
ophioderma rubicunda,243645
ophioderma squamosissima,243646
ophiodromus angustifrons,209726
ophiolepis cincta,213467
ophiomastus tegulitius,243741
ophiomusium facetum,243814
ophiomusium facundum,243815
ophiomusium glabrum,243819
ophiomusium luetkeni,243829
ophiomusium lymani,124895
ophiomusium scalare,243838
ophiomusium simplex,243841
ophionereis dubia,213415
ophiopthalmus cataleimmoidus,-9999
ophiopthalmus diplasia,-9999
ophiopthalmus eurypoma,-9999
ophiopthalmus normani,-9999
ophiosphalma jolliensis,-9999
ophiothela danae,213399
ophiothrix angulata,158503
ophiothrix aristulata,212428
ophiothrix capillaris,245430
ophiothrix ciliaris,212419
ophiothrix crassispina,245449
ophiothrix elegans,245451
ophiothrix exigua,212423
ophiothrix infirma,245453
ophiothrix koreana,244725
ophiothrix lepidus,-9999
argyropeza divina,473057
argyropeza leucocephala,-999
aricidea belgicae,-9999
aricidea catherinae,130554
aricidea fragilis,130560
aricidea lopezi,157217
aricidea wassi,130575
ariomma brevimanum,309427
ariomma melanum,159593
ariopsis felis,158709
ariopsis guatemalensis,293651
armandia agilis,157219
armandia intermedia,209885
armandia lanceolata,326639
armandia leptocirris,333049
armandia maculata,157220
armatobalanus allium,534987
armatobalanus cepa,534988
armatobalanus quadrivittatus,733474
armatobalanus terebratus,718700
arotrolepis filicauda,1020037
artemia salina,480246
articularia sagra,112496
articulina pacifica,-999
asaphis dichotoma,213510
asbestopluma agglutinans,235779
asbestopluma gracilior,-9999
asbestopluma pennatula,133179
asclerocheilus beringianus,326667
asclerocheilus mexicanus,326674
ascobulla fischeri,494400
ascobulla ulla,420568
ascorhynchus japonicus,1477038
ascorhynchus paxillum,239558
ascorhynchus pyrginospinum,240422
ascoseira mirabilis,325432
aslia lefevrii,-9999
asparagopsis armata,144438
asparagopsis taxiformis,144439
asperdaphne rugosa,433061
asperiscala eltanini,197049
aspidiophorus paramediterraneus,154537
aspidopholas obtecta,-9999
aspidosiphon albus,425144
aspidosiphon coyi,425070
aspidosiphon elegans,425003
aspidosiphon fischeri,425074
aspidosiphon gosnoldi,425017
aspidosiphon laevis,425087
aspidosiphon mexicanus,-9999
ophiothrix marenzelleri,245189
ophiothrix oerstedii,245258
ophiothrix oliveri,245309
ophiothrix plana,245456
ophiothrix proteus,212426
ophiothrix purpurea,212427
ophiothrix savignyi,212410
ophiothrix signata,244968
ophiothrix spiculata,245237
ophiothrix spinosissima,245539
ophiothrix suensoni,244870
ophiothrix trilineata,212416
ophiothrix vetusta,244969
ophiothrix vigelandi,244872
ophiothrix viridialba,244873
ophiothrix vitrea,212418
ophiura irrorata,124922
ophiura kinbergi,213420
ophiura lymani,244283
ophiura sarsi,245736
ophiura texturata,124940
ophlitaspongia pennata,408723
opisthodonta longidentata,-9999
orania grayi,817441
oratosquillina fossulata,-9999
oratosquillina imperialis,-9999
oratosquillina ornata,-9999
orbinia americana,157513
orbinia riseri,157515
orbitestella bermudezi,420413
orchestia grillus,158123
ornatoscalpellum gibberum,345619
ornatoscalpellum stroemii,106203
ornatoscalpellum vanhoeffeni,535293
orthotheres strombi,422156
oscilla notialis,458147
oscilla somersi,739608
ostracion solorensis,-9999
ostrea capsa,506724
ostrea cucullata,-999
ostrea denticulata,207780
ostrea hanleyi,819187
ostreola equestris,420780
otaria flavescens,231425
otocelis sandara,158303
otopleura mitralis,217258
ova canaliferus,513426
ovulactaeon meekii,420518
owenia fusiformis,130544
owstonia doryptera,1486862
oxygyrus keraudrenii,138839
oxynaspis aurivillii,535294
oxynaspis bocki,535295
oxynaspis celata,106153
oxynaspis connectens,733556
oxynoe antillarum,420566
oxynoe azuropunctata,420567
oxynoe viridis,397164
oxypora glabra,207375
oxyporhamphus micropterus,217871
pachylasma scutistriata,535302
pachyseris foliosa,288720
pachyseris gemmae,288721
pachyseris involuta,411243
pachyseris rugosa,207292
pachyseris speciosa,207293
pachysoma dentatum,365108
pacipecten linki,-9999
padina australis,372010
padina gymnospora,145384
padina minor,220791
padina pavonica,145385
padina sanctae-crucis,373195
pagetopsis maculatus,-9999
pagodula multigrada,399289
pagodula plicilaminata,399292
paguristes oxyophthalmus,368264
pagurus kalkarnii,-9999
palaemonetes intermedius,158369
palaemonetes pugio,-9999
palaemonetes vulgaris,-9999
pallenoides magnicollis,239426
pallenopsis calcanea,-9999
pallenopsis californica,848867
pallenopsis comosa,848870
pallenopsis guineensis,134733
pallenopsis juttingae,134734
pallenopsis longirostris,134735
pallenopsis longiseta,173078
pallenopsis mollissima,134736
pallenopsis oculotuberculosis,266411
pallenopsis oscitans,134737
pallenopsis paramollis,266413
pallenopsis safari,266417
pallenopsis scoparia,134738
pallenopsis stylirostris,266422
pallenopsis tritonis,134739
pallenopsis tydemani,134740
palliolum clathratum,197338
palliolum furtivum,140707
palmaria decipiens,325542
palmophyllum umbracola,373401
palolo siciliensis,334329
panamurex carnicolor,-9999
pandalopsis dispar,246375
pandalopsis japonica,515446
pandalus kessleri,-9999
pandora albida,152817
pandora arenosa,421000
pandora bilirata,506826
pandora bushiana,421001
pandora filosa,506817
pandora glacialis,140673
pandora gouldiana,156932
pandora inaequivalvis,140674
pandora inflata,421002
pandora punctata,506825
pandora trilineata,156935
pandora wardiana,506822
panopeus hartii,-9999
paphia euglypta,367829
paphia exarata,817036
paphia semirugata,-999
paphia textile,214508
paphia undulata,367828
paracalantica rossi,1056000
paracalanus aculeatus,104681
paracalanus crassirostris,220841
paracalanus parvus,104685
paracalanus pygmaeus,149722
paractinia striata,100960
paradiopatra paucibranchis,413997
paradoneis harpagonea,130583
paraeuchaeta barbata,104557
paraeuchaeta pubera,220854
parahyotissa imbricata,397167
parahyotissa inermis,506694
parahyotissa mcgintyi,542364
parahyotissa numisma,506697
paraisanthus fabiani,446824
paralepas morula,729744
paralepas nodulosa,212561
paralepas quadrata,535312
paralepas scutiger,729777
paraliparis copei copei,293702
paraliparis copei kerguelensis,293700
paraliparis copei wilsoni,293703
paramola cuvieri,-9999
paramphithoe hystrix,102152
paramurrayona corticata,164802
paramysis helleri,-9999
parandalia fauveli,334381
paraonis fulgens,146932
paraonis pygoenigmatica,157523
parapenaeopsis acclivirostris,210412
parapenaeopsis atlantica,240802
parapenaeopsis cornuta,210406
parapenaeopsis coromandelica,210411
parapenaeopsis cultirostris,377550
parapenaeopsis hardwickii,210407
parapenaeopsis hungerfordi,-9999
parapenaeopsis incisa,377553
parapenaeopsis maxillipedo,210413
parapenaeopsis sculptilis,210410
parapenaeopsis tenella,377556
parapenaeopsis uncta,210409
parapenaeopsis venusta,-9999
parapilumnus quadridentatus,217292
parasalenia poehli,513434
parascolopsis rufomaculatus,-9999
parasimplastrea sheppardi,290681
parastichopus nigripunctatus,-9999
parastichopus parvimensis,-9999
parategastes sphaericus,116501
paratomella unichaeta,142705
paraturbanella aggregotubulata,265597
paraturbanella teissieri,114688
parazoanthus lucificum,283870
parerythrops obesa,120169
pareuthria cerealis,491213
pareuthria innocens,197346
pareuthria magellanica,491216
pareuthria michaelseni,491217
pareuthria paessleri,491218
pareuthria plumbea,491220
pareuthria powelli,491221
pareuthria ringei,491222
parilimya neozelanica,507048
parmophoridea mawsoni,197348
parmophoridea melvilli,197349
paromola rathbunae,440211
paroncheilus affinis,320100
parthenina varia,738177
parthenope agona,422026
parthenope massena,107367
parvamussium thalassinum,420769
parvanachis isabellei,760908
parvaplustrum tenerum,510344
parvicardium minimum,139010
parvicardium ovale,-999
parvilucina costata,420798
parviperna nucleus,-9999
parviphos adelus,419977
parvithracia fragilissima,395700
parvithracia melchior,395519
parvithracia suteri,506895
parviturbo calidimaris,419493
parvocaulis polyphysoides,376337
patagonotothen brevicauda brevicauda,293704
patella safiana,224230
patelloida conoidalis,872465
patelloida perfestiva,388687
patelloida pustulata,419326
patiriella calcarata,377379
patiriella pseudoexigua,242134
pauliella horrida,-9999
paziella hystricina,419940
pecten sinensis,393902
pecten tricarinatus,214933
pecten ziczac,-9999
pectinia africanus,288402
pectinoacasta pectinipes,535315
pectinodrilus deminutius,476016
pedicellina cernua,111806
pelamis platura,220959
pellina carbonaria,605485
peltodoris greeleyi,579053
pelycidion megalomastomus,-9999
peneroplis pertusus,112815
peneroplis planatus,112817
penicillus capitatus,144484
penicillus lamourouxii,373287
penitella kamakurensis,-9999
pennaria vitrea,292637
peracle triacantha,140723
peracle triacanthus,-9999
peramphithoe femorata,237282
peresiella spathulata,330458
periclimenaeus bermudensis,421695
periclimenes alcocki,246396
periclimenes aleator,514660
periclimenes americanus,1327218
periclimenes attenuatus,-9999
periclimenes brevicarpalis,210601
periclimenes brevirostris,514667
periclimenes ceratopthalmus,-9999
periclimenes commensalis,210569
periclimenes hertwigi,246404
periclimenes imperator,210576
periclimenes inornatus,210585
periclimenes lanipes,210584
periclimenes latipollex,210605
periclimenes longicaudatus,-9999
periclimenes lucasi,-9999
periclimenes paralcocki,390404
periclimenes poupini,514726
periclimenes psamathe,-9999
periclimenes rectirostris,514727
periclimenes soror,210570
periclimenes tenuis,-9999
periclimenes venustus,-9999
periglypta clathrata,207748
periglypta listeri,420947
periglypta puerpera,590802
periglypta reticulata,714811
periploma margaritaceum,421008
perisesarma guttatum,246186
perisesarma samawati,241020
peristichia agria,420464
peristichia lepta,458148
peristichia toreta,420466
perkinsiana littoralis,174569
perknaster fuscus,172753
perna picta,216630
perotrochus teramachii,468003
persicula obesa,533271
petaloproctus terricolus,330500
petitilla crosseana,420467
petricola carditoides,507469
petricola lapicida,216533
petricola pholadiformis,140730
petricolaria pholadiformis,156961
petromica massalis,171101
petrosia capsa,192873
petrosia corticata,-9999
petrosia hoeksemai,192898
petrosia nigricans,192884
petrosia pellasarca,716554
petrosia plana,-9999
petrosia weinbergi,192901
peyssonnelia rubra,145287
phacoides pectinata,-9999
phacosoma eudeli,-9999
phakellia pulcherrima,987010
phalacrocorax coronatus,344614
phalium bisulcatum,217003
phascolion caupo,424520
phascolion cirratum,-9999
phascolion collare,424601
phascolion convestitum,136070
phascolion cryptum,-9999
phascolion gerardi,-9999
phascolion hedraeum,266478
phascolion hibridum,-9999
phascolion lucifugax,424588
phascolion lutense,136071
phascolion medusae,424523
phascolion microspheroidis,-9999
phascolion pacificum,136072
phascolion strombus,266489
phascolion tuberculosum,424591
phascolosoma agassizii,424812
phascolosoma capitatum,-9999
phascolosoma granulatum,424911
phascolosoma lobostomum,-9999
phascolosoma nigrescens,424806
phascolosoma noduliferum,424845
phascolosoma pacificum,424853
phascolosoma perlucens,424862
phascolosoma scolops,424889
phascolosoma stephensoni,424910
phascolosoma turnerae,424914
phaxas cultellus,820237
phenacolepas scobinata,532129
phenacovolva piragua,419736
pherusa inflata,157528
phialidium simplex,-999
philine alata,197353
philine alba,533278
philine cingulata,156346
philine falklandica,533281
philine fragilis,156657
philine gibba,197356
philine lima,140754
philine scabra,140761
philinopsis cyanea,220968
philinopsis gardineri,599444
philinopsis lineolata,531560
philinopsis orientalis,746955
philocelis brueggemanni,158307
philyra platycheir,-9999
phlyctaenopora bocagei,192956
phlyctiderma semiaspera,-9999
phlyctiderma soror,420811
pholadomya candida,413867
pholidoteuthis boschmai,225826
phonospio unilamellata,-9999
phormidium submembranaceum,146701
phoronis australis,128547
phoronis hippocrepia,128548
phoronis muelleri,128549
phoronis ovalis,128550
phoronis psammophila,128552
phoronopsis albomaculata,128553
phoronopsis harmeri,128555
phos textum,-9999
photis trapherus,-9999
phragmatopoma californica,334501
phycolimnoria stephenseni,175059
phylliroe atlantica,140777
phyllochaetopterus prolifica,330562
phyllochaetopterus socialis,129920
phyllodactylus insularis,-9999
phyllodictyon anastomosans,146242
phyllodina persica,594070
phyllomenia austrina,340764
phyllophora antarctica,293017
phyllophorus occidentalis,1304411
phyllophorus spiculata,-9999
phyllophorus urna,241356
phylo kupfferi,130530
phymodius monticulosus,209134
phymodius ungulatus,209129
pikea californica,145229
piliscus commodus,141899
pillucina vietnamica,367264
pilodius flavus,444095
pilodius paumotensis,209125
pilodius pubescens,209122
pilodius pugil,209128
pilodius scabriculus,209126
pilodius spinipes,209124
pinctada anomioides,592598
pinctada fucata,397170
pinctada radiata,140890
pinctada syugillata,-9999
pinna saccata,-999
pinnixa chaetopterana,158445
pinnixa floridana,422160
pinnixa pearsei,422163
pinnixa retinens,158451
pinnixa sayana,158452
pionosyllis gesae,330688
pirenella conica,238094
pitar albidus,420948
pitar arestus,420949
pitar circinatus,420950
pitar citrinus,507842
pitar cordatus,582804
pitar dione,420951
pitar fulminatus,420952
pitar morrhuanus,156963
pitar pellucidus,507843
pitar prora,-999
pitar rostratus,533304
pitar simpsoni,420955
pitar spoori,542991
pitar zonatus,420956
placamen lamellata,-9999
