chi_tot,chi_cst,range_tot_km2,range_cst_km2,species,chi_tot_rel,chi_cst_rel
5918552.912704579,4013051.060705142,35746613.11,23621876.68,craniella cranium,0.16556961339223722,0.16988705491392575
846579.6588339456,846579.6588339456,6275248.48,6275248.48,craniella simillima,0.13490775090932264,0.13490775090932264
336647.4397319944,331649.61368896003,2049812.97,2017733.96,craniella tethyoides,0.16423324696398736,0.16436736470895302
2788723.4074213146,2788723.4074213146,11857778.48,11857778.48,cranocephalus scleroticus,0.23518093310015306,0.23518093310015306
0,0,11284361.79,11284361.79,craspidaster hesperus,0,0
619040.7079746781,619040.7079746781,1613115.51,1613115.51,crassadoma gigantea,0.3837547306049262,0.3837547306049262
78088.69565654751,2658.2898651904734,537552.19,14302.23,crassibrachia sandersi,0.1452671891385049,0.18586541156102743
863051.7290512173,863051.7290512173,1561272.14,1561272.14,crassicardia crassidens,0.5527875038180194,0.5527875038180194
2320290.3974372437,2320290.3974372437,4666195.5,4666195.5,crassicardia crebricostata,0.4972552901903154,0.4972552901903154
955874.7622131929,955874.7622131929,3481959.33,3481959.33,crassinella dupliniana,0.2745220927704497,0.2745220927704497
1939370.059021548,1939370.059021548,6751701.16,6751701.16,crassinella lunulata,0.28724169110315717,0.28724169110315717
751860.064841924,751860.064841924,2839443.16,2839443.16,crassinella martinicensis,0.26479137720859464,0.26479137720859464
603597.2629886977,603597.2629886977,2177478.26,2177478.26,crassispira apicata,0.2772001328677779,0.2772001328677779
657413.0227790579,657413.0227790579,2330219.63,2330219.63,crassispira cubana,0.28212491831899034,0.28212491831899034
796285.8095923758,796285.8095923758,2961110.87,2961110.87,crassispira fuscescens,0.2689145542167341,0.2689145542167341
351979.0152688545,351979.0152688545,1049813.59,1049813.59,crassispira pellisphocae,0.3352776327355931,0.3352776327355931
601578.970047102,601578.970047102,2358906.25,2358906.25,crassostrea rhizophorae,0.2550245352256377,0.2550245352256377
171646.1662298099,171646.1662298099,781854.88,781854.88,crassostrea tulipa,0.21953711695169045,0.21953711695169045
1628684.874888982,1628684.874888982,5541494.6,5541494.6,crassostrea virginica,0.2939071482428192,0.2939071482428192
1334421.2679976367,1334421.2679976367,6277304.82,6277304.82,cratena lineata,0.2125786951983059,0.2125786951983059
1314383.3902659887,1272954.5445747275,5842613.42,5615787.98,cratena pilata,0.22496497642077246,0.22667425285787365
1589481.413010532,1589481.413010532,7403055.09,7403055.09,cratena simba,0.21470614411036784,0.21470614411036784
584104.3315835511,584104.3315835511,1707451.47,1707451.47,craterastrea levis,0.3420913225624803,0.3420913225624803
34437.90566754259,34437.90566754259,167895.11,167895.11,cratinus agassizii,0.20511559668141968,0.20511559668141968
840986.5273920536,539541.7749695965,3621194.32,2292380.07,cratis antillensis,0.232240099004699,0.23536314157957086
80124.37229742554,80124.37229742554,222559.66,222559.66,creagrus furcatus,0.360013006388604,0.360013006388604
36672.95937795762,36672.95937795762,197775.31,197775.31,cremnochorites capensis,0.18542738918198443,0.18542738918198443
0,0,13820053.02,13820053.02,crenarctus bicuspidatus,0,0
0,0,2161574.41,2087136.84,crenarctus crenatus,0,0
1885629.6362038227,1815823.3431848222,7635623.53,7319937.18,crenatula picta,0.24695162468333776,0.24806542713865506
2205706.2044766075,1915741.3659813947,8130369.55,6943345.8,crenella divaricata,0.27129224457904344,0.2759104070520864
606339.6535939034,538984.6369301719,1596346.34,1365203.19,crenella pellucida,0.3798296387198178,0.3948017708119858
496297.7038593586,496297.7038593586,1968359.68,1968359.68,crenidens crenidens,0.2521377108574784,0.2521377108574784
626361.9423557774,626361.9423557774,1786962.03,1786962.03,crepidula adunca,0.350517768055641,0.350517768055641
345461.8801493304,345461.8801493304,1223934.15,1223934.15,crepidula convexa,0.282255283218734,0.282255283218734
28853.041669100632,28853.041669100632,90233.85,90233.85,crepidula depressa,0.3197585126767907,0.3197585126767907
678753.3864850396,678753.3864850396,1994819,1994819,crepidula fornicata,0.340258131933293,0.340258131933293
305193.1866890473,305193.1866890473,979489.95,979489.95,crepidula maculosa,0.31158378571321466,0.31158378571321466
571819.1899096945,571819.1899096945,1990753.92,1990753.92,crepidula plana,0.2872375054319594,0.2872375054319594
320667.53814552655,320667.53814552655,1363021.94,1363021.94,crepidula protea,0.23526219845406637,0.23526219845406637
308209.1319069465,308209.1319069465,969335.35,969335.35,crepipatella dilatata,0.317959240738457,0.317959240738457
10000567.745390436,6995179.359643405,37380174.21,24461024.29,creseis acicula,0.2675366810547145,0.2859724628335834
597991.805241907,586163.6941810369,2234704.83,2182439.41,creseis conica,0.2675931949553745,0.2685818866243058
9674893.357164094,6735039.2744370885,36415807.08,23825952.04,creseis virgula,0.2656783999297289,0.2826766067156529
2352014.472284947,2352014.472284947,9301695.03,9301695.03,cribrarula cribraria,0.2528586956139915,0.2528586956139915
368738.14885198686,249274.718392842,1661788.87,1109612.76,cribrarula cumingii,0.22189229661406196,0.22465019093043054
125069.82009199918,125069.82009199918,552231.33,552231.33,cribrarula gaskoini,0.2264808483285423,0.2264808483285423
297826.22886035376,297826.22886035376,445640.8,445640.8,cribrinopsis crassa,0.6683100579218818,0.6683100579218818
409166.6341685648,390029.1964366233,588919.38,561073.54,cribrinopsis fernaldi,0.6947752919398998,0.6951480842183776
1064452.947086536,1064452.947086536,1837066.08,1837066.08,cribrinopsis similis,0.5794309517088988,0.5794309517088988
146766.4932575726,82033.70499562741,504774.27,232151.16,crispatotrochus galapagensis,0.2907566846811994,0.35336332153424266
3018182.534043804,2485311.3408038616,9719887.26,7819362.38,crispatotrochus rubescens,0.3105162079877667,0.3178406652645585
3898600.6663147747,2550710.577156629,12456210.51,7912561.82,crispatotrochus rugosus,0.3129844877930515,0.32236216729572786
667590.9733019372,562672.9521810292,2066054.51,1729772.32,crispatotrochus septumdentatus,0.3231236010815306,0.3252872910933326
1172862.7502801372,1172862.7502801372,5835137.69,5835137.69,cristatogobius lophius,0.20100001278292665,0.20100001278292665
223254.7921516882,223254.7921516882,911625.51,911625.51,cristiceps argyropleura,0.24489748224760427,0.24489748224760427
47806.604981157536,47806.604981157536,182950.16,182950.16,cristiceps aurantiacus,0.261309446141821,0.261309446141821
535735.290315768,535735.290315768,2625433.89,2625433.89,cristiceps australis,0.20405590571384297,0.20405590571384297
3065469.554311921,3065469.554311921,9819431.63,9819431.63,cristimenes commensalis,0.3121840112360883,0.3121840112360883
179844.754452257,179844.754452257,912167.07,912167.07,crocodilichthys gracilis,0.19716207739472225,0.19716207739472225
559721.1191968382,559721.1191968382,2378480.18,2378480.18,crocodylus acutus,0.23532721605308404,0.23532721605308404
2209787.964384414,2209787.964384414,11012218.62,11012218.62,crocodylus porosus,0.2006669174158126,0.2006669174158126
11327.762079092992,11327.762079092992,45527.64,45527.64,croilia mossambica,0.24881065829665217,0.24881065829665217
1464236.2519965952,1464236.2519965952,8009790.34,8009790.34,cromileptes altivelis,0.1828058151140814,0.1828058151140814
1296994.5484069497,1296994.5484069497,5454566.41,5454566.41,cronius ruber,0.23778142035802066,0.23778142035802066
0,0,6791916.14,5728372.18,crosnierita yante,0,0
448701.5149602095,223799.88450877034,823336.79,406200.24,crossaster borealis,0.5449793090871228,0.5509595083173027
689840.1661012815,207270.2179480102,2281926.48,637838.7,crossaster multispinus,0.30230604366415936,0.32495710584511445
7893147.907816321,6048153.604467149,19454518.47,14421975.85,crossaster papposus,0.4057231187699667,0.4193706651136258
1995611.8188527098,1995611.8188527098,10327291.59,10327291.59,crossorhombus azureus,0.19323670697795314,0.19323670697795314
455908.1628353321,435493.0930681296,1813572.17,1714355.54,crossorhombus kobensis,0.2513868322291978,0.2540272906681479
2263461.976025902,2263461.976025902,11361895.83,11361895.83,crossorhombus valderostratus,0.19921516707180567,0.19921516707180567
1221808.911342499,1221808.911342499,6921969.9,6921969.9,crossosalarias macrospilus,0.1765117342308147,0.1765117342308147
0,0,8177674.62,8177674.62,crossotonotus spinipes,0,0
703313.7910190179,703313.7910190179,2638628.7,2638628.7,crucibulum auricula,0.2665451910755833,0.2665451910755833
917490.752677205,852859.6848869001,3335620.52,3064079.94,crucibulum striatum,0.27505849276799776,0.2783411991812786
813320.8682481634,813320.8682481634,4710495.67,4710495.67,crucigera websteri,0.17266141935508103,0.17266141935508103
98760.2473782611,77277.37693927829,1673113.48,1233175.65,cruriraja atlantis,0.05902782361078168,0.06266534450244642
143671.44137554287,102856.341037648,2652064.64,1730391.41,cruriraja poeyi,0.054173431223585436,0.059441083932361874
138204.8753640537,100538.57880205323,2388856.15,1606980.7,cruriraja rugosa,0.05785399650960721,0.0625636504545781
369693.0759369827,195571.46881189808,2880006.9,1492218.92,cryodraco antarcticus,0.1283653438250383,0.13106084247470745
129267.10614519472,106158.34731414457,998106.93,823726.01,cryodraco atkinsoni,0.12951228196080625,0.12887579853663303
677683.5488233063,677683.5488233063,2448114.31,2448114.31,cryoturris adamsii,0.2768185889258195,0.2768185889258195
785150.4497971582,785150.4497971582,2928523.59,2928523.59,cryoturris cerinella,0.2681045331095176,0.2681045331095176
751014.5427055713,751014.5427055713,2785357.67,2785357.67,cryoturris fargoi,0.26962948090812744,0.26962948090812744
575119.1036764422,575119.1036764422,2007907.77,2007907.77,cryoturris quadrilineata,0.28642705221288234,0.28642705221288234
839066.4024561683,770378.7778085882,2231494.98,2000166.98,cryptacanthodes aleutensis,0.3760108850687033,0.38515723212698383
381829.1948929438,381829.1948929438,893187.41,893187.41,cryptacanthodes giganteus,0.42749056986029815,0.42749056986029815
197729.66408099412,197729.66408099412,924209.6,924209.6,cryptacanthodes maculatus,0.21394461178610796,0.21394461178610796
74065.22352166643,74065.22352166643,295428.87,295428.87,cryptichthys jojettae,0.2507040815667962,0.2507040815667962
1040598.4666415927,1040598.4666415927,5270006.57,5270006.57,cryptocentroides insignis,0.19745676837772758,0.19745676837772758
1020938.706761182,1020938.706761182,5168580.94,5168580.94,cryptocentrus albidorsus,0.1975278550559338,0.1975278550559338
1869498.8706551176,1869498.8706551176,8774029.02,8774029.02,cryptocentrus caeruleomaculatus,0.2130718813892318,0.2130718813892318
322686.82492195396,322686.82492195396,1363075.58,1363075.58,cryptocentrus caeruleopunctatus,0.2367343598965759,0.2367343598965759
1134331.108803119,1134331.108803119,5888242.51,5888242.51,cryptocentrus cinctus,0.1926434087720886,0.1926434087720886
450580.3283444386,450580.3283444386,1891154.48,1891154.48,cryptocentrus cryptocentrus,0.23825675433158616,0.23825675433158616
1962022.4577609121,1962022.4577609121,9365346.79,9365346.79,cryptocentrus fasciatus,0.20949811061517695,0.20949811061517695
1020369.6784214935,1020369.6784214935,5144761.03,5144761.03,cryptocentrus inexplicatus,0.19833179276385038,0.19833179276385038
1564630.66838028,1564630.66838028,7560454.83,7560454.83,cryptocentrus leptocephalus,0.20694927799473145,0.20694927799473145
1352465.2267737119,1352465.2267737119,6808851.32,6808851.32,cryptocentrus leucostictus,0.19863339103925562,0.19863339103925562
426009.4438747268,426009.4438747268,1817580.27,1817580.27,cryptocentrus lutheri,0.2343827400122069,0.2343827400122069
1100794.66312954,1100794.66312954,5594065.06,5594065.06,cryptocentrus maudae,0.19677902407690984,0.19677902407690984
992490.5052387051,992490.5052387051,4875030.72,4875030.72,cryptocentrus nigrocellatus,0.2035865130381589,0.2035865130381589
1320322.3081231723,1320322.3081231723,6401553.94,6401553.94,cryptocentrus octofasciatus,0.20625028243113924,0.20625028243113924
1494585.3745969227,1494585.3745969227,7132585.19,7132585.19,cryptocentrus sericus,0.2095432910766149,0.2095432910766149
1513597.8738156303,1513597.8738156303,7463623.12,7463623.12,cryptocentrus strigilliceps,0.2027966644992694,0.2027966644992694
470205.19552589423,470205.19552589423,2639670.06,2639670.06,cryptocentrus tentaculatus,0.17813029084623336,0.17813029084623336
0,0,4519833.57,4519833.57,cryptochirus coralliodytes,0,0
3701861.3196770255,3701861.3196770255,11283462.15,11283462.15,cryptodendrum adhaesivum,0.32807849846662757,0.32807849846662757
0,0,8366333.95,8366333.95,cryptodromia fallax,0,0
0,0,12067177.34,11506319.87,cryptodromia hilgendorfi,0,0
0,0,6365152.93,6365152.93,cryptodromia tuberculata,0,0
0,0,9813403.35,9813403.35,cryptodromia tumida,0,0
0,0,8887040.2,8887040.2,cryptodromiopsis tridens,0,0
1268697.6061124355,596273.3227954303,5221924.37,2268131.38,cryptogemma periscelida,0.24295595190943667,0.2628918800971002
255418.27416253407,255418.27416253407,620187.27,620187.27,cryptolithodes sitchensis,0.4118405625490089,0.4118405625490089
330571.7644460838,330571.7644460838,812576.92,812576.92,cryptolithodes typicus,0.40681904236965505,0.40681904236965505
690999.2324555967,690999.2324555967,1776900.22,1776900.22,cryptomya californica,0.38887902915313766,0.38887902915313766
4016688.6320685893,2353833.7200345113,10823463.74,5722264.9,cryptonatica affinis,0.3711093535819051,0.41134651421581536
523878.4845661644,17921.088373930685,1192615.69,40507.1,cryptonatica bathybii,0.4392684826795834,0.44241844945529757
4442299.785144522,3750982.902332186,17205139.53,14238469.93,cryptopecten bullatus,0.25819609177819447,0.2634400269672927
5176632.430687694,4101307.307701416,20626319.1,15793311.15,cryptopecten nux,0.2509721877951405,0.25968634878072516
681176.6140071996,674906.33755738,2611919.08,2585687.01,cryptopecten phrygium,0.26079545083272626,0.2610162540737597
2456558.4176394255,572288.7131576941,9311705.13,1690010.85,cryptopecten vesiculosus,0.2638140258248733,0.33863020060356064
1939096.292113302,1939096.292113302,7926246.62,7926246.62,cryptophysema vesicula,0.24464243734486552,0.24464243734486552
73521347.10072629,9862835.87798598,306516819.16999996,31477656.84,cryptopsaras couesii,0.23986072705507874,0.313328146631704
419024.5107350038,419024.5107350038,1732871.38,1732871.38,cryptopsilotris batrachodes,0.24180935502264678,0.24180935502264678
0,0,1625670.65,1559699.44,cryptosoma bairdii,0,0
903197.5115496591,903197.5115496591,2740240.85,2740240.85,cryptotomus roseus,0.32960515552844893,0.32960515552844893
53709.62209153979,53709.62209153979,198873.35,198873.35,cryptotrema corallinum,0.27006947935226006,0.27006947935226006
431580.308326756,320709.376909642,1424413.43,1011251.53,crystallias matsushimae,0.3029880926682614,0.31714105481713534
220111.55159569762,195918.5544400453,501385.18,439430.64,crystallichthys cyclospilus,0.4390068960468628,0.4458463671082319
973244.569827648,890626.6285286203,2763281.75,2508083.72,crystallogobius linearis,0.3522060571013607,0.3551024319589381
3874253.1913444847,3874253.1913444847,14305162.45,14305162.45,ctena bella,0.2708290244788157,0.2708290244788157
418566.13200218655,418566.13200218655,959244.69,959244.69,ctena decussata,0.43634969926410183,0.43634969926410183
1287782.2526142008,1287782.2526142008,4595122.37,4595122.37,ctena orbiculata,0.2802498277350992,0.2802498277350992
1966355.315319347,1966355.315319347,6283860.81,6283860.81,ctenactis albitentaculata,0.31292152623592995,0.31292152623592995
2128605.798945104,2128605.798945104,6852917.11,6852917.11,ctenactis crassa,0.310613095821482,0.310613095821482
2771828.888983383,2771828.888983383,8681342.1,8681342.1,ctenactis echinata,0.3192857575539366,0.3192857575539366
717185.5620742016,717185.5620742016,1873306.8,1873306.8,ctenantedon kinziei,0.38284469050889136,0.38284469050889136
2242705.9942737776,2133544.860038145,8947691.52,8472633.56,ctenocardia fornicata,0.25064632472642256,0.2518160197687276
2408617.3512859046,2299456.217050272,9514963.4,9039905.44,ctenocardia gustavi,0.2531399491548128,0.25436728650673496
2323913.551353685,2213146.6276014852,9249312.67,8768914.37,ctenocardia translata,0.2512525670033042,0.25238547603715344
2050364.0570361018,1972068.9275920498,8086220.31,7745385.81,ctenocardia virgo,0.2535627250348936,0.2546120975724578
1967190.1229779539,1967190.1229779539,6030062.81,6030062.81,ctenocella pectinata,0.32623045314149124,0.32623045314149124
2935940.226631634,2935940.226631634,11410534.64,11410534.64,ctenochaetus binotatus,0.25730084691558625,0.25730084691558625
1081893.6983322294,1081893.6983322294,4840663.06,4840663.06,ctenochaetus cyanocheilus,0.22350113712153918,0.22350113712153918
843986.8849795186,843986.8849795186,3738985.33,3738985.33,ctenochaetus flavicauda,0.22572618250404278,0.22572618250404278
1789444.90647201,1789444.90647201,7201581.39,7201581.39,ctenochaetus hawaiiensis,0.2484794393849113,0.2484794393849113
196715.1150634251,196715.1150634251,798352.95,798352.95,ctenochaetus marginatus,0.24640118767448044,0.24640118767448044
2998361.545870893,2998361.545870893,11335578.63,11335578.63,ctenochaetus striatus,0.2645089098438809,0.2645089098438809
2305293.8603673363,2305293.8603673363,8954153.1,8954153.1,ctenochaetus strigosus,0.2574552651291317,0.2574552651291317
974388.574000237,974388.574000237,4621190.15,4621190.15,ctenochaetus tominiensis,0.21085230046208703,0.21085230046208703
737678.6686184597,737678.6686184597,2701385.7,2701385.7,ctenochaetus truncatus,0.2730741739761411,0.2730741739761411
0,0,2175477.52,1391255.76,ctenocidaris nutrix,0,0
0,0,2438576.23,1593575.36,ctenocidaris perrieri,0,0
0,0,32428807.44,16537075.72,ctenodiscus crispatus,0,0
0,0,7437048.9,3702668.66,ctenodiscus orientalis,0,0
1820102.4406295037,1820102.4406295037,9090361.27,9090361.27,ctenogobiops aurocingulus,0.2002233339874185,0.2002233339874185
1851410.335202365,1851410.335202365,8791862.86,8791862.86,ctenogobiops crocineus,0.21058225824081667,0.21058225824081667
1931171.503370862,1931171.503370862,9325399.37,9325399.37,ctenogobiops feroculus,0.20708727066247481,0.20708727066247481
254701.18454984008,254701.18454984008,1064288.92,1064288.92,ctenogobiops maculosus,0.23931582840291157,0.23931582840291157
888228.3168050481,888228.3168050481,4692356.8,4692356.8,ctenogobiops mitodes,0.1892925782636666,0.1892925782636666
1395591.2099748265,1395591.2099748265,6941718.2,6941718.2,ctenogobiops pomastictus,0.20104405995259597,0.20104405995259597
1256779.5603529455,1256779.5603529455,6405749.29,6405749.29,ctenogobiops tangaroai,0.1961955586233918,0.1961955586233918
585405.5545454525,585405.5545454525,2588659.71,2588659.71,ctenogobius boleosoma,0.22614233623833566,0.22614233623833566
605029.8851235753,605029.8851235753,2612539.02,2612539.02,ctenogobius claytonii,0.23158692769441405,0.23158692769441405
283783.5412145739,283783.5412145739,1222172.91,1222172.91,ctenogobius manglicola,0.23219590198131124,0.23219590198131124
428769.80713369907,428769.80713369907,1620063.9,1620063.9,ctenogobius saepepallens,0.2646622809962614,0.2646622809962614
195209.91337237647,195209.91337237647,703891.36,703891.36,ctenogobius sagittula,0.2773296057681067,0.2773296057681067
2044767.3043303823,2044767.3043303823,8553547.06,8553547.06,ctenoides ales,0.23905489617197268,0.23905489617197268
2679725.633415244,2679725.633415244,10464714.12,10464714.12,ctenoides annulatus,0.2560725121285248,0.2560725121285248
1453705.0270432478,1453705.0270432478,6033925.22,6033925.22,ctenoides lischkei,0.2409219494840289,0.2409219494840289
587155.9517024752,581810.2529774464,2367273.55,2344140.01,ctenoides planulatus,0.24803046175313168,0.24819774010744625
1353125.8745017075,1336907.937668914,5323257.64,5253003.16,ctenoides scaber,0.25419131780022347,0.2545035471992585
968215.3863563421,968215.3863563421,1814092.4,1814092.4,ctenolabrus rupestris,0.5337188923542936,0.5337188923542936
271866.5253472057,271866.5253472057,1098381.06,1098381.06,ctenosciaena gracilicirrhus,0.24751567124364443,0.24751567124364443
1590802.8588484859,1590802.8588484859,7327784.97,7327784.97,ctenotrypauchen chinensis,0.21709191322633556,0.21709191322633556
1943405.420605239,1943405.420605239,4995738.17,4995738.17,cuapetes americanus,0.3890126652905108,0.3890126652905108
2442347.8502432075,2442347.8502432075,8259228.75,8259228.75,cuapetes amymone,0.29571137017402593,0.29571137017402593
4084477.0845748736,4084477.0845748736,13425098.88,13425098.88,cuapetes elegans,0.3042418622822742,0.3042418622822742
3220688.4406564212,3220688.4406564212,10880316.92,10880316.92,cuapetes ensifrons,0.2960105357534403,0.2960105357534403
3411207.8573897127,3411207.8573897127,11171661.61,11171661.61,cuapetes grandis,0.3053447174175295,0.3053447174175295
1513078.7660370592,1513078.7660370592,5312589.75,5312589.75,cuapetes kororensis,0.28481001493425295,0.28481001493425295
2687052.102443173,2687052.102443173,9079079.92,9079079.92,cuapetes platycheles,0.2959608381157606,0.2959608381157606
4681267.772314004,4681267.772314004,15369886.64,15369886.64,cuapetes tenuipes,0.3045739947184154,0.3045739947184154
483936.6949188271,483936.6949188271,1745389.61,1745389.61,cubanocuma gutzui,0.2772657131371528,0.2772657131371528
52740485.73096469,5901451.955042106,228923874.71999997,20387488.34,cubiceps baxteri,0.23038438343520232,0.2894643938784519
15339657.063469417,1077635.208634513,64707063.21,3691322.83,cubiceps caeruleus,0.23706310103560357,0.2919374051698732
39060344.98738009,3583630.487944745,168983637.76999998,13002611.51,cubiceps capensis,0.23114868103706163,0.27560851796492264
11580403.485194188,2338554.869552768,44590095.09,5015950.42,cubiceps gracilis,0.25970797913349297,0.4662236812047213
34814616.20501867,1688774.7499219496,143351798.61,4967404.3,cubiceps paradoxus,0.2428613839700373,0.3399712702913974
56116727.92166048,5981385.0345427925,237631898.71999997,20067673.81,cubiceps pauciradiatus,0.23614981079531935,0.2980607065459767
3088666.3568703234,2542984.422257249,11404481.11,9343532.56,cubiceps whiteleggii,0.27082918784985593,0.2721652015367139
3442010.687100148,3382606.712821107,14188455.66,13904151.01,cucullaea labiata,0.24259234194203683,0.24328034918408922
4779489.67016076,3936973.590206819,11121580.48,9139600.02,cucumaria frondosa,0.42974914210761167,0.4307599437165325
220531.4891589175,220531.4891589175,379232.23,379232.23,cucumaria miniata,0.5815209565888362,0.5815209565888362
407312.32094537764,407312.32094537764,989489.81,989489.81,cucumaria piperata,0.41163872212628205,0.41163872212628205
2769775.4722407763,2769775.4722407763,11620112.21,11620112.21,culcita novaeguineae,0.23836047554318548,0.23836047554318548
4366477.732124235,4366477.732124235,12773635.77,12773635.77,culicia rubeola,0.34183515255533503,0.34183515255533503
409023.0088279588,294487.89469069807,2358291.32,1711492.81,cumella australis,0.17344040804422703,0.17206493242042778
518630.6481371315,518630.6481371315,1883476.7,1883476.7,cumella garrityi,0.275358143871454,0.275358143871454
729231.1890222055,729231.1890222055,2637785.59,2637785.59,cumingia lamellosa,0.27645582407712127,0.27645582407712127
1359415.5599533524,1359415.5599533524,4577514.37,4577514.37,cumingia sinuosa,0.296976797902079,0.296976797902079
374058.7377746116,374058.7377746116,1327377.82,1327377.82,curidia debrogania,0.2818027634171344,0.2818027634171344
2646650.012250295,1905826.3989386423,5857244.5200000005,4071398.82,curtitoma conoidea,0.4518592323084874,0.46810113260745173
522717.45436557435,422676.38891824376,1776966.44,1410451.13,curtitoma incisula,0.2941628173718207,0.29967460759753073
1681891.9492823493,1681891.9492823493,3203570.28,3203570.28,curtitoma novajasemljensis,0.5250054789752729,0.5250054789752729
2486385.1332586915,1292148.8122832624,6297723.76,2961941.5,curtitoma trevelliana,0.3948069537522382,0.4362506188198728
3917505.311684688,2035845.8932741988,10503364.25,4989485.46,curtitoma violacea,0.37297624060640266,0.4080272223649688
4003490.6037843395,1769046.8896575072,11408261.4,4549685.21,cuspidaria arctica,0.3509290735382641,0.3888284151547942
681932.3250927334,609705.6583565618,2903378.49,2583133.02,cuspidaria concentrica,0.23487544853056114,0.236033395739164
217907.6792775897,148189.27237157183,698133.08,454557.42,cuspidaria fairchildi,0.3121291420220192,0.32600781738767315
9994977.854300987,4072698.243256646,30791113.51,10748104.69,cuspidaria glacialis,0.32460592407789757,0.37892245756090104
553146.0162733803,437389.68105832353,2642570.79,2109177.66,cuspidaria infelix,0.20932117253645274,0.20737450872598542
1199870.6950454712,668709.3745346194,4651738.09,2515415.17,cuspidaria jeffreysi,0.257940294967353,0.26584453433769323
679362.8101054732,643765.3044625899,2630149.18,2482333.22,cuspidaria media,0.2582982042507084,0.25933879435517115
773530.1143941702,552582.5514954022,2867257.11,2020987.23,cuspidaria microrhina,0.2697805200992841,0.2734220896068711
1915798.9999424927,984403.9952213296,7006942.35,3337848.98,cuspidaria obesa,0.2734144087745338,0.29492166994964814
2707666.56918547,1028549.1974071031,9604284.25,3251923.57,cuspidaria rostrata,0.2819227855720191,0.31628947460382756
5973985.6405375125,3510161.787220518,14663228.08,7812478.41,cuspidaria subtorta,0.4074127203058218,0.44930195041915233
863840.5887844367,285831.6108506356,3786622.58,1272234.81,cuspidaria tenella,0.22812957207486906,0.22466891221962054
79978.7978009457,79978.7978009457,198683.72,198683.72,cuspidaria willetti,0.40254328739639916,0.40254328739639916
1556918.0104696844,1556918.0104696844,4956570.84,4956570.84,cuthona perca,0.31411192550809675,0.31411192550809675
570832.5341822411,570832.5341822411,2314437.79,2314437.79,cuthona tina,0.2466398261593547,0.2466398261593547
479366.4913596573,471996.31637313066,2151926.89,2119020.31,cyamiocardium crassilabrum,0.22276151368676717,0.22274270527078177
913294.4986528953,913294.4986528953,2428088.53,2428088.53,cyathura carinata,0.3761372319702426,0.3761372319702426
714577.6449085161,714577.6449085161,2784510.07,2784510.07,cyathura polita,0.2566259869580993,0.2566259869580993
868579.8360424496,868579.8360424496,3226889.65,3226889.65,cybiosarda elegans,0.2691693643885373,0.2691693643885373
1257946.3243205422,1185181.318147995,5279565.16,4936922.2,cycethra verrucosa,0.2382670326433744,0.2400648157161551
460054.2425320706,460054.2425320706,1647099.72,1647099.72,cyclaspis bacescui,0.27931171194180676,0.27931171194180676
570873.6972720918,271671.5745355013,3360489.29,1509526.65,cyclaspis gigas,0.1698781480931581,0.17997136687550452
963615.0311626107,963615.0311626107,3605669.05,3605669.05,cyclaspis pustulata,0.2672499937737244,0.2672499937737244
671218.7136680379,671218.7136680379,2335930.21,2335930.21,cyclaspis varians,0.28734536280004613,0.28734536280004613
0,0,9258096.29,9258096.29,cyclax suborbicularis,0,0
1047066.4766240637,1047066.4766240637,4385961.59,4385961.59,cyclichthys hardenbergi,0.23873133750450007,0.23873133750450007
3514167.8079391825,3514167.8079391825,12996715.42,12996715.42,cyclichthys orbicularis,0.2703889170744944,0.2703889170744944
3738565.418316189,3738565.418316189,13453294.69,13453294.69,cyclichthys spilostylus,0.2778921821355115,0.2778921821355115
1315407.4189962882,1315407.4189962882,3856638.13,3856638.13,cyclina sinensis,0.3410761846604178,0.3410761846604178
782501.6743101794,782501.6743101794,3069089.45,3069089.45,cyclinella tenuis,0.254962159643206,0.254962159643206
3033503.3161155866,3033503.3161155866,13039365.47,13039365.47,cycloachelous granulatus,0.23264194282266606,0.23264194282266606
974773.1460050597,917223.0267175355,4982976.41,4675341.54,cycloachelous orbitosinus,0.19562066239142795,0.1961831063827554
1219176.5831550118,610244.9822402906,5195482.61,2622100.08,cyclocardia astartoides,0.23466089190798228,0.23273138462369086
326660.52308047406,183217.81049411715,1038235.54,555323.11,cyclochlamys aupouria,0.3146304576324502,0.3299301023040751
154406.9632939686,87286.85886476972,499573.43,260247.8,cyclochlamys delli,0.30907761306274556,0.33539902686889084
97533.56210058206,80107.43203705452,321064.13,251610.13,cyclochlamys mestayerae,0.3037821823963395,0.31837920053955904
0,0,7878593.89,7878593.89,cyclodius granulosus,0,0
0,0,6118037.93,6118037.93,cyclodius nitidus,0,0
0,0,5342553.5,5342553.5,cyclodius obscurus,0,0
0,0,2396737.82,2396737.82,cyclodius paumotensis,0,0
0,0,2565331.13,2565331.13,cyclodius ungulatus,0,0
0,0,2457081.61,1925779.19,cyclodorippe antennaria,0,0
0,0,12047565.96,11516518.07,cycloes marisrubri,0,0
0,0,515175.02,515175.02,cyclograpsus cinereus,0,0
0,0,5637774.07,5637774.07,cyclograpsus integer,0,0
0,0,7638109.83,7638109.83,cyclograpsus longipes,0,0
1512272.5557705509,1000331.5452207135,6447145.9,4296729.24,cyclopecten horridus,0.23456465531058493,0.23281232987832237
2554816.594727861,1222511.855756611,6478490.88,2787543.01,cyclopecten hoskynsi,0.39435366075993633,0.43856250876524094
