chi_tot,chi_cst,range_tot_km2,range_cst_km2,species,chi_tot_rel,chi_cst_rel
0,0,2335614.11,2335614.11,acanthonyx petiverii,0,0
125146.6779753527,125146.6779753527,434871.6,434871.6,acanthopagrus australis,0.2877784568487634,0.2877784568487634
205543.70766513757,205543.70766513757,727764.58,727764.58,acanthopagrus bifasciatus,0.28243159026114956,0.28243159026114956
250593.37555229303,250593.37555229303,859357.59,859357.59,acanthopagrus butcheri,0.2916054718877773,0.2916054718877773
270051.1380977001,270051.1380977001,669304.07,669304.07,acanthopagrus latus,0.40348049593916274,0.40348049593916274
168880.9045210922,168880.9045210922,774261.14,774261.14,acanthopagrus palmaris,0.21811879196351272,0.21811879196351272
419262.5256708086,419262.5256708086,964612.22,964612.22,acanthopagrus schlegelii,0.4346435976840607,0.4346435976840607
861788.0190047798,861788.0190047798,4205839.99,4205839.99,acanthoplesiops hiatti,0.20490271171842173,0.20490271171842173
378155.39445371734,378155.39445371734,1619748.53,1619748.53,acanthoplesiops indicus,0.23346549630992247,0.23346549630992247
492748.58988548385,492748.58988548385,2660303.14,2660303.14,acanthoplesiops psilogaster,0.18522272235692802,0.18522272235692802
1054997.1589221733,799689.016080888,3206645.37,2312746.76,acanthopsetta nadeshnyi,0.3290033780449421,0.3457745698369881
2378645.9463350023,2378645.9463350023,12197383.38,12197383.38,acanthosphex leurynnis,0.1950128049787513,0.1950128049787513
2555875.732849483,2555875.732849483,10846153.3,10846153.3,acanthosquilla derijardi,0.2356481290790425,0.2356481290790425
3976123.187299367,3345097.9160207994,16860414.99,13841507.53,acanthosquilla multifasciata,0.23582593842782795,0.2416715020940208
2810335.3246610854,2348749.0175393163,6596206.89,5362387.01,acanthostepheia malmgreni,0.42605324113190235,0.4380043837118195
111103.18757025935,111103.18757025935,441189.87,441189.87,acanthostracion guineense,0.2518262433592579,0.2518262433592579
309697.1639150116,309697.1639150116,924844.48,924844.48,acanthostracion notacanthus,0.33486404537443054,0.33486404537443054
839233.3129364761,839233.3129364761,2709065.14,2709065.14,acanthostracion polygonius,0.30978705552147634,0.30978705552147634
1455021.4656131994,1455021.4656131994,4684989.63,4684989.63,acanthostracion quadricornis,0.3105709042120547,0.3105709042120547
358613.68862837803,358613.68862837803,2854800.56,2854800.56,acanthostrongylophora ingens,0.12561777297268642,0.12561777297268642
578006.1608456922,578006.1608456922,2657955.47,2657955.47,acanthurus achilles,0.21746269543247543,0.21746269543247543
242149.92494395835,242149.92494395835,967983.44,967983.44,acanthurus albipectoralis,0.2501591607227892,0.2501591607227892
1977521.5208251243,1977521.5208251243,8084190.22,8084190.22,acanthurus auranticavus,0.24461590672777667,0.24461590672777667
134518.81041412332,134518.81041412332,537601.1,537601.1,acanthurus bahianus,0.25022048953047776,0.25022048953047776
2434187.5739513175,2434187.5739513175,9276979.38,9276979.38,acanthurus blochii,0.2623901028818841,0.2623901028818841
1072978.609854106,1072978.609854106,3353526.81,3353526.81,acanthurus chirurgus,0.31995528011124086,0.31995528011124086
911255.1569615074,911255.1569615074,2825990.3,2825990.3,acanthurus coeruleus,0.32245516092589116,0.32245516092589116
3755427.786923591,3755427.786923591,13758159.26,13758159.26,acanthurus dussumieri,0.2729600461772523,0.2729600461772523
2171659.25034886,2171659.25034886,8420852.48,8420852.48,acanthurus fowleri,0.25789066552426526,0.25789066552426526
196859.72792618955,196859.72792618955,578188.2,578188.2,acanthurus gahhm,0.340476903413438,0.340476903413438
518407.1243392935,518407.1243392935,2135071.43,2135071.43,acanthurus grammoptilus,0.24280551791154523,0.24280551791154523
1794424.269913693,1794424.269913693,7235833.48,7235833.48,acanthurus guttatus,0.2479913716745307,0.2479913716745307
1966116.1542611318,1966116.1542611318,7279780.63,7279780.63,acanthurus japonicus,0.27007903866756106,0.27007903866756106
833609.2241441702,833609.2241441702,2868839.65,2868839.65,acanthurus leucocheilus,0.2905736555001149,0.2905736555001149
1131346.1400649121,1131346.1400649121,5119849.79,5119849.79,acanthurus leucopareius,0.22097252584922264,0.22097252584922264
886964.6240041398,886964.6240041398,3210539.18,3210539.18,acanthurus leucosternon,0.2762665628033668,0.2762665628033668
2496774.267950854,2496774.267950854,9644740.63,9644740.63,acanthurus lineatus,0.25887417440595845,0.25887417440595845
1445528.5481271183,1445528.5481271183,5854830.48,5854830.48,acanthurus maculiceps,0.24689503019173975,0.24689503019173975
3429188.398469389,3429188.398469389,13009965.89,13009965.89,acanthurus mata,0.2635816594342653,0.2635816594342653
185997.23668849634,185997.23668849634,689631.08,689631.08,acanthurus monroviae,0.26970541508729035,0.26970541508729035
2770322.823158043,2770322.823158043,10759703.32,10759703.32,acanthurus nigricans,0.2574720455357354,0.2574720455357354
2325395.616607521,2325395.616607521,9241291.1,9241291.1,acanthurus nigricauda,0.2516310320110489,0.2516310320110489
2804146.499311195,2804146.499311195,10693673.43,10693673.43,acanthurus nigrofuscus,0.26222481148942245,0.26222481148942245
2563570.7173106275,2563570.7173106275,10051686.29,10051686.29,acanthurus nigroris,0.255038870429235,0.255038870429235
2543319.0579453995,2543319.0579453995,9908964.79,9908964.79,acanthurus nubilus,0.25666849280886384,0.25666849280886384
2439691.8081881804,2439691.8081881804,9510195.99,9510195.99,acanthurus olivaceus,0.25653433543888304,0.25653433543888304
203529.94122899236,203529.94122899236,790794.23,790794.23,acanthurus polyzona,0.2573740848222835,0.2573740848222835
2723419.3047239883,2723419.3047239883,10602940.5,10602940.5,acanthurus pyroferus,0.2568550964446125,0.2568550964446125
569645.3806690057,569645.3806690057,1563320.47,1563320.47,acanthurus sohal,0.3643817065025738,0.3643817065025738
644744.3939839787,644744.3939839787,2462375.42,2462375.42,acanthurus tennentii,0.2618383812424422,0.2618383812424422
3210069.522361943,3210069.522361943,12461779.95,12461779.95,acanthurus thompsoni,0.2575931797256574,0.2575931797256574
3475844.260397026,3475844.260397026,13278821.39,13278821.39,acanthurus triostegus,0.26175849183532285,0.26175849183532285
311379.26494714123,311379.26494714123,1144938.72,1144938.72,acanthurus tristis,0.2719615115708037,0.2719615115708037
3777874.4562058873,3777874.4562058873,14129959.34,14129959.34,acanthurus xanthopterus,0.26736626520298873,0.26736626520298873
4006503.993204929,4006503.993204929,15998880.94,15998880.94,acar plicata,0.2504240145439153,0.2504240145439153
162097.43436055174,162097.43436055174,528741.99,528741.99,acar sandersonae,0.3065718959838082,0.3065718959838082
746414.0101252027,496641.5061318987,3537500.73,2250610.75,acarnus erithacus,0.21100038334838808,0.22066965872792474
360671.77171832643,360671.77171832643,2110791.29,2110791.29,acarnus innominatus,0.1708704093232858,0.1708704093232858
3014219.2889694786,2878221.83505772,13064028.25,12425902.39,acaudina molpadioides,0.2307266358651267,0.23163080995823918
751633.9746988073,751633.9746988073,2893930.72,2893930.72,accalathura crenulata,0.2597277016703452,0.2597277016703452
1373991.6375063218,1373991.6375063218,6671257.43,6671257.43,acentrogobius audax,0.20595692070397617,0.20595692070397617
1810030.2293419158,1810030.2293419158,8805358.92,8805358.92,acentrogobius caninus,0.20556007378991836,0.20556007378991836
1114979.3246353725,1114979.3246353725,5317542.33,5317542.33,acentrogobius cyanomos,0.20967944502199617,0.20967944502199617
1552496.93947665,1552496.93947665,7580302.38,7580302.38,acentrogobius janthinopterus,0.2048067295537952,0.2048067295537952
1627965.1296922322,1627965.1296922322,7922710.77,7922710.77,acentrogobius moloanus,0.20548082303555204,0.20548082303555204
855560.7709542892,855560.7709542892,4268647.58,4268647.58,acentrogobius multifasciatus,0.2004290012047069,0.2004290012047069
1880461.5451559327,1880461.5451559327,8996930.88,8996930.88,acentrogobius nebulosus,0.20901144737436644,0.20901144737436644
1091437.962815703,1091437.962815703,5382300.85,5382300.85,acentrogobius suluensis,0.202782786253151,0.202782786253151
2290310.0911991354,2290310.0911991354,10843999.74,10843999.74,acentrogobius viridipunctatus,0.21120528828038643,0.21120528828038643
1587698.4615832246,1587698.4615832246,9097060.22,9097060.22,acentronura breviperula,0.1745287404048013,0.1745287404048013
1589682.3666427387,1589682.3666427387,8533926.72,8533926.72,acentronura tentaculata,0.1862779490380647,0.1862779490380647
4510219.962698114,3641426.8648347077,10930488.42,8687712.62,aceroides latipes,0.41262748647586184,0.41914679088852136
353584.1287813975,48323.84582211685,1259490.09,167697.49,acesta maui,0.28073593558913784,0.2881608175657063
585635.1426221859,492453.7560470738,2127733.83,1697398.72,acesta patagonica,0.27523891116690374,0.29012261541417556
678414.0323382489,461464.64427892526,2708479.01,1931078.67,acesta philippinensis,0.2504778622368755,0.23896729400409425
2520500.8167374595,2369659.92550341,10965938.44,10231208.98,acesta rathbuni,0.22984816397870092,0.23161093963925755
0,0,4690128.02,4690128.02,acetes americanus,0,0
0,0,1544986.29,1544986.29,acetes chinensis,0,0
0,0,8521781.03,8521781.03,acetes erythraeus,0,0
0,0,8217416.78,8217416.78,acetes japonicus,0,0
0,0,11762359.44,11762359.44,achaeus curvirostris,0,0
0,0,8183537.54,8183537.54,achaeus lacertosus,0,0
1662141.5892501832,1662141.5892501832,4883383.25,4883383.25,achelia alaskensis,0.3403668121379134,0.3403668121379134
5048879.997959134,4007767.5991803836,26746985.99,20234843.1,achelia assimilis,0.18876444620140673,0.19806269707030164
3508309.4167123833,3025032.458625512,13927270.68,11849192.74,achelia borealis,0.251902149194991,0.2552943922005536
170271.5087608571,105466.93270387176,1906306.34,1277579.07,achelia communis,0.08932011880150233,0.08255217636265108
106156.95318679474,106156.95318679474,390929.23,390929.23,achelia dohrni,0.27155030895693,0.27155030895693
1271889.3357515375,1271889.3357515375,4860178.36,4860178.36,achelia echinata,0.2616960205039754,0.2616960205039754
67399.64171632934,62640.14810519853,1275869.58,1199830.17,achelia hoekii,0.052826435219444086,0.052207512089147194
128786.79764619209,128786.79764619209,354120.3,354120.3,achelia laevis,0.36368092325176526,0.36368092325176526
776624.1111602891,776624.1111602891,2288155.75,2288155.75,achelia latifrons,0.33941051047783316,0.33941051047783316
1149891.2833313744,1028663.3010500228,7095164.74,6237237.92,achelia nana,0.16206688998335708,0.16492288962580134
252754.3389910562,252754.3389910562,775940.94,775940.94,achelia pribilofensis,0.325739145805422,0.325739145805422
2965703.295590851,2965703.295590851,16001580.96,16001580.96,achelia sawayai,0.18533814271254676,0.18533814271254676
87691.77674821626,87691.77674821626,342389.77,342389.77,achelia scabra,0.25611681315191237,0.25611681315191237
120419.74365711104,80183.7397810196,2125380.09,1434459.98,achelia serratipalpis,0.05665798048249857,0.05589820622323643
1255956.2132650567,1255956.2132650567,4312218,4312218,achelia spinosa,0.2912552689277436,0.2912552689277436
582926.2335104086,517064.579499962,2373500.16,2073546.04,achelous binoculus,0.24559772244144634,0.24936247834649572
690326.1014046822,690326.1014046822,2862481.48,2862481.48,achelous depressifrons,0.24116351711895867,0.24116351711895867
807447.002136,748950.8884674321,3233665.07,2976347.39,achelous gibbesii,0.24970025796023457,0.251634231603399
654790.6053945207,654790.6053945207,2128122.69,2128122.69,achelous hastatus,0.30768461257960683,0.30768461257960683
978175.8695287659,917075.1910153825,4149837.62,3860963.11,achelous ordwayi,0.23571425176119684,0.23752498143277587
486090.8682152635,486090.8682152635,1924585.25,1924585.25,achelous sebae,0.25256915390745277,0.25256915390745277
908469.247928271,809279.1669443529,3934320.7,3473951.42,achelous spinicarpus,0.23090879397001646,0.23295638571259955
896064.3683840457,829764.5420347743,3870070.34,3557831.13,achelous spinimanus,0.23153697211199673,0.233222014119252
552030.579900624,552030.579900624,2099319.17,2099319.17,achelous xantusii,0.2629569566120925,0.2629569566120925
894579.6806347101,450850.1194281177,4037035.97,1902974.63,achiropsetta tricholepis,0.22159319047006412,0.23691861799971434
468517.8657067372,468517.8657067372,2291699.08,2291699.08,achirus achirus,0.2044412679638276,0.2044412679638276
524579.607997361,524579.607997361,2550791.38,2550791.38,achirus declivis,0.2056536697240058,0.2056536697240058
70982.08148123395,70982.08148123395,327380.89,327380.89,achirus klunzingeri,0.2168180356563694,0.2168180356563694
565667.683822947,565667.683822947,2699486.31,2699486.31,achirus lineatus,0.2095464169340229,0.2095464169340229
173599.27962414443,173599.27962414443,721912.33,721912.33,achirus mazatlanus,0.24047141517051585,0.24047141517051585
98072.60606508462,98072.60606508462,449374.44,449374.44,achirus scutum,0.21824251077805987,0.21824251077805987
150588.98487438573,150588.98487438573,488234.47,488234.47,achoerodus gouldii,0.30843579084939604,0.30843579084939604
33113.49655366693,33113.49655366693,83146.28,83146.28,achoerodus viridis,0.3982558997668559,0.3982558997668559
877928.9456440611,867705.9884149794,2286350.53,2257062.54,acila castrensis,0.3839870282900414,0.38444038347957316
599226.2826569978,599226.2826569978,1875562.41,1875562.41,acirsa borealis,0.3194915186304026,0.3194915186304026
145233.45790208233,109698.87299982901,568101.03,423999.04,aclis hendersoni,0.25564723567229286,0.2587243428660334
2067981.3626722887,1870503.8875620193,9158999.51,8163146.63,aclyvolva coarctata,0.22578681879111584,0.2291400574244027
1078959.0186689252,1078959.0186689252,2820838.85,2820838.85,acmaea mitra,0.38249580215081236,0.38249580215081236
848294.7043944008,801726.9637080278,10534229.82,9903900.96,acoetes melanonota,0.08052745372840184,0.08095062409711615
781649.6961556172,633887.991579822,7474223.3,5920680.77,acoetes pacifica,0.10457938768776379,0.10706336250921059
308994.5662738556,308994.5662738556,2914204.68,2914204.68,acoetes pleei,0.10603049552231712,0.10603049552231712
668710.5193320499,589411.8935055278,2391221.47,2097950.67,acorylus gouldii,0.2796522730000621,0.2809464979009863
2068464.8377501452,2068464.8377501452,7886083.77,7886083.77,acreichthys hajam,0.2622930339161418,0.2622930339161418
1511109.5621091814,1511109.5621091814,5997927.98,5997927.98,acreichthys radiatus,0.2519385973202668,0.2519385973202668
1891437.7768620478,1891437.7768620478,7564177.55,7564177.55,acreichthys tomentosus,0.2500520068916214,0.2500520068916214
1099925.4678147007,1099925.4678147007,6650361.21,6650361.21,acrochordus granulatus,0.16539334226850225,0.16539334226850225
531221.4417463058,531221.4417463058,3338470.13,3338470.13,acrocirrus frontifilis,0.15912122051734692,0.15912122051734692
547369.1646490635,547369.1646490635,1123491.68,1123491.68,acrocnida brachiata,0.4872035764867111,0.4872035764867111
919982.6873382126,919982.6873382126,5365070.59,5365070.59,acromegalomma bioculatum,0.17147634348986499,0.17147634348986499
637051.7240400538,637051.7240400538,3668437.62,3668437.62,acromegalomma heterops,0.1736575049189616,0.1736575049189616
398810.53862024425,398810.53862024425,2213576.32,2213576.32,acromegalomma lobiferum,0.18016570516088837,0.18016570516088837
712558.999136696,712558.999136696,4023832.52,4023832.52,acromegalomma pigmentum,0.17708465638045393,0.17708465638045393
2547681.813323371,2547681.813323371,14940732.88,14940732.88,acromegalomma vesiculosum,0.17051919967953882,0.17051919967953882
