orig_sciname,valid_name,aphia_id
gynandrocarpa unilateralis,gynandrocarpa placenta,253027
gynodiastylis ambigua,litogynodiastylis ambigua,489263
gynodiastylis attenuata,litogynodiastylis attenuata,489266
gynodiastylis brevipes,litogynodiastylis brevipes,489267
gynodiastylis concava,litogynodiastylis concava,489264
gynodiastylis echinata,litogynodiastylis echinata,489271
gynodiastylis inepta,litogynodiastylis inepta,489273
gynodiastylis laevis,litogynodiastylis laevis,489274
gynodiastylis margarita,litogynodiastylis margarita,489277
gynodiastylis munda,litogynodiastylis munda,489279
gynodiastylis mutabilis,litogynodiastylis mutabilis,489280
gynodiastylis ornata,litogynodiastylis ornata,489281
gynodiastylis quadricristata,litogynodiastylis quadricristata,489284
gynodiastylis rochfordi,axiogynodiastylis rochfordi,489218
gynodiastylis roscida,litogynodiastylis roscida,489285
gynodiastylis turgida,litogynodiastylis turgida,489289
gynodiastylis vicaria,litogynodiastylis vicaria,489290
halicarcinus bedfordi,lucascinus bedfordi,1061613
halicarcinus coralicola,lucascinus coralicola,1061614
halicarcinus filholi,micas filholi,1061638
haliophasma barnardi,notanthura barnardi,261564
gynandrocarpa lacerta,no match,NA
haliophasma geminata,haliophasma geminatum,1528954
haliotis pustulata,haliotis rugosa pustulata,730609
halmyrapseudes srilankaensis,halmyrapseudes killaiyensis,247308
halocynthia johnsoni,pyura haustor,251266
halocynthia momus,herdmania momus,103830
halocynthia owstoni,halocynthia igaboja,250677
halocynthia ritteri,halocynthia igaboja,250677
hansenium aldabrae,machatrium aldabrae,988132
hansenium antillense,stenetriidae incertae sedis antillense,1261628
hansenium bowmani,stenetrium bowmani,294937
hansenium caicoensis,stenetriidae incertae sedis caicosense,1263787
hansenium chiltoni,hansenium chiltoni,256353
hansenium dodo,stenetriidae incertae sedis dodo,1263788
hansenium entale,onychatrium entale,850370
hansenium expansum,stenetriidae incertae sedis expansum,1264199
hansenium medipacificum,hansenium medipacificum,256358
hansenium monodi,machatrium monodi,1261505
hansenium occidentale,stenetriidae incertae sedis occidentale,1264200
hansenium spathulicarpus,machatrium spathulicarpus,988130
hansenium stebbingi,stenetriidae incertae sedis stebbingi,1264201
hansenium thomasi,onychatrium thomasi,850373
hansenium tropex,machatrium tropex,988131
hansenium wilsoni,stenetriidae incertae sedis wilsoni,1264202
