am_sid,area_km2,mean_chi
Fis-143738,NA,NA
Fis-143742,NA,NA
Fis-143808,NA,NA
Fis-143809,NA,NA
Fis-143816,NA,NA
Fis-143853,NA,NA
Fis-143854,NA,NA
Fis-143896,NA,NA
Fis-143912,NA,NA
Fis-144020,NA,NA
Fis-144042,NA,NA
Fis-144470,NA,NA
Fis-144521,NA,NA
Fis-144522,NA,NA
Fis-144523,NA,NA
Fis-144525,NA,NA
Fis-144526,NA,NA
Fis-144527,NA,NA
Fis-144528,NA,NA
Fis-144529,NA,NA
Fis-144588,NA,NA
Fis-144619,NA,NA
Fis-144623,NA,NA
Fis-144652,NA,NA
Fis-144682,NA,NA
Fis-144690,NA,NA
Fis-144697,NA,NA
Fis-144705,NA,NA
Fis-144724,NA,NA
Fis-144731,NA,NA
Fis-144839,NA,NA
Fis-144845,NA,NA
Fis-144846,NA,NA
Fis-144854,NA,NA
Fis-144858,NA,NA
Fis-144874,NA,NA
Fis-144875,NA,NA
Fis-144886,NA,NA
Fis-144891,NA,NA
Fis-144896,NA,NA
Fis-144920,NA,NA
Fis-144934,NA,NA
Fis-144937,NA,NA
Fis-144953,NA,NA
Fis-144956,NA,NA
Fis-144958,NA,NA
Fis-144985,NA,NA
Fis-145041,NA,NA
Fis-145056,NA,NA
Fis-145098,NA,NA
Fis-145099,NA,NA
Fis-145104,NA,NA
Fis-145241,NA,NA
Fis-145245,NA,NA
Fis-145250,NA,NA
Fis-145261,NA,NA
Fis-145286,NA,NA
Fis-145418,NA,NA
Fis-145424,NA,NA
Fis-145446,NA,NA
Fis-145447,NA,NA
Fis-145455,NA,NA
Fis-145460,NA,NA
Fis-145500,NA,NA
Fis-145559,NA,NA
Fis-145573,NA,NA
Fis-145602,NA,NA
Fis-145623,NA,NA
Fis-145626,NA,NA
Fis-145631,NA,NA
Fis-145632,NA,NA
Fis-145633,NA,NA
Fis-145637,NA,NA
Fis-145643,NA,NA
Fis-145685,NA,NA
Fis-145688,NA,NA
Fis-145690,NA,NA
Fis-145863,NA,NA
Fis-145864,NA,NA
Fis-145881,NA,NA
Fis-146039,NA,NA
Fis-146056,NA,NA
Fis-146060,NA,NA
Fis-146160,NA,NA
Fis-146162,NA,NA
Fis-146170,NA,NA
Fis-146176,NA,NA
Fis-146177,NA,NA
Fis-146183,NA,NA
Fis-146234,NA,NA
Fis-146404,NA,NA
Fis-146434,NA,NA
Fis-146570,NA,NA
Fis-146571,NA,NA
Fis-146572,NA,NA
Fis-146574,NA,NA
Fis-146575,NA,NA
Fis-146603,NA,NA
Fis-146621,NA,NA
Fis-146622,NA,NA
Fis-146630,NA,NA
Fis-146732,NA,NA
Fis-146863,NA,NA
Fis-147555,NA,NA
Fis-147591,NA,NA
Fis-147612,NA,NA
Fis-147734,NA,NA
Fis-147926,NA,NA
Fis-147938,NA,NA
Fis-148582,NA,NA
Fis-148640,NA,NA
Fis-148655,NA,NA
Fis-148685,NA,NA
Fis-148802,NA,NA
Fis-148804,NA,NA
Fis-148962,NA,NA
Fis-149038,NA,NA
Fis-149123,NA,NA
Fis-149135,NA,NA
Fis-149151,NA,NA
Fis-149155,NA,NA
Fis-149243,NA,NA
Fis-149306,NA,NA
Fis-149458,NA,NA
Fis-149459,NA,NA
Fis-149473,NA,NA
Fis-149483,NA,NA
Fis-149486,NA,NA
Fis-149493,NA,NA
Fis-149520,NA,NA
Fis-149593,NA,NA
Fis-149596,NA,NA
Fis-149601,NA,NA
Fis-149602,NA,NA
Fis-149613,NA,NA
Fis-149714,NA,NA
Fis-149744,NA,NA
Fis-149745,NA,NA
Fis-149753,NA,NA
Fis-149755,NA,NA
Fis-149756,NA,NA
Fis-149774,NA,NA
Fis-149803,NA,NA
Fis-150004,NA,NA
Fis-150005,NA,NA
Fis-150144,NA,NA
Fis-150146,NA,NA
Fis-150148,NA,NA
Fis-150149,NA,NA
Fis-150162,NA,NA
Fis-150164,NA,NA
Fis-150165,NA,NA
Fis-150189,NA,NA
Fis-150190,NA,NA
Fis-150193,NA,NA
Fis-150288,NA,NA
Fis-150289,NA,NA
Fis-150295,NA,NA
Fis-150301,NA,NA
Fis-150310,NA,NA
Fis-150381,NA,NA
Fis-150384,NA,NA
Fis-150423,NA,NA
Fis-150435,NA,NA
Fis-150478,NA,NA
Fis-150592,NA,NA
Fis-150638,NA,NA
Fis-150640,NA,NA
Fis-150641,NA,NA
Fis-150645,NA,NA
Fis-150751,NA,NA
Fis-150823,NA,NA
Fis-151394,NA,NA
Fis-151404,NA,NA
Fis-152001,NA,NA
Fis-152011,NA,NA
Fis-152093,NA,NA
Fis-152324,NA,NA
Fis-152348,NA,NA
Fis-153187,NA,NA
Fis-153188,NA,NA
Fis-153199,NA,NA
Fis-153200,NA,NA
Fis-153201,NA,NA
Fis-153233,NA,NA
Fis-153234,NA,NA
Fis-153541,NA,NA
Fis-153677,NA,NA
Fis-153727,NA,NA
Fis-153980,NA,NA
Fis-154008,NA,NA
Fis-154079,NA,NA
Fis-154197,NA,NA
Fis-154210,NA,NA
Fis-154251,NA,NA
Fis-154471,NA,NA
Fis-154525,NA,NA
Fis-155191,NA,NA
Fis-155649,NA,NA
Fis-155664,NA,NA
Fis-155686,NA,NA
Fis-156808,NA,NA
Fis-156843,NA,NA
Fis-156902,NA,NA
Fis-157676,NA,NA
Fis-157684,NA,NA
Fis-158074,NA,NA
Fis-158214,NA,NA
Fis-158258,NA,NA
Fis-158417,NA,NA
Fis-158420,NA,NA
Fis-158423,NA,NA
Fis-158513,NA,NA
Fis-158535,NA,NA
Fis-158955,NA,NA
Fis-159119,NA,NA
Fis-159377,NA,NA
Fis-159561,NA,NA
Fis-159563,NA,NA
Fis-159571,NA,NA
Fis-159582,NA,NA
Fis-159585,NA,NA
Fis-159650,NA,NA
Fis-159824,NA,NA
Fis-159985,NA,NA
Fis-160266,NA,NA
Fis-160284,NA,NA
Fis-160285,NA,NA
Fis-160286,NA,NA
Fis-160287,NA,NA
Fis-160296,NA,NA
Fis-160300,NA,NA
Fis-160303,NA,NA
Fis-160304,NA,NA
Fis-160362,NA,NA
Fis-160374,NA,NA
Fis-160447,NA,NA
Fis-160464,NA,NA
Fis-160669,NA,NA
Fis-160691,NA,NA
Fis-160718,NA,NA
Fis-160832,NA,NA
Fis-160834,NA,NA
Fis-160835,NA,NA
Fis-160849,NA,NA
Fis-160862,NA,NA
Fis-160863,NA,NA
Fis-160881,NA,NA
Fis-160882,NA,NA
Fis-160886,NA,NA
Fis-160887,NA,NA
Fis-160888,NA,NA
Fis-160898,NA,NA
Fis-160903,NA,NA
Fis-160905,NA,NA
Fis-160935,NA,NA
Fis-160938,NA,NA
Fis-160950,NA,NA
Fis-160953,NA,NA
Fis-160978,NA,NA
Fis-161007,NA,NA
Fis-161046,NA,NA
Fis-161069,NA,NA
Fis-161071,NA,NA
Fis-161084,NA,NA
Fis-161089,NA,NA
Fis-161097,NA,NA
Fis-161099,NA,NA
Fis-161104,NA,NA
Fis-161119,NA,NA
Fis-161120,NA,NA
Fis-161168,NA,NA
Fis-161169,NA,NA
Fis-161173,NA,NA
Fis-161175,NA,NA
Fis-161179,NA,NA
Fis-161201,NA,NA
Fis-161223,NA,NA
Fis-161231,NA,NA
Fis-161235,NA,NA
Fis-161242,NA,NA
Fis-161244,NA,NA
Fis-161247,NA,NA
Fis-161255,NA,NA
Fis-161257,NA,NA
Fis-161259,NA,NA
Fis-161297,NA,NA
Fis-161298,NA,NA
Fis-161395,NA,NA
Fis-161411,NA,NA
Fis-161420,NA,NA
Fis-161423,NA,NA
Fis-161424,NA,NA
Fis-161427,NA,NA
Fis-161432,NA,NA
Fis-161436,NA,NA
Fis-161438,NA,NA
Fis-161453,NA,NA
Fis-161470,NA,NA
Fis-161499,NA,NA
Fis-161604,NA,NA
Fis-161612,NA,NA
Fis-161616,NA,NA
Fis-161638,NA,NA
Fis-161642,NA,NA
Fis-161644,NA,NA
Fis-161646,NA,NA
Fis-161648,NA,NA
Fis-161649,NA,NA
Fis-161685,NA,NA
Fis-161751,NA,NA
Fis-161812,NA,NA
Fis-161841,NA,NA
Fis-161842,NA,NA
Fis-161846,NA,NA
Fis-161847,NA,NA
Fis-162143,NA,NA
Fis-162148,NA,NA
Fis-162187,NA,NA
Fis-162263,NA,NA
Fis-162297,NA,NA
Fis-162302,NA,NA
Fis-162365,NA,NA
Fis-162411,NA,NA
Fis-162450,NA,NA
Fis-162535,NA,NA
Fis-162555,NA,NA
Fis-162828,NA,NA
Fis-162830,NA,NA
Fis-162831,NA,NA
Fis-162862,NA,NA
Fis-162865,NA,NA
Fis-162888,NA,NA
Fis-162891,NA,NA
Fis-162990,NA,NA
Fis-163012,NA,NA
Fis-163366,NA,NA
Fis-163389,NA,NA
Fis-163399,NA,NA
Fis-163504,NA,NA
Fis-163613,NA,NA
Fis-163614,NA,NA
Fis-163619,NA,NA
Fis-163624,NA,NA
Fis-163637,NA,NA
Fis-163652,NA,NA
Fis-163789,NA,NA
Fis-163809,NA,NA
Fis-163836,NA,NA
Fis-163885,NA,NA
Fis-163894,NA,NA
Fis-163903,NA,NA
Fis-163904,NA,NA
Fis-163906,NA,NA
Fis-163907,NA,NA
Fis-163927,NA,NA
Fis-163964,NA,NA
Fis-163965,NA,NA
Fis-164006,NA,NA
Fis-164073,NA,NA
Fis-164091,NA,NA
Fis-164116,NA,NA
Fis-164171,NA,NA
Fis-164172,NA,NA
Fis-164189,NA,NA
Fis-164212,NA,NA
Fis-164257,NA,NA
Fis-164262,NA,NA
Fis-164264,NA,NA
Fis-164265,NA,NA
Fis-164377,NA,NA
Fis-164597,NA,NA
Fis-164604,NA,NA
Fis-164624,NA,NA
Fis-164649,NA,NA
Fis-164679,NA,NA
Fis-164699,NA,NA
Fis-164849,NA,NA
Fis-164852,NA,NA
Fis-165058,NA,NA
Fis-165185,NA,NA
Fis-165186,NA,NA
Fis-165192,NA,NA
Fis-165215,NA,NA
Fis-165225,NA,NA
Fis-165226,NA,NA
Fis-165250,NA,NA
Fis-165257,NA,NA
Fis-165258,NA,NA
Fis-165327,NA,NA
Fis-165350,NA,NA
Fis-165378,NA,NA
Fis-165380,NA,NA
Fis-165575,NA,NA
Fis-165736,NA,NA
Fis-165849,NA,NA
Fis-165853,NA,NA
Fis-165952,NA,NA
Fis-166044,NA,NA
Fis-166151,NA,NA
Fis-166481,NA,NA
Fis-166535,NA,NA
Fis-166722,NA,NA
Fis-166755,NA,NA
Fis-166776,NA,NA
Fis-166830,NA,NA
Fis-166905,NA,NA
Fis-166909,NA,NA
Fis-166918,NA,NA
Fis-166919,NA,NA
Fis-166946,NA,NA
Fis-167005,NA,NA
Fis-167029,NA,NA
Fis-167064,NA,NA
Fis-167065,NA,NA
Fis-167081,NA,NA
Fis-167270,NA,NA
Fis-167275,NA,NA
Fis-167278,NA,NA
Fis-167280,NA,NA
Fis-167288,NA,NA
Fis-167289,NA,NA
Fis-167290,NA,NA
Fis-167292,NA,NA
Fis-167326,NA,NA
Fis-167333,NA,NA
Fis-167353,NA,NA
Fis-167428,NA,NA
Fis-167495,NA,NA
Fis-167559,NA,NA
Fis-167565,NA,NA
Fis-167791,NA,NA
Fis-167809,NA,NA
Fis-167816,NA,NA
Fis-167951,NA,NA
Fis-167979,NA,NA
Fis-167981,NA,NA
Fis-167984,NA,NA
Fis-167988,NA,NA
Fis-167996,NA,NA
Fis-167997,NA,NA
Fis-167998,NA,NA
Fis-168128,NA,NA
Fis-168141,NA,NA
Fis-168142,NA,NA
Fis-168143,NA,NA
Fis-168148,NA,NA
Fis-168151,NA,NA
Fis-168153,NA,NA
Fis-168278,NA,NA
Fis-168606,NA,NA
Fis-168611,NA,NA
Fis-168614,NA,NA
Fis-168616,NA,NA
Fis-168617,NA,NA
Fis-168618,NA,NA
Fis-168626,NA,NA
Fis-168750,NA,NA
Fis-168752,NA,NA
Fis-168861,NA,NA
Fis-168863,NA,NA
Fis-168871,NA,NA
Fis-168916,NA,NA
Fis-169111,NA,NA
Fis-169142,NA,NA
Fis-169150,NA,NA
Fis-169152,NA,NA
Fis-169346,NA,NA
Fis-169355,NA,NA
Fis-169356,NA,NA
Fis-169396,NA,NA
Fis-169397,NA,NA
Fis-169480,NA,NA
Fis-169486,NA,NA
Fis-169542,NA,NA
Fis-169544,NA,NA
Fis-169600,NA,NA
Fis-169620,NA,NA
Fis-169691,NA,NA
Fis-169692,NA,NA
Fis-169800,NA,NA
Fis-169808,NA,NA
Fis-170023,NA,NA
Fis-170053,NA,NA
Fis-170054,NA,NA
Fis-170072,NA,NA
Fis-170287,NA,NA
Fis-170313,NA,NA
Fis-170314,NA,NA
Fis-170317,NA,NA
Fis-170319,NA,NA
Fis-170328,NA,NA
Fis-170333,NA,NA
Fis-170334,NA,NA
Fis-170339,NA,NA
Fis-170341,NA,NA
Fis-170493,NA,NA
Fis-170532,NA,NA
Fis-170533,NA,NA
Fis-170648,NA,NA
Fis-170682,NA,NA
Fis-170741,NA,NA
Fis-170769,NA,NA
Fis-170806,NA,NA
Fis-170827,NA,NA
Fis-170877,NA,NA
Fis-170930,NA,NA
Fis-171008,NA,NA
Fis-171152,NA,NA
Fis-171155,NA,NA
Fis-171164,NA,NA
Fis-171173,NA,NA
Fis-171175,NA,NA
Fis-171176,NA,NA
Fis-171225,NA,NA
Fis-171226,NA,NA
Fis-171228,NA,NA
Fis-171287,NA,NA
Fis-171299,NA,NA
Fis-171571,NA,NA
Fis-171572,NA,NA
Fis-171589,NA,NA
Fis-171606,NA,NA
Fis-171611,NA,NA
Fis-171614,NA,NA
Fis-171615,NA,NA
Fis-171616,NA,NA
Fis-171620,NA,NA
Fis-171650,NA,NA
Fis-171655,NA,NA
Fis-171721,NA,NA
Fis-171723,NA,NA
Fis-171725,NA,NA
Fis-171727,NA,NA
Fis-171816,NA,NA
Fis-171827,NA,NA
Fis-171899,NA,NA
Fis-172139,NA,NA
Fis-172140,NA,NA
Fis-172141,NA,NA
Fis-172251,NA,NA
Fis-172264,NA,NA
Fis-172334,NA,NA
Fis-172358,NA,NA
Fis-172370,NA,NA
Fis-172374,NA,NA
Fis-172380,NA,NA
Fis-172382,NA,NA
Fis-172398,NA,NA
Fis-172402,NA,NA
Fis-172405,NA,NA
Fis-172416,NA,NA
Fis-172436,NA,NA
Fis-172463,NA,NA
Fis-172464,NA,NA
Fis-172500,NA,NA
Fis-172523,NA,NA
Fis-172527,NA,NA
Fis-172532,NA,NA
Fis-172655,NA,NA
Fis-172668,NA,NA
Fis-172690,NA,NA
Fis-172702,NA,NA
Fis-172757,NA,NA
Fis-172760,NA,NA
Fis-172879,NA,NA
Fis-172895,NA,NA
Fis-172899,NA,NA
Fis-172900,NA,NA
Fis-172912,NA,NA
Fis-172929,NA,NA
Fis-172930,NA,NA
Fis-172952,NA,NA
Fis-173026,NA,NA
Fis-173066,NA,NA
Fis-173069,NA,NA
Fis-173073,NA,NA
Fis-173169,NA,NA
Fis-173170,NA,NA
Fis-173226,NA,NA
Fis-173279,NA,NA
Fis-173288,NA,NA
Fis-173293,NA,NA
Fis-173301,NA,NA
Fis-173343,NA,NA
Fis-173372,NA,NA
Fis-173419,NA,NA
Fis-173447,NA,NA
Fis-173455,NA,NA
Fis-173479,NA,NA
Fis-173488,NA,NA
Fis-173517,NA,NA
Fis-173535,NA,NA
Fis-173802,NA,NA
Fis-17443,NA,NA
Fis-21236,NA,NA
Fis-22843,NA,NA
Fis-22891,NA,NA
Fis-22981,NA,NA
Fis-22986,NA,NA
Fis-22988,NA,NA
Fis-22993,NA,NA
Fis-22999,NA,NA
Fis-23000,NA,NA
Fis-23049,NA,NA
Fis-23079,NA,NA
Fis-23083,NA,NA
Fis-23084,NA,NA
Fis-23119,NA,NA
Fis-23134,NA,NA
Fis-23154,NA,NA
Fis-23285,NA,NA
Fis-23294,NA,NA
Fis-23301,NA,NA
Fis-23307,NA,NA
Fis-23329,NA,NA
Fis-23370,NA,NA
Fis-23400,NA,NA
Fis-23448,NA,NA
Fis-23538,NA,NA
Fis-23544,NA,NA
Fis-23755,NA,NA
Fis-23767,NA,NA
Fis-23769,NA,NA
Fis-23833,NA,NA
Fis-23855,NA,NA
Fis-23856,NA,NA
Fis-23939,NA,NA
Fis-24523,NA,NA
Fis-25071,NA,NA
Fis-25100,NA,NA
Fis-25107,NA,NA
Fis-25393,NA,NA
Fis-25790,NA,NA
Fis-25795,NA,NA
Fis-25813,NA,NA
Fis-25891,NA,NA
Fis-25893,NA,NA
Fis-25910,NA,NA
Fis-25916,NA,NA
Fis-25982,NA,NA
Fis-25985,NA,NA
Fis-25998,NA,NA
Fis-26132,NA,NA
Fis-26345,NA,NA
Fis-26403,NA,NA
Fis-26419,NA,NA
Fis-26558,NA,NA
Fis-26562,NA,NA
Fis-26675,NA,NA
Fis-26710,NA,NA
Fis-26788,NA,NA
Fis-26814,NA,NA
Fis-27128,NA,NA
Fis-27185,NA,NA
Fis-27281,NA,NA
Fis-27350,NA,NA
Fis-27597,NA,NA
Fis-27600,NA,NA
Fis-27678,NA,NA
Fis-27810,NA,NA
Fis-27933,NA,NA
Fis-28220,NA,NA
Fis-28283,NA,NA
Fis-28284,NA,NA
Fis-28531,NA,NA
Fis-28533,NA,NA
Fis-28534,NA,NA
Fis-28536,NA,NA
Fis-28589,NA,NA
Fis-28632,NA,NA
Fis-28648,NA,NA
Fis-28654,NA,NA
Fis-28663,NA,NA
Fis-28735,NA,NA
Fis-28753,NA,NA
Fis-28928,NA,NA
Fis-28994,NA,NA
Fis-29008,NA,NA
Fis-29083,NA,NA
Fis-29091,NA,NA
Fis-29214,NA,NA
Fis-29271,NA,NA
Fis-29279,NA,NA
Fis-29324,NA,NA
Fis-29332,NA,NA
Fis-29354,NA,NA
Fis-29355,NA,NA
Fis-29398,NA,NA
Fis-29399,NA,NA
Fis-29409,NA,NA
Fis-29438,NA,NA
Fis-29440,NA,NA
Fis-29461,NA,NA
Fis-29466,NA,NA
Fis-29486,NA,NA
Fis-29515,NA,NA
Fis-29519,NA,NA
Fis-29549,NA,NA
Fis-29564,NA,NA
Fis-29565,NA,NA
Fis-29566,NA,NA
Fis-29629,NA,NA
Fis-29661,NA,NA
Fis-29959,NA,NA
Fis-30081,NA,NA
Fis-30098,NA,NA
Fis-30099,NA,NA
Fis-30596,NA,NA
Fis-30598,NA,NA
Fis-30638,NA,NA
Fis-30640,NA,NA
Fis-30670,NA,NA
Fis-30677,NA,NA
Fis-30755,NA,NA
Fis-30912,NA,NA
Fis-30913,NA,NA
Fis-30915,NA,NA
Fis-30927,NA,NA
Fis-30932,NA,NA
Fis-30935,NA,NA
Fis-30950,NA,NA
Fis-30951,NA,NA
Fis-30953,NA,NA
Fis-30961,NA,NA
Fis-31003,NA,NA
Fis-31053,NA,NA
Fis-31112,NA,NA
Fis-31116,NA,NA
Fis-31121,NA,NA
Fis-31122,NA,NA
Fis-31170,NA,NA
Fis-31430,NA,NA
Fis-31499,NA,NA
Fis-31536,NA,NA
Fis-31579,NA,NA
Fis-31580,NA,NA
Fis-31581,NA,NA
Fis-31588,NA,NA
Fis-31609,NA,NA
Fis-31626,NA,NA
Fis-31840,NA,NA
Fis-32091,NA,NA
Fis-32093,NA,NA
Fis-32145,NA,NA
Fis-32239,NA,NA
Fis-32241,NA,NA
Fis-32314,NA,NA
Fis-32318,NA,NA
Fis-32320,NA,NA
Fis-32384,NA,NA
Fis-32428,NA,NA
Fis-32429,NA,NA
Fis-32430,NA,NA
Fis-32460,NA,NA
Fis-32477,NA,NA
Fis-32480,NA,NA
Fis-32483,NA,NA
Fis-32502,NA,NA
Fis-32504,NA,NA
Fis-32520,NA,NA
Fis-32574,NA,NA
Fis-32854,NA,NA
Fis-32855,NA,NA
Fis-32888,NA,NA
Fis-32913,NA,NA
Fis-33078,NA,NA
Fis-33081,NA,NA
Fis-33249,NA,NA
Fis-33254,NA,NA
Fis-33271,NA,NA
Fis-33775,NA,NA
