taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
diplodus sargus sargus,white seabream,trawl,high,demersal,destructive
diplodus sargus sargus,white seabream,trawl midwater,high,pelagic,non-destructive
diplodus vulgaris,common two-banded seabream,lines non-tuna,low,pelagic,non-destructive
pagrus pagrus,common seabream,lines non-tuna,low,pelagic,non-destructive
pagrus pagrus,common seabream,trawl,high,demersal,destructive
pagrus pagrus,common seabream,trawl midwater,high,pelagic,non-destructive
scorpaena porcus,black scorpionfish,lines non-tuna,low,demersal,non-destructive
scorpaena porcus,black scorpionfish,trawl,high,demersal,destructive
scorpaena porcus,black scorpionfish,trawl midwater,high,pelagic,non-destructive
scorpaena porcus,black scorpionfish,gillnet,high,demersal,non-destructive
scorpaena scrofa,largescaled scorpionfish,other,low,demersal,non-destructive
scorpaena scrofa,largescaled scorpionfish,lines non-tuna,low,demersal,non-destructive
scorpaena scrofa,largescaled scorpionfish,trawl,high,demersal,destructive
scorpaena scrofa,largescaled scorpionfish,trawl midwater,high,pelagic,non-destructive
scorpaena scrofa,largescaled scorpionfish,gillnet,high,demersal,non-destructive
spicara smaris,picarel,trawl,high,demersal,destructive
spicara smaris,picarel,gillnet,high,demersal,non-destructive
trachinotus ovatus,derbio,lines non-tuna,low,pelagic,non-destructive
trachinotus ovatus,derbio,trap,high,demersal,non-destructive
trachinotus ovatus,derbio,trawl midwater,high,pelagic,non-destructive
trachinotus ovatus,derbio,seine,high,pelagic,non-destructive
trachinotus ovatus,derbio,purse seine non-tuna,low,pelagic,non-destructive
trachinotus ovatus,derbio,gillnet,high,pelagic,non-destructive
macruronus novaezelandiae,blue grenadier,trawl,high,demersal,destructive
merluccius paradoxus,deep-water cape hake,trawl,high,demersal,destructive
merluccius capensis,shallow-water cape hake,trawl,high,demersal,destructive
lethrinus mahsena,sky emperor,gillnet,high,pelagic,non-destructive
lethrinus borbonicus,snubnose emperor,gillnet,high,pelagic,non-destructive
lethrinus microdon,smalltooth emperor,lines non-tuna,low,pelagic,non-destructive
lethrinus nebulosus,spangled emperor,lines non-tuna,low,demersal,non-destructive
lethrinus obsoletus,orange-striped emperor,trap,high,demersal,non-destructive
lethrinus harak,thumbprint emperor,other,low,pelagic,non-destructive
lethrinus harak,thumbprint emperor,trap,high,demersal,non-destructive
lethrinus harak,thumbprint emperor,gillnet,high,pelagic,non-destructive
lethrinus xanthochilus,yellowlip emperor,other,low,pelagic,non-destructive
lethrinus xanthochilus,yellowlip emperor,trap,high,demersal,non-destructive
lethrinus xanthochilus,yellowlip emperor,gillnet,high,pelagic,non-destructive
lethrinus lentjan,pink ear emperor,lines non-tuna,low,demersal,non-destructive
lethrinus atlanticus,atlantic emperor,lines non-tuna,low,pelagic,non-destructive
lethrinus atlanticus,atlantic emperor,gillnet,high,pelagic,non-destructive
monotaxis grandoculis,humpnose big-eye bream,other,low,pelagic,non-destructive
monotaxis grandoculis,humpnose big-eye bream,trap,high,demersal,non-destructive
monotaxis grandoculis,humpnose big-eye bream,gillnet,high,pelagic,non-destructive
enchelyopus cimbrius,fourbeard rockling,lines non-tuna,low,demersal,non-destructive
enchelyopus cimbrius,fourbeard rockling,trawl,high,demersal,destructive
enchelyopus cimbrius,fourbeard rockling,trawl midwater,high,pelagic,non-destructive
alectis alexandrinus,african threadfish,lines non-tuna,low,pelagic,non-destructive
alectis alexandrinus,african threadfish,trawl midwater,high,pelagic,non-destructive
alectis alexandrinus,african threadfish,seine,high,pelagic,non-destructive
alectis alexandrinus,african threadfish,purse seine non-tuna,low,pelagic,non-destructive
alectis alexandrinus,african threadfish,gillnet,high,pelagic,non-destructive
alepes djedaba,shrimp scad,lines non-tuna,low,pelagic,non-destructive
atule mate,yellowtail scad,trap,high,demersal,non-destructive
atule mate,yellowtail scad,trawl midwater,high,pelagic,non-destructive
atule mate,yellowtail scad,seine,high,pelagic,non-destructive
atule mate,yellowtail scad,purse seine non-tuna,low,pelagic,non-destructive
atule mate,yellowtail scad,gillnet,high,pelagic,non-destructive
caranx ignobilis,giant trevally,lines non-tuna,low,pelagic,non-destructive
caranx rhonchus,false scad,trawl midwater,high,pelagic,non-destructive
caranx melampygus,bluefin trevally,lines non-tuna,low,pelagic,non-destructive
caranx sexfasciatus,bigeye trevally,lines non-tuna,low,pelagic,non-destructive
caranx sexfasciatus,bigeye trevally,trawl,high,demersal,destructive
caranx sexfasciatus,bigeye trevally,seine,high,pelagic,non-destructive
caranx sexfasciatus,bigeye trevally,gillnet,high,pelagic,non-destructive
carangoides bajad,orangespotted trevally,lines non-tuna,low,pelagic,non-destructive
carangoides fulvoguttatus,yellowspotted trevally,lines non-tuna,low,pelagic,non-destructive
caranx crysos,blue runner,lines non-tuna,low,pelagic,non-destructive
caranx crysos,blue runner,trawl midwater,high,pelagic,non-destructive
caranx crysos,blue runner,seine,high,pelagic,non-destructive
caranx crysos,blue runner,purse seine non-tuna,low,pelagic,non-destructive
caranx crysos,blue runner,gillnet,high,pelagic,non-destructive
chloroscombrus orqueta,pacific bumper,trawl midwater,high,pelagic,non-destructive
decapterus macrosoma,shortfin scad,trawl,high,demersal,destructive
decapterus macrosoma,shortfin scad,seine,high,pelagic,non-destructive
decapterus macrosoma,shortfin scad,gillnet,high,pelagic,non-destructive
decapterus maruadsi,japanese scad,trawl,high,demersal,destructive
decapterus maruadsi,japanese scad,trawl midwater,high,pelagic,non-destructive
decapterus maruadsi,japanese scad,purse seine non-tuna,low,pelagic,non-destructive
decapterus maruadsi,japanese scad,gillnet,high,pelagic,non-destructive
parastromateus niger,black pomfret,trap,high,demersal,non-destructive
parastromateus niger,black pomfret,trawl,high,demersal,destructive
parastromateus niger,black pomfret,gillnet,high,pelagic,non-destructive
scomberoides commersonnianus,talang queenfish,longline non-tuna,high,pelagic,non-destructive
scomberoides lysan,doublespotted queenfish,longline non-tuna,high,pelagic,non-destructive
scomberoides tol,needlescaled queenfish,trap,high,demersal,non-destructive
scomberoides tol,needlescaled queenfish,trawl midwater,high,pelagic,non-destructive
scomberoides tol,needlescaled queenfish,seine,high,pelagic,non-destructive
scomberoides tol,needlescaled queenfish,purse seine non-tuna,low,pelagic,non-destructive
scomberoides tol,needlescaled queenfish,gillnet,high,pelagic,non-destructive
seriolina nigrofasciata,blackbanded trevally,gillnet,high,pelagic,non-destructive
trachinotus blochii,snubnose pompano,trap,high,demersal,non-destructive
trachinotus mookalee,indian pompano,trap,high,demersal,non-destructive
trachinotus mookalee,indian pompano,trawl,high,demersal,destructive
trachinotus mookalee,indian pompano,trawl midwater,high,pelagic,non-destructive
trachinotus mookalee,indian pompano,seine,high,pelagic,non-destructive
trachinotus mookalee,indian pompano,gillnet,high,demersal,non-destructive
antimora rostrata,blue antimora,lines non-tuna,low,pelagic,non-destructive
antimora rostrata,blue antimora,trawl,high,demersal,destructive
antimora rostrata,blue antimora,seine,high,pelagic,non-destructive
antimora rostrata,blue antimora,gillnet,high,pelagic,non-destructive
pseudophycis bachus,red codling,trawl,high,demersal,destructive
tripterophycis gilchristi,grenadier cod,trawl,high,demersal,destructive
dipturus batis,blue skate,trawl,high,demersal,destructive
raja clavata,thornback ray,trawl,high,demersal,destructive
dasyatis pastinaca,common stingray,trawl,high,demersal,destructive
diplodus cervinus cervinus,zebra seabream,lines non-tuna,low,pelagic,non-destructive
diplodus cervinus cervinus,zebra seabream,trawl,high,demersal,destructive
diplodus cervinus cervinus,zebra seabream,trawl midwater,high,pelagic,non-destructive
chelon labrosus,thicklip grey mullet,lines non-tuna,low,demersal,non-destructive
chelon labrosus,thicklip grey mullet,trawl,high,demersal,destructive
chelon labrosus,thicklip grey mullet,trawl midwater,high,pelagic,non-destructive
chelon labrosus,thicklip grey mullet,gillnet,high,demersal,non-destructive
thalassoma pavo,ornate wrasse,lines non-tuna,low,pelagic,non-destructive
thalassoma pavo,ornate wrasse,trawl,high,demersal,destructive
anarhichas lupus,wolf-fish,trawl,high,demersal,destructive
chimaera monstrosa,rabbit fish,trawl,high,demersal,destructive
epigonus telescopus,bulls-eye,lines non-tuna,low,demersal,non-destructive
epigonus telescopus,bulls-eye,trawl,high,demersal,destructive
epigonus telescopus,bulls-eye,gillnet,high,demersal,non-destructive
myxine glutinosa,hagfish,trawl,high,demersal,destructive
myxine glutinosa,hagfish,trawl midwater,high,pelagic,non-destructive
myxine glutinosa,hagfish,purse seine non-tuna,low,pelagic,non-destructive
myxine glutinosa,hagfish,gillnet,high,demersal,non-destructive
petromyzon marinus,sea lamprey,lines non-tuna,low,demersal,non-destructive
petromyzon marinus,sea lamprey,trawl,high,demersal,destructive
petromyzon marinus,sea lamprey,trawl midwater,high,pelagic,non-destructive
petromyzon marinus,sea lamprey,gillnet,high,demersal,non-destructive
notorynchus cepedianus,broadnose sevengill shark,lines non-tuna,low,pelagic,non-destructive
notorynchus cepedianus,broadnose sevengill shark,trawl,high,demersal,destructive
notorynchus cepedianus,broadnose sevengill shark,gillnet,high,pelagic,non-destructive
alopias superciliosus,bigeye thresher,gillnet,high,pelagic,non-destructive
alopias vulpinus,thintail thresher,lines non-tuna,low,pelagic,non-destructive
alopias vulpinus,thintail thresher,gillnet,high,pelagic,non-destructive
mustelus henlei,brown smooth-hound,lines non-tuna,low,pelagic,non-destructive
mustelus henlei,brown smooth-hound,trawl,high,demersal,destructive
mustelus henlei,brown smooth-hound,gillnet,high,pelagic,non-destructive
leucoraja erinacea,little skate,trawl,high,demersal,destructive
dipturus laevis,barndoor skate,trawl,high,demersal,destructive
dasyatis centroura,roughtail stingray,trawl,high,demersal,destructive
gymnura altavela,spiny butterfly ray,trawl,high,demersal,destructive
hydrolagus colliei,spotted ratfish,trawl,high,demersal,destructive
coregonus autumnalis,arctic cisco,lines non-tuna,low,pelagic,non-destructive
coregonus autumnalis,arctic cisco,purse seine non-tuna,low,pelagic,non-destructive
coregonus autumnalis,arctic cisco,gillnet,high,pelagic,non-destructive
coregonus nasus,broad whitefish,lines non-tuna,low,demersal,non-destructive
coregonus nasus,broad whitefish,trawl,high,demersal,destructive
coregonus nasus,broad whitefish,trawl midwater,high,pelagic,non-destructive
coregonus nasus,broad whitefish,gillnet,high,demersal,non-destructive
coregonus sardinella,sardine cisco,lines non-tuna,low,pelagic,non-destructive
coregonus sardinella,sardine cisco,purse seine non-tuna,low,pelagic,non-destructive
coregonus sardinella,sardine cisco,gillnet,high,pelagic,non-destructive
salvelinus malma malma,dolly varden,lines non-tuna,low,pelagic,non-destructive
salvelinus malma malma,dolly varden,gillnet,high,pelagic,non-destructive
stenodus leucichthys,inconnu,lines non-tuna,low,demersal,non-destructive
stenodus leucichthys,inconnu,trap,high,demersal,non-destructive
stenodus leucichthys,inconnu,trawl,high,demersal,destructive
stenodus leucichthys,inconnu,trawl midwater,high,pelagic,non-destructive
stenodus leucichthys,inconnu,gillnet,high,demersal,non-destructive
argentina silus,greater argentine,trawl,high,demersal,destructive
zenopsis nebulosa,mirror dory,trawl,high,demersal,destructive
stereolepis gigas,giant sea-bass,lines non-tuna,low,demersal,non-destructive
mycteroperca xenarcha,broomtail grouper,lines non-tuna,low,demersal,non-destructive
caulolatilus princeps,ocean whitefish,lines non-tuna,low,pelagic,non-destructive
rachycentron canadum,cobia,lines non-tuna,low,pelagic,non-destructive
taractichthys steindachneri,sickle pomfret,lines non-tuna,low,pelagic,non-destructive
taractichthys steindachneri,sickle pomfret,trawl,high,demersal,destructive
taractichthys steindachneri,sickle pomfret,trawl midwater,high,pelagic,non-destructive
taractichthys steindachneri,sickle pomfret,gillnet,high,pelagic,non-destructive
diplodus argenteus argenteus,south american silver porgy,trawl,high,demersal,destructive
atractoscion nobilis,white weakfish,lines non-tuna,low,demersal,non-destructive
pseudopentaceros richardsoni,pelagic armorhead,trawl,high,demersal,destructive
semicossyphus pulcher,california sheephead,lines non-tuna,low,pelagic,non-destructive
semicossyphus pulcher,california sheephead,trap,high,demersal,non-destructive
tautogolabrus adspersus,cunner,lines non-tuna,low,pelagic,non-destructive
tautogolabrus adspersus,cunner,gillnet,high,pelagic,non-destructive
anarhichas denticulatus,northern wolffish,seine,high,pelagic,non-destructive
anarhichas minor,spotted wolffish,lines non-tuna,low,demersal,non-destructive
anarhichas minor,spotted wolffish,trawl,high,demersal,destructive
anarhichas minor,spotted wolffish,seine,high,pelagic,non-destructive
tetrapturus angustirostris,shortbill spearfish,lines non-tuna,low,pelagic,non-destructive
tetrapturus angustirostris,shortbill spearfish,longlinetuna,high,pelagic,non-destructive
hyperoglyphe bythites,black driftfish,lines non-tuna,low,pelagic,non-destructive
hyperoglyphe bythites,black driftfish,gillnet,high,pelagic,non-destructive
sebastes goodei,chilipepper,lines non-tuna,low,demersal,non-destructive
sebastes goodei,chilipepper,trawl,high,demersal,destructive
sebastes goodei,chilipepper,gillnet,high,demersal,non-destructive
sebastes melanops,black rockfish,lines non-tuna,low,pelagic,non-destructive
sebastes melanops,black rockfish,trawl,high,demersal,destructive
sebastes melanops,black rockfish,gillnet,high,pelagic,non-destructive
sebastes pinniger,canary rockfish,lines non-tuna,low,pelagic,non-destructive
sebastes pinniger,canary rockfish,trawl,high,demersal,destructive
sebastes pinniger,canary rockfish,gillnet,high,pelagic,non-destructive
sebastolobus alascanus,shortspine thornyhead,lines non-tuna,low,demersal,non-destructive
sebastolobus alascanus,shortspine thornyhead,trawl,high,demersal,destructive
sebastolobus alascanus,shortspine thornyhead,gillnet,high,demersal,non-destructive
pleurogrammus monopterygius,atka mackerel,trawl,high,demersal,destructive
scorpaenichthys marmoratus,cabezon,seine,high,pelagic,non-destructive
citharichthys sordidus,pacific sanddab,lines non-tuna,low,demersal,non-destructive
citharichthys sordidus,pacific sanddab,longline non-tuna,high,demersal,non-destructive
citharichthys sordidus,pacific sanddab,trawl,high,demersal,destructive
citharichthys sordidus,pacific sanddab,gillnet,high,demersal,non-destructive
paralichthys californicus,california flounder,lines non-tuna,low,demersal,non-destructive
