spec_code,species,db,length_max,in_spp_table,table
15156,hoplichthys citrinus,fb,21.5,TRUE,popll
5792,hoplolatilus cuniculus,fb,15.199999809265137,TRUE,popll
4479,hydrocynus vittatus,fb,42.099998474121094,TRUE,popll
5075,hyperopisus bebe,fb,42.70000076293945,TRUE,popll
1373,hyperoplus immaculatus,fb,36,TRUE,popll
27990,hyphessobrycon copelandi,fb,5,TRUE,popll
12895,hyporhamphus dussumieri,fb,36,TRUE,popll
8313,hyporhamphus limbatus,fb,25,TRUE,popll
28131,hyporhamphus sindensis,fb,20.5,TRUE,popll
7355,hyporthodus octofasciatus,fb,29.100000381469727,TRUE,popll
62724,hypostomus ericae,fb,24.030000686645508,TRUE,popll
3762,hypsoblennius gilberti,fb,11.640000343322754,TRUE,popll
2992,ictiobus bubalus,fb,75,TRUE,popll
48470,iheringichthys labrosus,fb,43.5,TRUE,popll
48470,iheringichthys labrosus,fb,28.200000762939453,TRUE,popll
1627,ilisha elongata,fb,28,TRUE,popll
10335,inegocia japonica,fb,16.399999618530273,TRUE,popll
5611,iniistius aneitensis,fb,9.899999618530272,TRUE,popll
5611,iniistius aneitensis,fb,16.5,TRUE,popll
5611,iniistius aneitensis,fb,20.100000381469727,TRUE,popll
57870,iniistius baldwini,fb,24.200000762939453,TRUE,popll
14342,iniistius bimaculatus,fb,18.299999237060547,TRUE,popll
5612,iniistius celebicus,fb,16,TRUE,popll
10501,iniistius dea,fb,21.799999237060547,TRUE,popll
10501,iniistius dea,fb,20.100000381469727,TRUE,popll
11673,iniistius jacksonensis,fb,23.100000381469727,TRUE,popll
23517,iniistius melanopus,fb,14.100000381469728,TRUE,popll
5613,iniistius pavo,fb,29.5,TRUE,popll
5613,iniistius pavo,fb,31,TRUE,popll
5613,iniistius pavo,fb,21.100000381469727,TRUE,popll
5613,iniistius pavo,fb,6.599999904632568,TRUE,popll
5613,iniistius pavo,fb,19.600000381469727,TRUE,popll
7747,iniistius pentadactylus,fb,16.5,TRUE,popll
7747,iniistius pentadactylus,fb,21.299999237060547,TRUE,popll
7766,iniistius umbrilatus,fb,6.900000095367432,TRUE,popll
7766,iniistius umbrilatus,fb,21.399999618530273,TRUE,popll
6386,inimicus japonicus,fb,29.5,TRUE,popll
7780,iracundus signifer,fb,10.5,TRUE,popll
