orig_sciname,valid_name,aphia_id
calamus erectus,caligus chorinemi,356751
fasciolaria princeps,triplofusus princeps,607919
ficus benjamina,ficus benjamina,1492194
ficus carica,ficus carica,1492195
ficus religiosa,ficus religiosa,1492200
lampetra tridentata,entosphenus tridentatus,314348
pterodroma macroptera gouldi,pterodroma macroptera gouldi,226019
strombus galeatus,titanostrombus galeatus,1429806
ficus benghalensis,no match,NA
ficus thonningii,no match,NA
