spec_code,species,db,length_max,in_spp_table,table
5443,upeneus tragula,fb,24,TRUE,poplw
4821,upeneus vittatus,fb,25,TRUE,poplw
4821,upeneus vittatus,fb,16,TRUE,poplw
4821,upeneus vittatus,fb,24,TRUE,poplw
4821,upeneus vittatus,fb,17.5,TRUE,poplw
4821,upeneus vittatus,fb,17,TRUE,poplw
56494,uranoscopus guttatus,fb,29.8,TRUE,poplw
1779,uranoscopus scaber,fb,24.7,TRUE,poplw
1779,uranoscopus scaber,fb,56.4,TRUE,poplw
1779,uranoscopus scaber,fb,24.6,TRUE,poplw
1779,uranoscopus scaber,fb,30.4,TRUE,poplw
1779,uranoscopus scaber,fb,37,TRUE,poplw
1779,uranoscopus scaber,fb,26.5,TRUE,poplw
1779,uranoscopus scaber,fb,23.4,TRUE,poplw
1779,uranoscopus scaber,fb,32,TRUE,poplw
1779,uranoscopus scaber,fb,30.7,TRUE,poplw
1779,uranoscopus scaber,fb,34.1,TRUE,poplw
1779,uranoscopus scaber,fb,28.4,TRUE,poplw
1779,uranoscopus scaber,fb,30.6,TRUE,poplw
1779,uranoscopus scaber,fb,35,TRUE,poplw
1779,uranoscopus scaber,fb,32.2,TRUE,poplw
1779,uranoscopus scaber,fb,21,TRUE,poplw
1983,uraspis helvola,fb,38.7,TRUE,poplw
1012,uraspis secunda,fb,41,TRUE,poplw
1012,uraspis secunda,fb,19,TRUE,poplw
1984,uraspis uraspis,fb,34,TRUE,poplw
2580,urobatis halleri,fb,29,TRUE,poplw
2580,urobatis halleri,fb,19.2,TRUE,poplw
