phylum,class,order,family,genus,species
chordata,actinopterygii,salmoniformes,salmonidae,oncorhynchus,oncorhynchus masou
chordata,actinopterygii,siluriformes,ariidae,ariopsis,ariopsis felis
chordata,actinopterygii,syngnathiformes,syngnathidae,microphis,microphis brachyurus
chordata,actinopterygii,beloniformes,belonidae,strongylura,strongylura notata
chordata,actinopterygii,perciformes,apogonidae,paroncheilus,paroncheilus affinis
chordata,elasmobranchii,myliobatiformes,dasyatidae,taeniurops,taeniurops meyeni
chordata,actinopterygii,tetraodontiformes,monacanthidae,arotrolepis,arotrolepis filicauda
chordata,actinopterygii,scorpaeniformes,liparidae,edentoliparis,edentoliparis terraenovae
chordata,actinopterygii,beloniformes,hemiramphidae,hyporhamphus,hyporhamphus roberti
chordata,actinopterygii,perciformes,sillaginidae,sillaginopodys,sillaginopodys chondropus
chordata,actinopterygii,beloniformes,hemiramphidae,oxyporhamphus,oxyporhamphus micropterus
chordata,actinopterygii,perciformes,odacidae,heteroscarus,heteroscarus acroptilus
chordata,actinopterygii,perciformes,odacidae,olisthops,olisthops cyanomelas
chordata,actinopterygii,siluriformes,ariidae,ariopsis,ariopsis guatemalensis
chordata,actinopterygii,perciformes,apogonidae,quinca,quinca mirifica
chordata,elasmobranchii,rajiformes,rajidae,spiniraja,spiniraja whitleyi
chordata,elasmobranchii,rajiformes,anacanthobatidae,springeria,springeria folirostris
chordata,elasmobranchii,rajiformes,anacanthobatidae,springeria,springeria longirostris
chordata,actinopterygii,notacanthiformes,notacanthidae,leptocephalus,leptocephalus giganteus
chordata,actinopterygii,perciformes,labridae,novaculops,novaculops halsteadi
chordata,actinopterygii,gadiformes,merlucciidae,merluccius,merluccius gayi
chordata,actinopterygii,scorpaeniformes,scorpaenidae,thysanichthys,thysanichthys crossotus
chordata,actinopterygii,syngnathiformes,syngnathidae,hippocampus,hippocampus montebelloensis
chordata,actinopterygii,anguilliformes,ophichthidae,leptocephalus,leptocephalus ophichthoides
chordata,actinopterygii,perciformes,labridae,novaculops,novaculops koteamea
chordata,actinopterygii,perciformes,labridae,novaculops,novaculops pastellus
mollusca,gastropoda,neogastropoda,muricidae,marchia,no match
mollusca,gastropoda,neogastropoda,muricidae,habromorula,no match
annelida,polychaeta,aciculata,myzostomidae,myzostoma,myzostoma willemoesii
annelida,polychaeta,aciculata,myzostomidae,myzostoma,myzostoma attenuatum
annelida,polychaeta,aciculata,myzostomidae,myzostoma,myzostoma divisor
mollusca,gastropoda,heterostropha,architectonicidae,heliacus,heliacus fenestratus
mollusca,gastropoda,heterostropha,pyramidellidae,pyramidella,longchaeus maculosus
mollusca,gastropoda,heterostropha,pyramidellidae,otopleura,otopleura mitralis
arthropoda,malacostraca,stomatopoda,nannosquillidae,acanthosquilla,no match
arthropoda,maxillopoda,sessilia,chthamalidae,chamaesipho,chamaesipho columna
arthropoda,maxillopoda,sessilia,balanidae,balanus,fistulobalanus albicostatus
arthropoda,maxillopoda,sessilia,balanidae,megabalanus,megabalanus ajax
arthropoda,maxillopoda,sessilia,pyrgomatidae,cantellius,cantellius septimus
arthropoda,maxillopoda,sessilia,pyrgomatidae,savignium,savignium crenatum
arthropoda,maxillopoda,sessilia,pyrgomatidae,trevathana,trevathana dentata
arthropoda,maxillopoda,sessilia,pyrgomatidae,neotrevathana,neotrevathana elongata
arthropoda,maxillopoda,sessilia,balanidae,austromegabalanus,austromegabalanus psittacus
arthropoda,maxillopoda,sessilia,balanidae,austromegabalanus,austromegabalanus nigrescens
arthropoda,maxillopoda,sessilia,archaeobalanidae,armatobalanus,armatobalanus quadrivittatus
arthropoda,maxillopoda,sessilia,chthamalidae,notochthamalus,notochthamalus scabrosus
mollusca,bivalvia,pholadomyoida,pandoridae,pandora,pandora albida
mollusca,bivalvia,pholadomyoida,cuspidariidae,cuspidaria,cuspidaria concentrica
mollusca,bivalvia,pholadomyoida,cuspidariidae,cuspidaria,cuspidaria infelix
mollusca,bivalvia,pholadomyoida,cuspidariidae,cuspidaria,cuspidaria tenella
mollusca,bivalvia,veneroida,cyamiidae,cyamiocardium,cyamiocardium crassilabrum
mollusca,bivalvia,veneroida,gaimardiidae,gaimardia,gaimardia trapesina
mollusca,bivalvia,pholadomyoida,lyonsiidae,lyonsia,lyonsia arcaeformis
mollusca,bivalvia,pholadomyoida,thraciidae,thracia,thracia meridionalis
arthropoda,maxillopoda,pedunculata,scalpellidae,ornatoscalpellum,weltnerium gibberum
arthropoda,maxillopoda,pedunculata,lithotryidae,lithotrya,lithotrya nicobarica
arthropoda,maxillopoda,sessilia,chthamalidae,chthamalus,chthamalus malayensis
arthropoda,maxillopoda,pedunculata,iblidae,ibla,ibla cumingi
arthropoda,maxillopoda,pedunculata,poecilasmatidae,temnaspis,dianajonesia excavatum
mollusca,gastropoda,heterostropha,acteonidae,pupa,pupa affinis
mollusca,gastropoda,heterostropha,acteonidae,pupa,abida secale
mollusca,gastropoda,cephalaspidea,ringiculidae,ringicula,ringicula australis
mollusca,gastropoda,sacoglossa,oxynoidae,roburnella,roburnella wilsoni
mollusca,gastropoda,sacoglossa,juliidae,edenttellina,berthelinia typica
mollusca,gastropoda,sacoglossa,juliidae,tamanovalva,berthelinia babai
mollusca,gastropoda,sacoglossa,elysiidae,elysia,elysia australis
mollusca,gastropoda,sacoglossa,elysiidae,elysia,elysia coodgeensis
mollusca,gastropoda,sacoglossa,elysiidae,elysia,elysia maoria
mollusca,gastropoda,neogastropoda,turridae,pleurotomella,austrotoma aguayoi
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,macrobrachium carcinus
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,macrobrachium equidens
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,no match
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,macrobrachium nipponense
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,macrobrachium olfersii
arthropoda,malacostraca,decapoda,palaemonidae,macrobrachium,macrobrachium rosenbergii
annelida,polychaeta,not assigned,orbiniidae,leitoscoloplos,leitoscoloplos robustus
annelida,polychaeta,canalipalpata,magelonidae,magelona,magelona pettiboneae
annelida,polychaeta,not assigned,capitellidae,capitella,capitella jonesi
annelida,polychaeta,not assigned,capitellidae,mastobranchus,mastobranchus variabilis
annelida,polychaeta,not assigned,maldanidae,nicomache,nicomache antillensis
annelida,polychaeta,not assigned,maldanidae,sabaco,sabaco elongatus
annelida,polychaeta,not assigned,scalibregmatidae,hyboscolex,hyboscolex quadricincta
annelida,polychaeta,canalipalpata,sabellariidae,lygdamis,lygdamis indicus
mollusca,gastropoda,cephalaspidea,cylichnidae,scaphander,scaphander bathymophila
mollusca,gastropoda,cephalaspidea,philinidae,laona,praephiline finmarchica
mollusca,bivalvia,veneroida,veneridae,lioconcha,lioconcha fastigiata
mollusca,bivalvia,veneroida,veneridae,tapes,tapes sulcarius
mollusca,bivalvia,veneroida,veneridae,timoclea,timoclea costellifera
mollusca,bivalvia,veneroida,veneridae,lioconcha,lioconcha hieroglyphica
mollusca,bivalvia,veneroida,veneridae,lioconcha,lioconcha annettae
arthropoda,malacostraca,isopoda,haploniscidae,chandraniscus,no match
mollusca,bivalvia,veneroida,veneridae,tapes,tapes platyptycha
mollusca,bivalvia,veneroida,veneridae,tapes,tapes sericeus
mollusca,bivalvia,veneroida,veneridae,clementia,clementia papyracea
mollusca,bivalvia,pholadomyoida,myochamidae,myadora,myadora antipodum
mollusca,bivalvia,pholadomyoida,myochamidae,myadora,myadora novaezelandiae
mollusca,bivalvia,pholadomyoida,myochamidae,myadora,myadora subrostrata
arthropoda,maxillopoda,pedunculata,poecilasmatidae,megalasma,megalasma striatum
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,dichelaspis orthogonia
mollusca,bivalvia,pholadomyoida,laternulidae,laternula,laternula anatina
mollusca,bivalvia,veneroida,veneridae,globivenus,globivenus toreuma
mollusca,bivalvia,veneroida,veneridae,dosinia,dosinia greyi
mollusca,bivalvia,pholadomyoida,cuspidariidae,cuspidaria,cuspidaria fairchildi
mollusca,bivalvia,pholadomyoida,cuspidariidae,cuspidaria,cuspidaria willetti
mollusca,bivalvia,pholadomyoida,thraciidae,thracia,thracia vegrandis
mollusca,bivalvia,pholadomyoida,thraciidae,thracia,thracia vitrea
mollusca,bivalvia,pholadomyoida,euciroidae,euciroa,euciroa galatheae
mollusca,bivalvia,pholadomyoida,verticordiidae,haliris,haliris setosa
mollusca,bivalvia,pholadomyoida,verticordiidae,spinosipella,spinosipella acuticostata
mollusca,bivalvia,veneroida,veneridae,transennella,transennella culebrana
annelida,polychaeta,not assigned,opheliidae,armandia,armandia lanceolata
annelida,polychaeta,not assigned,opheliidae,armandia,armandia leptocirris
mollusca,bivalvia,veneroida,veneridae,timoclea,timoclea marica
mollusca,gastropoda,heterostropha,architectonicidae,heliacus,heliacus variegatus
mollusca,gastropoda,heterostropha,architectonicidae,architectonica,architectonica trochlearis
mollusca,gastropoda,neotaenioglossa,cerithiidae,rhinoclavis,rhinoclavis kochi
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium dialeucum
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium lifuense
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium citrinum
mollusca,gastropoda,neotaenioglossa,planaxidae,planaxis,supplanaxis niger
mollusca,gastropoda,neritopsina,neritidae,neritina,theodoxus baeticus
mollusca,gastropoda,neotaenioglossa,cerithiidae,clypeomorus,clypeomorus brevis
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium tenellum
mollusca,gastropoda,neotaenioglossa,cerithiidae,clypeomorus,clypeomorus batillariaeformis
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium pallasi
mollusca,gastropoda,neogastropoda,cancellariidae,trigonostoma,no match
mollusca,gastropoda,neotaenioglossa,cypraeidae,cypraea,no match
mollusca,gastropoda,neogastropoda,buccinidae,nassaria,nassaria fusiformis
mollusca,gastropoda,neogastropoda,buccinidae,cantharus,no match
mollusca,gastropoda,vetigastropoda,chilodontidae,enida,enida japonica
arthropoda,maxillopoda,sessilia,verrucidae,metaverruca,metaverruca imbricata
arthropoda,maxillopoda,sessilia,verrucidae,gibbosaverruca,no match
mollusca,gastropoda,neotaenioglossa,potamididae,royella,royella sinon
mollusca,gastropoda,neotaenioglossa,planaxidae,hinea,hinea brasiliana
mollusca,gastropoda,heterostropha,architectonicidae,heliacus,heliacus implexus
mollusca,gastropoda,heterostropha,architectonicidae,psilaxis,psilaxis oxytropis
mollusca,gastropoda,heterostropha,acteonidae,pupa,pupa sulcata
mollusca,gastropoda,neotaenioglossa,lamellariidae,marseniopsis,marseniopsis conica
mollusca,gastropoda,neotaenioglossa,lamellariidae,chelyonotus,no match
mollusca,gastropoda,neogastropoda,muricidae,drupella,no match
mollusca,bivalvia,veneroida,veneridae,pitar,pitar prora
mollusca,aplacophora,cavibelonia,simrothiellidae,helicoradomenia,helicoradomenia juani
mollusca,gastropoda,caenogastropoda,provannidae,desbruyeresia,desbruyeresia cancellata
mollusca,gastropoda,caenogastropoda,provannidae,ifremeria,ifremeria nautilei
mollusca,gastropoda,caenogastropoda,provannidae,provanna,provanna glabra
mollusca,gastropoda,caenogastropoda,provannidae,provanna,provanna laevis
mollusca,gastropoda,caenogastropoda,provannidae,provanna,provanna variabilis
mollusca,gastropoda,neotaenioglossa,turritellidae,turritella,turritella bacillum
mollusca,gastropoda,heterostropha,architectonicidae,architectonica,architectonica perdix
mollusca,bivalvia,veneroida,veneridae,dosinia,dosinia japonica
mollusca,bivalvia,mytiloida,mytilidae,limnoperna,limnoperna fortunei
mollusca,bivalvia,veneroida,veneridae,venus,globivenus toreuma
mollusca,bivalvia,veneroida,veneridae,placamen,placamen lamellatum
mollusca,bivalvia,veneroida,veneridae,tapes,tapes araneosus
mollusca,bivalvia,veneroida,veneridae,paphia,paphia euglypta
mollusca,bivalvia,pholadomyoida,cuspidariidae,cardiomya,cardiomya alcocki
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,octolasmis warwicki
mollusca,gastropoda,neotaenioglossa,siliquariidae,siliquaria,tenagodus cumingii
mollusca,bivalvia,veneroida,veneridae,samarangia,samarangia quadrangularis
mollusca,bivalvia,veneroida,veneridae,callista,callista erycina
mollusca,bivalvia,ostreoida,pectinidae,chlamys,no match
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,cerithiopsis,cerithiopsis fayalensis
mollusca,gastropoda,heterostropha,pyramidellidae,odostomia,doliella nitens
mollusca,gastropoda,heterostropha,pyramidellidae,turbonilla,turbonilla amoena
arthropoda,malacostraca,isopoda,aegidae,aega,no match
chordata,aves,ciconiiformes,phalacrocoracidae,phalacrocorax,phalacrocorax africanus
porifera,demospongiae,poecilosclerida,tedaniidae,tedania,tedania (tedania) anhelans
annelida,polychaeta,not assigned,opheliidae,ammotrypane,ophelina acuminata
echinodermata,ophiuroidea,ophiurida,ophionereididae,ophionereis,ophionereis dubia
echinodermata,ophiuroidea,ophiurida,ophiuridae,ophiolepis,ophiolepis cincta
arthropoda,maxillopoda,pedunculata,heteralepadidae,heteralepas,heteralepas japonica
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,octolasmis cor
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,octolasmis neptuni
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,octolasmis nierstraszi
arthropoda,maxillopoda,pedunculata,lithotryidae,lithotrya,lithotrya valentiana
arthropoda,maxillopoda,pedunculata,scalpellidae,weltnerium,weltnerium poculum
arthropoda,maxillopoda,pedunculata,scalpellidae,amigdoscalpellum,amigdoscalpellum elegans
arthropoda,maxillopoda,sessilia,verrucidae,rostratoverruca,rostratoverruca intexta
arthropoda,maxillopoda,sessilia,pachylasmatidae,pachylasma,pachylasma scutistriata
arthropoda,maxillopoda,sessilia,archaeobalanidae,armatobalanus,armatobalanus allium
arthropoda,maxillopoda,sessilia,archaeobalanidae,armatobalanus,armatobalanus cepa
arthropoda,maxillopoda,sessilia,archaeobalanidae,chirona,striatobalanus tenuis
arthropoda,maxillopoda,sessilia,archaeobalanidae,solidobalanus,solidobalanus auricoma
arthropoda,maxillopoda,sessilia,archaeobalanidae,solidobalanus,solidobalanus ciliatus
arthropoda,maxillopoda,sessilia,archaeobalanidae,solidobalanus,solidobalanus maldivensis
arthropoda,maxillopoda,sessilia,archaeobalanidae,conopea,conopea calceola
arthropoda,maxillopoda,sessilia,archaeobalanidae,conopea,conopea cymbiformis
arthropoda,maxillopoda,sessilia,archaeobalanidae,acasta,acasta japonica
arthropoda,maxillopoda,sessilia,archaeobalanidae,acasta,acasta sulcata
arthropoda,maxillopoda,sessilia,archaeobalanidae,neoacasta,neoacasta laevigata
arthropoda,maxillopoda,sessilia,archaeobalanidae,pectinoacasta,pectinoacasta pectinipes
arthropoda,maxillopoda,sessilia,pyrgomatidae,cantellius,cantellius secundus
arthropoda,maxillopoda,sessilia,pyrgomatidae,nobia,nobia grandis
porifera,demospongiae,poecilosclerida,tedaniidae,tedania,tedania (tedaniopsis) massa
mollusca,gastropoda,neotaenioglossa,cerithiidae,clypeomorus,clypeomorus pellucida
mollusca,gastropoda,neotaenioglossa,cerithiidae,clypeomorus,clypeomorus purpurastoma
arthropoda,malacostraca,isopoda,cirolanidae,anopsilana,no match
chordata,amphibia,anura,bufonidae,rhinella,rhinella marina
echinodermata,asteroidea,valvatida,ganeriidae,perknaster,perknaster fuscus
mollusca,bivalvia,veneroida,veneridae,callista,callista impar
mollusca,gastropoda,neotaenioglossa,cerithiidae,bittium,bittium glareosum
mollusca,bivalvia,veneroida,veneridae,dosinia,dosinia tumida
mollusca,bivalvia,veneroida,veneridae,dosinia,marama tumida
mollusca,bivalvia,veneroida,veneridae,irus,irus macrophylla
mollusca,bivalvia,veneroida,veneridae,meretrix,meretrix casta
chordata,reptilia,squamata,boidae,boa,boa constrictor
platyhelminthes,turbellaria,polycladida,euryleptidae,prostheceraeus,prostheceraeus giesbrechtii
platyhelminthes,turbellaria,polycladida,euryleptidae,prostheceraeus,prostheceraeus roseus
platyhelminthes,turbellaria,polycladida,euryleptidae,prostheceraeus,prostheceraeus vittatus
arthropoda,maxillopoda,sessilia,archaeobalanidae,striatobalanus,striatobalanus tenuis
mollusca,gastropoda,neritopsina,neritidae,clithon,clithon chlorostoma
mollusca,gastropoda,neotaenioglossa,cerithiidae,argyropeza,argyropeza divina
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium pacificum
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,rhinocoryne humboldti
mollusca,gastropoda,neotaenioglossa,cerithiidae,colina,colina macrostoma
mollusca,gastropoda,neotaenioglossa,epitoniidae,cycloscala,cycloscala hyalina
mollusca,gastropoda,neotaenioglossa,epitoniidae,eglisia,eglisia tricarinata
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium alatum
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium lyra
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium stigmaticum
mollusca,gastropoda,neotaenioglossa,triphoridae,viriola,viriola tricincta
phoronida,not assigned,not assigned,phoronidae,phoronis,phoronis australis
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium scabridum
mollusca,gastropoda,neotaenioglossa,planaxidae,planaxis,planaxis savignyi
mollusca,gastropoda,neotaenioglossa,triphoridae,monophorus,monophorus perversus
mollusca,gastropoda,heterostropha,architectonicidae,spirolaxis,spirolaxis centrifuga
mollusca,gastropoda,heterostropha,rissoellidae,rissoella,rissoella globularis
mollusca,gastropoda,heterostropha,pyramidellidae,chrysallida,parthenina eximia
mollusca,gastropoda,heterostropha,pyramidellidae,odostomia,odostomia turrita
mollusca,gastropoda,heterostropha,pyramidellidae,odostomia,folinella excavata
mollusca,gastropoda,heterostropha,amathinidae,amathina,amathina tricarinata
mollusca,bivalvia,veneroida,veneridae,dosinia,dosinia erythraea
cnidaria,hydrozoa,leptothecata,sertulariidae,sertularia,sertularella distans
mollusca,gastropoda,neotaenioglossa,triphoridae,monophorus,monophorus olivaceus
mollusca,gastropoda,neotaenioglossa,triphoridae,latitriphora,latitriphora albida
mollusca,gastropoda,neotaenioglossa,triphoridae,metaxia,metaxia excelsa
mollusca,gastropoda,neotaenioglossa,triphoridae,nototriphora,nototriphora decorata
mollusca,gastropoda,neotaenioglossa,planaxidae,angiola,hinea lineata
mollusca,gastropoda,heterostropha,pyramidellidae,pseudoscilla,pseudoscilla babylonia
mollusca,gastropoda,heterostropha,rissoellidae,rissoella,rissoella galba
mollusca,gastropoda,heterostropha,pyramidellidae,boonea,boonea jadisi
mollusca,gastropoda,heterostropha,architectonicidae,heliacus,heliacus infundibuliformis
mollusca,gastropoda,heterostropha,pyramidellidae,eulimastoma,eulimastoma didymum
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium sericifilum
mollusca,gastropoda,heterostropha,acteonidae,pupa,pupa alveola
mollusca,gastropoda,heterostropha,acteonidae,pupa,pupa solidula
mollusca,gastropoda,heterostropha,acteonidae,pupa,pupa strigosa
mollusca,gastropoda,cephalaspidea,aplustridae,hydatina,hydatina zonata
mollusca,gastropoda,heterostropha,architectonicidae,heliacus,heliacus caelatus
mollusca,gastropoda,heterostropha,architectonicidae,psilaxis,psilaxis radiatus
annelida,polychaeta,not assigned,paraonidae,aricidea,aricidea (strelzovia) belgicae
annelida,polychaeta,not assigned,paraonidae,aricidea,aricidea (acmira) lopezi
bryozoa,gymnolaemata,cheilostomata,flustridae,austroflustra,austroflustra vulgaris
echinodermata,asteroidea,valvatida,ganeriidae,cycethra,cycethra verrucosa
echinodermata,asteroidea,valvatida,ganeriidae,ganeria,ganeria falklandica
annelida,polychaeta,not assigned,opheliidae,travisia,travisia kerguelensis
mollusca,bivalvia,veneroida,petricolidae,choristodon,choristodon robustus
mollusca,gastropoda,heterostropha,pyramidellidae,japonactaeon,japonactaeon punctostriatus
mollusca,gastropoda,neogastropoda,turridae,eulimastoma,eulimastoma canaliculatum
mollusca,gastropoda,neotaenioglossa,triphoridae,eutriphora,eutriphora bermudensis
mollusca,bivalvia,veneroida,veneridae,dosinia,dosinia concentrica
mollusca,gastropoda,neotaenioglossa,velutinidae,limneria,limneria undata
mollusca,gastropoda,neotaenioglossa,siliquariidae,tenagodus,tenagodus modestus
mollusca,gastropoda,neotaenioglossa,epitoniidae,opalia,opalia moerchiana
mollusca,bivalvia,pholadomyoida,cuspidariidae,cardiomya,cardiomya cleryana
mollusca,bivalvia,veneroida,veneridae,liocyma,liocyma fluctuosa
mollusca,gastropoda,neotaenioglossa,epitoniidae,epitonium,epitonium georgettinum
mollusca,gastropoda,neotaenioglossa,ranellidae,fusitriton,no match
mollusca,gastropoda,heterostropha,amathinidae,iselica,iselica globosa
mollusca,gastropoda,heterostropha,pyramidellidae,longchaeus,longchaeus suturalis
mollusca,gastropoda,cephalaspidea,aplustridae,hydatina,hydatina vesicaria
mollusca,gastropoda,neotaenioglossa,turritellidae,colpospirella,turritella algida
mollusca,gastropoda,heterostropha,pyramidellidae,longchaeus,longchaeus candidus
mollusca,gastropoda,heterostropha,pyramidellidae,mumiola,mumiola gradatula
mollusca,gastropoda,neogastropoda,buccinidae,pareuthria,microdeuthria michaelseni
mollusca,gastropoda,neotaenioglossa,epitoniidae,eccliseogyra,eccliseogyra nitida
mollusca,gastropoda,neotaenioglossa,rissoidae,cylindriscala,cylindriscala andrewsii
mollusca,gastropoda,vetigastropoda,chilodontidae,brookula,brookula conica
mollusca,gastropoda,heterostropha,pyramidellidae,turbonilla,turbonilla rushii
mollusca,gastropoda,heterostropha,acteonidae,acteon,acteon pelecais
mollusca,gastropoda,heterostropha,pyramidellidae,turbonilla,turbonilla uruguayensis
mollusca,gastropoda,heterostropha,pyramidellidae,oscilla,oscilla notialis
mollusca,gastropoda,neotaenioglossa,triphoridae,triphora,triphora atlantica
arthropoda,malacostraca,isopoda,ligiidae,ligia,ligia italica
arthropoda,malacostraca,isopoda,ligiidae,ligia,ligia pigmentata
porifera,demospongiae,poecilosclerida,tedaniidae,tedania,tedania (tedaniopsis) mucosa
cnidaria,anthozoa,actiniaria,actiniidae,bunodactis,bunodactis octoradiata
mollusca,bivalvia,veneroida,cardiidae,corculum,no match
echinodermata,ophiuroidea,phrynophiurida,gorgonocephalidae,asteroporpa,asteroporpa (asteroporpa) australiensis
arthropoda,malacostraca,decapoda,gecarcinidae,discoplax,tuerkayana hirtipes
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,alipta,alipta crenistria
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,retilaskeya,retilaskeya zelandica
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,zaclys,zaclys sarissa
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,prolixodens,prolixodens infracolor
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,sundaya,sundaya tuberculata
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,seila,seila cincta
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,seila,seila terebelloides
mollusca,gastropoda,neotaenioglossa,epitoniidae,boreoscala,cirsotrema magellanicum
mollusca,gastropoda,neotaenioglossa,epitoniidae,cirsotrema,cirsotrema varicosum
mollusca,gastropoda,neotaenioglossa,velutinidae,limneria,limneria prolongata
annelida,polychaeta,not assigned,capitellidae,scyphoproctus,scyphoproctus armatus
arthropoda,maxillopoda,sessilia,archaeobalanidae,striatobalanus,striatobalanus amaryllis
arthropoda,maxillopoda,sessilia,pyrgomatidae,pyrgoma,pyrgoma cancellatum
mollusca,gastropoda,heterostropha,mathildidae,mathilda,mathilda decorata
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium caeruleum
mollusca,bivalvia,veneroida,veneridae,callista,callista umbonella
mollusca,bivalvia,veneroida,veneridae,marcia,marcia cordata
arthropoda,maxillopoda,sessilia,balanidae,amphibalanus,amphibalanus amphitrite
arthropoda,maxillopoda,sessilia,balanidae,amphibalanus,amphibalanus subalbidus
arthropoda,maxillopoda,sessilia,balanidae,amphibalanus,amphibalanus venustus
mollusca,bivalvia,veneroida,veneridae,callista,callista florida
mollusca,bivalvia,veneroida,veneridae,venus,mysia undata
mollusca,bivalvia,veneroida,veneridae,venus,venus sinuosa
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithium,cerithium rueppelli
mollusca,gastropoda,neotaenioglossa,potamididae,pirenella,pirenella conica
mollusca,gastropoda,heterostropha,acteonidae,maxacteon,punctacteon fabreanus
mollusca,gastropoda,heterostropha,architectonicidae,architectonica,architectonica laevigata
mollusca,gastropoda,neotaenioglossa,epitoniidae,cycloscala,cycloscala echinaticosta
mollusca,bivalvia,pholadomyoida,verticordiidae,spinosipella,spinosipella deshayesiana
platyhelminthes,turbellaria,polycladida,pseudoceritidae,thysanozoon,thysanozoon nigropapillosum
arthropoda,maxillopoda,sessilia,chthamalidae,microeuraphia,microeuraphia withersi
arthropoda,maxillopoda,pedunculata,scalpellidae,weltnerium,weltnerium nymphocola
phoronida,not assigned,not assigned,phoronidae,phoronis,phoronis hippocrepia
arthropoda,malacostraca,tanaidacea,leptocheliidae,leptochelia,leptochelia dubia
arthropoda,maxillopoda,apygophora,trypetesidae,trypetesa,trypetesa lampas
arthropoda,maxillopoda,calanoida,acartiidae,acartia,acartia (odontacartia) erythraea
arthropoda,maxillopoda,calanoida,calanidae,cosmocalanus,cosmocalanus darwinii
arthropoda,maxillopoda,calanoida,clausocalanidae,clausocalanus,clausocalanus arcuicornis
arthropoda,maxillopoda,calanoida,eucalanidae,eucalanus,eucalanus elongatus
arthropoda,maxillopoda,calanoida,euchaetidae,paraeuchaeta,paraeuchaeta barbata
arthropoda,maxillopoda,calanoida,megacalanidae,megacalanus,megacalanus princeps
arthropoda,maxillopoda,calanoida,metridinidae,metridia,metridia lucens
arthropoda,maxillopoda,calanoida,metridinidae,pleuromamma,pleuromamma abdominalis
arthropoda,maxillopoda,calanoida,metridinidae,pleuromamma,pleuromamma gracilis
arthropoda,maxillopoda,calanoida,paracalanidae,paracalanus,paracalanus aculeatus
arthropoda,maxillopoda,calanoida,paracalanidae,paracalanus,paracalanus parvus
arthropoda,maxillopoda,calanoida,paracalanidae,paracalanus,paracalanus pygmaeus
arthropoda,maxillopoda,calanoida,pontellidae,labidocera,labidocera kroyeri
arthropoda,maxillopoda,calanoida,rhincalanidae,rhincalanus,rhincalanus cornutus
arthropoda,maxillopoda,cyclopoida,oithonidae,oithona,oithona setigera
arthropoda,maxillopoda,cyclopoida,oithonidae,oithona,oithona simplex
arthropoda,maxillopoda,harpacticoida,ameiridae,ameira,ameira parvula
phoronida,not assigned,not assigned,phoronidae,phoronis,phoronis muelleri
annelida,polychaeta,aciculata,phyllodocidae,eteone,hypereteone lactea
phoronida,not assigned,not assigned,phoronidae,phoronis,phoronis ovalis
arthropoda,maxillopoda,harpacticoida,tisbidae,tisbe,tisbe furcata
arthropoda,maxillopoda,kentrogonida,lernaeodiscidae,lernaeodiscus,lernaeodiscus ingolfi
arthropoda,maxillopoda,pedunculata,heteralepadidae,heteralepas,heteralepas cornuta
arthropoda,maxillopoda,pedunculata,lepadidae,lepas,lepas (anatifa) anatifera
arthropoda,maxillopoda,pedunculata,lepadidae,lepas,lepas (anatifa) anserifera
arthropoda,maxillopoda,pedunculata,poecilasmatidae,octolasmis,octolasmis lowei
arthropoda,maxillopoda,pedunculata,poecilasmatidae,poecilasma,poecilasma kaempferi
arthropoda,maxillopoda,pedunculata,poecilasmatidae,temnaspis,dianajonesia fissum
