am_sciname,valid_name,aphia_id
tellina inflata,arcopaginula inflata,715187
tellina inflata,rostrimacoma largillierti,879856
tellina laevigata,laciolina laevigata,420872
tellina linguafelis,scutarcopagia linguafelis,729827
avrainvillea hollenbergii,avrainvillea hollenbergii,375394
avrainvillea lacerata,avrainvillea lacerata,221169
avrainvillea longicaulis,avrainvillea longicaulis,374518
avrainvillea nigricans,avrainvillea nigricans,221177
axianassa heardi,heteroaxianassa heardi,1459547
axinodon symmetros,kelliola symmetros,597705
axiothella mucosa,clymenella mucosa,332712
axociella spinosa,clathria (microciona) spinosa,167686
bacteridium resticulum,bacteridium resticulum,420472
bairdoppilata villosa,neonesidea villosa,460102
balaenoptera brydei,balaenoptera brydei,242603
balanoglossus clavigerus,balanoglossus clavigerus,137605
balanophyllia cellulosa,balanophyllia (balanophyllia) cellulosa,135179
balanophyllia chnous,balanophyllia (balanophyllia) chnous,173036
balanophyllia crassitheca,balanophyllia (balanophyllia) crassitheca,286912
balanophyllia cyathoides,balanophyllia (balanophyllia) cyathoides,286913
balanophyllia elegans,balanophyllia (balanophyllia) elegans,286920
balanophyllia europaea,balanophyllia (balanophyllia) europaea,135180
balanophyllia floridana,balanophyllia (balanophyllia) floridana,286923
balanophyllia palifera,balanophyllia (balanophyllia) palifera,286936
balanophyllia regia,balanophyllia (balanophyllia) regia,135181
balanus albicostatus,fistulobalanus albicostatus,535166
balanus crenatus,balanus crenatus,106215
balanus improvisus,amphibalanus improvisus,421139
balanus laevis,balanus laevis,173651
tellina modesta,ameritella modesta,878514
tellina modesta,abranda modestina,596134
tellina nitens,eurytellina nitens,420870
tellina nitens,nitidotellina unifasciata,878460
tellina perna,tonganaella perna,849055
tellina persica,phyllodina tenuisculpta,878154
tellina petitiana,ardeamya petitiana,878313
tellina remies,cyclotellina remies,710876
tellina rostrata,dallitellina rostrata,877226
tellina scobinata,scutarcopagia scobinata,216529
tellina senegambiensis,senegona senegambiensis,849069
tellina staurella,tellinella cruciata,876772
tellina tenuis,macomangulus tenuis,878470
tellina timorensis,tellinides timorensis,724439
tellina valtonis,nitidotellina valtonis,724814
tellina virgata,tellinella virgata,575774
tellinella asperrima,scutarcopagia pulcherrima,724732
tellinella rastellum,tellinella philippii,731839
temnaspis excavatum,dianajonesia excavatum,1423491
temnaspis fissum,dianajonesia fissum,1423493
temnaspis tridens,dianajonesia tridens,1423498
tenagodus cumingi,tenagodus cumingii,463671
tenagodus modestus,tenagodus modestus,419539
tenagodus squamatus,tenagodus squamatus,419540
tenagodus trochlearis,tenagodus trochlearis,595440
tenedocythere transoceanica,neohornibrookella transoceanica,1245997
tenuignathia rikerae,tenuignathia rikerae,266026
tenupedunculus beddardi,stenetriidae incertae sedis beddardi,1264636
tenupedunculus dentimanum,stenetriidae incertae sedis dentimanum,1264637
teralatirus cayohuesonicus,dolicholatirus cayohuesonicus,449662
teralatirus ernesti,teralatirus roboreus,746841
terebra acrior,neoterebra acrior,1415962
terebra affinis,myurella affinis,438734
terebra alba,neoterebra alba,1415964
terebra arcas,neoterebra arcas,1415967
terebra areolata,myurellopsis kilburni,1417647
terebra areolata,oxymeris areolata,564239
terebra benthalis,bathyterebra benthalis,1415408
terebra brasiliensis,neoterebra brasiliensis,1416043
terebra chlorata,oxymeris chlorata,564241
terebra circumcincta,perirhoe circumcincta,438755
terebra colombiensis,neoterebra colombiensis,1416053
terebra columellaris,myurellopsis columellaris,1417444
terebra concava,neoterebra concava,1416055
terebra crenulata,oxymeris crenulata,564243
terebra dimidiata,oxymeris dimidiata,564247
terebra dislocata,neoterebra dislocata,1416382
terebra felina,oxymeris felina,564249
terebra gemmulata,duplicaria gemmulata,438569
terebra glossema,neoterebra glossema,1416402
terebra kilburni,myurellopsis kilburni,1417647
terebra limatula,neoterebra limatula,1416690
terebra maculata,oxymeris crenulata,564243
terebra maculata,oxymeris maculata,447359
terebra mugridgeae,neoterebra mugridgeae,1416696
terebra nassula,neoterebra nassula,1416698
terebra nebulosa,myurella nebulosa,438744
terebra nebulosa,terebra argus,208110
terebra nebulosa,terebra guttata,208064
terebra paucistriata,myurellopsis paucistriata,1417516
terebra pertusa,myurella pertusa,1417656
terebra protexta,neoterebra protexta,1416720
terebra undulata,myurellopsis undulata,1415869
terebra vinosa,neoterebra vinosa,1416771
terebralia palustris,terebralia palustris,216725
terebralia sulcata,terebralia sulcata,216724
terebratulina reevi,terebratulina reevei,235538
teredo mannii,dicyathifer mannii,530847
teredo matacotana,teredothyra matocotana,527822
teredo matacotana,lyrodus pedicellatus,141600
teredo mindaensis,teredo mindanensis,527829
terenolla pygmaea,myurella pygmaea,1417518
terpios gelatinosa,terpios gelatinosus,1041930
tetilla polyura,craniella polyura,171347
tetraclita serrata,tetraclita serrata,208889
tetraclita squamosa,tetraclita squamosa,208890
tetraclitella depressa,tetraclitella depressa,742707
tetranchyroderma bunti,tetranchyroderma bunti,265573
tetranchyroderma cirrophorum,tetranchyroderma cirrophorum,247814
tetranchyroderma faroense,tetranchyroderma faroense,247815
tetranchyroderma heterotubulatum,tetranchyroderma heterotubulatum,114650
terebra weisbordi,no match,NA
tetranchyroderma hirtum,tetranchyroderma hirtum,114651
tetranchyroderma megastomum,tetranchyroderma megastomum,247818
tetranchyroderma papii,tetranchyroderma papii,114659
tetranchyroderma paradoxum,tetranchyroderma paradoxum,265584
tetranchyroderma polyprobolostomum,tetranchyroderma polyprobolostomum,265587
tetranchyroderma quadritentaculatum,tetranchyroderma quadritentaculatum,114662
tetranchyroderma swedmarki,tetranchyroderma swedmarki,265589
tetranchyroderma thysanophorum,tetranchyroderma thysanophorum,114667
tetranchyroderma tribolosum,tetranchyroderma tribolosum,114668
tetrastemma bicolor,quasitetrastemma bicolor,573312
tetrastemma nigrifrons,quasitetrastemma nigrifrons,573314
tetrazona glareosa,polycitor glareosus,251090
tetreres philippinensis,tetreres philippinensis,334912
textularia foliacea,textularia foliacea,489119
textularia lateralis,textularia lateralis,491922
textularia rugosa,textularia rugosa,595870
textularia rugosa,textularia rugosa,918622
textularia rugosa,sahulia neorugosa,1515649
thais alouina,mancinella alouina,714168
thais armigera,mancinella armigera,396999
thais bufo,purpura bufo,208642
thais clavigera,reishia clavigera,397003
thais deltoidea,vasula deltoidea,714225
thais echinata,mancinella echinata,714198
thais kieneri,reishia bitubercularis,714210
thais luteostoma,reishia luteostoma,714213
thais mancinella,mancinella alouina,714168
thais savignyi,tylothais savignyi,1048565
thais tuberosa,menathais tuberosa,714205
thala foveata,mitromica foveata,420080
thalamita cerasma,thranita cerasma,1467067
thalamita coeruleipes,thranita coeruleipes,1467069
thalamita cooperi,trierarchus cooperi,1467098
thalamita crenata,thranita crenata,1467070
thalamita dakini,thalamita bevisi,557909
thalamita danae,thranita danae,1467072
thalamita demani,trierarchus demani,1467102
thalamita gracilipes,thalamonyx gracilipes,208838
thalamita poisonii,thalamita poissonii,107407
thalamita prymna,thranita prymna,1467079
thalamita pseudopelsarti,thranita pseudopelsarti,1467081
thalamita rubridens,thranita rubridens,1467083
thalamita spinimana,thranita spinimana,1467086
thalamita woodmasoni,trierarchus woodmasoni,1467636
thalassia testudinum,thalassia testudinum,374720
thalassodendron ciliatum,thalassodendron ciliatum,220228
thalassophina viperina,hydrophis viperinus,1377547
thalessa aculeata,tylothais aculeata,1048566
tharyx dorsobranchialis,kirkegaardia dorsobranchialis,884702
thaumastocheles dochmiodon,thaumastocheles japonicus,382870
thaumastoderma mediterraneum,thaumastoderma mediterraneum,114674
thaumastoderma ramuliferum,thaumastoderma ramuliferum,114675
themiste alutacea,themiste (themiste) alutacea,266862
themiste blanda,themiste (themiste) blanda,266863
themiste dehamata,themiste (lagenopsis) dehamata,266865
themiste dyscrita,themiste (themiste) dyscrita,266866
themiste hennahi,themiste (themiste) hennahi,266867
themiste pyroides,themiste (themiste) pyroides,266870
thesea guadalupensis,scleracis guadalupensis,418854
thouarella koellikeri,thouarella (thouarella) koellikeri,286563
thouarella variabilis,thouarella (thouarella) variabilis,286574
thouarella viridis,thouarella (epithouarella) viridis,578627
thracia conradi,thracia conradi,156589
thracia devexa,thracia devexa,141646
thracia meridionalis,thracia meridionalis,197467
thracia morrisoni,thracia morrisoni,421006
thracia septentrionalis,thracia septentrionalis,156454
thracia stimpsoni,thracia stimpsoni,421007
thracia trapezoides,thracia trapezoides,506909
thracia vegrandis,thracia vegrandis,506922
thracia vitrea,thracia vitrea,506900
thrypticotrochus multilobatus,thrypticotrochus petterdi,291221
thurammina papillata,thurammina papillata,114215
thuridilla picta,thuridilla picta,224618
thyasira brevis,axinulus brevis,234163
thyasira dearborni,parathyasira dearborni,547519
thyasira equalis,parathyasira equalis,954693
thyasira pygmaea,mendicula pygmaea,152424
thylacoplethus cubensis,thylacoplethus cubensis,720251
thyroscyphus scorpioides,tuberocaulus scorpioides,1381857
thysanichthys crossotus,thysanichthys crossotus,282974
thysanozoon nigropapillosum,thysanozoon nigropapillosum,484047
timoclea costellifera,timoclea costellifera,216596
timoclea grus,chioneryx grus,507508
timoclea imbricata,timoclea imbricata,507933
timoclea marica,timoclea marica,216598
timoclea pygmaea,chioneryx pygmaea,507510
tisbe furcata,tisbe furcata furcata,116911
titanoderma pustulatum,titanoderma pustulatum,145216
tivela damaoides,tivela damaoides,507960
tivela floridana,tivela trigonella,420965
tivela isabelleana,tivela dentaria,507957
tivela mactroides,tivela mactroides,420964
tivela stultorum,tivela stultorum,367761
tjaernoeia exquisita,tjaernoeia exquisita,141684
tjaernoeia michaeli,tjaernoeia michaeli,457224
tochuina tetraquetra,tritonia tetraquetra,851422
tolypiocladia glomerulata,tolypiocladia glomerulata,214277
tomlinsonia mclaughlinae,tomlinsonia mclaughlinae,445274
tonicella rubra,boreochiton ruber,386411
tonna cepa,tonna canaliculata,208008
tonna olearium,tonna galea,141687
tornatina apicina,acteocina apicina,741757
tornatina exserta,acteocina excerta,741764
tornatina inconspicua,tornatinidae incertae sedis inconspicua,741761
tornatina inconspicua,acteocina inconspicua,420533
torometopa dentimanus,scaphodactylus dentimanus,744414
torometopa saldanhae,kyphometopa saldanhae,744520
tortanus discaudatus,tortanus (boreotortanus) discaudatus,720592
tortanus forcipatus,tortanus (tortanus) forcipatus,720587
tortanus setacaudatus,tortanus (acutanus) setacaudatus,720430
tosia parva,pawsonaster parvus,178151
trabecula krumpermani,trabecula krumpermani,533506
trachycardium angulatum,vasticardium angulatum,381317
trachycardium arenicolum,acrosterigma maculosum,345689
trachycardium elongatum,vasticardium elongatum,381322
trachycardium enode,vasticardium enode,1048888
trachycardium flavum,vasticardium flavum,381334
trachycardium impolitum,acrosterigma impolitum,381186
trachycardium magnum,acrosterigma magnum,381240
trachycardium muricatum,dallocardia muricata,381280
trachycardium orbita,vasticardium orbita,466608
trachycardium rubicundum,vasticardium rubicundum,381371
trachycardium beauforti,no match,NA
trachycardium compunctum,no match,NA
trachycardium foveolatum,no match,NA
trachycardium nigropunctatum,no match,NA
trachycardium okinawaense,no match,NA
trachycardium subrugosum,vasticardium subrugosum,1307001
trachycardium transcendens,acrosterigma transcendens,345694
trachycardium unicolor,acrosterigma simplex,345693
trachycardium variegatum,acrosterigma variegatum,345697
trachypollia nodulosa,claremontiella nodulosa,1335417
trachyscorpia cristulata cristulata,trachyscorpia cristulata,127256
trachyscorpia cristulata echinata,trachyscorpia cristulata echinata,293754
transennella caboblanquensis,transennella caboblanquensis,507975
transennella conradina,transennella conradina,420966
transennella cubaniana,transennella cubaniana,420967
transennella culebrana,transennella culebrana,420968
transennella stimpsoni,transennella stimpsoni,420969
travisia hobsonae,travisia hobsonae,332640
travisia kerguelensis,travisia kerguelensis,173920
trematooecia turrita,cigclisula turrita,111574
tremogasterina mucronata,poricella mucronata,471970
tremoschizodina lata,vitrimurella lata,827620
tretomphalus bulloides,tretomphalus bulloides,113184
trevathana dentata,trevathana dentata,733169
trevathana paulayi,trevathana paulayi,733171
trianguloscalpellum annandalei,trianguloscalpellum annandalei,535407
trianguloscalpellum balanoides,trianguloscalpellum balanoides,535408
trianguloscalpellum diota,trianguloscalpellum diota,535411
trianguloscalpellum hamulus,trianguloscalpellum hamulus,535415
trachycardium rugosum,no match,NA
trianguloscalpellum regium,regioscalpellum regium,1423136
trianguloscalpellum rubrum,diotascalpellum rubrum,1423507
trichomusculus barbatus,gregariella barbata,506040
trichomusculus semigranatus,gregariella semigranata,140453
trichomya hirsutua,trichomya hirsuta,506191
trichoplax adhaerens,trichoplax adhaerens,142023
trichotropis borealis,ariadnaria borealis,714762
trichotropis migrans,verticosta migrans,1397677
tricleocarpa cylindrica,tricleocarpa cylindrica,145744
tricleocarpa fragilis,tricleocarpa fragilis,145745
tricolia thalassicola,eulithidium thalassicola,419487
tricolia variabilis,hiloa variabilis,865355
trigonulina ornata,trigonulina ornata,403948
trilasmis eburnea,trilasmis eburnea,535423
triloculina oblonga,triloculina oblonga,112764
triloculina tricarinata,triloculina tricarinata,991800
triloculina trigonula,triloculina trigonula,112772
triloculina trihedra,triloculina trihedra,163643
trimma hotsarihiensis,trimma hotsarihiense,398660
trimma omanensis,trimma omanense,278509
trimma sanguinellus,trimma sanguinellum,398664
triphora abacoensis,triphora abacoensis,458234
triphora atlantica,triphora atlantica,533513
trigoniocardia adamsii,no match,NA
trigonostoma obliquata,no match,NA
balanus minutus,balanus minutus,535032
balanus nubilis,balanus nubilus,594745
balanus spongicola,balanus spongicola,106221
balanus trigonus,balanus trigonus,106223
balanus uliginosus,fistulobalanus kondakovi,535171
ballia callitricha,ballia callitricha,214079
balliella crouanioides,balliella crouanioides,214082
bankia tenuis,bankia philippinensis,527854
barbatia amygdalumtotsum,barbatia amygdalumtostum,504394
barbatia cancellaria,barbatia domingensis,582484
barbatia clathrata,acar clathrata,236692
barbatia fusca,barbatia amygdalumtostum,504394
barbatia novaezelandiae,barbatia novaezealandiae,504384
barentsia gracilis,barentsia gracilis,111802
basilissa rhyssa,basilissopsis rhyssa,419398
bathyacmaea secunda,bathyacmaea nipponica,456689
bathyarca grenophia,bathyarca philippiana,138800
bathydoris clavigera,prodoris clavigera,531395
bathymodiolus childressi,gigantidas childressi,1346725
bathymodiolus platifrons,gigantidas platifrons,1346726
bathymodiolus taiwanensis,gigantidas taiwanensis,1316515
bathymodiolus tangaroa,gigantidas tangaroa,888567
barbatia hanzawai,no match,NA
barbatia munda,no match,NA
bartschia canetae,no match,NA
triphora calva,triphora calva,419920
triphora ellyae,triphora ellyae,419923
triphora elvirae,triphora elvirae,419924
triphora lilacina,triphora lilacina,419927
triphora longissima,triphora longissima,1481274
triphora longissima,inella longissima,419897
triphora nigrocincta,marshallora nigrocincta,160363
triphora ornata,cosmotriphora ornata,419895
triphora osclausum,sagenotriphora osclausum,1341393
triphora triserialis,inella triserialis,591628
triptychus litosbathron,triptychus litosbathron,458149
triptychus niveus,triptychus niveus,420469
tritonia bayeri,tritonicula bayeri,1473652
tritonia hamnerorum,tritonicula hamnerorum,1473651
tritonia nilsodhneri,duvaucelia odhneri,748537
trivia oryza,trivirostra oryza,216896
trivia pellucidula,trivirostra pellucidula,216897
trochammina inflata,trochammina inflata,114348
trochocyathus cepulla,trochocyathus (trochocyathus) cepulla,286875
trochocyathus gordoni,trochocyathus (trochocyathus) gordoni,286883
trochocyathus hastatus,trochocyathus (aplocyathus) hastatus,286884
trochocyathus rawsonii,trochocyathus (trochocyathus) rawsonii,286893
trochocyathus rhombocolumna,trochocyathus (trochocyathus) rhombocolumna,286894
trochus hanleyanus,trochus nigropunctatus,216348
trochus hanleyanus,trochus hanleyanus,1438142
trochus niloticus,rochia nilotica,1251282
trophon abyssorum,pagodula abyssorum,399237
trophon acanthodes,coronium acanthodes,399128
trophon clathratus,benthoxystus petterdi,399110
trophon clathratus,boreotrophon clathratus,146732
trophon lacunellus,pagodula lacunella,399286
trophon pallidus,fuegotrophon pallidus,399142
trophon poirieria,enixotrophon poirieria,869792
trophon scotianus,trophonella scotiana,488016
trophon truncatus,boreotrophon truncatus,146733
trophon verrillii,pagodula verrillii,399297
truncadaphne chrysoleuca,caribedaphne chrysoleuca,1480634
trypanosyllis coeliaca,pseudosyllis brevipennis,131373
trypetesa lampas,trypetesa lampas,106142
tryphana malmi,tryphana malmii,458663
tryphosella trigonica,uristidae incertae sedis trigonica,765092
tuba valkyrie,tuba valkyrie,525583
tubiluchus corallicola,tubiluchus corallicola,265145
tulpa crenata,campanularia crenata,411911
turbanella bocqueti,turbanella bocqueti,114691
turbanella cornuta,turbanella cornuta,114692
turbanella ocellata,turbanella ocellata,265610
turbinaria peltata,duncanopsammia peltata,1469809
turbo cinereus,lunella cinerea,413413
turbo cinereus,margarites costalis,141819
turbo coronatus,lunella coronata,216363
turbonilla amoena,turbonilla amoena,141054
turbonilla aracruzensis,turbonilla aracruzensis,389147
tubulipora flexuosa,no match,NA
turbonilla belotheca,turbonilla belotheca,420479
turbonilla brasiliensis,turbonilla brasiliensis,533546
turbonilla capixaba,turbonilla capixaba,389148
turbonilla conradi,turbonilla conradi,420480
turbonilla coomansi,turbonilla coomansi,420481
turbonilla curta,turbonilla curta,420482
turbonilla dalli,turbonilla dalli,420483
turbonilla dispar,turbonilla dispar,533552
turbonilla elegans,turbonilla elegans,420484
turbonilla elegans,turbonilla elegantula,160348
turbonilla elegantula,turbonilla elegantula,160348
turbonilla elegantula,asmunda elegantula,739260
turbonilla exilis,turbonilla exilis,533558
turbonilla farroupilha,turbonilla farroupilha,389150
turbonilla fasciata,turbonilla fasciata,588596
turbonilla fluminensis,nisiturris fluminensis,731395
turbonilla goytacazi,turbonilla goytacazi,389152
turbonilla hemphilli,turbonilla hemphilli,420487
turbonilla hemphilli,turbonilla vix,593454
turbonilla interrupta,turbonilla interrupta,160082
turbonilla levis,turbonilla levis,420490
turbonilla linjaica,turbonilla linjaica,738830
turbonilla macaensis,turbonilla macaensis,458143
turbonilla maestratii,turbonilla maestratii,389155
turbonilla portoricana,turbonilla portoricana,420494
turbonilla puncta,turbonilla puncta,420495
turbonilla punicea,turbonilla punicea,420496
turbonilla punicea,turbonilla corgani,580280
turbonilla pupoides,turbonilla pupoides,420497
acasta cyathus,acasta cyathus,370509
acasta echinata,acasta echinata,534891
acasta fenestrata,acasta fenestrata,534892
acasta japonica,acasta japonica,534898
acasta purpurata,acasta purpurata,534901
acasta spongites,acasta spongites,106205
acasta sulcata,acasta sulcata,534908
aceroides latipes,aceroides (aceroides) latipes,102866
acetabularia calyculus,acetabularia calyculus,494810
acetabularia crenulata,acetabularia subg. acicularia crenulata,368435
acetabularia major,acetabularia major,495021
achelia segmentata,achelia segmentata,239631
acirsa borealis,acirsa borealis,159951
acmira philbinae,aricidea (acmira) philbinae,882559
acmira simplex,aricidea (acmira) simplex,333037
acmira taylori,aricidea (acmira) taylori,882558
acoetes melanota,acoetes melanonota,332884
acraspedanthus ferax,isoparactis ferax,722875
acrilla acuminata,acrilla acuminata,832120
acropora akajimensis,acropora donei,288198
acropora appressa,acropora appressa,207066
acropora azurea,acropora nana,207100
acropora bifurcata,acropora hyacinthus,207044
acropora convexa,acropora millepora,207023
acropora cophodactyla,acropora cophodactyla,430641
turbonilla rixtae,turbonilla rixtae,420500
turbonilla rushii,turbonilla rushii,532308
turbonilla stimpsoni,turbonilla stimpsoni,533582
turbonilla textilis,turbonilla textilis,420503
turbonilla turris,asmunda turrita,730786
turbonilla unilirata,turbolidium uniliratum,731409
turbonilla uruguayensis,turbonilla uruguayensis,533586
turbonilla virga,turbonilla virga,420505
turritella acropora,turritella acropora,419541
turritella bacillum,turritella bacillum,446538
turritella cingulifera,turritella cingulifera,446545
turritella cochlea,turritella cochlea,215158
turritella communis,turritellinella tricarinata,1381415
turritella duplicata,turritella duplicata,215162
turritella exoleta,turritella exoleta,419542
turritella fultoni,turritella fultoni,446558
turritella hookeri,turritella hookeri,446561
turritella terebra,turritella terebra,215163
turritella torulosa,turritella torulosa,215164
turritella variegata,turritella variegata,430319
turritopsis fascicularis,oceania armata,117437
turtonia minuta,turtonia minuta,141875
tylosurus acus acus,tylosurus acus acus,236459
tylosurus acus imperialis,tylosurus acus imperialis,236460
tylosurus acus melanotus,tylosurus acus melanotus,293756
tylosurus acus rafale,tylosurus acus rafale,293755
typhis expansus,talityphis expansus,1520618
typhlotanais pulcher,pulcherella pulcher,247872
typosyllis cornuta,syllis cornuta,157583
typosyllis hyalina,syllis hyalina,131436
uca annulipes,austruca annulipes,955178
uca chlorophthalmus,paraleptuca chlorophthalmus,955297
uca crassipes,paraleptuca crassipes,955294
uca dussumieri,tubuca dussumieri,955313
uca forcipata,tubuca forcipata,955316
uca hesperiae,gelasimus hesperiae,955170
uca rapax,minuca rapax,955271
uca rosea,tubuca rosea,955322
uca tetragonon,gelasimus tetragonon,210223
uca vocans,gelasimus vocans,955174
uca vocator,minuca vocator,955275
udotea argentea,udotea argentea,211539
udotea cyathiformis,udotea cyathiformis,373300
udotea flabellum,udotea flabellum,211535
ulva chaetomorphoides,ulva chaetomorphoides,376339
ulva clathrata,ulva clathrata,156078
ulva compressa,ulva compressa,234462
ulva flexuosa,ulva flexuosa,234468
ulva intestinalis,ulva intestinalis,234471
ulva lactuca,ulva lactuca,145984
ulva prolifera,ulva prolifera,234476
ulva rigida,ulva rigida,145990
undulostrea megodon,ostrea megodon,542159
upogebia edulis,austinogebia edulis,477845
upogebia savignyi,upogebia savignii,210348
uristes adarei,tryphosella adarei,872737
urocaridella antonbrunii,urocaridella antonbruunii,220201
urodasys viviparus,urodasys viviparus,114615
urolophus halleri,urobatis halleri,283085
urosalpinx perrugata,vokesinotus perrugatus,874476
urosalpinx tampaensis,eupleura tampaensis,404195
uroteuthis chinensis,uroteuthis (photololigo) chinensis,574516
uroteuthis duvaucelii,uroteuthis (photololigo) duvaucelii,574517
uroteuthis edulis,uroteuthis (photololigo) edulis,574518
uroteuthis singhalensis,uroteuthis (photololigo) singhalensis,574522
urticina lofotensis,urticina eques,100833
utriculidium durvillei,utriculidium durvillei,325570
vaceuchelus angulatus,vaceuchelus foveolatus,547236
valamugil speigleri,osteomugil speigleri,1509482
valonia aegagropila,valonia aegagropila,145881
valonia fastigiata,valonia fastigiata,211681
valonia utricularis,valonia utricularis,145884
valonia ventricosa,valonia ventricosa,211680
valoniopsis pachynema,valoniopsis pachynema,211673
vanvoorstia spectabilis,vanvoorstia spectabilis,213683
varicopeza crystallina,varicopeza crystallina,419525
varicorbula disparilis,varicorbula limatula,549664
varicorbula operculata,corbula operculata,505875
vasum turbinellum,vasum turbinellus,211103
veleronia laevifrons,pseudoveleronia laevifrons,514765
velutina plicatilis,velutina plicatilis,141902
velutina velutina,velutina velutina,141905
venericythere darwini,venericythere darwini,462790
venericythere papuensis,venericythere papuensis,462792
venerupis corrugata,venerupis corrugata,181364
venerupis dura,polititapes durus,507876
venerupis rhomboides,polititapes rhomboides,745846
venus sinuosa,mysia undata,140728
venus sinuosa,venus sinuosa,592264
venus toreuma,globivenus toreuma,507668
venus verrucosa,venus verrucosa,141936
verilarca sinensis,verilarca bivia,504663
vermicularia fargoi,vermicularia fargoi,419545
vermicularia knorrii,vermicularia knorrii,419546
vermicularia spirata,vermicularia spirata,160074
vermiliopsis glandigerus,vermiliopsis glandigera,335020
verruca cookei,verruca cookei,733305
verruca stroemia,verruca stroemia,106257
verum novaezelandiae,catherinum novaezelandiae,1423672
vepricardium mirabile,no match,NA
vepricardium rugatum,no match,NA
vesicomya pilula,kelliella pilula,505364
vesicomya venusta,vesicomya venusta,420923
vesicomya vesica,veneriglossa vesica,464427
vexillum corallinum,protoelongata corallina,957081
vexillum deshayesi,vexillum deshayesii,591505
vexillum exiguum,atlantilux exigua,866426
vexillum gemmatum,atlantilux gemmata,957169
vexillum laterculatum,nodicostellaria laterculata,957078
vexillum microzonias,pusia microzonias,957117
vexillum osiridis,orphanopusia osiridis,957168
vexillum puella,atlantilux puella,957170
vexillum turrigerum,vexillum turriger,591521
viriola tricincta,viriola tricincta,591885
vitracar sulcata,hawaiarca sulcata,1446551
volutomitra porcellana,volvarina porcellana,714135
volvarina lactea,volvarina abbreviata,420168
waldeckia obesa,charcotia obesa,1287846
watersipora subovoidea,watersipora cucullata,111590
weelia cylindrica,iasis cylindrica,268130
weltnerium bouvieri,weltnerium bouvieri,345618
weltnerium nymphocola,weltnerium nymphocola,106198
weltnerium poculum,weltnerium poculum,535450
wrangelia argus,wrangelia argus,144712
wrangelia bicuspidata,wrangelia bicuspidata,214147
wurdemannia miniata,wurdemannia miniata,145684
xanthias lamarcki,xanthias lamarckii,444335
xenojulis margaritaceus,xenojulis margaritacea,283185
xenophora caribaea,onustus caribaeus,468051
xenophora longleyi,onustus longleyi,468054
xenophora solaris,stellaria solaris,217332
xenotrichula intermedia,xenotrichula intermedia,114563
xenotrichula punctata,xenotrichula punctata,114567
xenoturbella bocki,xenoturbella bocki,141971
xenoturris cingulifera,iotyrris cingulifera,527381
xenuroturris kingae,iotyrris kingae,1441488
xiphophora chondrophylla,xiphophora chondrophylla,373472
xiphophora gladiata,xiphophora gladiata,374296
xylophaga wolffi,xylophaga grevei,428846
xystreurys rasile,xystreurys rasilis,283200
yoldia eightsii,aequiyoldia eightsii,868255
yoldia liorhina,orthoyoldia liorhina,506523
yoldia seminuda,yoldia aeolica,867964
yoldiella ecaudata,ledella ecaudata,506321
yoldiella subaequilatera,yoldiella lucida,142002
zaclys murdochi,zaclys murdochi,592008
zaclys sarissa,zaclys sarissa,592004
zafra comistea,seminella comistea,577134
zafrona idalina,falsuszafrona idalina,1397761
zafrona pulchella,falsuszafrona pulchella,1397848
zalanthias kelloggi,plectranthias kelloggi,279011
zalasius horii,trichia horii,881740
zebina laevigata,zebina sloaniana,764219
zebrias craticula,zebrias craticulus,277580
ziba bacillum,imbricaria bacillum,1061524
ziba insculpta,imbricaria insculpta,1061565
zidona dufresnei,zidona dufresnii,382412
zirfaea subconstricta,penitella gabbii,507016
zoobotryon verticillatum,amathia verticillata,851581
zoothamnium niveum,zoothamnium niveum,427016
zygophylax convallarius,zygophylax convallaria,284994
bathynerita naticoidea,thalassonerita naticoidea,1052704
bathypecten vulcani,catillopecten vulcani,391784
bathyplax typhlus,bathyplax typhla,440938
bathysabellaria spinifera,bathysabellaria spinifera,327217
bathytoma biconica,benthofascis biconica,433132
bathyzetes setiger,bathyzetes setigera,239714
batillaria zonalis,batillaria zonalis,397022
batissa violacea,batissa violacea,574116
bembrops greyi,bembrops greyae,309697
bentharca sagrinata,asperarca sagrinata,504382
bentheogennema borealis,boreogennema borealis,1422238
benthesicymus altus,dalicaris altus,1391001
benthesicymus bartletti,benthoecetes bartletti,1391796
benthesicymus brasiliensis,bathicaris brasiliensis,1390995
benthesicymus cereus,bathicaris cereus,1390996
benthesicymus investigatoris,maorrancaris investigatoris,1391002
benthesicymus iridescens,bathicaris iridescens,1390997
benthesicymus seymouri,bathicaris seymouri,1390998
benthesicymus tanneri,benthoecetes tanneri,1391797
benthesicymus tirmiziae,benthoecetes tirmizae,1391798
benthesicymus urinator,bathicaris urinator,1391000
benthoctopus clyderoperi,muusoctopus clyderoperi,527151
benthoctopus hokkaidensis,muusoctopus hokkaidensis,527153
benthoctopus karubar,muusoctopus karubar,527156
benthoctopus leioderma,muusoctopus leioderma,1043781
benthoctopus levis,muusoctopus levis,884007
benthoctopus oregonae,muusoctopus oregonae,527159
benthoctopus oregonensis,muusoctopus oregonensis,527160
benthoctopus piscatorum,bathypolypus bairdii,157011
benthoctopus profundorum,muusoctopus profundorum,527161
benthoctopus rigbyae,muusoctopus rigbyae,527162
benthoctopus tangaroa,muusoctopus tangaroa,527166
benthoctopus tegginmathae,muusoctopus tegginmathae,527165
benthoctopus thielei,muusoctopus thielei,884005
