am_sciname,valid_name,aphia_id
herklotsichthys spilurus,herklotsichthys spilura,212265
herpetopoma atratum,euchelus atratus,216300
herpolitha weberi,herpolitha limax,207363
herposiphonia pecten-veneris,herposiphonia pecten-veneris,373128
hesione pantherina,hesione splendida,130158
hespererato maugeriae,archierato maugeriae,1458765
heteralepas cornuta,heteralepas cornuta,106167
heteralepas japonica,heteralepas japonica,535186
heteralepas smilius,heteralepas smilius,535187
heterobrissus niasicus,heterobrissus niasicus,513328
heterocarpoides levicarina,procletes levicarina,515527
heterocarpus hayashi,heterocarpus hayashii,515431
heterocentrotus mammillatus,heterocentrotus mamillatus,568045
hesperancilla matthewsi,no match,NA
heterocrypta occidentalis,no match,NA
heteromastus filiformis,heteromastus filiformis,129884
heteromastus similis,heteromastus similis,328373
heteromysis arianii,heteromysis (heteromysis) arianii,161309
heteromysis eideri,heteromysis (heteromysis) eideri,120034
heteromysis microps,heteromysis (heteromysis) microps,120037
heteromysis norvegica,heteromysis (heteromysis) norvegica,120039
heteroscarus acroptilus,heteroscarus acroptilus,713598
heterosiphonia crispella,heterosiphonia crispella,144731
heterostigma singulare,cratostigma singularis,103823
heteroteuthis weberi,stoloteuthis weberi,410405
heterotiara anonyma,protiaropsis anonyma,221207
heteroxenotrichula squamosa,heteroxenotrichula squamosa,114557
hexapanopeus caribbaeus,acantholobulus caribbaeus,1513916
hexaplex kusterianus,hexaplex kuesterianus,1005391
hexelasma velutinum,hexelasma velutinum,535189
hiatavolva coarctata,aclyvolva coarctata,1380384
hiatella pholadis,hiatella arctica,140103
higginsia durissima,bubaris durissima,190223
himantozoum sinuosum,himantozoum (himantozoum) sinuosum,1026032
himantura randalli,maculabatis randalli,1468727
himantura schmardae,styracura schmardae,1297575
hindsiclava chazaliei,crassispira chazaliei,432646
hindsiclava rosenstielana,hindsiclava rosenstielanus,434022
hinea brasiliana,hinea brasiliana,598428
hinea lineata,hinea lineata,759678
amphiura annulifera,amphiura (amphiura) annulifera,243012
amphiura aster,amphiura (amphiura) aster,243013
amphiura correcta,amphiura (amphiura) correcta,243025
amphiura diomedeae,amphiura (amphiura) diomedeae,243029
amphiura duncani,amphiura (amphiura) luetkeni,243042
amphiura ecnomiotata,amphiura (fellaria) ecnomiotata,243072
amphiura praefecta,amphiura (amphiura) praefecta,243057
amphiura pusilla,amphiura (amphiura) pusilla,243060
amphiura rosea,amphiura (amphiura) rosea,243061
amphiura securigera,amphiura (ophiopeltis) securigera,125195
amphiura stimpsoni,amphiura stimpsonii,242991
amphiura tenuis,amphiura (ophiopeltis) tenuis,243083
amphiura vadicola,amphiura (fellaria) vadicola,243078
amusium japonicum,ylistrum japonicum,821598
amusium laurenti,euvola laurenti,394071
amygdalum dendriticum,amygdalum arborescens,870618
amygdalum papyrium,arcuatula papyria,505948
anachis carloslirai,anachis carloslirae,511375
anachis floridana,costoanachis floridana,419993
anachis hotessieriana,costoanachis hotessieriana,419994
anachis obesa,parvanachis obesa,160440
anachis translirata,costoanachis translirata,419999
anadara baughmani,anadara secernenda,504326
anadara floridana,anadara secticostata,504356
anadara nodifera,tegillarca nodifera,504472
hippa pacifica,hippa marmorata,467822
hippasteria spinosa,hippasteria phrygiana,124043
hippocampus alatus,hippocampus spinosissimus,275210
hippocampus biocellatus,hippocampus planifrons,306811
hippocampus borboniensis,hippocampus kuda,212237
hippocampus curvicuspis,hippocampus histrix,212239
hippocampus fuscus,hippocampus kuda,212237
hippocampus grandiceps,hippocampus angustus,275185
hippocampus hendriki,hippocampus angustus,275185
hippocampus montebelloensis,hippocampus montebelloensis,275203
hippocampus multispinus,hippocampus angustus,275185
hippocampus procerus,hippocampus whitei,212235
hippocampus queenslandicus,hippocampus spinosissimus,275210
hippocampus semispinosus,hippocampus spinosissimus,275210
hippodiplosia insculpta,primavelans insculpta,472023
hippolyte pleuracanthus,hippolyte pleuracantha,158360
hipponix conicus,sabia conica,180992
hippoporella gorgonensis,pleuromucrum gorgonense,1052898
hirsutonuphis gemminata,hirsutonuphis geminata,736300
histioteuthis arcturi,stigmatoteuthis arcturi,410401
histioteuthis elongata,histioteuthis reversa,181381
holothuria altaturricula,holothuria (thymiosycia) altaturricula,528823
holothuria arenicola,holothuria (thymiosycia) arenicola,210814
holothuria asperita,holothuria (theelothuria) asperita,241862
holothuria atra,holothuria (halodeima) atra,148748
holothuria austrinabassa,holothuria (panningothuria) austrinabassa,529055
holothuria bacilla,holothuria (selenkothuria) bacilla,210857
holothuria caparti,holothuria (holothuria) caparti,241837
holothuria cinerascens,holothuria (semperothuria) cinerascens,210846
holothuria coluber,holothuria (acanthotrapeza) coluber,241820
holothuria conica,holothuria (metriatyla) conica,241844
holothuria coronopertusa,holothuria (stichothuria) coronopertusa,241861
holothuria cubana,holothuria (cystipus) cubana,241823
holothuria cumulus,holothuria (lessonothuria) cumulus,210887
holothuria dakarensis,holothuria (holothuria) dakarensis,124495
holothuria difficilis,holothuria (platyperona) difficilis,148752
holothuria dofleinii,holothuria (stauropora) dofleinii,210842
holothuria dura,holothuria (cystipus) dura,241824
holothuria edulis,holothuria (halodeima) edulis,210882
holothuria erinacea,holothuria (selenkothuria) erinacea,210852
holothuria floridana,holothuria (halodeima) floridana,210900
holothuria foresti,holothuria (theelothuria) foresti,241863
holothuria forskali,holothuria (panningothuria) forskali,124501
holothuria fuscocinerea,holothuria (stauropora) fuscocinerea,210873
holothuria fuscogilva,holothuria (microthele) fuscogilva,210874
holothuria fuscopunctata,holothuria (microthele) fuscopunctata,210854
holothuria fuscopunctata,holothuria (mertensiothuria) hilla,529402
holothuria fuscorubra,holothuria (mertensiothuria) fuscorubra,210889
holothuria glaberrima,holothuria (selenkothuria) glaberrima,241851
holothuria glaberrima,holothuria glaberrima,529255
holothuria grisea,holothuria (halodeima) grisea,241833
holothuria hamata,holothuria (theelothuria) hamata,210834
holothuria hilla,holothuria (mertensiothuria) hilla,529402
holothuria impatiens,holothuria (thymiosycia) impatiens,125185
holothuria inhabilis,holothuria (cystipus) inhabilis,241825
holothuria inornata,holothuria (halodeima) inornata,529367
holothuria integra,holothuria (vaneyothuria) integra,241878
holothuria kefersteinii,holothuria (halodeima) kefersteinii,241834
holothuria languens,holothuria (semperothuria) languens,210833
holothuria lessoni,holothuria (metriatyla) lessoni,529028
holothuria leucospilota,holothuria (mertensiothuria) leucospilota,210881
holothuria lineata,holothuria (lessonothuria) lineata,210896
holothuria macroperona,holothuria (thymiosycia) macroperona,241872
holothuria martensii,holothuria (metriatyla) martensii,210812
holothuria mexicana,holothuria (halodeima) mexicana,125180
holothuria nigralutea,holothuria (halodeima) nigralutea,529061
holothuria nobilis,holothuria (microthele) nobilis,210835
holothuria notabilis,holothuria (theelothuria) notabilis,241865
holothuria occidentalis,holothuria (cystipus) occidentalis,241826
holothuria ocellata,bohadschia ocellata,530032
holothuria ocellata,holothuria (theelothuria) kurti,724874
holothuria paraprinceps,holothuria (theelothuria) paraprinceps,241867
holothuria pardalis,holothuria (lessonothuria) pardalis,210893
holothuria parvula,holothuria (platyperona) parvula,125183
holothuria pervicax,holothuria (stauropora) pervicax,210901
holothuria pluricuriosa,holothuria (stauropora) pluricuriosa,529373
holothuria poli,holothuria (roweothuria) poli,124525
holothuria princeps,holothuria (theelothuria) princeps,210890
holothuria pseudofossor,holothuria (cystipus) pseudofossor,241827
holothuria pyxis,holothuria (acanthotrapeza) pyxis,210864
holothuria rathbunii,holothuria (thymiosycia) unicolor,732389
holothuria rigida,holothuria (cystipus) rigida,210880
holothuria sanctori,holothuria (platyperona) sanctori,124528
holothuria scabra,holothuria (metriatyla) scabra,210813
holothuria spinifera,holothuria (theelothuria) spinifera,210860
holothuria strigosa,holothuria (thymiosycia) strigosa,241875
holothuria sulcata,holothuria (cystipus) occidentalis,241826
holothuria surinamensis,holothuria (semperothuria) surinamensis,241858
holothuria theeli,holothuria (selenkothuria) theeli,241855
holothuria tubulosa,holothuria (holothuria) tubulosa,125182
holothuria turriscelsa,holothuria (theelothuria) turriscelsa,210820
holothuria turrisimperfecta,holothuria (cystipus) turrisimperfecta,241830
holothuria verrucosa,holothuria (lessonothuria) verrucosa,210898
holothuria zacae,holothuria (vaneyothuria) zacae,241882
homalacantha anatomica,homalocantha anatomica,217162
homotrema rubra,homotrema rubrum,585257
hongeo koreana,hongeo koreanus,712397
hoplodoris nodulosa,carminodoris nodulosa,1304880
hoplophrys oatesi,hoplophrys oatesii,441550
hormophysa cuneiformis,hormophysa cuneiformis,372019
hormosina normani,hormosina normani,113980
hormosinella gracilis,hormosinella gracilis,581982
hormosira banksii,hormosira banksii,373322
hornellia tequestae,hornellia (metaceradocus) tequestae,490588
horologica cowei,horologica cowei,591440
horologica dirempta,horologica dirempta,591441
horologica pupa,horologica pupa,419888
houbricka incisa,houbricka incisa,420474
hummelinckiella borinquensis,hummelinckiella borinquensis,532913
hunkydora novozelandica,hunkydora novozelandica,506787
hunkydora novozelandica,asthenothaerus maxwelli,395494
hyalina styria,volvarina styria,420185
hyalogyrina globularis,hyalogyrina globularis,449963
hyalonema clavigerum,hyalonema (ijimaonema) clavigerum,396985
hyalopecten undatus,hyalopecten pudicus,181304
hyboscolex quadricincta,hyboscolex quadricincta,328431
hydatina amplustre,aplustrum amplustre,215418
hydatina physis,hydatina physis,215423
hydatina vesicaria,hydatina vesicaria,140120
hydatina zonata,hydatina zonata,215426
hydractinia antonii,schuchertinia antonii,731057
hydractinia milleri,schuchertinia milleri,731060
hydractinia minima,podocorynoides minima,284874
hydractinia minuta,hydractinia carica,117643
hydrobia ulvae,peringia ulvae,151628
hydroclathrus clathratus,hydroclathrus clathratus,145861
hydroides brachyacanthus,hydroides brachyacantha,328441
hydroides exaltatus,hydroides exaltata,873938
hydroides heterocerus,hydroides heterocera,851900
hydroides longispinosus,hydroides longispinosa,328453
hydroides norvegicus,hydroides norvegica,131009
hydroides tuberculatus,hydroides tuberculata,871950
hydrolithon boergesenii,hydrolithon boergesenii,372893
hydrolithon farinosum,hydrolithon farinosum,145118
hydrolithon onkodes,porolithon onkodes,495983
hydrolithon reinboldii,hydrolithon boergesenii,372893
hydrophis caerulescens,polyodontognathus caerulescens,407689
hydrophis macdowelli,hydrophis mcdowelli,344064
hydropuntia crassissima,crassiphycus crassissimus,1340376
hydropuntia edulis,hydropuntia edulis,376384
hymedesmia mertoni,hymedesmia (hymedesmia) mertoni,133602
hymedesmia occulta,hymedesmia (hymedesmia) occulta,133614
hymedesmia parvispicula,hymedesmia (stylopus) parvispicula,169232
hymedesmia prostrata,hymedesmia (hymedesmia) prostrata,169243
hymenamphiastra cyanocrypta,acanthancora cyanocrypta,169126
hymenaster perissonatus,hymenaster pellucidus,124135
hyperammina elongata,hyperammina elongata,113968
hypnea boergesenii,hypnea cervicornis,220819
hypnea musciformis,hypnea musciformis,145634
hypnea pannosa,hypnea pannosa,220816
hypnea valentiae,hypnea valentiae,145636
hyporhamphus roberti hildebrandi,hyporhamphus roberti hildebrandi,293618
hyporhamphus roberti roberti,hyporhamphus roberti roberti,272194
hypselodoris bayeri,felimare bayeri,558625
hypselodoris lilyeveae,felimare lilyeveae,597828
hypselodoris picta,felimare picta,597522
hypselodoris ruthae,felimare ruthae,597535
hypselodoris sycilla,felimare sycilla,597841
hypsicomus phaeotenia,notaulax phaeotaenia,130935
ibla cumingi,ibla cumingi,212560
icilius caledoniana,icilius caledoniana,396143
idas japonica,idas japonicus,506045
idiosepius notoides,xipholeptos notoides,1055555
idioteuthis danae,echinoteuthis danae,759127
idioteuthis hjorti,mastigopsis hjorti,759125
idmidronea atlantica,exidmonea atlantica,471226
idotea hectica,synischia hectica,263446
ifremeria nautilei,ifremeria nautilei,449966
ilisha sirishai,ilisha sirishae,281170
imbricaria conovula,imbricariopsis conovula,1061536
imbricaria olivaeformis,scabricola olivaeformis,1061963
imbricaria punctata,imbricariopsis punctata,1061679
imbricaria vanikoroensis,imbricariopsis vanikorensis,1061631
indophyllia macassarensis,cynarina macassarensis,739761
inella colon,inella colon,591623
inella pompona,strobiligera pompona,818061
ingolfiella fuscina,ingolfiella (tethydiella) fuscina,421632
iniforis casta,iniforis casta,419899
iniforis turristhomae,iniforis turristhomae,419902
inodrillia cestrota,inodrillia dalli,159882
inquisitor minimarus,ptychobela minimarus,1056671
inquisitor varicosa,inquisitor varicosus,434091
iothia coppingeri,iothia emarginuloides,567926
iothia radiata,piliscus commodus,141899
iphigenia brasiliana,iphigenia brasiliensis,420905
iphimediella margueretei,iphimediella margueritei,237143
iphionella elongata,eupanthalis elongata,333365
iridaea cordata,iridaea cordata,325522
irus macrophyllus,irus macrophylla,714808
iselica globosa,iselica globosa,420433
isodiametra hortulus,isodiametra hortulus,380035
isognomon anomioides,isognomon australicus,1476929
isops perarmata,geodia perarmata,191319
isotriphora peetersae,isotriphora peetersae,419903
issena pacifica,colga pacifica,140829
issena ramosa,colga ramosa,527529
ividia havanensis,ividia havanensis,868543
izanami inermis,izanami reticulata,1264328
jacquinotia edwardsi,jacquinotia edwardsii,442003
jaera albifrons,jaera (jaera) albifrons,264171
jaera ischiosetosa,jaera (jaera) ischiosetosa,264177
jaera praehirsuta,jaera (jaera) praehirsuta,264184
jania adhaerens,jania adhaerens,145123
jania capillacea,jania capillacea,145124
jania tenella,jania tenella,211621
janthina globosa,janthina globosa,214493
janthina globosa,janthina umbilicata,225271
janthina janthina,janthina janthina,140155
janua brasiliensis,neodexiospira brasiliensis,131209
janua kayi,neodexiospira kayi,606825
janua pagenstecheri,janua heterostropha,884193
japonactaeon punctostriatus,japonactaeon punctostriatus,420514
jasus tristani,jasus paulensis,246323
jehlius cirratus,jehlius cirratus,1501521
joculator sublima,joculator sublima,592009
jouannetia cumingi,jouannetia cumingii,506993
julia zebra,julia zebra,492585
justitia mauritiana,justitia longimana,382881
kainomatomysis foxi,kainommatomysis foxi,120045
kalliapseudes schubarti,monokalliapseudes schubarti,247184
kalliapseudes tomiokaensis,phoxokalliapseudes tomiokaensis,760840
kappaphycus alvarezii,kappaphycus alvarezii,371403
katelysia japonica,marcia japonica,507768
katelysia marmorata,marcia recens,507770
kelliella bruuni,vesicomya bruuni,464341
kempina stridulans,kempella stridulans,724165
kentrodoris rubescens,jorunna rubescens,534389
kerguelenella lateralis,siphonaria lateralis,759134
kermia bifasciata,pseudodaphnella bifasciata,1482153
kemponia nilandensis,no match,NA
kinorhynchus mainensis,leiocanthus mainensis,1433391
kishinouyea corbini,calvadosia corbini,886196
koleolepas avis,koleolepas avis,535192
kuphus polythalamia,kuphus polythalamius,527393
kurtziella accincta,kurtziella accinctus,432731
kurtziella citronella,cryoturris citronella,433447
labidocera kroyeri,labidocera kroyeri kroyeri,1458653
labidognathia longicollis,labidognathia longicollis,114738
labidoplax digitata,oestergrenia digitata,152547
labrospira crassimargo,labrospira crassimargo,113957
laevicardium attenuatum,acrosterigma attenuatum,345700
laevicardium biradiatum,acrosterigma biradiatum,345686
laevicardium laevigatum,fulvia laevigata,605734
laevicardium multipunctatum,discors multipunctatum,826913
laevicardium pulcherrimum,acrosterigma transcendens,345694
laevicardium rubropictum,acrosterigma biradiatum,345686
laevichlamys lemniscata,scaeochlamys lemniscata,494252
laevidentalina baggi,laevidentalina baggi,723205
laevidentalium banale,laevidentalium leptosceles,344239
laevidentalium jaffaensis,laevidentalium jaffaense,344236
laevidentalium liodon,fustiaria liodon,344261
lafoea tenellula,lafoea dumosa,117702
lagena perlucida,lagena perlucida,113503
lagena sulcata,lagena sulcata,113509
lagenammina difflugiformis,lagenammina difflugiformis,114165
anadyomene stellata,anadyomene stellata,145012
anaitides madeirensis,phyllodoce madeirensis,130677
anamixilla irregularis,leucandra irregularis,845907
ancistrobasis costulata,ancistrobasis reticulata,141426
ancistroteuthis lichtensteini,ancistroteuthis lichtensteinii,140647
andresia parthenopea,andresia partenopea,100863
angaria nodosa,angaria exasperata,1472744
angiola fasciata,hinea fasciata,605550
angiola lineata,hinea lineata,759678
angulus agilis,ameritella agilis,878476
angulus gibber,eurytellina gibber,878202
angulus merus,tampaella mera,878344
angulus paramerus,tampaella paramera,878385
angulus sybariticus,ameritella sybaritica,878517
angulus texanus,ameritella texana,878522
angulus versicolor,ameritella versicolor,849119
anidolyta spongotheras,tylodina spongotheras,1469182
anisodoris nobilis,peltodoris nobilis,594422
anna florida,ameranna florida,600647
annachlamys macassarensis,annachlamys striatula,393967
annandaleum lambda,annandaleum lambda,534955
anodontia edentula,NA,NA
anodontia fragilis,loripinus fragilis,718970
anodontia hawaiensis,euanodontia hawaiensis,718967
annachlamys histrionica,no match,NA
lagenicella verrucosa,lageniporina verrucosa,868513
lamellaria ampla,lamellaria ampla,532949
lamellaria leucosphaera,lamellaria leucosphaera,419751
lamellaria patagonica,lamellaria patagonica,532953
lamellaria perspicua,lamellaria perspicua,140173
lamellitrochus carinatus,lamellitrochus carinatus,419435
lamellitrochus inceratus,lamellitrochus inceratus,419436
lamellitrochus lamellosus,lamellitrochus lamellosus,419437
lamellitrochus pourtalesi,lamellitrochus pourtalesi,419438
lamnostoma orientalis,lamnostoma orientale,217570
lamprometra palmata,dichrometra palmata,213596
landsburgia quercifolia,landsburgia quercifolia,373376
laona finmarchica,praephiline finmarchica,574605
lapemis curtus,hydrophis curtus,1377536
lasaea hawaiiensis,lasaea hawaiensis,876348
laternula anatina,laternula anatina,181371
laternula boschasina,laternula boschasina,506753
laternula elliptica,laternula elliptica,197217
laternula truncata,exolaternula spengleri,1148687
latirolagena smaragdula,latirolagena smaragdulus,737548
latirus nodatus,nodolatirus nodatus,732677
latirus turritus,turrilatirus turritus,489066
latitriphora albida,latitriphora albida,419904
latreillia manningi,latreillia elegans,107265
laubiericoncha myriamae,archivesica myriamae,1334692
laurencia elata,corynecladia elata,1356594
laurencia filiformis,laurencia filiformis,239301
laurencia filiformis,laurencia gracilis,373363
laurencia intricata,laurencia intricata,144823
laurencia intricata,chondriopsis dasyphylla f. pyrifera,547447
laurencia majuscula,laurencia dendroidea,499472
laurencia microcladia,laurencia microcladia,144825
laurencia obtusa,laurencia obtusa,144827
laxosuberites coerulea,hymeniacidon caerulea,165882
leiochrides pallidior,leiochrides pallidior,333782
leiodermatium intermedia,leiodermatium intermedium,723673
leiognathus equulus,leiognathus equula,303762
leitoscoloplos foliosus,leitoscoloplos foliosus,421018
leitoscoloplos fragilis,leitoscoloplos fragilis,157447
leitoscoloplos robustus,leitoscoloplos robustus,421019
lelapiella incrustans,lelapiella incrustans,164795
lepas anatifera,lepas (anatifa) anatifera,733346
lepas anserifera,lepas (anatifa) anserifera,733347
lepidochitona flectens,dendrochiton flectens,817214
lepidochitona hartwegii,cyanoplax hartwegii,386416
lepidopora microstylus,leptohelia microstylus,856275
lepidozona albrechtii,tripoplax albrechtii,386094
lepidozona regularis,tripoplax regularis,386107
leporimetis intastriata,leporimetis ephippium,724897
lauridromia indica,no match,NA
lekanesphaera exosphaeroma,no match,NA
lepidopleurus pergranatus,no match,NA
leptasterias polaris,leptasterias (hexasterias) polaris,125154
leptastrea pruinosa,leptastrea purpurea,207470
leptocephalus giganteus,leptocephalus giganteus,314780
leptocephalus ophichthoides,leptocephalus ophichthoides,281316
leptochelia dubia,chondrochelia savignyi,880874
leptochelia dubia,chondrochelia dubia,880865
leptochelia dubia,leptochelia dubia,819866
leptochelia savignyi,chondrochelia savignyi,880874
leptochiton curvatus,deshayesiella curvata,385869
leptochiton lineatus,nierstraszella lineata,385866
leptochiton norfolcensis,terenochiton norfolcensis,1351397
leptognathia armata,chauliopleona armata,247473
leptognathia gracilis,akanthophoreus gracilis,136340
leptoseris cucullata,helioseris cucullata,290083
lernaeodiscus ingolfi,lernaeodiscus ingolfi,134790
lernaeodiscus okadai,lernaeodiscus okadai,463725
lessonia brevifolia,lessonia brevifolia,373468
lessonia fuscescens,lessonia flavicans,499773
lessonia tholiformis,lessonia tholiformis,373470
lessonia variegata,lessonia variegata,373467
lestidiops indopacifica,lestidiops indopacificus,220327
leucaltis bathybia,leucandra bathybia,164282
leucetta leptoraphis,leucascus leptoraphis,720264
leucetta losangelensis,leucandra losangelensis,164341
leucon americanus,leucon (leucon) americanus,157825
leucon antarcticus,leucon (crymoleucon) antarcticus,182314
leucon assimilis,leucon (leucon) assimilis,182339
acanthastrea ishigakiensis,lobophyllia ishigakiensis,888146
acanthastrea lordhowensis,micromussa lordhowensis,886929
acanthastrea maxima,sclerophyllia maxima,834701
acanthastrea regularis,micromussa regularis,888165
acanthaxius hirsutimanus,guyanacaris hirsutimana,741397
acanthaxius spinosissimus,guyanacaris spinosissima,1461439
acanthochitona balesae,americhiton balesae,1353857
acanthochitona spiculosa,acanthochitona spiculosa,532317
acanthochitona zebra,americhiton zebra,1353859
acanthodasys aculeatus,acanthodasys aculeatus,114618
acanthogorgia ramosissima,acanthogorgia ramossissima,286083
acanthomenia arcuata,acanthomenia arcuata,180823
acanthophora spicifera,acanthophora spicifera,211768
acanthoptilum agassizi,acanthoptilum agassizii,289321
acanthostracion guineensis,acanthostracion guineense,238343
acar domingensis,barbatia domingensis,582484
acartia danae,acartia (acartia) danae,346026
acartia erythraea,acartia (odontacartia) erythraea erythraea,1383454
acartia longiremis,acartia (acartiura) longiremis,346037
acartia negligens,acartia (acartia) negligens,346030
acartia spinata,acartia (acanthacartia) spinata,416443
acartia tonsa,acartia (acanthacartia) tonsa,345943
acasta conica,acasta conica,534888
acanthosquilla acanthocarpus,no match,NA
acar revelata,no match,NA
leucon breidensis,leucon (crymoleucon) breidensis,231730
leucon fulvus,leucon (leucon) fulvus,110616
leucon intermedius,leucon (crymoleucon) intermedius,231732
leucon nasicoides,leucon (leucon) nasicoides,110619
leucon pallidus,leucon (alytoleucon) pallidus,110609
leucon parasiphonatus,leucon (macrauloleucon) parasiphonatus,231733
leucon polarsterni,leucon (alytoleucon) polarsterni,182312
leucon sagitta,leucon (crymoleucon) sagitta,182320
leucon septemdentatus,leucon (crymoleucon) septemdentatus,182322
leucon spinulosus,leucon (macrauloleucon) spinulosus,110624
leucon weddelli,leucon (macrauloleucon) weddelli,182355
leuconia pumila,leucandra pumila,164368
leuconia rudifera,leucandra rudifera,164375
leucosia signata,coleusia signata,394879
leucosolenia blanca,clathrina blanca,233970
leucosolenia canariensis,arturia canariensis,1030554
leucosolenia cerebrum,borojevia cerebrum,732703
leucosolenia clathrus,clathrina clathrus,132275
leucosolenia coriacea,clathrina coriacea,132277
leucosolenia irregularis,soleneiscus irregularis,164787
leucosolenia macleayi,clathrina macleayi,1051734
leucosolenia protogenes,leucascus protogenes,720265
leucosolenia tenuipilosa,arturia tenuipilosa,1030560
leucosyrinx paratenoceras,typhlodaphne paratenoceras,881062
leucosolenia dictyoides,no match,NA
leucosyrinx tenoceras,leucosyrinx verrillii,141866
leucothoella bannwarthi,leucothoe bannwarthi,718769
leveillea jungermannioides,leveillea jungermannioides,213679
levinsenia gracilis,levinsenia gracilis,130578
levinsenia reducta,levinsenia reducta,421033
liagora ceranoides,liagora ceranoides,145756
lichenopora radiata,patinella radiata,146844
lichenopora radiata,lichenopora radiata,1414557
lienardia hersilia,hemilienardia hersilia,435440
lienardia nigrocincta,lienardia nigrotincta,719126
ligia italica,ligia italica,156211
ligia pigmentata,ligia pigmentata,257562
lillipathes lilliei,lillipathes lillei,290291
lima floridana,ctenoides mitis,420744
lima hians,limaria hians,140235
lima inflata,limaria tuberculata,140236
lima loscombi,limaria loscombi,153952
lima pellucida,limaria pellucida,420751
limacina helicoides,thielea helicoides,729876
limacina inflata,heliconoides inflatus,605965
limaria perfragile,limaria perfragilis,505493
limatula hendersoni,limatula regularis,505612
limatula hyalina,limaria hyalina,505506
limatula pygmaea,limea pygmaea,505622
limatula sulcata,limatula subauriculata,140242
limea argentineae,limea argentinae,456788
limneria prolongata,limneria prolongata,557157
limneria undata,limneria undata,159903
limnoperna fortunei,limnoperna fortunei,506081
limulatys reliquus,weinkauffia reliqua,1342946
linatella succincta,gelagna succincta,476500
lindapecten exasperatus,aequipecten exasperatus,420758
lindapecten muscosus,aequipecten muscosus,420761
linopherus hirsutus,linopherus hirsuta,333836
lioberus castaneus,lioberus castanea,1261741
lioconcha annettae,lioconcha annettae,507761
lioconcha castrensis,lioconcha castrensis,216577
lioconcha fastigiata,lioconcha fastigiata,507754
lioconcha hieroglyphica,lioconcha hieroglyphica,507751
lioconcha ornata,lioconcha ornata,216581
liocoryphe siamensis,liocoryphe siamense,258185
liocranchia reinhardti,liocranchia reinhardtii,341818
liocyma fluctuosa,liocyma fluctuosa,141918
liomera cinctimana,liomera cinctimanus,208975
liomera laevis,liomera loevis,444201
liostomia eburnea,liostomia eburnea,140966
liotina peronii,liotinaria peronii,944695
liparometra articulata,dichrometra articulata,450528
liponema multicornis,liponema multicorne,593072
lissocarcinus polyboides,lissocarcinus polybiodes,442725
lissodendoryx acanthostylota,lissodendoryx (ectyodoryx) acanthostylota,255133
lissodendoryx amphispinulata,lissodendoryx (anomodoryx) amphispinulata,255132
lissodendoryx arenaria,lissodendoryx (ectyodoryx) arenaria,168911
lissodendoryx bifacialis,lissodendoryx (ectyodoryx) bifacialis,168914
lissodendoryx carolinensis,lissodendoryx (lissodendoryx) carolinensis,168945
lissodendoryx colombiensis,lissodendoryx (lissodendoryx) colombiensis,168949
lissodendoryx fibrosa,lissodendoryx (acanthodoryx) fibrosa,168904
lissodendoryx grata,lissodendoryx (lissodendoryx) grata,168962
lissodendoryx isodictyalis,lissodendoryx (lissodendoryx) isodictyalis,168968
lissodendoryx paucispinata,lissodendoryx (lissodendoryx) paucispinata,168984
lissodendoryx schmidti,lissodendoryx (waldoschmittia) schmidti,134440
lissodendoryx similis,lissodendoryx (lissodendoryx) similis,168990
lissodendoryx spinulosa,lissodendoryx (lissodendoryx) spinulosa,255131
lissodendoryx spinulosa,antho (acarnia) spinulosa,234176
lissodendoryx ternatensis,lissodendoryx (lissodendoryx) ternatensis,168997
lissodendoryx timorensis,lissodendoryx (lissodendoryx) timorensis,168998
lissoporcellana streptochiroides,pisidia streptochiroides,846028
lissotesta strebeli,lissotesta strebeli,197245
listriella barnardi,idunella barnardi,754189
listriella carinata,idunella carinata,754192
litarcturus granulosus,fissarcturus granulosus,257985
lithodes antarcticus,lithodes santolla,368559
lithophaga aristata,leiosolenus aristatus,506056
lithophaga attenuata,leiosolenus attenuatus,506055
lithophaga bisulcata,leiosolenus bisulcatus,871162
lithophaga calyculata,leiosolenus calyculatus,506052
lithophaga canalifera,leiosolenus canaliferus,506059
lithophaga curta,leiosolenus lischkei,506079
lithophaga divaricalx,leiosolenus plumula,506060
lithophaga erimitica,leiosolenus erimiticus,506068
lithophaga hanleyana,leiosolenus hanleyanus,397091
lithophaga laevigata,leiosolenus levigatus,506074
lithophaga levigata,leiosolenus levigatus,506074
lithophaga lima,leiosolenus lima,506063
lithophaga lithura,leiosolenus lithurus,506073
lithophaga malaccana,leiosolenus malaccanus,506075
lithophaga mucronata,leiosolenus mucronatus,506071
lithophaga nasuta,leiosolenus nasutus,213154
lithophaga nasuta,leiosolenus lima,506063
lithophaga obesa,leiosolenus obesus,506072
lithophaga patagonica,leiosolenus patagonicus,506057
lithophaga plumula,leiosolenus plumula,506060
lithophaga simplex,leiosolenus simplex,506062
lithophaga straminea,lithophaga caperata,506094
lithophaga straminea,lithophaga antillarum,420702
lithopoma gibberosa,pomaulax gibberosus,581670
lithotrya nicobarica,lithotrya nicobarica,535193
lithotrya valentiana,lithotrya valentiana,208749
litiopa melanostoma,litiopa melanostoma,140258
litopenaeus occidentalis,penaeus occidentalis,584978
litopenaeus schmitti,penaeus schmitti,582132
litopenaeus setiferus,penaeus setiferus,762818
litopenaeus vannamei,penaeus vannamei,377748
litoscalpellum aurorae,litoscalpellum aurorae,174127
